KEGG pathway	Protein accession	KEGG KO No.	G3/G1 Ratio	Regulated Type
map04064 NF-kappa B signaling pathway	A0A8V0ZEJ3	K07371	1.9726401937756897	Up
map04142 Lysosome	A0A8V0ZSC5	K06129	2.4613005704847857	Up
map04142 Lysosome	F1NTQ2	K12373	2.0203924496605143	Up
map04142 Lysosome	Q05744	K01379	2.19817427077626	Up
map04142 Lysosome	A0A8V1ABA3	K01201	1.5161058943099313	Up
map04142 Lysosome	A0A8V0YC98	K01204	1.5563260053055972	Up
map04142 Lysosome	A0A8V0X637	K12350	2.0010524246244232	Up
map04142 Lysosome	A0A8V0XEP8	K01279	2.334960714013273	Up
map04142 Lysosome	A0A8V0YC89	K01137	1.7736656039897731	Up
map04142 Lysosome	A0A8V0YSF6	K01369	1.9386925668410864	Up
map04142 Lysosome	A0A8V0YVB6	K08568	1.5501881241843842	Up
map04142 Lysosome	A0A8V0YZJ3	K12309	6.9489078954582455	Up
map04142 Lysosome	A0A8V0ZSD7	K14410	1.5167983012388566	Up
map04142 Lysosome	A0A8V1AIF1	K12393	0.6500097650528288	Down
map04142 Lysosome	A0A8V1ALI6	K12316	2.3776025973706543	Up
map04142 Lysosome	F1NYJ1	K01365	0.5691472951592224	Down
map04142 Lysosome	A0A1D5PXH0	K12392	0.5941792447111596	Down
map04142 Lysosome	A0A8V0XWD4	K01374	1.7911856363765135	Up
map04142 Lysosome	A0A8V0XXM5	K01134	1.8204179631036088	Up
map04142 Lysosome	A0A8V0Z086	K12383	2.0787137521236767	Up
map04142 Lysosome	A0A8V0ZIF0	K01205	2.9102792745658888	Up
map04142 Lysosome	A0A8V0ZKQ8	K10087	0.590149359886202	Down
map04217 Necroptosis	A0A1D5PCX2	K12191	0.6357578811803573	Down
map04217 Necroptosis	A0A3Q2UHM4	K17065	0.5156751381960359	Down
map04217 Necroptosis	A0A1D5P420	K24782	0.457103931028601	Down
map04217 Necroptosis	E1BSI4	K12198	0.5029896642388709	Down
map04217 Necroptosis	A0A8V1A9R2	K11218	2.0337592099231983	Up
map04217 Necroptosis	Q5ZHP5	K12194	0.5725336763928547	Down
map04217 Necroptosis	A0A1D5NT61	K00261	1.664684964505839	Up
map04217 Necroptosis	A0A1D5NTC1	K16342	0.6497875207603152	Down
map04217 Necroptosis	A0A1D5PUL6	K04079	0.6291484218863496	Down
map04217 Necroptosis	A0A1L4FLS3	K05401	1.5390929378113134	Up
map04217 Necroptosis	A0A8V0X637	K12350	2.0010524246244232	Up
map04217 Necroptosis	A0A8V0XMI5	K10802	1.670387638420555	Up
map04217 Necroptosis	A0A8V0YFT7	K11220	2.1860740192086405	Up
map04217 Necroptosis	A0A8V0YRF2	K04725	8.27852188016356	Up
map04217 Necroptosis	A0A8V0YSD6	K12193	0.6501043592760688	Down
map04217 Necroptosis	A0A8V0YWM3	K04727	1.6868396339330105	Up
map04217 Necroptosis	A0A8V0Z0Y0	K05862	0.4659842659191121	Down
map04217 Necroptosis	A0A8V0ZHE8	K15040	0.6457258956822196	Down
map04217 Necroptosis	A0A8V0ZSN8	K11217	1.545073163293044	Up
map04217 Necroptosis	A0A8V1A7R0	K04692	1.9810676352255123	Up
map04217 Necroptosis	A0A1D5P7C1	K01370	0.29876028524410314	Down
map04217 Necroptosis	A0A8V0YXU7	K15041	0.5648393316788295	Down
map04217 Necroptosis	A0A8V1ADL7	K12195	0.5014918744739192	Down
map04630 JAK-STAT signaling pathway	A0A3Q3ACS4	K02649	0.5494199164139827	Down
map04630 JAK-STAT signaling pathway	F1NUX4	K07203	0.07615836735280072	Down
map04630 JAK-STAT signaling pathway	P08642	K02833	0.5083325289787036	Down
map04630 JAK-STAT signaling pathway	K9JA28	K05140	1.970871738814017	Up
map04630 JAK-STAT signaling pathway	A0A8V1A9R2	K11218	2.0337592099231983	Up
map04630 JAK-STAT signaling pathway	A0A8V0YFT7	K11220	2.1860740192086405	Up
map04630 JAK-STAT signaling pathway	A0A8V0ZSN8	K11217	1.545073163293044	Up
map04630 JAK-STAT signaling pathway	A0A8V1A7R0	K04692	1.9810676352255123	Up
map04630 JAK-STAT signaling pathway	A0A3Q2TU24	K04359	2.1588816412233447	Up
map04630 JAK-STAT signaling pathway	A0A8V0Y652	K05135	3.27893349808381	Up
map04630 JAK-STAT signaling pathway	A0A8V0YQA1	K14365	0.3614628016085791	Down
map04672 Intestinal immune network for IgA production	A0A8V0XA34	K06856	0.3883552104922635	Down
map04672 Intestinal immune network for IgA production	A0A8V0XDT2	K06856	1.7161581794857494	Up
map04672 Intestinal immune network for IgA production	A0A8V0XEJ0	K06856	2.6080606186056143	Up
map04672 Intestinal immune network for IgA production	A0A8V0XHB9	K06856	0.5646641866129778	Down
map04672 Intestinal immune network for IgA production	A0A8V0XL71	K06856	1.7479247289592623	Up
map04672 Intestinal immune network for IgA production	A0A8V1ACV0	K13073	1.6069719418588573	Up
map04974 Protein digestion and absorption	P02460	K19719	1.9154379878577623	Up
map04974 Protein digestion and absorption	A0A8V0ZY91	K04926	2.7905762071456355	Up
map04974 Protein digestion and absorption	A0A8V1AFR2	K16628	2.4885773239946074	Up
map04974 Protein digestion and absorption	P01875	K19720	17.60133302853864	Up
map04974 Protein digestion and absorption	A0A1D5P8I8	K08132	2.4778629822100564	Up
map04974 Protein digestion and absorption	A0A8V0X9L0	K16629	2.162961691050292	Up
map04974 Protein digestion and absorption	A0A8V0XXK8	K08133	2.4135833074227517	Up
map04974 Protein digestion and absorption	A0A8V0YHC1	K06238	0.2740162920355404	Down
map00010 Glycolysis / Gluconeogenesis	P00356	K00134	0.512547940260795	Down
map00010 Glycolysis / Gluconeogenesis	Q5ZLN1	K01834	0.5909350128169433	Down
map00010 Glycolysis / Gluconeogenesis	A0A8V0ZM20	K00844	0.6116682152402583	Down
map00010 Glycolysis / Gluconeogenesis	E1BTT8	K00016	0.5934426278962079	Down
map00010 Glycolysis / Gluconeogenesis	A0A1L1RQ91	K01810	0.4989780223064737	Down
map00010 Glycolysis / Gluconeogenesis	A0A8V0X6I8	K01623	0.5039552101567235	Down
map00010 Glycolysis / Gluconeogenesis	A0A8V0Z0S2	K01689	0.6077065210621378	Down
map00010 Glycolysis / Gluconeogenesis	A0A8V0ZWH3	K00627	0.485840064433139	Down
map00010 Glycolysis / Gluconeogenesis	A0A8V1ABW1	K00128	0.3905570633166392	Down
map00010 Glycolysis / Gluconeogenesis	A0A8V1AIR0	K01623	0.5682151094317399	Down
map00010 Glycolysis / Gluconeogenesis	A0A8V0X9K8	K14085	0.5691712579254548	Down
map00010 Glycolysis / Gluconeogenesis	A0A8V0ZCN9	K00129	0.5160780407755862	Down
map00010 Glycolysis / Gluconeogenesis	A0A8V1A4P2	K01835	0.5142816518979214	Down
map00071 Fatty acid degradation	A0A8V0Y4M6	K00255	2.1085650867146617	Up
map00071 Fatty acid degradation	A0A8V0Y492	K07515	0.5079172123738726	Down
map00071 Fatty acid degradation	A0A8V0YB71	K07509	0.4749553391344435	Down
map00071 Fatty acid degradation	A0A8V0ZAL2	K01897	0.5657214165542748	Down
map00071 Fatty acid degradation	A0A8V0XE68	K00626	0.4337975156861859	Down
map00071 Fatty acid degradation	A0A8V0XH76	K00626	0.5166921402208582	Down
map00071 Fatty acid degradation	A0A8V0XIM8	K00022	0.4735529584543274	Down
map00071 Fatty acid degradation	A0A8V1ABW1	K00128	0.3905570633166392	Down
map00071 Fatty acid degradation	A0A8V0X9K8	K14085	0.5691712579254548	Down
map00071 Fatty acid degradation	A0A8V0YYX3	K13238	0.5538319861507023	Down
map00190 Oxidative phosphorylation	P18944	K02261	0.5978083749822286	Down
map00190 Oxidative phosphorylation	A0A1D5PP57	K02147	0.4535537338978471	Down
map00190 Oxidative phosphorylation	Q9YH14	K02129	0.6346620884385401	Down
map00190 Oxidative phosphorylation	A0A1D5NW93	K02134	0.3242495285132277	Down
map00190 Oxidative phosphorylation	A0A8V0X535	K11351	1.95195672923958	Up
map00190 Oxidative phosphorylation	A0A8V0XCD2	K03949	1.6824195804195805	Up
map00190 Oxidative phosphorylation	A0A8V0Y6Z6	K02148	0.37233322659835627	Down
map00190 Oxidative phosphorylation	A0A8V0Y9V7	K03937	0.4716150536238579	Down
map00190 Oxidative phosphorylation	A0A8V0Y9X9	K02137	0.5034211323039661	Down
map00190 Oxidative phosphorylation	A0A8V0YC52	K03946	0.4215424642259803	Down
map00190 Oxidative phosphorylation	A0A8V0Z2Y8	K02265	0.2261954541095233	Down
map00190 Oxidative phosphorylation	A0A8V0Z382	K03938	0.583931309811128	Down
map00190 Oxidative phosphorylation	A0A8V0Z5I7	K02149	0.6619914453396997	Down
map00190 Oxidative phosphorylation	A0A8V0Z863	K03966	0.611761068714711	Down
map00190 Oxidative phosphorylation	A0A8V0ZC01	K02266	0.5931582717120462	Down
map00190 Oxidative phosphorylation	A0A8V0ZI98	K02130	0.322640517649846	Down
map00190 Oxidative phosphorylation	A0A8V1A4N7	K02127	0.6237478367165704	Down
map00190 Oxidative phosphorylation	A0A8V1A624	K02133	0.5832570382238499	Down
map00190 Oxidative phosphorylation	A0A8V1A840	K01544	0.5267744764380063	Down
map00190 Oxidative phosphorylation	E1C658	K02138	0.5379753115821226	Down
map00190 Oxidative phosphorylation	F1NIL3	K02140	0.5142297408798452	Down
map00190 Oxidative phosphorylation	A0A3Q2UJ64	K00417	0.5696913741310908	Down
map00190 Oxidative phosphorylation	A0A8V0X6I3	K02267	0.3671776246684115	Down
map00190 Oxidative phosphorylation	A0A8V0Y8W7	K02150	0.629337731347256	Down
map00190 Oxidative phosphorylation	A0A8V0Z6U6	K02147	0.6559117672041882	Down
map00190 Oxidative phosphorylation	A0A8V0ZRZ8	K03953	2.1110376430708717	Up
map00190 Oxidative phosphorylation	A0A8V1A3B4	K00414	0.5733516309511243	Down
map00230 Purine metabolism	A0A8V1AC34	K00939	0.33951920504682737	Down
map00230 Purine metabolism	A0A1D5PSI2	K00088	0.519132674346808	Down
map00230 Purine metabolism	O57535	K00940	0.5214587049463462	Down
map00230 Purine metabolism	A0A1D5PL45	K01939	0.38761010051947903	Down
map00230 Purine metabolism	A0A8V0XY43	K08041	0.47668144879704294	Down
map00230 Purine metabolism	A0A8V0Z310	K00939	0.5073391814722826	Down
map00230 Purine metabolism	A0A8V1AJZ1	K00939	0.6602349664235188	Down
map00230 Purine metabolism	A0A8V0XC92	K19970	0.2522065523612075	Down
map00230 Purine metabolism	A0A8V0XGF5	K00940	0.4304950215516205	Down
map00230 Purine metabolism	A0A8V0XTM2	K13811	0.6628855373127996	Down
map00230 Purine metabolism	A0A8V0XWG1	K00759	0.5665655025803834	Down
map00230 Purine metabolism	A0A8V0ZJD3	K13811	2.151292106634519	Up
map00230 Purine metabolism	A0A8V1A8Y2	K01510	0.6127894361090344	Down
map00230 Purine metabolism	A0A8V0XAH5	K13988	0.6450483612239691	Down
map00230 Purine metabolism	A0A8V0XRZ6	K06928	0.3978247333801648	Down
map00230 Purine metabolism	A0A8V0YC20	K01756	3.8744625967325876	Up
map00230 Purine metabolism	A0A8V1A4P2	K01835	0.5142816518979214	Down
map00230 Purine metabolism	A0A8V1A9L3	K01514	1.6266624264816232	Up
map00380 Tryptophan metabolism	A0A8V0Y492	K07515	0.5079172123738726	Down
map00380 Tryptophan metabolism	A0A1D5PQV3	K00658	0.3859448100864325	Down
map00380 Tryptophan metabolism	A0A8V0XE68	K00626	0.4337975156861859	Down
map00380 Tryptophan metabolism	A0A8V0XH76	K00626	0.5166921402208582	Down
map00380 Tryptophan metabolism	A0A8V0XIM8	K00022	0.4735529584543274	Down
map00380 Tryptophan metabolism	A0A8V1ABW1	K00128	0.3905570633166392	Down
map00380 Tryptophan metabolism	A0A8V0X9K8	K14085	0.5691712579254548	Down
map00730 Thiamine metabolism	A0A8V1AC34	K00939	0.33951920504682737	Down
map00730 Thiamine metabolism	A0A8V0Z310	K00939	0.5073391814722826	Down
map00730 Thiamine metabolism	A0A8V1AJZ1	K00939	0.6602349664235188	Down
map00730 Thiamine metabolism	A0A1D5P9Z1	K14394	0.4127669089622673	Down
map00730 Thiamine metabolism	A0A8V0XRZ6	K06928	0.3978247333801648	Down
map00980 Metabolism of xenobiotics by cytochrome P450	A0A8V0ZJE0	K00799	0.4807000025386939	Down
map00980 Metabolism of xenobiotics by cytochrome P450	A0A8V0XM79	K00078	0.337566834887982	Down
map00980 Metabolism of xenobiotics by cytochrome P450	A0A8V0YGN2	K00799	1.9402924957341323	Up
map00980 Metabolism of xenobiotics by cytochrome P450	A0A8V0YHY0	K00079	0.567475447718082	Down
map00980 Metabolism of xenobiotics by cytochrome P450	A0A8V1A0C2	K13299	0.6648922429431826	Down
map00980 Metabolism of xenobiotics by cytochrome P450	A0A1D5NT70	K00799	0.40725159310833137	Down
map00980 Metabolism of xenobiotics by cytochrome P450	A0A8V0X7B2	K00799	0.3685523356335205	Down
map00980 Metabolism of xenobiotics by cytochrome P450	A0A8V0XB81	K00799	0.40288226094374496	Down
map00980 Metabolism of xenobiotics by cytochrome P450	A0A8V0ZCN9	K00129	0.5160780407755862	Down
map04371 Apelin signaling pathway	A0A1D5NZL7	K05858	0.4330141305859616	Down
map04371 Apelin signaling pathway	F1NUX4	K07203	0.07615836735280072	Down
map04371 Apelin signaling pathway	P08642	K02833	0.5083325289787036	Down
map04371 Apelin signaling pathway	A0A1L1RPJ2	K04368	0.6243763307905933	Down
map04371 Apelin signaling pathway	A0A8V0X354	K13240	0.6454917063903132	Down
map04371 Apelin signaling pathway	A0A8V0XY43	K08041	0.47668144879704294	Down
map04371 Apelin signaling pathway	A0A1D5PFR7	K10435	0.5085112497253073	Down
map04371 Apelin signaling pathway	A0A1L1RWI9	K05869	0.6412784926489322	Down
map04371 Apelin signaling pathway	A0A8V0Z153	K00907	0.6273176745084241	Down
map04371 Apelin signaling pathway	A0A8V1A9K7	K04543	0.5581384639564648	Down
map04371 Apelin signaling pathway	F1NLV4	K04536	0.6443642589469188	Down
map04371 Apelin signaling pathway	R4GKD1	K04542	0.3391919303808423	Down
map04371 Apelin signaling pathway	A0A1D5P2H5	K02183	0.36861398895983793	Down
map04371 Apelin signaling pathway	A0A8V0XS64	K04545	0.4994904755523976	Down
map04371 Apelin signaling pathway	E1BW98	K04538	0.5662036372767058	Down
map04520 Adherens junction	A0A1D5NYE8	K02105	0.4588205598185716	Down
map04520 Adherens junction	H9L0D7	K05748	0.6534766371126379	Down
map04520 Adherens junction	A0A1D5P6T3	K04527	1.5026223630590012	Up
map04520 Adherens junction	A0A1D5P9Z1	K14394	0.4127669089622673	Down
map04520 Adherens junction	A0A1I7Q3Z0	K05704	1.5789821304076614	Up
map04520 Adherens junction	A0A3Q2U1A5	K05690	0.52451395056409	Down
map04520 Adherens junction	A0A8V0XHT1	K05705	0.5934160438930407	Down
map04520 Adherens junction	A0A8V0XTR4	K05691	0.6248284283795336	Down
map04520 Adherens junction	A0A8V0Y5A6	K05699	0.6355945698866596	Down
map04520 Adherens junction	A0A8V1AKR7	K05627	0.6616638479034234	Down
map04520 Adherens junction	A0A8V0X6F7	K23612	0.5603911201549859	Down
map04520 Adherens junction	A0A8V0XWR2	K05691	0.6044504742257822	Down
map04520 Adherens junction	A0A8V0ZIN3	K05692	0.6287902791419789	Down
map04520 Adherens junction	A0A8V1A0B4	K05701	1.7953769425448571	Up
map04613 Neutrophil extracellular trap formation	A0A1D5NZL7	K05858	0.4330141305859616	Down
map04613 Neutrophil extracellular trap formation	A0A3Q3ACS4	K02649	0.5494199164139827	Down
map04613 Neutrophil extracellular trap formation	F1NUX4	K07203	0.07615836735280072	Down
map04613 Neutrophil extracellular trap formation	P84229	K11253	0.5733096115511169	Down
map04613 Neutrophil extracellular trap formation	A0A1L1RPJ2	K04368	0.6243763307905933	Down
map04613 Neutrophil extracellular trap formation	A0A8V0ZSG8	K11408	2.9620836784193085	Up
map04613 Neutrophil extracellular trap formation	A0A1I7Q3Z0	K05704	1.5789821304076614	Up
map04613 Neutrophil extracellular trap formation	A0A8V0XMI5	K10802	1.670387638420555	Up
map04613 Neutrophil extracellular trap formation	A0A8V0Z0Y0	K05862	0.4659842659191121	Down
map04613 Neutrophil extracellular trap formation	A0A8V0ZHE8	K15040	0.6457258956822196	Down
map04613 Neutrophil extracellular trap formation	A0A8V1ABC9	K02677	1.6862777540903275	Up
map04613 Neutrophil extracellular trap formation	A0A1D5P7C1	K01370	0.29876028524410314	Down
map04613 Neutrophil extracellular trap formation	A0A8V0XA34	K06856	0.3883552104922635	Down
map04613 Neutrophil extracellular trap formation	A0A8V0XDT2	K06856	1.7161581794857494	Up
map04613 Neutrophil extracellular trap formation	A0A8V0XEJ0	K06856	2.6080606186056143	Up
map04613 Neutrophil extracellular trap formation	A0A8V0XHB9	K06856	0.5646641866129778	Down
map04613 Neutrophil extracellular trap formation	A0A8V0XL71	K06856	1.7479247289592623	Up
map04613 Neutrophil extracellular trap formation	A0A8V0YIZ9	K03905	0.445198253845908	Down
map04613 Neutrophil extracellular trap formation	A0A8V0YS27	K03904	0.6148906302943596	Down
map04613 Neutrophil extracellular trap formation	A0A8V0YXU7	K15041	0.5648393316788295	Down
map04613 Neutrophil extracellular trap formation	A0A8V0ZIN3	K05692	0.6287902791419789	Down
map04613 Neutrophil extracellular trap formation	A0A8V1A5A3	K06261	0.6123399301513387	Down
map04613 Neutrophil extracellular trap formation	A0A8V1AJ29	K10789	0.4750233958823247	Down
map04724 Glutamatergic synapse	A0A1D5NZL7	K05858	0.4330141305859616	Down
map04724 Glutamatergic synapse	A0A8V0XY43	K08041	0.47668144879704294	Down
map04724 Glutamatergic synapse	A0A1D5NTC1	K16342	0.6497875207603152	Down
map04724 Glutamatergic synapse	A0A8V0XL89	K04348	0.6229049550755378	Down
map04724 Glutamatergic synapse	A0A8V1A9K7	K04543	0.5581384639564648	Down
map04724 Glutamatergic synapse	A0A8V1ABC9	K02677	1.6862777540903275	Up
map04724 Glutamatergic synapse	F1NLV4	K04536	0.6443642589469188	Down
map04724 Glutamatergic synapse	R4GKD1	K04542	0.3391919303808423	Down
map04724 Glutamatergic synapse	A0A8V0XS64	K04545	0.4994904755523976	Down
map04724 Glutamatergic synapse	E1BW98	K04538	0.5662036372767058	Down
map04725 Cholinergic synapse	A0A1D5NZL7	K05858	0.4330141305859616	Down
map04725 Cholinergic synapse	A0A3Q3ACS4	K02649	0.5494199164139827	Down
map04725 Cholinergic synapse	P08642	K02833	0.5083325289787036	Down
map04725 Cholinergic synapse	A0A1L1RPJ2	K04368	0.6243763307905933	Down
map04725 Cholinergic synapse	A0A8V0XY43	K08041	0.47668144879704294	Down
map04725 Cholinergic synapse	A0A8V0ZY91	K04926	2.7905762071456355	Up
map04725 Cholinergic synapse	A0A1L1RWI9	K05869	0.6412784926489322	Down
map04725 Cholinergic synapse	A0A8V1A9K7	K04543	0.5581384639564648	Down
map04725 Cholinergic synapse	A0A8V1ABC9	K02677	1.6862777540903275	Up
map04725 Cholinergic synapse	F1NLV4	K04536	0.6443642589469188	Down
map04725 Cholinergic synapse	R4GKD1	K04542	0.3391919303808423	Down
map04725 Cholinergic synapse	A0A8V0XS64	K04545	0.4994904755523976	Down
map04725 Cholinergic synapse	E1BW98	K04538	0.5662036372767058	Down
map04744 Phototransduction	F1NLV4	K04536	0.6443642589469188	Down
map04744 Phototransduction	A0A1D5P2H5	K02183	0.36861398895983793	Down
map04915 Estrogen signaling pathway	A0A1D5NZL7	K05858	0.4330141305859616	Down
map04915 Estrogen signaling pathway	A0A3Q3ACS4	K02649	0.5494199164139827	Down
map04915 Estrogen signaling pathway	P08642	K02833	0.5083325289787036	Down
map04915 Estrogen signaling pathway	Q05744	K01379	2.19817427077626	Up
map04915 Estrogen signaling pathway	A0A1L1RPJ2	K04368	0.6243763307905933	Down
map04915 Estrogen signaling pathway	A0A8V0XY43	K08041	0.47668144879704294	Down
map04915 Estrogen signaling pathway	O93256	K07604	0.4227155606486787	Down
map04915 Estrogen signaling pathway	A0A1D5PUL6	K04079	0.6291484218863496	Down
map04915 Estrogen signaling pathway	A0A1I7Q3Z0	K05704	1.5789821304076614	Up
map04915 Estrogen signaling pathway	A0A8V0Y7A6	K05228	0.3609420818100599	Down
map04915 Estrogen signaling pathway	A0A8V0ZQ00	K07604	0.4764724411559702	Down
map04915 Estrogen signaling pathway	A0A1D5P2H5	K02183	0.36861398895983793	Down
map04915 Estrogen signaling pathway	A0A8V0Z8E9	K03283	0.4957220522266124	Down
map04915 Estrogen signaling pathway	A0A8V0ZK24	K07604	0.4271926582037617	Down
map04915 Estrogen signaling pathway	A0A8V0ZPV0	K07604	0.36750727459676935	Down
map04915 Estrogen signaling pathway	A0A8V0ZVD2	K07604	0.3494049492633062	Down
map04915 Estrogen signaling pathway	A0A8V1A178	K07604	0.3040021642588652	Down
map04915 Estrogen signaling pathway	A0A8V1A8T0	K07604	0.3890364028073916	Down
map04915 Estrogen signaling pathway	A0A8V1A8U0	K07604	0.370955822993902	Down
map04962 Vasopressin-regulated water reabsorption	Q5ZIP7	K07887	0.4795195228062494	Down
map04962 Vasopressin-regulated water reabsorption	Q98932	K07889	0.6339753056652301	Down
map04962 Vasopressin-regulated water reabsorption	A0A8V0XK27	K10414	0.31095846460025595	Down
map04962 Vasopressin-regulated water reabsorption	A0A8V0XJW7	K04648	0.18631519731674695	Down
map04962 Vasopressin-regulated water reabsorption	A0A8V0Z958	K10416	0.5345012797794841	Down
map04962 Vasopressin-regulated water reabsorption	A0A8V0ZBP0	K10418	0.28686826737653004	Down
map04962 Vasopressin-regulated water reabsorption	A0A8V0ZDX0	K10417	0.63602135013594	Down
map04962 Vasopressin-regulated water reabsorption	A0A8V1AJR8	K12462	0.5658197532371476	Down
map04962 Vasopressin-regulated water reabsorption	A0A1D5PFB8	K10424	0.5714654705669056	Down
map04975 Fat digestion and absorption	A0A8V0Y2J1	K06259	0.6402398059397614	Down
map04975 Fat digestion and absorption	A0A8V0ZE99	K01047	0.6174117689573084	Down
map04975 Fat digestion and absorption	A0A8V0XE68	K00626	0.4337975156861859	Down
map04975 Fat digestion and absorption	A0A8V0XH76	K00626	0.5166921402208582	Down
map04975 Fat digestion and absorption	A0A8V0ZJT8	K14455	0.5814803927332588	Down
map04975 Fat digestion and absorption	A0A8V0ZZN4	K08760	0.4402745370938912	Down
