KEGG pathway,Mapping,Background,All Mapping,All Background,Fold Enrichment,Fisher's exact test p value,-log10(p value),Related proteins
map00532 Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,4,16,218,1633,1.87,0.2544250773867965,0.59,A0A8V0WZJ4 E1C3Z8 A0A1D5PA74 E1C2T4
map00534 Glycosaminoglycan biosynthesis - heparan sulfate / heparin,7,15,218,1633,3.5,0.0017136210708117996,2.77,F1NGB8 A0A8V0YS46 A0A8V0WZJ4 A0A8V0ZBJ8 A0A8V0ZXC9 A0A8V0Y8L6 Q76KB2
map00561 Glycerolipid metabolism,3,15,218,1633,1.5,0.4388006086969414,0.36,A0A8V0YKA1 P11602 A0A8V0YJV4
map00562 Inositol phosphate metabolism,4,18,218,1633,1.66,0.2860413344074328,0.54,Q5ZJ58 A0A8V0XCX4 A0A8V0ZQS2 A0A8V0ZYM1
map00565 Ether lipid metabolism,2,13,218,1633,1.15,0.6887266642178043,0.16,A0A8V0WZN3 A0A8V0XWZ8
map00600 Sphingolipid metabolism,5,15,218,1633,2.5,0.03925311019129707,1.41,A0A8V0X637 A0A8V0XXM5 A0A8V0WZN3 A0A8V0YZJ3 A0A1D5P1F1
map00603 Glycosphingolipid biosynthesis - globo and isoglobo series,2,9,218,1633,1.66,0.34285887908575285,0.46,A0A8V0YC98 A0A8V1AFP1
map00790 Folate biosynthesis,2,9,218,1633,1.66,0.34285887908575285,0.46,A0A8V0YKA1 A0A8V0YJV4
map00910 Nitrogen metabolism,2,4,218,1633,3.75,0.08862689936420162,1.05,A0A8V0YLT1 A0A8V0Y513
map00983 Drug metabolism - other enzymes,3,22,218,1633,1.02,1.0,-0.0,A0A8V0Y9F8 A0A1L1RSD2 A0A8V1AHJ8
map01100 Metabolic pathways,70,502,218,1633,1.04,0.636820824719389,0.2,A0A8V1A9L3 A0A1D5PCU0 A0A8V0ZWX9 A0A8V0XCX4 A0A8V0XXM5 A0A8V0XDL7 A0A1D5PNB8 A0A8V0Z4R1 A0A8V0ZYM1 A0A8V0ZHL4 A0A8V0ZR84 A0A8V0ZIF0 P07032 A0A1D5PA74 A0A8V0Y8L6 A0A8V0YC98 A0A8V1AEM5 A0A8V0ZIZ5 A0A8V0YC57 A0A8V0ZWH1 A0A8V0ZY61 A0A8V1AHJ8 F1NB63 A0A8V0ZG46 A0A8V0X637 A0A8V0WZN3 E1C3Z8 A0A1D5PQV0 E1BYF1 A0A8V0YLN5 A0A8V0X2C5 A0A8V0Y7C8 A0A8V0Z1C5 A0A8V0XT35 A0A1L1RSD2 E1C2T4 A0A8V0ZYN6 A0A8V0ZWC9 A0A1D5P1F1 A0A8V0ZXC9 A0A8V1A4P2 A0A8V0Z0B9 A0A8V0YKA1 A0A8V0YS46 A0A8V0WZJ4 A0A8V0Z6S1 A0A8V0ZLV3 A0A1D5PJE0 A0A8V1AK88 Q5ZJ58 A0A3Q2UEL1 A0A8V0YZJ3 A0A8V1A2F4 A0A8V0XWZ8 A0A8V0ZBJ8 A0A8V0Y218 A0A8V0Z832 A0A8V0YYQ9 A0A8V1AFP1 A0A8V0Y513 F1NGB8 A0A8V0YJV4 A0A8V1ACQ8 A0A8V0ZFH4 A0A8V0Y6W2 A0A8V0YLT1 Q5ZHL0 A0A8V1A0M8 A0A8V0XMD4 A0A8V0ZQS2
map01200 Carbon metabolism,3,58,218,1633,0.39,0.07440512120047288,1.13,A0A8V0Z832 A0A1D5PQV0 A0A8V0Y513
map01230 Biosynthesis of amino acids,4,36,218,1633,0.83,1.0,-0.0,A0A8V0Y513 A0A8V0Z4R1 A0A1D5PQV0 E1BYF1
map01240 Biosynthesis of cofactors,3,40,218,1633,0.56,0.35093789384774005,0.45,A0A3Q2UEL1 A0A1L1RSD2 A0A8V0Z4R1
map03008 Ribosome biogenesis in eukaryotes,2,10,218,1633,1.5,0.6315978132743592,0.2,A0A1D5PNG3 A0A8V1A6A3
map03010 Ribosome,4,55,218,1633,0.54,0.2266319738632329,0.64,A0A8V1ACS0 A0A8V0Z865 A0A8V0Z4J0 A0A8V0XPN5
map03040 Spliceosome,2,34,218,1633,0.44,0.30455371252455204,0.52,A0A8V0ZJ97 A0A8V0XXW6
map03060 Protein export,3,9,218,1633,2.5,0.10693401873375717,0.97,A0A8V0XF68 P28687 A0A3Q2UNH8
map04010 MAPK signaling pathway,8,59,218,1633,1.02,1.0,-0.0,A0A1D5PHW5 A0A3Q2TU24 A0A8V1ABC8 Q00649 A0A8V0XJ84 A0A8V1ABC9 A0A8V0Z4M1 Q9I946
map04012 ErbB signaling pathway,2,18,218,1633,0.83,1.0,-0.0,A0A8V0XB58 A0A8V1ABC9
map04013 MAPK signaling pathway - fly,2,27,218,1633,0.55,0.5669712217840319,0.25,A0A8V0YW12 A0A8V0YFD4
map04014 Ras signaling pathway,5,61,218,1633,0.61,0.3346848906254961,0.48,A0A3Q2TU24 A0A8V0ZZU1 A0A8V1ABC9 A0A8V0Z4M1 Q9I946
map04015 Rap1 signaling pathway,6,56,218,1633,0.8,0.6907805912348524,0.16,A0A3Q2TU24 Q0PVE4 A0A8V1ABC9 A0A8V0Z4M1 A0A8V1AAH7 Q9I946
map04020 Calcium signaling pathway,13,57,218,1633,1.71,0.044881694096364,1.35,A0A3Q2TU24 A0A8V1A3H9 A0A8V0XB58 A0A8V1A3N1 A0A1D5NWP2 A0A8V1ABC9 A0A8V0XEJ0 A0A8V0Z4M1 A0A8V0XDT2 A0A1D5P1F1 A0A8V0XA34 A0A8V0XL71 Q9I946
map04022 cGMP-PKG signaling pathway,2,35,218,1633,0.43,0.309341639976776,0.51,A0A8V0ZX85 A0A8V0YC57
map04024 cAMP signaling pathway,6,36,218,1633,1.25,0.6173264881064642,0.21,A0A8V0XB58 A0A8V0YEZ4 A0A8V0ZX85 A0A8V0XYR2 A0A8V1AAH7 A0A8V0YC57
map04060 Cytokine-cytokine receptor interaction,4,26,218,1633,1.15,0.769367057223832,0.11,A0A8V0ZDZ5 A0A8V0XJ84 E1C733 A0A1D5P0D7
map04061 Viral protein interaction with cytokine and cytokine receptor,2,8,218,1633,1.87,0.2904311323405161,0.54,A0A8V0ZDZ5 E1C733
map04062 Chemokine signaling pathway,4,45,218,1633,0.67,0.5055702125948677,0.3,A0A8V1A9R2 A0A8V1A7R0 E1C733 A0A8V1AAH7
map04064 NF-kappa B signaling pathway,8,25,218,1633,2.4,0.012524593113636807,1.9,A0A8V1ABC8 A0A8V0XEJ0 A0A8V0YRF2 A0A8V0XA34 A0A8V0ZEJ3 A0A8V0XL71 A0A8V0XDT2 A0A8V1AJ90
map04066 HIF-1 signaling pathway,5,36,218,1633,1.04,0.8076626450959508,0.09,A0A8V0XB58 A0A8V1ABC9 A0A8V0Z4M1 A0A8V1A7R0 A0A8V0XYR2
map04068 FoxO signaling pathway,5,23,218,1633,1.63,0.21936455407355804,0.66,A0A8V0Y7Y9 A0A8V0ZDZ5 A0A8V0XJ84 A0A8V1A7R0 A0A8V0YRK4
map04070 Phosphatidylinositol signaling system,5,20,218,1633,1.87,0.17268340027360052,0.76,A0A8V0XCX4 Q5ZJ58 A0A8V0ZYM1 A0A8V1ABC9 A0A8V0ZQS2
map04071 Sphingolipid signaling pathway,4,31,218,1633,0.97,1.0,-0.0,A0A1D5P1F1 A0A8V1ABC9 Q05744 A0A8V0X637
map04072 Phospholipase D signaling pathway,9,50,218,1633,1.35,0.29577436617292585,0.53,A0A3Q2TU24 Q5ZJ58 A0A8V0XEJ0 A0A8V1ABC9 A0A8V0XDT2 A0A1D5P1F1 A0A8V0XA34 A0A8V0XL71 Q9I946
map04080 Neuroactive ligand-receptor interaction,4,25,218,1633,1.2,0.7644892386208298,0.12,A0A8V0XUJ8 A0A8V0YEZ4 A0A8V0XYR2 A0A8V1AM71
map04120 Ubiquitin mediated proteolysis,6,24,218,1633,1.87,0.12050860042196762,0.92,A0A8V1ACS0 A0A8V0ZZG2 A0A1D5PNL3 A0A8V0YRF2 A0A8V0Z4J0 A0A8V0YFD4
map04137 Mitophagy - animal,3,18,218,1633,1.25,0.7234142309624068,0.14,A0A8V1ACS0 A0A8V0Y7Y9 A0A8V0Z4J0
map04140 Autophagy - animal,3,29,218,1633,0.77,0.7882622650806322,0.1,A0A8V0ZSX6 A0A8V0Y7Y9 Q05744
map04141 Protein processing in endoplasmic reticulum,5,72,218,1633,0.52,0.11205379828601811,0.95,A0A8V0ZW46 A0A8V0X2C5 A0A8V0ZSX6 A0A8V0XQS7 A0A8V0YFD4
map04142 Lysosome,15,77,218,1633,1.46,0.1204322177083097,0.92,A0A1D5PCU0 Q05744 A0A8V0X637 A0A8V1AFH0 A0A8V0Z1E9 A0A8V0XXM5 A0A8V0YZJ3 A0A8V0YLN5 A0A8V0Z086 A0A8V0ZIF0 A0A1L1RSD2 Q5ZHL0 A0A8V0YC98 A0A8V0XX49 E1BS94
map04144 Endocytosis,10,116,218,1633,0.65,0.15511621129554742,0.81,A0A8V0YB43 A0A8V0ZZG2 A0A8V0ZZU1 Q0PVE4 A0A8V0XDM2 A0A1D5NVM6 Q5ZJ58 A0A8V0ZH54 A0A8V0Z9Y8 A0A8V0X8D5
map04145 Phagosome,11,80,218,1633,1.03,0.866672189333513,0.06,A0A1D5PCU0 A0A8V0ZZU1 A0A8V1AFH0 A0A8V0Y413 A0A8V0XK27 A0A8V0XEJ0 Q5ZHL0 A0A8V0XA34 A0A8V0X8D5 A0A8V0XDT2 A0A8V0XL71
map04150 mTOR signaling pathway,4,38,218,1633,0.79,0.8096893178527058,0.09,A0A8V0ZKI8 A0A8V1A9A7 A0A8V1ABC9 A0A8V1AG56
map04151 PI3K-Akt signaling pathway,17,111,218,1633,1.15,0.5622765375507286,0.25,A0A3Q2TU24 A0A8V0X8P6 A0A8V0XCT3 A0A8V0ZTP1 A0A8V1A9R2 A0A8V0Y413 A0A8V1AAN6 A0A8V1A6U2 A0A8V0YDD6 A0A8V0XEJ0 A0A8V1ABC9 A0A8V0Z4M1 A0A8V0XDT2 A0A8V0XA34 A0A8V0XL71 Q9I946 P02460
map04210 Apoptosis,5,44,218,1633,0.85,0.8250738419041741,0.08,Q05744 A0A8V1AFH0 A0A8V0ZDZ5 A0A8V0YRF2 A0A8V0YWM3
map04212 Longevity regulating pathway - worm,3,28,218,1633,0.8,1.0,-0.0,A0A8V1AHJ8 A0A8V0Y7Y9 A0A8V0X7F0
map04214 Apoptosis - fly,2,14,218,1633,1.07,1.0,-0.0,A0A8V0YWM3 A0A8V0YRF2
map04217 Necroptosis,7,47,218,1633,1.12,0.66736707155717,0.18,A0A8V0XB58 A0A8V0X637 A0A8V1A9R2 A0A8V0ZDZ5 A0A8V0YRF2 A0A8V1A7R0 A0A8V0YWM3
map04218 Cellular senescence,2,38,218,1633,0.39,0.22218325285463106,0.65,A0A8V0XJ84 A0A8V0X8D5
map04261 Adrenergic signaling in cardiomyocytes,4,34,218,1633,0.88,1.0,-0.0,A0A8V0ZX85 A0A8V0XB58 A0A8V1ABC9 A0A8V0ZY91
map04270 Vascular smooth muscle contraction,2,35,218,1633,0.43,0.309341639976776,0.51,A0A8V0XYR2 A0A8V1ABC9
map04310 Wnt signaling pathway,5,32,218,1633,1.17,0.6058499552575842,0.22,A0A8V0ZKI8 A0A8V1AG56 A0A8V0XB58 A0A8V1A9A7 A0A8V1ABC9
map04340 Hedgehog signaling pathway,3,11,218,1633,2.04,0.172341121282147,0.76,A0A8V0YVT3 A0A8V0Y999 Q98938
map04350 TGF-beta signaling pathway,9,27,218,1633,2.5,0.006066035353411832,2.22,A0A8V0ZKS6 A0A8V0YM05 A0A8V0YMM6 A0A1L1RX77 A0A8V0XPE8 A0A8V0YHH6 A0A8V0XJ84 A0A8V0ZRN1 A0A1D5P0D7
map04360 Axon guidance,16,65,218,1633,1.84,0.013650622248146534,1.86,A0A8V0Y0V1 A0A8V1AG56 A0A8V0ZDU4 A0A8V0Z8V4 A0A8V0XB58 Q0PVE4 A0A8V0ZKS6 A0A8V0ZB91 A0A8V0ZNY6 A0A1D5NW03 A0A3Q3A4U3 A0A8V1ACD6 A0A8V1ABC9 A0A8V0ZPH9 A0A8V0YRG2 A0A8V1A8M1
map04370 VEGF signaling pathway,4,19,218,1633,1.58,0.306251167335693,0.51,A0A8V0Z4M1 Q00649 A0A1D5P1F1 A0A8V1ABC9
map04371 Apelin signaling pathway,2,42,218,1633,0.36,0.10964818142429311,0.96,A0A1D5P1F1 A0A8V0YMS7
map04390 Hippo signaling pathway,5,42,218,1633,0.89,1.0,-0.0,A0A8V1AG56 Q0PVE4 A0A8V0XJ84 A0A8V0YMS7 A0A1D5P0D7
map04391 Hippo signaling pathway - fly,2,20,218,1633,0.75,1.0,-0.0,Q0PVE4 A0A8V0XK73
map04510 Focal adhesion,14,77,218,1633,1.36,0.22708743685286065,0.64,A0A3Q2TU24 A0A8V0X8P6 A0A8V0XCT3 A0A8V0ZTP1 A0A8V0Y413 Q5ZJ58 A0A8V1AAN6 A0A8V0YDD6 A0A8V1ABC9 A0A8V0YRF2 A0A8V0Z4M1 A0A8V1AAH7 Q9I946 P02460
map04512 ECM-receptor interaction,9,49,218,1633,1.38,0.2865780679469491,0.54,A0A8V0X8P6 A0A8V0XCT3 A0A8V0ZTP1 A0A8V0Y413 A0A8V0YDD6 A0A8V0YXG4 A0A8V0XRN3 A0A8V1AAN6 P02460
map04514 Cell adhesion molecules,8,34,218,1633,1.76,0.11896480965818511,0.92,A0A1D5PZV7 A0A8V0ZKS6 A0A8V0ZI29 A0A3Q2UGW3 A0A8V0XRC4 A0A1D5NW03 A0A8V0Y4R7 A0A8V0X8D5
map04530 Tight junction,3,55,218,1633,0.41,0.10362194207942821,0.98,A0A8V1AJV5 A0A1D5PZV7 Q0PVE4
map04540 Gap junction,3,38,218,1633,0.59,0.4677449420130637,0.33,A0A3Q2TU24 A0A8V1ABC9 Q9I946
map04550 Signaling pathways regulating pluripotency of stem cells,4,25,218,1633,1.2,0.7644892386208298,0.12,A0A8V1AG56 A0A8V1A9R2 A0A8V0YM05 A0A8V1A7R0
map04610 Complement and coagulation cascades,7,43,218,1633,1.22,0.5007322177380025,0.3,A0A8V1AA32 A0A8V1A8N2 A0A8V1AM71 A0A8V0ZTG6 A0A8V1A8R6 A0A8V1AKH4 A0A8V0YSI0
map04611 Platelet activation,3,42,218,1633,0.54,0.35461702822930014,0.45,A0A1D5PE57 P01875 A0A1D5NWP2
map04612 Antigen processing and presentation,2,23,218,1633,0.65,0.7584280970512597,0.12,A0A8V0X8D5 A0A8V1AFH0
map04613 Neutrophil extracellular trap formation,8,48,218,1633,1.25,0.5157784845877882,0.29,A0A8V0ZSG8 A0A8V1AA32 A0A8V1AM71 A0A8V0XEJ0 A0A8V1ABC9 A0A8V0XA34 A0A8V0XL71 A0A8V0XDT2
map04614 Renin-angiotensin system,2,10,218,1633,1.5,0.6315978132743592,0.2,A0A8V0YDG8 A0A8V0XA92
map04620 Toll-like receptor signaling pathway,2,17,218,1633,0.88,1.0,-0.0,A0A8V1ABC8 E1C733
map04621 NOD-like receptor signaling pathway,3,34,218,1633,0.66,0.6111409843311119,0.21,A0A8V1ABC8 A0A8V0Y7Y9 A0A8V0YRF2
map04624 Toll and Imd signaling pathway,3,10,218,1633,2.25,0.13831318735225417,0.86,A0A8V1ABC8 A0A1D5PNL3 A0A8V0YFD4
map04630 JAK-STAT signaling pathway,3,23,218,1633,0.98,1.0,-0.0,A0A8V1A9R2 A0A8V1A7R0 A0A3Q2TU24
map04640 Hematopoietic cell lineage,6,27,218,1633,1.66,0.16052555616696818,0.79,A0A8V1AA32 A0A8V1A2P5 A0A8V0XEJ0 A0A8V0XA34 A0A8V0XL71 A0A8V0XDT2
map04650 Natural killer cell mediated cytotoxicity,7,30,218,1633,1.75,0.10699559189707722,0.97,A0A8V0ZDZ5 A0A8V0XEJ0 A0A8V1ABC9 A0A8V1AAH7 A0A8V0XA34 A0A8V0XL71 A0A8V0XDT2
map04659 Th17 cell differentiation,2,18,218,1633,0.83,1.0,-0.0,A0A8V1A9R2 A0A8V1A7R0
map04662 B cell receptor signaling pathway,7,31,218,1633,1.69,0.17447112629948378,0.76,A0A8V0ZQS2 A0A8V0XEJ0 A0A8V1AAH7 A0A8V0XA34 A0A8V0ZEJ3 A0A8V0XL71 A0A8V0XDT2
map04664 Fc epsilon RI signaling pathway,7,29,218,1633,1.81,0.09586944425560086,1.02,A0A8V0ZQS2 A0A8V0XEJ0 A0A8V1ABC9 A0A8V1AAH7 A0A8V0XA34 A0A8V0XL71 A0A8V0XDT2
map04666 Fc gamma R-mediated phagocytosis,10,41,218,1633,1.83,0.05740847716057963,1.24,A0A8V0ZQS2 Q5ZJ58 A0A8V1AAH7 A0A8V0XEJ0 A0A8V1ABC9 A0A8V0X852 A0A1D5P1F1 A0A8V0XA34 A0A8V0XL71 A0A8V0XDT2
map04668 TNF signaling pathway,3,15,218,1633,1.5,0.4388006086969414,0.36,E1C9E0 A0A8V0ZZG2 A0A8V0XYR2
map04670 Leukocyte transendothelial migration,4,36,218,1633,0.83,1.0,-0.0,A0A1D5PZV7 A0A8V0Y4R7 A0A8V1ABC9 A0A8V1AAH7
map04672 Intestinal immune network for IgA production,4,14,218,1633,2.14,0.1048458269052219,0.98,A0A8V0XA34 A0A8V0XEJ0 A0A8V0XDT2 A0A8V0XL71
map04713 Circadian entrainment,2,24,218,1633,0.62,0.760785941713815,0.12,A0A8V0XB58 A0A8V1ABC9
map04720 Long-term potentiation,2,24,218,1633,0.62,0.760785941713815,0.12,A0A8V0XB58 A0A8V1ABC9
map04721 Synaptic vesicle cycle,4,28,218,1633,1.07,0.7819797500922305,0.11,Q5ZHL0 A0A1D5PCU0 A0A8V1AB67 A0A8V0Z9Y8
map04725 Cholinergic synapse,3,29,218,1633,0.77,0.7882622650806322,0.1,A0A8V0XB58 A0A8V1ABC9 A0A8V0ZY91
map04727 GABAergic synapse,2,17,218,1633,0.88,1.0,-0.0,A0A8V0Y7Y9 A0A8V1ABC9
map04728 Dopaminergic synapse,2,32,218,1633,0.47,0.30151078672909803,0.52,A0A8V0XB58 A0A8V1ABC9
map04745 Phototransduction - fly,2,8,218,1633,1.87,0.2904311323405161,0.54,A0A8V0XB58 A0A8V1ABC9
map04750 Inflammatory mediator regulation of TRP channels,2,26,218,1633,0.58,0.5646865292213575,0.25,A0A8V0XB58 A0A8V1ABC9
map04810 Regulation of actin cytoskeleton,7,75,218,1633,0.7,0.38432271621781,0.42,A0A3Q2TU24 A0A1D5P655 Q5ZJ58 A0A8V0YDD6 A0A8V0X852 A0A8V1AAH7 Q9I946
map04911 Insulin secretion,4,16,218,1633,1.87,0.2544250773867965,0.59,A0A8V1AB67 A0A8V0XB58 A0A8V1ABC9 A0A8V0ZX85
map04912 GnRH signaling pathway,2,28,218,1633,0.54,0.5713652922817023,0.24,A0A8V0XB58 A0A8V1ABC9
map04916 Melanogenesis,4,26,218,1633,1.15,0.769367057223832,0.11,A0A8V1AG56 A0A8V0XYR2 A0A8V0XB58 A0A8V1ABC9
map04918 Thyroid hormone synthesis,3,25,218,1633,0.9,1.0,-0.0,A0A8V0Y4Q2 A0A8V1ABC9 A0A8V0ZX85
map04919 Thyroid hormone signaling pathway,2,31,218,1633,0.48,0.4198736278597056,0.38,A0A8V1ABC9 A0A8V0ZX85
map04921 Oxytocin signaling pathway,2,34,218,1633,0.44,0.30455371252455204,0.52,A0A8V0XB58 A0A8V1ABC9
map04924 Renin secretion,2,18,218,1633,0.83,1.0,-0.0,A0A8V0XYR2 A0A8V0YC57
map04925 Aldosterone synthesis and secretion,2,21,218,1633,0.71,1.0,-0.0,A0A8V0XB58 A0A8V1ABC9
map04926 Relaxin signaling pathway,6,45,218,1633,1.0,1.0,-0.0,A0A1D5PE57 A0A8V0XUJ8 A0A8V1ABC9 A0A8V0Z4M1 P01875 A0A8V0XYR2
"map04928 Parathyroid hormone synthesis, secretion and action",5,23,218,1633,1.63,0.21936455407355804,0.66,A0A8V0ZKI8 A0A8V1A9A7 A0A8V1AJV5 A0A8V1ABC9 A0A1D5PLP1
"map04935 Growth hormone synthesis, secretion and action",3,32,218,1633,0.7,0.7914346491571465,0.1,A0A8V0YEZ4 A0A8V1A7R0 A0A8V1ABC9
map04960 Aldosterone-regulated sodium reabsorption,2,16,218,1633,0.94,1.0,-0.0,A0A8V1ABC9 A0A8V0ZX85
map04961 Endocrine and other factor-regulated calcium reabsorption,3,21,218,1633,1.07,0.7533003334914781,0.12,A0A8V1ABC9 A0A8V0ZX85 A0A8V0Z9Y8
map04962 Vasopressin-regulated water reabsorption,2,21,218,1633,0.71,1.0,-0.0,A0A8V0XK27 A0A8V0ZZU1
map04964 Proximal tubule bicarbonate reclamation,2,8,218,1633,1.87,0.2904311323405161,0.54,A0A8V0YLT1 A0A8V0ZX85
map04966 Collecting duct acid secretion,3,16,218,1633,1.4,0.4622115975827718,0.34,Q5ZHL0 A0A1D5PCU0 A0A8V0YLT1
map04970 Salivary secretion,3,25,218,1633,0.9,1.0,-0.0,A0A8V1ABC9 A0A8V0ZLV3 A0A8V0ZX85
map04971 Gastric acid secretion,5,23,218,1633,1.63,0.21936455407355804,0.66,A0A8V0XB58 A0A8V0ZY91 A0A8V0YEZ4 A0A8V0YLT1 A0A8V1ABC9
map04972 Pancreatic secretion,5,30,218,1633,1.25,0.585646566734874,0.23,A0A8V0ZLV3 A0A8V0ZY91 A0A8V0YLT1 A0A8V1ABC9 A0A8V0ZX85
map04973 Carbohydrate digestion and absorption,2,11,218,1633,1.36,0.6489397276702926,0.19,A0A8V0ZLV3 A0A8V0ZX85
map04974 Protein digestion and absorption,9,25,218,1633,2.7,0.0033673712514349554,2.47,A0A8V1AFR2 A0A8V0ZY91 A0A8V0ZX85 A0A1D5PE57 A0A8V0YA97 P01875 A0A8V0ZMD5 A0A8V0XXK8 P02460
map04976 Bile secretion,3,15,218,1633,1.5,0.4388006086969414,0.36,A0A8V0Z249 A0A8V0YLT1 A0A8V0ZX85
map04979 Cholesterol metabolism,2,21,218,1633,0.71,1.0,-0.0,P11602 A0A8V0ZRU9
