KEGG pathway,Mapping,Background,All Mapping,All Background,Fold Enrichment,Fisher's exact test p value,-log10(p value),Related proteins
map04714 Thermogenesis,49,80,682,1633,1.47,0.0004235009810613936,3.37,A0A1D5PNM0 A0A3Q2UJ64 A0A8V0ZRZ8 A0A8V1AA37 A0A8V1AEY5 A0A8V0ZPD6 A0A8V0Z2Y8 A0A8V0YZL1 A0A1D5PIF0 E1C658 A0A8V0XMJ6 A0A1D5PD64 R4GGZ2 A0A8V0XW68 A0A8V0XCD2 A0A1D5PIQ5 A0A8V0X535 A0A8V1A4N7 A0A1D5P179 A0A8V0YC52 A0A8V0Z863 A0A8V0ZVA2 A0A8V0XY43 A0A8V1AH40 F1NIL3 A0A1D5NW93 A0A8V0Y9V7 A0A1D5P4B1 A0A8V1A3B4 A0A8V0ZAL2 A0A8V0Y6X8 A0A8V1A624 A0A8V0Z7C7 A0A8V0YFF3 A0A8V0Y9X9 A0A8V0X6I3 A0A8V0Z1Z1 A0A8V0Z382 A0A8V0Z6B5 A0A8V0ZU95 A0A8V0ZC01 Q9YH14 A0A1D5P0U8 A0A8V0YCL9 F1NUX4 A0A1D5PN54 P18944 A0A8V0ZI98 A0A1D5PI06
map04720 Long-term potentiation,8,24,682,1633,0.8,0.532518117154281,0.27,A0A1L1RWI9 A0A1D5NZL7 A0A8V0XB58 A0A3Q2U0G2 A0A8V1A640 A0A8V0Z5C6 A0A8V1ABC9 A0A8V0XY43
map04721 Synaptic vesicle cycle,13,28,682,1633,1.11,0.7000439045497251,0.15,A0A8V1ABS2 A0A1D5PCU0 F1NBW2 A0A8V0Z6U6 A0A8V1AB67 A0A1D5PHU2 A0A8V1AK12 A0A8V0ZZU2 A0A1D5PL88 A0A8V0Y6Z6 A0A8V0Z9Y8 Q5ZHL0 A0A1D5NV75
map04722 Neurotrophin signaling pathway,7,25,682,1633,0.67,0.21968035368318642,0.66,A0A1L1RWI9 A0A8V0XB58 A0A8V1AJR8 A0A8V0Z8U4 A0A3Q3ACS4 A0A1D5PIQ5 Q90694
map04723 Retrograde endocannabinoid signaling,26,50,682,1633,1.25,0.14672404547337464,0.83,A0A1D5PNM0 A0A8V0ZRZ8 A0A8V1AA37 A0A3Q2U0G2 A0A8V1AEY5 A0A8V0ZPD6 A0A1D5NZL7 A0A8V0XCD2 A0A8V0X535 A0A1D5P179 A0A8V0YC52 A0A8V0Z863 A0A8V0ZVA2 A0A8V0XY43 A0A8V1AH40 A0A8V0Y9V7 A0A1D5P4B1 A0A8V0Y6X8 R4GKD1 A0A8V0Z7C7 A0A8V0YFF3 A0A8V1ABC9 A0A8V0Z382 A0A1D5PIQ5 R4GGZ2 A0A1D5PI06
map04724 Glutamatergic synapse,6,23,682,1633,0.62,0.14051580001489034,0.85,A0A8V0ZTS7 A0A1D5NZL7 R4GKD1 A0A3Q2U0G2 A0A8V1ABC9 A0A8V0XY43
map04725 Cholinergic synapse,9,29,682,1633,0.74,0.26033411727356626,0.58,A0A1L1RWI9 A0A1D5NZL7 A0A8V0XB58 R4GKD1 A0A8V0ZY91 A0A3Q2U0G2 A0A3Q3ACS4 A0A8V1ABC9 A0A8V0XY43
map04726 Serotonergic synapse,4,27,682,1633,0.35,0.004869483784267929,2.31,A0A1D5NZL7 R4GKD1 A0A8V1ABC9 A0A3Q2U0G2
map04727 GABAergic synapse,4,17,682,1633,0.56,0.14435196183912175,0.84,A0A8V0ZZU2 A0A8V0XY43 R4GKD1 A0A8V1ABC9
map04728 Dopaminergic synapse,10,32,682,1633,0.75,0.2782112454943115,0.56,A0A1D5NZL7 A0A8V0XB58 R4GKD1 A0A3Q2U0G2 E1BS74 A0A8V1A640 A0A8V0Z5C6 A0A8V0ZBD1 A0A8V1ABC9 A0A1D5PIQ5
map04730 Long-term depression,5,24,682,1633,0.5,0.03804228320064662,1.42,A0A8V0Y644 A0A1D5NZL7 A0A3Q2U0G2 A0A8V0X354 A0A8V1ABC9
map04740 Olfactory transduction,3,8,682,1633,0.9,1.0,-0.0,A0A8V0ZTS7 E1BS74 A0A8V0XB58
map04742 Taste transduction,2,8,682,1633,0.6,0.4806962129475397,0.32,A0A1D5NZL7 A0A3Q2U0G2
map04745 Phototransduction - fly,5,8,682,1633,1.5,0.2902037391838177,0.54,A0A8V0ZTS7 A0A1D5NZL7 A0A8V0XB58 A0A3Q2U0G2 A0A8V1ABC9
map04750 Inflammatory mediator regulation of TRP channels,11,26,682,1633,1.01,1.0,-0.0,A0A1D5PD64 A0A8V0YNC4 A0A1D5NZL7 A0A8V0XB58 A0A3Q2U0G2 A0A3Q3ACS4 A0A8V1A640 A0A8V0Z5C6 A0A8V1ABC9 A0A1D5PIQ5 A0A8V0XY43
map04810 Regulation of actin cytoskeleton,28,75,682,1633,0.89,0.47296805334545644,0.33,A0A8V0YNC4 A0A8V0ZUI9 A0A8V0Z8U4 A0A8V0ZD41 A0A1D5PIZ8 A0A3Q2UHS2 A0A8V0YR59 A0A8V0XPN3 Q90694 A0A8V0X5B9 Q5ZMV5 A0A8V0X163 E1BS97 A0A8V1A640 A0A8V0Z5C6 A0A8V0X852 A0A1L1RM08 A0A8V0ZMM6 A0A8V1A3U0 A0A8V0Y5A6 A0A1D5PM19 A0A3Q3ACS4 A0A8V0XE48 Q9I946 A0A3Q2UGG0 P53488 A0A1D5NYK7 A0A8V0YDD6
map04910 Insulin signaling pathway,11,30,682,1633,0.88,0.7093033031041153,0.15,A0A1D5P6T3 A0A8V0ZI29 A0A8V0ZM20 A0A8V0XK63 A0A3Q3ACS4 A0A8V1A640 E1BSN7 A0A8V0Z5C6 F1NUX4 A0A8V1ACT0 A0A8V0Z1Z1
map04911 Insulin secretion,8,16,682,1633,1.2,0.6122627047958145,0.21,A0A1D5NZL7 A0A8V0XB58 A0A8V1AB67 A0A3Q2U0G2 A0A8V0XTC5 A0A8V0ZX92 A0A8V1ABC9 A0A8V0XY43
map04912 GnRH signaling pathway,9,28,682,1633,0.77,0.33857452432156143,0.47,A0A1D5PD64 A0A1D5NZL7 A0A8V0XB58 A0A8V0XY43 A0A3Q2U0G2 A0A8V1ABC9 A0A1D5PIQ5 Q90694 Q90611
map04913 Ovarian steroidogenesis,3,7,682,1633,1.03,1.0,-0.0,A0A1D5PTW3 A0A1D5P6T3 A0A8V0XY43
map04914 Progesterone-mediated oocyte maturation,4,16,682,1633,0.6,0.20873644337115269,0.68,A0A1D5PIQ5 Q04619 A0A8V0XY43 A0A3Q3ACS4
map04915 Estrogen signaling pathway,15,45,682,1633,0.8,0.28460454904153265,0.55,Q04619 A0A1D5NZL7 O93256 A0A8V1A178 A0A3Q2U0G2 A0A3Q3ACS4 A0A8V0ZL04 A0A3Q2U9P1 A0A8V0ZK24 A0A8V0ZPV0 A0A8V1A8T0 A0A8V0ZVD2 A0A8V0XY43 Q90611 A0A8V0ZQ00
map04916 Melanogenesis,7,26,682,1633,0.64,0.160170577661494,0.8,A0A1D5NYE8 A0A1D5NZL7 A0A8V0XB58 A0A3Q2U0G2 A0A8V1ABC9 A0A8V0XY43 A0A8V0XYR2
map04917 Prolactin signaling pathway,3,14,682,1633,0.51,0.1735151300696597,0.76,A0A1D5PIQ5 A0A3Q3ACS4 A0A8V0YFT7
map04918 Thyroid hormone synthesis,12,25,682,1633,1.15,0.5451151025087748,0.26,A0A8V0Y4Q2 A0A1D5NZL7 A0A1L1RWR0 A0A8V0YPP2 A0A3Q2U0G2 Q90593 A0A8V0XTC5 A0A8V0ZX92 A0A1D5NW68 A0A8V1ABC9 A0A8V0XY43 A0A8V0XJ14
map04919 Thyroid hormone signaling pathway,11,31,682,1633,0.85,0.5822831343173858,0.23,A0A1D5NYE8 A0A1D5NZL7 A0A8V0YFT7 A0A3Q2U0G2 A0A1L1RKB7 A0A3Q3ACS4 A0A8V0XTC5 A0A8V0ZX92 A0A8V1ABC9 F1NUX4 A0A8V0XHN0
map04920 Adipocytokine signaling pathway,7,12,682,1633,1.4,0.25588109039950646,0.59,A0A8V0ZAL2 A0A8V0WZH6 A0A8V0X5E1 A0A8V0Y2J1 F1NUX4 A0A8V1A8S1 A0A8V0XMJ6
map04921 Oxytocin signaling pathway,12,34,682,1633,0.85,0.4861949055565184,0.31,A0A1L1RWI9 A0A8V0Y644 A0A1D5NZL7 A0A8V0XB58 A0A1L1RLN6 A0A3Q2U0G2 A0A8V0XKR3 A0A8V1A640 A0A8V0Z5C6 A0A8V0XE48 A0A8V1ABC9 A0A8V0XY43
map04922 Glucagon signaling pathway,9,20,682,1633,1.08,0.8215326707112098,0.09,A0A1D5NZL7 A0A8V0XB58 E1BTT8 Q5ZLN1 A0A1D5PEH3 A0A3Q2U0G2 E1BSN7 A0A1D5P1U2 A0A8V0XHN0
map04923 Regulation of lipolysis in adipocytes,4,13,682,1633,0.74,0.5752481669111369,0.24,A0A3Q3ACS4 A0A1D5P6T3 A0A8V0XY43 A0A8V0X5E1
map04924 Renin secretion,5,18,682,1633,0.67,0.3366147162481958,0.47,A0A1D5NZL7 A0A8V0Y4G2 A0A3Q2U0G2 A0A8V0XYR2 A0A8V0YC57
map04925 Aldosterone synthesis and secretion,10,21,682,1633,1.14,0.6581667068318888,0.18,A0A1L1RWI9 A0A1D5NZL7 A0A8V0XB58 A0A8V0XRQ6 A0A3Q2U0G2 A0A8V0XTC5 A0A8V0XKR3 A0A8V0ZX92 A0A8V1ABC9 A0A8V0XY43
map04926 Relaxin signaling pathway,12,45,682,1633,0.64,0.04543921701264465,1.34,A0A8V0XD22 A0A1D5NZL7 A0A8V0XP02 A0A8V0XYR2 R4GKD1 A0A3Q2U0G2 A0A3Q3ACS4 A0A8V0X354 A0A8V1ABC9 A0A1D5PIQ5 A0A8V0XY43 Q90611
map04927 Cortisol synthesis and secretion,3,11,682,1633,0.65,0.37715927314627606,0.42,A0A1D5NZL7 A0A8V0XY43 A0A3Q2U0G2
"map04928 Parathyroid hormone synthesis, secretion and action",5,23,682,1633,0.52,0.056063164006692465,1.25,A0A1D5NZL7 A0A3Q2U0G2 A0A8V1AJV5 A0A8V1ABC9 A0A8V0XY43
map04929 GnRH secretion,4,14,682,1633,0.68,0.418393576651246,0.38,A0A3Q3ACS4 A0A1D5NZL7 A0A8V1ABC9 A0A3Q2U0G2
"map04935 Growth hormone synthesis, secretion and action",10,32,682,1633,0.75,0.2782112454943115,0.56,A0A1D5PD64 A0A8V0Z6E4 A0A1D5NZL7 A0A8V0YFT7 A0A3Q2U0G2 A0A3Q3ACS4 A0A8V1ABC9 F1NUX4 A0A1D5PIQ5 A0A8V0XY43
map04960 Aldosterone-regulated sodium reabsorption,7,16,682,1633,1.05,1.0,-0.0,A0A1D5P6T3 A0A8V0YXB1 A0A3Q3ACS4 A0A8V0XTC5 A0A8V0ZX92 A0A8V1ABC9 A0A8V0ZJ84
map04961 Endocrine and other factor-regulated calcium reabsorption,8,21,682,1633,0.91,0.8259952759696092,0.08,A0A8V1ABS2 A0A1D5NZL7 A0A3Q2U0G2 A0A8V0XTC5 A0A8V0ZX92 A0A1D5PL88 A0A8V1ABC9 A0A8V0Z9Y8
map04962 Vasopressin-regulated water reabsorption,9,21,682,1633,1.03,1.0,-0.0,A0A8V0ZDX0 A0A8V0ZZU1 A0A8V1AB68 A0A8V1AJR8 A0A8V0YRF1 A0A8V0XK27 A0A8V0ZZU2 A0A1D5PFB8 Q5ZIP7
map04964 Proximal tubule bicarbonate reclamation,6,8,682,1633,1.8,0.07424587395004592,1.13,A0A1D5NT61 A0A8V1AKN8 A0A1D5NYS2 A0A8V0XTC5 A0A8V0ZX92 A0A8V0YLT1
map04966 Collecting duct acid secretion,8,16,682,1633,1.2,0.6122627047958145,0.21,A0A1D5PCU0 F1NBW2 A0A8V0Z6U6 A0A8V0ZVE0 A0A8V1AK12 A0A8V0YLT1 A0A8V0Y6Z6 Q5ZHL0
map04970 Salivary secretion,14,25,682,1633,1.34,0.15695726496042967,0.8,A0A1D5NZL7 A0A8V0ZLV3 A0A8V0Y5N7 P00698 A0A8V0XR98 A0A1D5PPU2 A0A3Q2U0G2 A0A8V0XTC5 A0A8V0ZX92 A0A8V0X354 A0A8V1ABC9 A0A8V0XEL0 A0A8V0XY43 A0A8V1A1T7
map04971 Gastric acid secretion,10,23,682,1633,1.04,1.0,-0.0,A0A1D5NZL7 A0A8V0XB58 A0A8V0ZY91 A0A3Q2U0G2 A0A8V0XTC5 A0A8V0ZX92 A0A8V0YLT1 A0A8V1ABC9 A0A8V0XPN3 A0A8V0XY43
map04972 Pancreatic secretion,16,30,682,1633,1.28,0.19751290658866372,0.7,A0A1D5NZL7 A0A8V0ZE99 A0A8V0ZLV3 A0A8V0Y5N7 A0A8V0XR66 A0A1D5NYS2 A0A1D5PPU2 A0A3Q2U0G2 A0A1L1RKB7 A0A8V0ZY91 A0A8V0XTC5 A0A8V0Z8U4 A0A8V0ZX92 A0A8V0YLT1 A0A8V1ABC9 A0A8V0XY43
map04973 Carbohydrate digestion and absorption,8,11,682,1633,1.74,0.0608554553652047,1.22,A0A1D5NZL7 A0A8V0ZLV3 A0A8V0ZM20 A0A3Q2U0G2 A0A3Q3ACS4 A0A8V0XTC5 A0A8V0ZX92 A0A8V1A7V4
map04974 Protein digestion and absorption,9,25,682,1633,0.86,0.6839892956877783,0.16,A0A8V0YIB0 A0A8V0YHC1 A0A8V0ZY91 A0A8V0XTC5 A0A8V0YIC4 A0A8V0ZX92 A0A8V0ZMD5 A0A8V0YA97 A0A1D5P8I8
map04975 Fat digestion and absorption,7,13,682,1633,1.29,0.40747278353637906,0.39,A0A8V0ZE99 A0A8V0XR66 A0A8V0XH76 A0A8V0XV56 A0A8V0ZJT8 A0A8V0Y2J1 A0A8V0XE68
map04976 Bile secretion,6,15,682,1633,0.96,1.0,-0.0,A0A1D5NYS2 A0A8V0XTC5 A0A8V0ZX92 A0A8V0YLT1 A0A8V0ZF15 A0A8V0XY43
map04977 Vitamin digestion and absorption,2,7,682,1633,0.68,0.7061158437472608,0.15,A0A8V0XV56 A0A8V0ZQV5
map04978 Mineral absorption,5,14,682,1633,0.86,0.7882764410872265,0.1,A0A8V0ZN94 A0A8V0XTC5 A0A8V0ZX92 A0A8V0Z3D0 P02789
map04979 Cholesterol metabolism,10,21,682,1633,1.14,0.6581667068318888,0.18,P11602 A0A8V0ZHE8 A0A8V1AHP7 A0A8V0X6S4 A0A8V0XV56 A0A8V0ZRU9 A0A8V0Y2J1 A0A8V0YBR3 A0A8V0YXU7 A0A8V0YXE7
