KEGG pathway,Mapping,Background,All Mapping,All Background,Fold Enrichment,Fisher's exact test p value,-log10(p value),Related proteins
map00190 Oxidative phosphorylation,49,76,682,1633,1.54,6.525678584869624e-05,4.19,A0A1D5PCU0 A0A1D5PNM0 A0A3Q2UJ64 A0A8V0ZRZ8 A0A8V0Z6U6 A0A8V1AA37 A0A8V1AEY5 A0A8V0ZPD6 A0A8V0Z2Y8 A0A8V0YZL1 A0A1D5PIF0 E1C658 R4GGZ2 A0A8V0XW68 A0A8V0XCD2 A0A8V0ZE88 A0A8V0X535 A0A8V1A4N7 A0A1D5P179 A0A8V0YC52 A0A8V0Z863 A0A8V0ZVA2 A0A8V1AH40 F1NIL3 A0A1D5NW93 A0A8V0Y9V7 A0A1D5P4B1 A0A8V1A3B4 A0A8V0Y6X8 A0A8V1A624 A0A8V0Z7C7 A0A8V0YFF3 A0A8V0Y9X9 A0A8V0X6I3 A0A8V0Z382 A0A8V0Z6B5 A0A8V0ZU95 F1NBW2 A0A8V0ZC01 Q9YH14 A0A8V1AK12 A0A1D5P0U8 A0A8V0Y6Z6 A0A8V0YCL9 Q5ZHL0 A0A1D5PN54 P18944 A0A8V0ZI98 A0A1D5PI06
map00220 Arginine biosynthesis,4,9,682,1633,1.06,1.0,-0.0,Q5ZJ23 A0A8V0X354 A0A1D5NT61 A0A8V0ZJT8
map00230 Purine metabolism,16,40,682,1633,0.96,0.872214065419308,0.06,A0A8V0ZJD3 A0A8V0ZWX9 A0A8V0YC57 A0A8V1AJZ1 A0A8V0XRZ6 A0A8V0Y9V8 A0A8V0XTM2 F1NAQ8 A0A8V0XC92 A0A8V0XGF5 A0A8V0YC20 A0A8V1A4P2 A0A8V0YVZ8 E1C1L6 A0A8V0XY43 A0A1D5PZJ5
map00240 Pyrimidine metabolism,7,20,682,1633,0.84,0.6509128410080327,0.19,R4GJC4 A0A8V0ZCN7 A0A1D5PMN7 A0A8V0XGF5 E1C1L6 A0A8V0XC92 A0A1D5PZJ5
"map00250 Alanine, aspartate and glutamate metabolism",5,14,682,1633,0.86,0.7882764410872265,0.1,A0A1D5NT61 Q5ZJ23 A0A1D5PXH4 A0A8V0YC20 A0A8V0ZJT8
"map00260 Glycine, serine and threonine metabolism",3,4,682,1633,1.8,0.3145480396638658,0.5,Q5ZLN1 A0A8V0X9K8 E1BYF1
map00261 Monobactam biosynthesis,2,2,682,1633,2.39,0.1742710096896335,0.76,A0A8V0ZJD3 A0A8V0XTM2
map00270 Cysteine and methionine metabolism,8,24,682,1633,0.8,0.532518117154281,0.27,E1BVT3 A0A8V0YPT3 E1BTT8 A0A1D5NY06 E1BYF1 A0A8V0ZT84 A0A8V0ZJT8 A0A8V1A1S6
"map00280 Valine, leucine and isoleucine degradation",16,28,682,1633,1.37,0.12129699548054002,0.92,A0A1D5PH80 A0A8V1ABW1 A0A8V0Y9E4 A0A8V0X3M7 A0A8V0X2T8 A0A8V0XH76 A0A8V0Y492 A0A8V0XIM8 A0A8V0ZT56 A0A8V0ZTF7 A0A8V0XE68 A0A8V0XVT5 Q5F3M8 A0A8V0XHY2 A0A8V0YB71 A0A8V0X9K8
map00310 Lysine degradation,8,16,682,1633,1.2,0.6122627047958145,0.21,A0A8V1ABW1 A0A8V0XH76 A0A8V0Y492 A0A8V0XIM8 A0A1D5PQV3 A0A1D5NYK3 A0A8V0XE68 A0A8V0X9K8
map00330 Arginine and proline metabolism,6,16,682,1633,0.9,0.8037214231255363,0.09,A0A1D5PL38 A0A8V1ABW1 A0A1D5NY06 A0A8V0ZJT8 A0A8V0X354 A0A8V0X9K8
map00340 Histidine metabolism,3,8,682,1633,0.9,1.0,-0.0,A0A8V1ABW1 A0A8V0X9K8 A0A1D5P692
map00350 Tyrosine metabolism,2,8,682,1633,0.6,0.4806962129475397,0.32,A0A8V0ZJT8 A0A8V1AAF2
map00360 Phenylalanine metabolism,2,5,682,1633,0.96,1.0,-0.0,A0A8V0ZJT8 A0A8V1AAF2
map00380 Tryptophan metabolism,9,15,682,1633,1.44,0.18973276111846193,0.72,A0A8V1ABW1 A0A8V0XH76 A0A8V0Y492 A0A8V0XIM8 A0A8V0ZT84 A0A1D5PQV3 A0A1D5NYK3 A0A8V0XE68 A0A8V0X9K8
map00410 beta-Alanine metabolism,6,13,682,1633,1.11,0.782870543085245,0.11,A0A8V1ABW1 A0A1D5PMN7 A0A8V0Y492 A0A8V0ZT56 A0A8V0XVT5 A0A8V0X9K8
map00430 Taurine and hypotaurine metabolism,2,3,682,1633,1.6,0.5747449776649405,0.24,A0A8V1A0M8 A0A8V0ZIZ5
map00450 Selenocompound metabolism,5,7,682,1633,1.71,0.1363486608151709,0.87,A0A8V0ZJD3 A0A8V0ZHY3 A0A8V0XTM2 E1BYF1 A0A8V0ZT84
map00480 Glutathione metabolism,18,29,682,1633,1.49,0.03505584898099064,1.46,A0A8V0XX21 A0A8V1AHJ8 A0A8V0YU69 A0A8V1AI83 A0A8V0Z0I1 A0A1D5P8I7 A0A8V0YZ27 A0A1D5NT70 A0A8V0YPP2 A0A1D5NY06 A0A8V0YGN2 A0A8V0ZPJ9 A0A8V0ZJE0 A0A8V1A0M8 A0A8V1A0C2 A0A8V0X7B2 A0A8V0XB81 A0A8V0ZIZ5
map00500 Starch and sucrose metabolism,7,11,682,1633,1.52,0.2181733986668916,0.66,A0A8V0ZLV3 A0A8V0ZM20 E1BSN7 A0A8V1ALI6 A0A8V1A4P2 A0A1L1RQ91 A0A8V0Z3S8
map00510 N-Glycan biosynthesis,9,27,682,1633,0.8,0.4346501793293521,0.36,Q92182 Q5ZLA7 A0A8V0ZWC9 A0A8V1A8C9 A0A8V0XDL7 A0A8V0Y9J8 A0A8V0X2C5 A0A8V0ZHZ7 A0A8V0ZI24
map00511 Other glycan degradation,4,15,682,1633,0.64,0.2979841587860576,0.53,F1NB63 A0A8V0YZJ3 E1BS94 A0A3Q2TVY6
map00512 Mucin type O-glycan biosynthesis,8,21,682,1633,0.91,0.8259952759696092,0.08,A0A1D5PJE0 A0A8V1A2F4 A0A8V1ACQ8 A0A8V0YI46 A0A8V0Y6W2 A0A8V0YE66 A0A8V0XT35 A0A8V1A758
map00513 Various types of N-glycan biosynthesis,7,25,682,1633,0.67,0.21968035368318642,0.66,F1NB63 Q5ZLA7 A0A8V1A8C9 A0A8V0ZWC9 A0A8V0Y9J8 A0A8V0ZHZ7 A0A8V0ZI24
map00514 Other types of O-glycan biosynthesis,9,29,682,1633,0.74,0.26033411727356626,0.58,Q92182 A0A1D5PJE0 O12971 A0A8V0YYY4 A0A8V1A2F4 A0A8V0Y6W2 A0A8V0XMA2 A0A8V0YE66 A0A8V0XT35
map00515 Mannose type O-glycan biosynthesis,3,12,682,1633,0.6,0.37912291500635587,0.42,A0A8V0ZYN6 A0A8V0ZR84 A0A8V0Y218
map00520 Amino sugar and nucleotide sugar metabolism,11,23,682,1633,1.15,0.6711110891456961,0.17,A0A1D5PD70 Q5ZMH8 A0A8V0YA67 Q5ZLA0 A0A1D5PXH4 A0A8V0ZM20 A0A8V1A4P2 A0A8V0YXI7 A0A8V0YHD4 A0A1L1RQ91 A0A8V0XUH8
map00531 Glycosaminoglycan degradation,2,15,682,1633,0.32,0.03256365797005247,1.49,A0A8V0YKG1 A0A8V0YZJ3
map00534 Glycosaminoglycan biosynthesis - heparan sulfate / heparin,4,15,682,1633,0.64,0.2979841587860576,0.53,A0A8V0Y8L6 A0A8V0YS46 Q76KB2 A0A8V0Z2Q6
map00561 Glycerolipid metabolism,8,15,682,1633,1.28,0.43343884367411833,0.36,A0A8V0YKA1 P11602 A0A8V1ABW1 A0A8V0X9K8 A0A8V0YJV4 A0A8V0YKJ3 A0A8V0ZZL0 A0A8V1AAP7
map00562 Inositol phosphate metabolism,6,18,682,1633,0.8,0.6320917602061488,0.2,A0A8V0ZUI9 A0A1D5NZL7 A0A3Q2U0G2 A0A8V0ZYM1 A0A8V1ACH5 A0A8V0XVT5
map00564 Glycerophospholipid metabolism,7,14,682,1633,1.2,0.5916685473842755,0.23,A0A8V0ZE99 A0A8V0ZSC5 F1NCA2 A0A8V0XR66 A0A8V0Z1C5 A0A1D5P263 A0A8V0ZZL0
map00565 Ether lipid metabolism,5,13,682,1633,0.92,1.0,-0.0,A0A8V0ZE99 A0A8V0ZYJ9 A0A8V0XR66 A0A8V0XWZ8 A0A8V0Y006
map00590 Arachidonic acid metabolism,8,17,682,1633,1.13,0.8056150197858546,0.09,Q8QFM7 A0A8V0ZE99 A0A8V0YPP2 A0A8V0XR66 A0A8V1A0M8 A0A3Q2U7H6 A0A1D5NW85 A0A8V0Y6Q3
map00591 Linoleic acid metabolism,2,6,682,1633,0.8,1.0,-0.0,A0A8V0XR66 A0A8V0ZE99
map00592 alpha-Linolenic acid metabolism,2,5,682,1633,0.96,1.0,-0.0,A0A8V0XR66 A0A8V0ZE99
map00600 Sphingolipid metabolism,3,15,682,1633,0.48,0.11459164374014855,0.94,A0A1D5P1F1 A0A8V0YZJ3 A0A3Q2TVY6
map00604 Glycosphingolipid biosynthesis - ganglio series,2,11,682,1633,0.44,0.13434745518562835,0.87,A0A8V0YZJ3 A0A8V1A758
map00620 Pyruvate metabolism,13,21,682,1633,1.48,0.07437256500712668,1.13,A0A8V0ZWH3 A0A8V1ABW1 E1BVT3 E1BTT8 A0A1D5PEH3 A0A8V0XH76 A0A1D5P1U2 A0A8V0Y9B0 P07032 A0A8V0XE68 A0A1L1RZK1 A0A8V0X9K8 A0A8V1AAP7
map00630 Glyoxylate and dicarboxylate metabolism,7,11,682,1633,1.52,0.2181733986668916,0.66,A0A8V0ZVS5 E1BVT3 A0A1D5PQV0 A0A8V0XH76 A0A8V0YGM0 A0A8V0XHY2 A0A8V0XE68
map00640 Propanoate metabolism,7,15,682,1633,1.12,0.7944664236614889,0.1,E1BTT8 A0A8V0ZAK3 A0A8V0Y492 A0A8V0ZT56 Q5F3B9 A0A8V0XVT5 A0A8V0XHY2
map00650 Butanoate metabolism,7,10,682,1633,1.68,0.10469979841665811,0.98,A0A8V0YU17 A0A8V0XH76 A0A8V0XIM8 A0A8V0Y492 A0A8V0ZT56 Q5F3M8 A0A8V0XE68
map00730 Thiamine metabolism,2,7,682,1633,0.68,0.7061158437472608,0.15,A0A8V1AJZ1 A0A8V0XRZ6
map00760 Nicotinate and nicotinamide metabolism,2,8,682,1633,0.6,0.4806962129475397,0.32,A0A8V0XC92 A0A8V0Y5N7
map00770 Pantothenate and CoA biosynthesis,3,8,682,1633,0.9,1.0,-0.0,A0A8V1ABW1 A0A1D5PMN7 A0A8V0XM46
map00790 Folate biosynthesis,2,9,682,1633,0.53,0.31905644566728086,0.5,A0A8V0YKA1 A0A8V0YJV4
map00860 Porphyrin metabolism,2,7,682,1633,0.68,0.7061158437472608,0.15,A0A3Q2TSP8 A0A8V1AB74
map00900 Terpenoid backbone biosynthesis,4,6,682,1633,1.6,0.24280394556028811,0.61,A0A8V1AK88 A0A8V0XE68 A0A8V0Z6I7 A0A8V0XH76
map00910 Nitrogen metabolism,3,4,682,1633,1.8,0.3145480396638658,0.5,A0A8V1AKN8 A0A8V0YLT1 A0A1D5NT61
map00920 Sulfur metabolism,5,9,682,1633,1.33,0.503389931365837,0.3,A0A8V0ZJD3 A0A8V0YPT3 A0A8V0XTM2 A0A8V0ZUQ1 A0A8V1A997
map00970 Aminoacyl-tRNA biosynthesis,12,19,682,1633,1.51,0.06404657185566401,1.19,A0A8V1AAU9 A0A8V0Z3U7 A0A8V0Y121 A0A8V0ZF10 A0A8V0ZQK2 A0A8V0YQC4 A0A8V1A7D7 A0A8V1A7Y9 A0A3Q2TSP8 A0A8V0YH08 E1C2Z5 A0A8V0ZWY9
map00980 Metabolism of xenobiotics by cytochrome P450,8,16,682,1633,1.2,0.6122627047958145,0.21,A0A8V1AHJ8 A0A8V1AI83 A0A8V0YGN2 A0A8V0ZJE0 A0A1D5NT70 A0A8V1A0C2 A0A8V0X7B2 A0A8V0XB81
map00982 Drug metabolism - cytochrome P450,8,14,682,1633,1.37,0.28181198677788744,0.55,A0A8V1AHJ8 A0A8V1AI83 A0A8V0YGN2 A0A8V0ZJE0 A0A1D5NT70 A0A8V1A0C2 A0A8V0X7B2 A0A8V0XB81
map00983 Drug metabolism - other enzymes,13,22,682,1633,1.41,0.12663555026349702,0.9,A0A8V1AHJ8 A0A8V1AI83 A0A8V0ZCN7 F1NAQ8 A0A1D5PMN7 A0A8V0Y9F8 A0A8V0XGF5 A0A8V0YGN2 A0A8V1AJ29 A0A8V0ZJE0 A0A1D5NT70 A0A8V0X7B2 A0A8V0XB81
map01040 Biosynthesis of unsaturated fatty acids,2,3,682,1633,1.6,0.5747449776649405,0.24,A0A8V0Z420 A0A1D5NWL9
map01100 Metabolic pathways,218,502,682,1633,1.04,0.3843734709949721,0.42,A0A8V0ZWX9 A0A8V0Y9E4 A0A8V0ZRZ8 Q5ZLA0 A0A3Q2U0G2 A0A8V0ZCN7 A0A8V0Z2Y8 A0A8V0YGN2 A0A8V0ZT56 A0A8V0ZT84 A0A8V1AEY5 A0A8V0ZPD6 P07032 A0A8V0YVZ8 A0A8V0ZUQ1 A0A8V1A997 A0A1D5PZJ5 A0A8V0X9K8 A0A8V1AI83 A0A8V1AKN8 Q5ZLN1 A0A8V0X2C5 A0A1D5P1U2 A0A8V1A4P2 A0A8V0ZJE0 A0A1D5P179 A0A8V0ZRW5 A0A8V0XB81 A0A1D5PD70 Q8QFM7 A0A8V0Y9V7 A0A8V1ABW1 A0A8V0Y6X8 A0A8V0XM46 A0A8V0Y006 A0A8V0Z832 A0A8V0YXI7 A0A8V0Z382 Q92182 A0A8V0ZJD3 A0A8V0XX21 A0A8V0XAV4 A0A8V0ZAK3 Q5ZJ23 A0A8V0ZAD5 A0A8V0YI46 F1NAQ8 E1C1L6 A0A8V0ZZL0 A0A8V0XUH8 A0A1D5PCU0 A0A8V0XR66 A0A8V0XDL7 A0A8V0YGM0 A0A8V0XVT5 A0A1D5PIF0 A0A8V0X2T8 A0A8V0ZI24 A0A8V1A0C2 A0A8V0XHN0 A0A8V0YU69 A0A8V0ZVS5 A0A8V0XW68 A0A8V1AJZ1 A0A1D5NY06 A0A8V0ZM20 E1BYF1 A0A8V0Y9J8 A0A8V0ZJT8 A0A8V1A1S6 A0A8V0Z863 A0A8V0ZVA2 Q5F3M8 A0A8V0ZWC9 A0A1D5NW93 A0A8V0ZWH3 A0A8V1AK88 A0A8V0ZYJ9 A0A1D5PJE0 A0A1D5P8I7 A0A8V0YZ27 A0A8V0YZJ3 A0A8V0Z7C7 A0A8V0XGF5 A0A8V0X354 A0A8V0X7B2 A0A8V1AAP7 A0A8V0Y4M6 R4GJC4 A0A8V0Z0I1 A0A8V0YPP2 A0A8V0YJV4 A0A8V1ACQ8 A0A8V1AK12 A0A8V0YBE2 A0A8V0YC20 A0A8V0YLT1 Q5ZHL0 A0A8V1A0M8 P18944 A0A8V0YB71 A0A8V0XE68 A0A8V0XMD4 A0A1D5PL38 A0A8V0ZUI9 A0A8V0Z6U6 A0A1D5PEH3 A0A8V0Y492 A0A8V0ZYM1 A0A8V0YZL1 A0A8V0YE66 Q5F3B9 A0A8V0Y9B0 A0A8V0Y8L6 A0A8V0XC92 A0A8V0XMJ6 A0A8V0YC57 A0A8V1AHJ8 A0A1D5NZL7 A0A8V0Z2Q6 A0A8V0XCD2 A0A8V0YA67 F1NB63 Q5ZMH8 A0A8V0X535 A0A8V0YKG1 A0A8V0ZPJ9 A0A8V0YC52 A0A8V1AH40 F1NIL3 A0A8V0Y6Q3 A0A1D5PTW3 A0A8V0YKA1 A0A8V0Z3S8 A0A1D5PH80 A0A8V1A3B4 A0A8V0ZLV3 A0A8V1ADF1 A0A8V0YU17 A0A8V0XWZ8 A0A8V0YFF3 E1BSN7 A0A8V0Y9X9 A0A8V1ALI6 A0A1D5NYK3 A0A8V0Z6B5 A0A8V0ZE99 Q5ZLA7 A0A8V0ZU95 A0A8V0ZC01 E1BVT3 Q9YH14 A0A1D5PC23 A0A8V0Y6W2 A0A1D5P0U8 A0A8V0ZHZ7 A0A1D5PN54 A0A8V0XNP4 R4GGZ2 A0A8V0ZI98 A0A1D5PI06 A0A1D5PNM0 A0A3Q2UJ64 A0A1D5NWL9 A0A8V1AA37 A0A8V0X3M7 A0A1D5PXH4 A0A8V0XH76 A0A8V1ACH5 A0A8V0ZR84 E1C658 A0A1D5NW85 A0A8V0ZIZ5 A0A8V1AB74 A0A8V1A8C9 A0A8V0XRZ6 A0A8V1A4N7 A0A1D5PQV0 A0A1D5PQV3 A0A8V0Z1C5 A0A8V0XT35 A0A8V0ZYN6 A0A8V0YKJ3 A0A1D5NT70 A0A8V0XY43 A0A1D5P1F1 A0A8V0YS46 A0A1D5P4B1 A0A8V0ZAL2 A0A8V0Y5N7 A0A8V0YFC7 A0A8V1A624 E1BTT8 A0A8V1A2F4 A0A8V1AAF2 A0A1D5P692 A0A8V0YPT3 A0A8V0ZF10 A0A8V0ZTF7 A0A8V0Z420 A0A8V0X6I3 A0A8V0Y218 A0A8V0XHY2 A0A3Q2U7H6 A0A1L1RZK1 A0A1L1RQ91 A0A1D5NT61 F1NBW2 A0A8V0XTM2 A0A1D5PMN7 A0A3Q2TVY6 A0A8V0XIM8 A0A8V0Y6Z6 A0A8V0YCL9 A0A8V1A758 A0A3Q2TSP8 A0A8V1A102 A0A8V0ZJ84
map01200 Carbon metabolism,32,58,682,1633,1.32,0.04158088182098342,1.38,A0A1D5PEH3 A0A8V0XH76 A0A8V0ZT56 A0A8V0YGM0 Q5F3B9 A0A1D5PIF0 A0A8V0XVT5 A0A8V0Y9B0 A0A8V0YVZ8 A0A8V0XHN0 A0A8V0ZVS5 Q5ZLN1 A0A1D5PQV0 A0A8V0ZM20 A0A1D5PQV3 A0A1D5P1U2 A0A8V0ZJT8 A0A8V0ZPJ9 A0A8V0ZRW5 A0A8V0ZWH3 A0A8V0YFC7 A0A1D5P8I7 A0A8V0YZ27 A0A8V0Z832 A0A8V0XHY2 A0A1L1RQ91 A0A8V0XAV4 A0A1D5NT61 E1BVT3 A0A1D5PC23 A0A8V0ZAK3 A0A8V0XE68
map01210 2-Oxocarboxylic acid metabolism,7,11,682,1633,1.52,0.2181733986668916,0.66,A0A8V0ZVS5 A0A1D5P8I7 A0A1D5PQV0 A0A8V0YGM0 A0A8V0ZJT8 A0A8V0ZPJ9 A0A8V0ZRW5
map01212 Fatty acid metabolism,13,21,682,1633,1.48,0.07437256500712668,1.13,A0A8V0Y4M6 A0A8V0Y9E4 A0A8V0ZAL2 A0A1D5NWL9 A0A8V0X3M7 A0A8V0XH76 A0A8V0Y492 A0A8V0XIM8 A0A8V0ZT56 A0A8V0Z420 A0A8V0XE68 A0A8V0YB71 A0A8V0XMJ6
map01230 Biosynthesis of amino acids,15,36,682,1633,1.0,1.0,-0.0,A0A1D5PL38 A0A8V0ZVS5 A0A1D5PC23 A0A1D5P8I7 A0A8V0YFC7 Q5ZJ23 Q5ZLN1 A0A1D5PQV0 E1BYF1 A0A8V0YGM0 A0A8V0ZJT8 A0A8V0YVZ8 A0A8V0ZPJ9 A0A8V0ZRW5 A0A8V0XHN0
map01240 Biosynthesis of cofactors,11,40,682,1633,0.66,0.0741386814596397,1.13,A0A8V1AB74 R4GJC4 A0A8V1ABW1 A0A8V1AJZ1 A0A8V0Y9V8 A0A8V0ZCN7 A0A8V0YC20 A0A8V0XGF5 A0A3Q2TSP8 A0A8V0YXI7 A0A8V1AAP7
map01250 Biosynthesis of nucleotide sugars,9,17,682,1633,1.27,0.4593130555497934,0.34,A0A1D5PD70 Q5ZMH8 A0A8V0YA67 A0A1D5PXH4 A0A8V0ZM20 A0A8V1A4P2 A0A8V0YXI7 A0A1L1RQ91 A0A8V0XUH8
map03008 Ribosome biogenesis in eukaryotes,3,10,682,1633,0.72,0.5350554100014241,0.27,A0A1D5PNG3 A0A8V0Z083 A0A8V1A6A3
map03010 Ribosome,37,55,682,1633,1.61,0.00013253738409013414,3.88,A0A8V0XXX0 A0A8V0XJK4 Q6ITC7 A0A8V0Z4J0 P32429 A0A8V0YV66 F1NN16 A0A8V1A9M2 A0A1D5P3B1 A0A8V1AH32 A0A8V1A8R2 F1NH93 A0A8V0ZJP1 A0A8V0Y4V6 A0A8V0XRE7 A0A8V1AAB0 A0A8V0Z891 A0A8V0YR80 A0A8V0XPN5 A0A3Q2TV39 A0A8V0Y9Y9 F1NQG5 P84175 A0A8V0ZGP2 A0A1D5NVI1 A0A8V0Z1Z1 A0A1L1S0X5 A0A8V0ZL98 A0A1D5PMT8 Q98TH5 A0A3Q3A7P6 P50890 P41125 R4GGJ0 A0A8V0ZUX8 A0A1D5PR40 F1NPA9
map03013 Nucleocytoplasmic transport,9,25,682,1633,0.86,0.6839892956877783,0.16,A0A1D5P1W7 A0A8V0YG12 A0A1D5NYF8 A0A8V0XKJ6 A0A8V0XBW1 A0A8V0YBU5 A0A8V0YZ41 A0A8V0XP09 Q5ZHZ0
map03015 mRNA surveillance pathway,9,20,682,1633,1.08,0.8215326707112098,0.09,A0A8V0YD10 H9L2N7 A0A8V0XKJ6 A0A8V0YZ41 Q5ZHZ0 A0A8V1A640 A0A8V0Z5C6 A0A8V0ZBD1 A0A1L1RX26
map03018 RNA degradation,7,10,682,1633,1.68,0.10469979841665811,0.98,A0A8V0YD10 F1NZ86 Q5ZL72 Q5ZKB9 A0A8V0ZRK8 A0A8V0ZE30 A0A8V0XHN0
map03040 Spliceosome,14,34,682,1633,0.99,1.0,-0.0,A0A8V0X7I3 A0A1D6UPS9 A0A1D5PXH1 A0A8V0XKJ6 A0A8V0YZ41 A0A1D5PSI3 A0A8V0XXW6 A0A8V1AFZ6 Q5ZHZ0 A0A8V0XYP5 A0A3S5ZPN3 E1C8Y9 A0A8V0YUR4 F1NAC8
map03050 Proteasome,24,36,682,1633,1.6,0.003152710349838315,2.5,A0A8V0Y2X7 A0A8V0Z3K2 F1NC02 A0A8V0YQY8 A0A8V1A582 A0A1D5NXL7 A0A8V0ZNG1 A0A8V0ZEY1 A0A8V0ZH96 F1NU79 Q5ZLI2 A0A8V0XY82 A0A8V0XB52 A0A8V0ZNX9 A0A8V1ABH8 A0A8V0ZY42 A0A8V0XRD5 F1NR71 R4GLB3 A0A1D5PJW4 A0A1L1RP66 A0A8V0ZNG4 Q7ZT63 A0A8V1AF05
map03060 Protein export,4,9,682,1633,1.06,1.0,-0.0,A0A8V0XF68 Q90593 A0A8V0ZZE1 A0A8V1APZ6
map03320 PPAR signaling pathway,7,16,682,1633,1.05,1.0,-0.0,A0A8V0Y4M6 P11602 A0A8V1AHP7 A0A8V0XP02 A0A8V0ZAL2 A0A8V0Y2J1 A0A8V0XMJ6
map03420 Nucleotide excision repair,2,4,682,1633,1.2,1.0,-0.0,A0A8V0ZBT6 A0A8V0XK64
map03460 Fanconi anemia pathway,2,2,682,1633,2.39,0.1742710096896335,0.76,A0A8V1AP07 A0A8V1A3Y9
map04010 MAPK signaling pathway,20,59,682,1633,0.81,0.22860600384765295,0.64,A0A8V0XD22 A0A8V0Z8U4 A0A8V0YR59 A0A8V0YWW2 Q90694 A0A8V0X5B9 A0A8V0ZZC8 A0A1D5P6T3 A0A1D5PD64 A0A8V1ABC8 E1BS97 A0A8V0WZH6 A0A8V1ABC9 A0A1D5NYG3 Q9I946 A0A8V1A2A7 A0A8V0YW34 A0A8V0YIX8 A0A1D5PIQ5 A0A8V1A8S1
map04012 ErbB signaling pathway,5,18,682,1633,0.67,0.3366147162481958,0.47,A0A8V0XB58 E1BS97 A0A3Q3ACS4 A0A8V1ABC9 F1NUX4
map04013 MAPK signaling pathway - fly,9,27,682,1633,0.8,0.4346501793293521,0.36,A0A1D5PD64 Q5ZLQ6 A0A8V1A081 A0A8V0X163 A0A8V0Z8U4 A0A8V0XLB9 A0A8V0XKF3 A0A1D5PIQ5 A0A8V0YFD4
map04014 Ras signaling pathway,23,61,682,1633,0.9,0.5970625237560618,0.22,A0A8V0XD22 A0A8V1A081 A0A8V0XR66 A0A8V0Z8U4 A0A8V0YR59 A0A8V0YWW2 A0A8V0X2V3 Q90694 A0A8V0X5B9 A0A1D5P6T3 A0A8V1AAZ4 E1BS97 A0A8V0ZZU1 R4GKD1 A0A8V0WZH6 A0A3Q3ACS4 A0A8V1ABC9 Q9I946 A0A8V0ZE99 A0A1D5P1T0 A0A8V1A2A7 A0A8V0YW34 Q5ZIP7
