KEGG pathway,Mapping,Background,All Mapping,All Background,Fold Enrichment,Fisher's exact test p value,-log10(p value),Related proteins
map00630 Glyoxylate and dicarboxylate metabolism,2,11,268,1633,1.11,0.6991750397146602,0.16,A0A1D5PQV0 A0A8V0XH76
map00730 Thiamine metabolism,2,7,268,1633,1.74,0.3230129498604026,0.49,A0A8V1AJZ1 A0A8V0XRZ6
map00760 Nicotinate and nicotinamide metabolism,2,8,268,1633,1.52,0.6250012908379398,0.2,A0A8V0XC92 A0A8V0Y5N7
map00790 Folate biosynthesis,2,9,268,1633,1.35,0.6474435212781806,0.19,A0A8V0YKA1 A0A8V0YJV4
map00900 Terpenoid backbone biosynthesis,2,6,268,1633,2.03,0.25694900946592375,0.59,A0A8V1AK88 A0A8V0XH76
map00910 Nitrogen metabolism,2,4,268,1633,3.05,0.12820264544865087,0.89,A0A8V1AKN8 A0A8V0YLT1
map00920 Sulfur metabolism,3,9,268,1633,2.03,0.17182568373332516,0.76,A0A8V0YPT3 A0A8V0ZUQ1 A0A8V1A997
map00980 Metabolism of xenobiotics by cytochrome P450,6,16,268,1633,2.28,0.0345598791639802,1.46,A0A8V1AHJ8 A0A8V1AI83 A0A8V0ZJE0 A0A1D5NT70 A0A8V0X7B2 A0A8V0XB81
map00982 Drug metabolism - cytochrome P450,6,14,268,1633,2.61,0.017290348400994214,1.76,A0A8V1AHJ8 A0A8V1AI83 A0A8V0ZJE0 A0A1D5NT70 A0A8V0X7B2 A0A8V0XB81
map00983 Drug metabolism - other enzymes,8,22,268,1633,2.22,0.018476987882888287,1.73,A0A8V1AHJ8 A0A8V1AI83 A0A8V0Y9F8 A0A8V0XGF5 A0A8V0ZJE0 A0A1D5NT70 A0A8V0X7B2 A0A8V0XB81
map01100 Metabolic pathways,85,502,268,1633,1.03,0.7175779901496876,0.14,A0A8V0ZWX9 A0A8V0Y9E4 Q5ZLA0 A0A3Q2U0G2 P07032 A0A8V0ZUQ1 A0A8V1A997 A0A8V1AI83 A0A8V1AKN8 A0A8V0X2C5 A0A8V1A4P2 A0A8V0ZJE0 A0A8V0XB81 Q8QFM7 A0A8V0Y006 A0A8V0Z832 A0A8V0ZAD5 A0A8V0YI46 E1C1L6 A0A8V0XUH8 A0A8V0ZZL0 A0A1D5PCU0 A0A8V0XR66 A0A8V0XDL7 A0A8V1AJZ1 E1BYF1 A0A8V0Y9J8 A0A8V0ZWC9 A0A8V1AK88 A0A1D5PJE0 A0A8V0YZ27 A0A8V0XGF5 A0A8V0X7B2 A0A8V1AAP7 R4GJC4 A0A8V0YPP2 A0A8V0YJV4 A0A8V1ACQ8 A0A8V0YLT1 A0A8V1A0M8 A0A8V0XMD4 A0A8V0Z6U6 A0A8V0ZYM1 A0A8V0YE66 A0A8V0Y8L6 A0A8V0XC92 A0A8V0YC57 A0A8V1AHJ8 A0A1D5NZL7 A0A8V0Z2Q6 F1NB63 A0A8V0YKG1 A0A8V0ZPJ9 A0A8V0Y6Q3 A0A8V0YKA1 A0A1D5PH80 A0A8V0ZLV3 A0A8V1ADF1 A0A8V0XWZ8 A0A8V0ZE99 A0A8V0Y6W2 A0A8V0XH76 A0A8V0ZR84 A0A8V0ZIZ5 A0A1D5NW85 A0A8V0XRZ6 A0A1D5PQV0 A0A8V0Z1C5 A0A8V0XT35 A0A8V0ZYN6 A0A8V0YKJ3 A0A1D5NT70 A0A8V0XY43 A0A1D5P1F1 A0A8V0YS46 A0A8V0Y5N7 A0A8V0YFC7 A0A8V0YPT3 A0A8V1A2F4 A0A8V0Y218 A0A1L1RQ91 A0A3Q2TVY6 A0A8V0Y6Z6 A0A8V1A758 Q5ZHL0
map01200 Carbon metabolism,7,58,268,1633,0.74,0.4703457218556375,0.33,A0A8V0YFC7 A0A8V0YZ27 A0A1D5PQV0 A0A8V0XH76 A0A8V0ZPJ9 A0A8V0Z832 A0A1L1RQ91
map01210 2-Oxocarboxylic acid metabolism,2,11,268,1633,1.11,0.6991750397146602,0.16,A0A1D5PQV0 A0A8V0ZPJ9
map01212 Fatty acid metabolism,2,21,268,1633,0.58,0.5579388084618391,0.25,A0A8V0Y9E4 A0A8V0XH76
map01230 Biosynthesis of amino acids,4,36,268,1633,0.68,0.49833081377931465,0.3,A0A8V0YFC7 A0A1D5PQV0 A0A8V0ZPJ9 E1BYF1
map01240 Biosynthesis of cofactors,4,40,268,1633,0.61,0.3857317223670872,0.41,A0A8V0XGF5 R4GJC4 A0A8V1AJZ1 A0A8V1AAP7
map01250 Biosynthesis of nucleotide sugars,3,17,268,1633,1.08,0.7504400533038085,0.12,A0A8V1A4P2 A0A1L1RQ91 A0A8V0XUH8
map03008 Ribosome biogenesis in eukaryotes,3,10,268,1633,1.83,0.2172403152032302,0.66,A0A1D5PNG3 A0A8V0Z083 A0A8V1A6A3
map03010 Ribosome,5,55,268,1633,0.55,0.19220913937449702,0.72,Q98TH5 A0A8V0XPN5 F1NQG5 A0A1D5NVI1 A0A8V0Z4J0
map03015 mRNA surveillance pathway,2,20,268,1633,0.61,0.7594248482173047,0.12,A0A8V0XKJ6 A0A8V0ZBD1
map03060 Protein export,2,9,268,1633,1.35,0.6474435212781806,0.19,A0A8V0XF68 Q90593
map03320 PPAR signaling pathway,3,16,268,1633,1.14,0.7364446158782786,0.13,P11602 A0A8V0XP02 A0A8V0Y2J1
map04010 MAPK signaling pathway,8,59,268,1633,0.83,0.7198088965899516,0.14,A0A8V0XD22 A0A8V1ABC8 A0A8V1A2A7 A0A8V0Z8U4 A0A8V1ABC9 A0A8V0YWW2 Q90694 Q9I946
map04012 ErbB signaling pathway,4,18,268,1633,1.35,0.5189871015040012,0.28,F1NUX4 A0A3Q3ACS4 A0A8V0XB58 A0A8V1ABC9
map04013 MAPK signaling pathway - fly,5,27,268,1633,1.13,0.792322121430522,0.1,A0A8V1A081 A0A8V0X163 A0A8V0Z8U4 A0A8V0XLB9 A0A8V0YFD4
map04014 Ras signaling pathway,17,61,268,1633,1.7,0.020673825448432964,1.68,A0A8V0YWW2 A0A8V0XD22 A0A8V0ZE99 A0A8V0ZZU1 A0A1D5P1T0 A0A8V1AAZ4 A0A8V1A081 A0A8V0XR66 R4GKD1 A0A8V1A2A7 A0A8V0Z8U4 A0A3Q3ACS4 A0A8V1ABC9 Q5ZIP7 A0A8V0X2V3 Q90694 Q9I946
map04015 Rap1 signaling pathway,15,56,268,1633,1.63,0.042159628653510695,1.38,A0A8V0XD22 A0A1D5NZL7 Q0PVE4 A0A1D5P1T0 A0A8V0XY43 A0A8V0Y0T2 A0A8V0XRQ6 A0A3Q2U0G2 A0A8V0X163 A0A8V0Z8U4 A0A3Q3ACS4 A0A8V1ABC9 A0A8V0YWW2 Q90694 Q9I946
map04020 Calcium signaling pathway,16,57,268,1633,1.71,0.02668793675575209,1.57,A0A1L1RWI9 A0A8V0Y644 A0A8V0XD22 A0A1D5NZL7 A0A8V0XB58 A0A8V0XKX6 A0A8V0XEJ5 A0A8V0XA34 A0A3Q2U0G2 E1BS74 A0A8V0XKR3 A0A1D5NWP2 A0A8V1ABC9 A0A1D5P1F1 A0A8V0XY43 Q9I946
map04022 cGMP-PKG signaling pathway,4,35,268,1633,0.7,0.6428986140848323,0.19,A0A1D5NZL7 A0A8V0XY43 A0A3Q2U0G2 A0A8V0YC57
map04024 cAMP signaling pathway,7,36,268,1633,1.18,0.6476915817218882,0.19,A0A1L1RWI9 A0A8V0XB58 A0A8V0Z8U4 A0A3Q3ACS4 A0A8V0XY43 A0A8V0XYR2 A0A8V0YC57
map04060 Cytokine-cytokine receptor interaction,6,26,268,1633,1.41,0.418778665420113,0.38,A0A8V0ZMM6 A0A8V0YSE9 A0A8V1A134 A0A8V0ZHP3 A0A8V0YLX6 A0A8V1AAN2
map04061 Viral protein interaction with cytokine and cytokine receptor,2,8,268,1633,1.52,0.6250012908379398,0.2,A0A8V0ZMM6 A0A8V0ZHP3
map04062 Chemokine signaling pathway,11,45,268,1633,1.49,0.1518475915531577,0.82,A0A8V0ZTS7 A0A8V0ZMM6 A0A1D5NZL7 A0A8V0XY43 A0A8V1A9R2 R4GKD1 A0A3Q2U0G2 A0A8V0Z8U4 A0A3Q3ACS4 A0A8V0ZVX9 Q90694
map04064 NF-kappa B signaling pathway,7,25,268,1633,1.71,0.16620479484756406,0.78,A0A8V0ZMM6 A0A8V0XKX6 A0A8V0XEJ5 A0A8V1ABC8 A0A8V0XA34 A0A8V0ZEJ3 A0A8V1AJ90
map04066 HIF-1 signaling pathway,7,36,268,1633,1.18,0.6476915817218882,0.19,A0A8V0XB58 A0A8V0YFC7 A0A3Q3ACS4 A0A8V1ABC9 F1NUX4 A0A8V0XYR2 P02789
map04068 FoxO signaling pathway,5,23,268,1633,1.32,0.5672860374357555,0.25,A0A8V0XLB9 A0A3Q3ACS4 A0A8V0YJI7 A0A8V0XBS7 A0A8V0YRK4
map04070 Phosphatidylinositol signaling system,6,20,268,1633,1.83,0.12178875635804783,0.91,A0A1D5NZL7 A0A3Q2U0G2 A0A8V0ZYM1 A0A3Q3ACS4 A0A8V1ABC9 A0A8V0ZZL0
map04071 Sphingolipid signaling pathway,7,31,268,1633,1.38,0.33034873365609496,0.48,A0A1D5NZL7 A0A3Q2U0G2 A0A8V0Z8U4 A0A3Q3ACS4 A0A8V0ZBD1 A0A8V1ABC9 A0A1D5P1F1
map04072 Phospholipase D signaling pathway,13,50,268,1633,1.58,0.07848812942319226,1.11,A0A1D5P1F1 A0A1D5NZL7 A0A1D5P1T0 A0A8V0XKX6 A0A8V0XEJ5 A0A8V0XA34 A0A3Q2U0G2 A0A3Q3ACS4 A0A8V1ABC9 F1NUX4 A0A8V0ZZL0 A0A8V0XY43 Q9I946
map04080 Neuroactive ligand-receptor interaction,2,25,268,1633,0.49,0.41141115265409356,0.39,A0A8V0ZJX2 A0A8V0XYR2
map04114 Oocyte meiosis,4,28,268,1633,0.87,1.0,-0.0,A0A8V0XY43 A0A8V0XB58 A0A8V0ZBD1 A0A8V0YMA2
map04120 Ubiquitin mediated proteolysis,7,24,268,1633,1.78,0.09686633502865505,1.01,A0A8V0ZZG2 A0A8V0XLH3 A0A8V0XCV2 A0A1D5PNL3 A0A8V0YMA2 A0A8V0Z4J0 A0A8V0YFD4
map04140 Autophagy - animal,2,29,268,1633,0.42,0.2095014297309259,0.68,F1NUX4 A0A3Q3ACS4
map04141 Protein processing in endoplasmic reticulum,9,72,268,1633,0.76,0.4188392277497252,0.38,Q04619 A0A8V0XK64 Q90593 A0A8V0X2C5 A0A8V0YMA2 A0A8V0Y726 A0A8V0XFV9 A0A8V0XQS7 A0A8V0YFD4
map04142 Lysosome,7,77,268,1633,0.55,0.08286013864457428,1.08,A0A1D5PCU0 A0A8V0ZN94 A0A8V0YKG1 A0A8V0ZF48 Q5ZHL0 A0A8V0XX49 E1BS94
map04144 Endocytosis,24,116,268,1633,1.26,0.1946682325721084,0.71,Q8AXV0 A0A1D5NVM6 E1BZH7 Q90694 A0A8V0ZTS7 A0A8V0YB43 A0A8V0ZZG2 A0A1D5PXK6 A0A8V0YMC5 A0A8V0XXP1 A0A8V0X8U3 A0A140T8H8 Q0PVE4 A0A8V0ZZU1 A0A8V0XDM2 A0A8V0XL80 A0A8V0ZH54 F1NV47 A0A8V0X8D5 A0A8V1ADL7 A0A8V0Z9Y8 A0A1D5NWR3 Q5ZIP7 A0A1D5P420
map04145 Phagosome,16,80,268,1633,1.22,0.3554351952986483,0.45,A0A1D5PCU0 F1NMU4 A0A8V0ZZU1 A0A8V0XKX6 A0A8V0Z6U6 A0A8V0Y413 A0A8V0XEJ5 A0A8V0Z8U4 A0A8V0XK27 A0A8V0ZNQ8 A0A8V0Y6Z6 A0A8V0Y2J1 Q5ZIP7 Q5ZHL0 A0A8V0XA34 A0A8V0X8D5
map04146 Peroxisome,2,13,268,1633,0.94,1.0,-0.0,A0A8V0ZPJ9 A0A8V0XLB9
map04150 mTOR signaling pathway,7,38,268,1633,1.12,0.661826423144674,0.18,A0A8V0Z6U6 A0A3Q3ACS4 A0A8V0Y6Z6 A0A8V1ABC9 F1NUX4 A0A142EGP7 A0A8V0ZQ22
map04151 PI3K-Akt signaling pathway,23,111,268,1633,1.26,0.231027432693866,0.64,A0A8V0XD22 A0A8V0XCT3 A0A8V0Z8U4 A0A8V0ZBD1 A0A8V0YWW2 A0A8V0XBS7 A0A8V0ZQ22 A0A8V0ZQT9 A0A8V0X8P6 A0A8V0XEJ5 Q04619 R4GKD1 A0A8V0YHC1 A0A3Q3ACS4 A0A8V1ABC9 A0A8V0XA34 Q9I946 A0A8V0XKX6 A0A8V1A9R2 A0A8V0Y413 A0A8V0YDD6 A0A8V0YLX6 F1NUX4
map04152 AMPK signaling pathway,5,22,268,1633,1.38,0.3887163719532732,0.41,A0A8V0YB43 A0A3Q3ACS4 A0A8V0ZBD1 A0A8V0Y2J1 F1NUX4
map04210 Apoptosis,3,44,268,1633,0.42,0.09757121113852696,1.01,A0A3Q3ACS4 A0A8V1A9K2 A0A8V0ZHP3
map04211 Longevity regulating pathway,5,14,268,1633,2.18,0.06439018343488732,1.19,A0A1L1RWI9 A0A8V0XLB9 A0A3Q3ACS4 F1NUX4 A0A8V0XY43
map04212 Longevity regulating pathway - worm,8,28,268,1633,1.74,0.1157110929208638,0.94,A0A8V1AHJ8 A0A8V1AI83 A0A8V0XLB9 A0A8V0ZJE0 F1NUX4 A0A1D5NT70 A0A8V0X7B2 A0A8V0XB81
map04213 Longevity regulating pathway - multiple species,4,15,268,1633,1.62,0.28925762912903435,0.54,F1NUX4 A0A3Q3ACS4 A0A8V0XY43 A0A8V0XLB9
map04216 Ferroptosis,2,19,268,1633,0.64,0.7553409557224645,0.12,A0A8V0ZN94 P02789
map04217 Necroptosis,7,47,268,1633,0.91,1.0,-0.0,Q04619 A0A8V0XB58 A0A8V1A9R2 A0A8V0ZHP3 A0A8V0ZVX9 A0A8V1ADL7 A0A1D5P420
map04218 Cellular senescence,4,38,268,1633,0.64,0.5038148740792285,0.3,F1NUX4 A0A3Q3ACS4 A0A8V0X8D5 A0A8V1A081
map04261 Adrenergic signaling in cardiomyocytes,7,34,268,1633,1.25,0.48413013992924064,0.32,A0A1D5NZL7 A0A8V0XB58 A0A8V0ZY91 A0A3Q2U0G2 A0A8V0ZBD1 A0A8V1ABC9 A0A8V0XY43
map04270 Vascular smooth muscle contraction,7,35,268,1633,1.22,0.49611623741181177,0.3,A0A8V0ZE99 A0A1D5NZL7 A0A8V0XR66 A0A3Q2U0G2 A0A8V1ABC9 A0A8V0XY43 A0A8V0XYR2
map04310 Wnt signaling pathway,8,32,268,1633,1.52,0.22310751275466287,0.65,A0A1D5NZL7 A0A8V0XB58 A0A8V0YA55 A0A3Q2U0G2 A0A8V0Z8U4 A0A8V0YMA2 A0A8V1ABC9 A0A8V0YJI7
map04340 Hedgehog signaling pathway,4,11,268,1633,2.22,0.09057555953257924,1.04,A0A8V0ZTS7 A0A8V0YVT3 A0A3Q3AWM4 A0A8V0YJI7
map04341 Hedgehog signaling pathway - fly,3,7,268,1633,2.61,0.09178915848048799,1.04,A0A3Q3AWM4 A0A8V0YJI7 A0A8V0YMA2
map04350 TGF-beta signaling pathway,6,27,268,1633,1.35,0.4292452440620599,0.37,A0A8V0YSE9 A0A8V0YM05 A0A8V0Z857 A0A8V0YHH6 A0A8V0YMA2 A0A8V0ZRN1
map04360 Axon guidance,18,65,268,1633,1.69,0.016567517091274683,1.78,A0A8V0ZDU4 A0A8V0ZMM6 A0A8V0XB58 Q0PVE4 A0A3Q2TWG9 A0A8V0YSE9 A0A8V0ZB91 A0A1D5NW03 A0A8V1A9S3 A0A8V0Z8U4 A0A3Q3A4U3 A0A8V0Z857 A0A3Q3ACS4 A0A8V1ABC9 A0A8V0YWW2 A0A1D5PFR3 Q03696 Q90694
map04361 Axon regeneration,6,19,268,1633,1.92,0.10883317534960804,0.96,A0A1D5NZL7 A0A3Q2TWG9 A0A8V0Z8U4 A0A3Q2U0G2 F1NUX4 A0A8V0ZZL0
map04370 VEGF signaling pathway,5,19,268,1633,1.6,0.2214499809261346,0.65,A0A8V0Z8U4 A0A3Q3ACS4 A0A8V1ABC9 A0A1D5P1F1 Q90694
map04371 Apelin signaling pathway,10,42,268,1633,1.45,0.2036475227469977,0.69,A0A1L1RWI9 A0A8V0Y644 A0A1D5NZL7 A0A8V0Y0T2 R4GKD1 A0A3Q2U0G2 A0A8V0YMS7 F1NUX4 A0A1D5P1F1 A0A8V0XY43
map04380 Osteoclast differentiation,5,18,268,1633,1.69,0.19827865066759798,0.7,A0A1L1RWI9 A0A8V0Z8U4 A0A3Q3ACS4 A0A8V0ZVX9 A0A8V0ZEJ3
map04390 Hippo signaling pathway,6,42,268,1633,0.87,0.8348433320993272,0.08,A0A1D5P9D0 Q0PVE4 A0A8V0YSE9 A0A8V0Y0T2 A0A8V0YMS7 A0A8V0YJI7
map04391 Hippo signaling pathway - fly,6,20,268,1633,1.83,0.12178875635804783,0.91,A0A1D5P9D0 Q0PVE4 S4VGQ1 A0A8V0XK73 A0A8V0X381 A0A8V0YJI7
map04392 Hippo signaling pathway - multiple species,3,5,268,1633,3.66,0.033802819317240045,1.47,A0A1D5P9D0 A0A8V0YJI7 A0A8V0X381
map04510 Focal adhesion,11,77,268,1633,0.87,0.7524299840262365,0.12,A0A8V0XD22 A0A8V0X8P6 A0A8V0XCT3 A0A8V0Y413 A0A8V0YHC1 A0A8V0Z8U4 A0A3Q3ACS4 A0A8V0YDD6 A0A8V1ABC9 Q90694 Q9I946
map04512 ECM-receptor interaction,10,49,268,1633,1.24,0.43408233471879776,0.36,A0A8V0X8P6 A0A8V0XCT3 A0A8V0Y413 A0A8V0YHC1 A0A8V0YDD6 A0A8V0YXG4 A0A8V0XFN7 A0A8V0XRN3 A0A8V0Y2J1 P31696
map04514 Cell adhesion molecules,11,34,268,1633,1.97,0.01780923600392159,1.75,A0A3Q2UGT3 A0A1D5PZV7 A0A8V0XRT4 A0A8V0ZI29 A0A8V0XRC4 A0A8V0Y0T2 A0A1D5NW03 A0A8V0Y4R7 A0A3Q3A7M3 Q03696 A0A8V0X8D5
map04520 Adherens junction,4,30,268,1633,0.81,0.806221072910799,0.09,A0A8V0Y0T2 Q90694 A0A8V0Z8U4 A0A8V0ZI29
map04530 Tight junction,8,55,268,1633,0.89,0.8534994536923771,0.07,Q0PVE4 A0A1D5PZV7 A0A8V0Z8U4 A0A8V0ZXW3 A0A1D5NYK7 A0A8V1AJV5 A0A8V0XPN3 Q90694
map04540 Gap junction,6,38,268,1633,0.96,1.0,-0.0,F1NMU4 A0A1D5NZL7 A0A3Q2U0G2 A0A8V1ABC9 A0A8V0XY43 Q9I946
map04550 Signaling pathways regulating pluripotency of stem cells,3,25,268,1633,0.73,0.7856959970077809,0.1,A0A3Q3ACS4 A0A8V0YM05 A0A8V1A9R2
map04610 Complement and coagulation cascades,7,43,268,1633,0.99,1.0,-0.0,A0A8V1AA32 A0A8V1ACZ0 A0A8V1A987 A0A8V1AKH4 A0A8V0YID0 A0A8V0ZFJ4 A0A8V0YU75
map04611 Platelet activation,5,42,268,1633,0.73,0.5301337559221595,0.28,A0A1D5NZL7 A0A3Q2U0G2 A0A3Q3ACS4 A0A1D5NWP2 A0A8V0XY43
map04612 Antigen processing and presentation,3,23,268,1633,0.79,1.0,-0.0,Q90593 Q04619 A0A8V0X8D5
map04613 Neutrophil extracellular trap formation,11,48,268,1633,1.4,0.2334836674395285,0.63,A0A1D5NZL7 A0A8V0XKX6 A0A8V0ZSG8 A0A8V1AA32 A0A8V0XEJ5 A0A3Q2U0G2 A0A8V0Z8U4 A0A3Q3ACS4 A0A8V1ABC9 F1NUX4 A0A8V0XA34
map04620 Toll-like receptor signaling pathway,4,17,268,1633,1.43,0.5047592767654099,0.3,A0A3Q3ACS4 A0A8V1ABC8 A0A8V0YUW8 A0A8V0Z8U4
map04621 NOD-like receptor signaling pathway,8,34,268,1633,1.43,0.24542324610382968,0.61,Q04619 A0A1D5NZL7 A0A8V0ZQT9 A0A8V1ADN6 A0A8V1ABC8 A0A8V1ACN6 A0A3Q2U0G2 A0A8V0ZVX9
map04624 Toll and Imd signaling pathway,3,10,268,1633,1.83,0.2172403152032302,0.66,A0A8V1ABC8 A0A1D5PNL3 A0A8V0YFD4
map04625 C-type lectin receptor signaling pathway,2,18,268,1633,0.68,0.7535286665052949,0.12,A0A3Q3ACS4 A0A8V0ZVX9
map04630 JAK-STAT signaling pathway,7,23,268,1633,1.85,0.08425311003278702,1.07,A0A8V0YQA1 A0A8V1A9R2 A0A3Q3ACS4 A0A8V0XXP1 A0A8V0ZVX9 A0A8V0YLX6 F1NUX4
map04640 Hematopoietic cell lineage,6,27,268,1633,1.35,0.4292452440620599,0.37,A0A8V0XKX6 A0A8V1AA32 A0A8V1ACZ0 A0A8V0XEJ5 A0A8V0Y2J1 A0A8V0XA34
map04650 Natural killer cell mediated cytotoxicity,7,30,268,1633,1.42,0.3171297374691923,0.5,A0A8V0XKX6 A0A8V0XEJ5 A0A8V0Z8U4 A0A8V0ZHP3 A0A3Q3ACS4 A0A8V1ABC9 A0A8V0XA34
map04657 IL-17 signaling pathway,5,22,268,1633,1.38,0.3887163719532732,0.41,Q04619 A0A8V0XP02 E1C9E0 A0A3Q2UH76 A0A8V1A1T7
map04659 Th17 cell differentiation,3,18,268,1633,1.02,1.0,-0.0,F1NUX4 A0A8V1A9R2 Q04619
map04660 T cell receptor signaling pathway,2,18,268,1633,0.68,0.7535286665052949,0.12,A0A3Q3ACS4 Q90694
map04662 B cell receptor signaling pathway,6,31,268,1633,1.18,0.6254577752342005,0.2,A0A8V0XKX6 A0A8V0XEJ5 A0A8V0Z8U4 A0A3Q3ACS4 A0A8V0XA34 A0A8V0ZEJ3
map04664 Fc epsilon RI signaling pathway,6,29,268,1633,1.26,0.457970043977722,0.34,A0A8V0XKX6 A0A8V0XEJ5 A0A8V0Z8U4 A0A3Q3ACS4 A0A8V1ABC9 A0A8V0XA34
