KEGG pathway,Mapping,Background,All Mapping,All Background,Fold Enrichment,Fisher's exact test p value,-log10(p value),Related proteins
map00190 Oxidative phosphorylation,44,76,414,1633,2.28,7.714072039824568e-10,9.11,A0A1D5PNM0 A0A3Q2UJ64 A0A8V0ZRZ8 A0A8V1AA37 A0A8V1AEY5 A0A8V0ZPD6 A0A8V0Z2Y8 A0A8V0YZL1 A0A1D5PIF0 E1C658 R4GGZ2 A0A8V0XW68 A0A8V0XCD2 A0A8V0X535 A0A8V1A4N7 A0A1D5P179 A0A8V0YC52 A0A8V0Z863 A0A8V0ZVA2 A0A8V1AH40 F1NIL3 A0A1D5NW93 A0A8V0Y9V7 A0A1D5P4B1 A0A8V1A3B4 A0A8V0Y6X8 A0A8V1A624 A0A8V0Z7C7 A0A8V0YFF3 A0A8V0Y9X9 A0A8V0X6I3 A0A8V0Z382 A0A8V0Z6B5 A0A8V0ZU95 F1NBW2 A0A8V0ZC01 Q9YH14 A0A8V1AK12 A0A1D5P0U8 A0A8V0YCL9 A0A1D5PN54 P18944 A0A8V0ZI98 A0A1D5PI06
map00220 Arginine biosynthesis,4,9,414,1633,1.75,0.24323066872000054,0.61,Q5ZJ23 A0A8V0X354 A0A1D5NT61 A0A8V0ZJT8
map00230 Purine metabolism,7,40,414,1633,0.69,0.3564364320909794,0.45,A0A8V0ZJD3 A0A8V0Y9V8 A0A8V0XTM2 F1NAQ8 A0A8V0YC20 A0A8V0YVZ8 A0A1D5PZJ5
map00240 Pyrimidine metabolism,3,20,414,1633,0.59,0.4372541917022952,0.36,A0A1D5PMN7 A0A8V0ZCN7 A0A1D5PZJ5
"map00250 Alanine, aspartate and glutamate metabolism",5,14,414,1633,1.41,0.3632554214969147,0.44,A0A1D5NT61 Q5ZJ23 A0A1D5PXH4 A0A8V0YC20 A0A8V0ZJT8
"map00260 Glycine, serine and threonine metabolism",2,4,414,1633,1.97,0.2675497979932453,0.57,Q5ZLN1 A0A8V0X9K8
map00261 Monobactam biosynthesis,2,2,414,1633,3.94,0.06415700082853941,1.19,A0A8V0ZJD3 A0A8V0XTM2
map00270 Cysteine and methionine metabolism,6,24,414,1633,0.99,1.0,-0.0,E1BVT3 E1BTT8 A0A1D5NY06 A0A8V0ZT84 A0A8V0ZJT8 A0A8V1A1S6
"map00280 Valine, leucine and isoleucine degradation",13,28,414,1633,1.83,0.014758238701799053,1.83,A0A8V0YB71 A0A8V1ABW1 A0A8V0X3M7 A0A8V0X2T8 A0A8V0Y492 A0A8V0XIM8 A0A8V0ZT56 A0A8V0ZTF7 A0A8V0XVT5 Q5F3M8 A0A8V0XHY2 A0A8V0XE68 A0A8V0X9K8
map00310 Lysine degradation,7,16,414,1633,1.73,0.14273860576874134,0.85,A0A8V1ABW1 A0A8V0XIM8 A0A8V0Y492 A0A1D5PQV3 A0A1D5NYK3 A0A8V0XE68 A0A8V0X9K8
map00330 Arginine and proline metabolism,6,16,414,1633,1.48,0.2570054061651617,0.59,A0A1D5PL38 A0A8V1ABW1 A0A1D5NY06 A0A8V0ZJT8 A0A8V0X354 A0A8V0X9K8
map00340 Histidine metabolism,3,8,414,1633,1.48,0.42592898356276004,0.37,A0A8V1ABW1 A0A8V0X9K8 A0A1D5P692
map00350 Tyrosine metabolism,2,8,414,1633,0.99,1.0,-0.0,A0A8V0ZJT8 A0A8V1AAF2
map00360 Phenylalanine metabolism,2,5,414,1633,1.58,0.6059271601274898,0.22,A0A8V0ZJT8 A0A8V1AAF2
map00380 Tryptophan metabolism,8,15,414,1633,2.1,0.0305358512123245,1.52,A0A8V1ABW1 A0A8V0Y492 A0A8V0XIM8 A0A8V0ZT84 A0A1D5PQV3 A0A1D5NYK3 A0A8V0XE68 A0A8V0X9K8
map00410 beta-Alanine metabolism,6,13,414,1633,1.82,0.10617538328592363,0.97,A0A8V1ABW1 A0A1D5PMN7 A0A8V0Y492 A0A8V0ZT56 A0A8V0XVT5 A0A8V0X9K8
map00450 Selenocompound metabolism,4,7,414,1633,2.25,0.07342149688913048,1.13,A0A8V0ZJD3 A0A8V0ZT84 A0A8V0XTM2 A0A8V0ZHY3
map00480 Glutathione metabolism,7,29,414,1633,0.95,1.0,-0.0,A0A8V0XX21 A0A8V0YU69 A0A8V0Z0I1 A0A1D5P8I7 A0A1D5NY06 A0A8V0YGN2 A0A8V1A0C2
map00500 Starch and sucrose metabolism,4,11,414,1633,1.43,0.48501901880261844,0.31,E1BSN7 A0A8V1ALI6 A0A8V0ZM20 A0A8V0Z3S8
map00510 N-Glycan biosynthesis,5,27,414,1633,0.73,0.5080345124468202,0.29,Q92182 Q5ZLA7 A0A8V1A8C9 A0A8V0ZHZ7 A0A8V0ZI24
map00513 Various types of N-glycan biosynthesis,4,25,414,1633,0.63,0.35813191525051735,0.45,A0A8V0ZI24 Q5ZLA7 A0A8V1A8C9 A0A8V0ZHZ7
map00514 Other types of O-glycan biosynthesis,2,29,414,1633,0.27,0.017457628111641175,1.76,Q92182 A0A8V0YYY4
map00520 Amino sugar and nucleotide sugar metabolism,7,23,414,1633,1.2,0.6291682020341203,0.2,A0A1D5PD70 Q5ZMH8 A0A8V0YA67 A0A1D5PXH4 A0A8V0ZM20 A0A8V0YXI7 A0A8V0YHD4
map00561 Glycerolipid metabolism,2,15,414,1633,0.53,0.38067364900530887,0.42,A0A8V1ABW1 A0A8V0X9K8
map00562 Inositol phosphate metabolism,3,18,414,1633,0.66,0.5865091996528493,0.23,A0A8V1ACH5 A0A8V0ZUI9 A0A8V0XVT5
map00564 Glycerophospholipid metabolism,3,14,414,1633,0.85,1.0,-0.0,F1NCA2 A0A8V0ZSC5 A0A1D5P263
map00620 Pyruvate metabolism,10,21,414,1633,1.88,0.03898285848564817,1.41,A0A8V0ZWH3 A0A8V1ABW1 E1BVT3 E1BTT8 A0A1D5PEH3 A0A1D5P1U2 A0A8V0Y9B0 A0A8V0XE68 A0A1L1RZK1 A0A8V0X9K8
map00630 Glyoxylate and dicarboxylate metabolism,5,11,414,1633,1.79,0.15926346420148504,0.8,A0A8V0ZVS5 E1BVT3 A0A8V0YGM0 A0A8V0XHY2 A0A8V0XE68
map00640 Propanoate metabolism,7,15,414,1633,1.84,0.0719028220805287,1.14,E1BTT8 A0A8V0ZAK3 A0A8V0Y492 A0A8V0ZT56 Q5F3B9 A0A8V0XVT5 A0A8V0XHY2
map00650 Butanoate metabolism,6,10,414,1633,2.37,0.020793614565429785,1.68,A0A8V0YU17 A0A8V0XIM8 A0A8V0ZT56 A0A8V0Y492 Q5F3M8 A0A8V0XE68
map00770 Pantothenate and CoA biosynthesis,3,8,414,1633,1.48,0.42592898356276004,0.37,A0A8V1ABW1 A0A1D5PMN7 A0A8V0XM46
map00860 Porphyrin metabolism,2,7,414,1633,1.13,1.0,-0.0,A0A3Q2TSP8 A0A8V1AB74
map00900 Terpenoid backbone biosynthesis,2,6,414,1633,1.31,0.6470772723986601,0.19,A0A8V0XE68 A0A8V0Z6I7
map00920 Sulfur metabolism,2,9,414,1633,0.88,1.0,-0.0,A0A8V0ZJD3 A0A8V0XTM2
map00970 Aminoacyl-tRNA biosynthesis,12,19,414,1633,2.49,0.0005146335028132884,3.29,A0A8V1AAU9 A0A8V0Z3U7 A0A8V0Y121 A0A8V0ZF10 A0A8V0ZQK2 A0A8V0YQC4 A0A8V1A7D7 A0A8V1A7Y9 A0A3Q2TSP8 A0A8V0YH08 E1C2Z5 A0A8V0ZWY9
map00980 Metabolism of xenobiotics by cytochrome P450,2,16,414,1633,0.49,0.3852027003524636,0.41,A0A8V0YGN2 A0A8V1A0C2
map00982 Drug metabolism - cytochrome P450,2,14,414,1633,0.56,0.5382037482683197,0.27,A0A8V0YGN2 A0A8V1A0C2
map00983 Drug metabolism - other enzymes,5,22,414,1633,0.9,1.0,-0.0,A0A1D5PMN7 A0A8V0ZCN7 F1NAQ8 A0A8V0YGN2 A0A8V1AJ29
map01040 Biosynthesis of unsaturated fatty acids,2,3,414,1633,2.63,0.16005814615056818,0.8,A0A8V0Z420 A0A1D5NWL9
map01100 Metabolic pathways,133,502,414,1633,1.05,0.49787374218110364,0.3,A0A8V0ZRZ8 A0A8V0ZCN7 A0A8V1AEY5 A0A8V0Z2Y8 A0A8V0YGN2 A0A8V0ZT56 A0A8V0ZT84 A0A8V0ZPD6 A0A8V0YVZ8 A0A8V0X9K8 A0A1D5PZJ5 Q5ZLN1 A0A1D5P1U2 A0A1D5P179 A0A8V0ZRW5 A0A1D5PD70 A0A8V0Y9V7 A0A8V1ABW1 A0A8V0Y6X8 A0A8V0XM46 A0A8V0YXI7 A0A8V0Z382 Q92182 A0A8V0ZJD3 A0A8V0XX21 A0A8V0XAV4 A0A8V0ZAK3 Q5ZJ23 F1NAQ8 A0A8V0YGM0 A0A8V0XVT5 A0A1D5PIF0 A0A8V0X2T8 A0A8V0ZI24 A0A8V1A0C2 A0A8V0XHN0 A0A8V0YU69 A0A8V0ZVS5 A0A8V0XW68 A0A1D5NY06 A0A8V0ZM20 A0A8V0ZJT8 A0A8V1A1S6 A0A8V0Z863 A0A8V0ZVA2 Q5F3M8 A0A1D5NW93 A0A8V0ZWH3 A0A8V0ZYJ9 A0A1D5P8I7 A0A8V0YZJ3 A0A8V0Z7C7 A0A8V0X354 A0A8V0Y4M6 A0A8V0Z0I1 A0A8V1AK12 A0A8V0YBE2 A0A8V0YC20 P18944 A0A8V0XE68 A0A8V0YB71 A0A1D5PL38 A0A8V0ZUI9 A0A1D5PEH3 A0A8V0Y492 A0A8V0YZL1 Q5F3B9 A0A8V0Y9B0 A0A8V0XMJ6 A0A8V0XCD2 A0A8V0YA67 Q5ZMH8 A0A8V0X535 A0A8V0YC52 A0A8V1AH40 F1NIL3 A0A8V0Z3S8 A0A1D5PTW3 A0A8V1A3B4 A0A8V0YU17 A0A8V0YFF3 E1BSN7 A0A8V0Y9X9 A0A8V1ALI6 A0A1D5NYK3 A0A8V0Z6B5 Q5ZLA7 A0A8V0ZU95 A0A8V0ZC01 E1BVT3 Q9YH14 A0A1D5PC23 A0A1D5P0U8 A0A8V0ZHZ7 A0A1D5PN54 A0A8V0XNP4 R4GGZ2 A0A8V0ZI98 A0A1D5PI06 A0A1D5PNM0 A0A3Q2UJ64 A0A1D5NWL9 A0A8V1AA37 A0A8V0X3M7 A0A1D5PXH4 A0A8V1ACH5 E1C658 A0A8V1AB74 A0A8V1A8C9 A0A8V1A4N7 A0A1D5PQV3 A0A1D5P4B1 A0A8V0ZAL2 A0A1D5P692 A0A8V1A624 E1BTT8 A0A8V1AAF2 A0A8V0ZF10 A0A8V0ZTF7 A0A8V0Z420 A0A8V0X6I3 A0A8V0XHY2 A0A3Q2U7H6 A0A1L1RZK1 A0A1D5NT61 F1NBW2 A0A8V0XTM2 A0A1D5PMN7 A0A8V0XIM8 A0A8V0YCL9 A0A3Q2TSP8 A0A8V1A102 A0A8V0ZJ84
map01200 Carbon metabolism,25,58,414,1633,1.7,0.003049175374158836,2.52,A0A1D5PEH3 A0A8V0ZT56 A0A8V0YGM0 Q5F3B9 A0A1D5PIF0 A0A8V0XVT5 A0A8V0Y9B0 A0A8V0YVZ8 A0A8V0XHN0 A0A8V0ZVS5 Q5ZLN1 A0A8V0ZM20 A0A1D5PQV3 A0A1D5P1U2 A0A8V0ZJT8 A0A8V0ZRW5 A0A8V0ZWH3 A0A1D5P8I7 A0A8V0XHY2 A0A8V0XAV4 A0A1D5NT61 E1BVT3 A0A1D5PC23 A0A8V0ZAK3 A0A8V0XE68
map01210 2-Oxocarboxylic acid metabolism,5,11,414,1633,1.79,0.15926346420148504,0.8,A0A8V0ZVS5 A0A1D5P8I7 A0A8V0YGM0 A0A8V0ZJT8 A0A8V0ZRW5
map01212 Fatty acid metabolism,11,21,414,1633,2.07,0.00891141122740065,2.05,A0A8V0Y4M6 A0A8V0ZAL2 A0A1D5NWL9 A0A8V0X3M7 A0A8V0Y492 A0A8V0XIM8 A0A8V0ZT56 A0A8V0Z420 A0A8V0XE68 A0A8V0YB71 A0A8V0XMJ6
map01230 Biosynthesis of amino acids,11,36,414,1633,1.21,0.44392575417552244,0.35,A0A1D5PL38 A0A8V0ZVS5 A0A1D5PC23 A0A1D5P8I7 Q5ZJ23 Q5ZLN1 A0A8V0YGM0 A0A8V0ZJT8 A0A8V0YVZ8 A0A8V0ZRW5 A0A8V0XHN0
map01240 Biosynthesis of cofactors,7,40,414,1633,0.69,0.3564364320909794,0.45,A0A8V1AB74 A0A8V1ABW1 A0A8V0Y9V8 A0A8V0ZCN7 A0A8V0YC20 A0A3Q2TSP8 A0A8V0YXI7
map01250 Biosynthesis of nucleotide sugars,6,17,414,1633,1.39,0.39913991476860755,0.4,A0A1D5PD70 Q5ZMH8 A0A8V0YA67 A0A1D5PXH4 A0A8V0ZM20 A0A8V0YXI7
map03010 Ribosome,32,55,414,1633,2.29,2.2019917798333374e-07,6.66,A0A8V0XXX0 A0A8V0XJK4 Q6ITC7 P32429 A0A8V0YV66 F1NN16 A0A8V1A9M2 A0A1D5P3B1 A0A8V1AH32 A0A8V1A8R2 F1NH93 A0A8V0ZJP1 A0A8V0Y4V6 A0A8V0XRE7 A0A8V1AAB0 A0A8V0Z891 A0A8V0YR80 A0A3Q2TV39 A0A8V0Y9Y9 P84175 A0A8V0ZGP2 A0A8V0Z1Z1 A0A1L1S0X5 A0A8V0ZL98 A0A1D5PMT8 A0A3Q3A7P6 P50890 P41125 R4GGJ0 A0A8V0ZUX8 A0A1D5PR40 F1NPA9
map03013 Nucleocytoplasmic transport,8,25,414,1633,1.26,0.48678786948890296,0.31,A0A1D5P1W7 A0A8V0YG12 A0A1D5NYF8 A0A8V0XBW1 A0A8V0YBU5 A0A8V0YZ41 A0A8V0XP09 Q5ZHZ0
map03015 mRNA surveillance pathway,7,20,414,1633,1.38,0.30868070900701705,0.51,A0A8V0YD10 H9L2N7 A0A8V0YZ41 Q5ZHZ0 A0A8V1A640 A0A8V0Z5C6 A0A1L1RX26
map03018 RNA degradation,7,10,414,1633,2.76,0.003716276991828706,2.43,A0A8V0YD10 F1NZ86 Q5ZL72 Q5ZKB9 A0A8V0ZRK8 A0A8V0ZE30 A0A8V0XHN0
map03040 Spliceosome,13,34,414,1633,1.51,0.10830171115535031,0.97,A0A8V0X7I3 A0A1D6UPS9 A0A1D5PXH1 A0A8V0YZ41 A0A1D5PSI3 A0A8V0XXW6 A0A8V1AFZ6 Q5ZHZ0 A0A8V0XYP5 A0A3S5ZPN3 E1C8Y9 A0A8V0YUR4 F1NAC8
map03050 Proteasome,24,36,414,1633,2.63,1.5542433229274696e-07,6.81,A0A8V0Y2X7 A0A8V0Z3K2 F1NC02 A0A8V0YQY8 A0A8V1A582 A0A1D5NXL7 A0A8V0ZNG1 A0A8V0ZEY1 A0A8V0ZH96 F1NU79 Q5ZLI2 A0A8V0XY82 A0A8V0XB52 A0A8V0ZNX9 A0A8V1ABH8 A0A8V0ZY42 A0A8V0XRD5 F1NR71 R4GLB3 A0A1D5PJW4 A0A1L1RP66 A0A8V0ZNG4 Q7ZT63 A0A8V1AF05
map03060 Protein export,2,9,414,1633,0.88,1.0,-0.0,A0A8V0ZZE1 A0A8V1APZ6
map03320 PPAR signaling pathway,4,16,414,1633,0.99,1.0,-0.0,A0A8V0Y4M6 A0A8V1AHP7 A0A8V0ZAL2 A0A8V0XMJ6
map04010 MAPK signaling pathway,12,59,414,1633,0.8,0.4466097330163923,0.35,A0A8V0ZZC8 A0A1D5PD64 A0A1D5P6T3 A0A8V0WZH6 A0A8V0YW34 E1BS97 A0A8V0YR59 A0A8V0YIX8 A0A1D5PIQ5 A0A1D5NYG3 A0A8V1A8S1 A0A8V0X5B9
map04013 MAPK signaling pathway - fly,4,27,414,1633,0.58,0.2665912500083942,0.57,A0A8V0XKF3 A0A1D5PIQ5 A0A1D5PD64 Q5ZLQ6
map04014 Ras signaling pathway,6,61,414,1633,0.39,0.0038716222958842337,2.41,A0A1D5P6T3 A0A8V0WZH6 A0A8V0YW34 E1BS97 A0A8V0YR59 A0A8V0X5B9
map04015 Rap1 signaling pathway,8,56,414,1633,0.56,0.059922179064456474,1.22,A0A1D5NYE8 A0A1D5PD64 A0A1D5P6T3 A0A3Q2U1A5 A0A8V0YR59 A0A8V0Y699 A0A1D5PIQ5 A0A8V0X5B9
map04020 Calcium signaling pathway,7,57,414,1633,0.48,0.019671032158132006,1.71,A0A8V0ZHE8 A0A1L1RKB7 Q5ZLG7 A0A8V0X354 A0A8V0YR59 A0A8V0YXU7 A0A8V0X5B9
map04022 cGMP-PKG signaling pathway,11,35,414,1633,1.24,0.4322795510950067,0.36,A0A1D5P6T3 A0A8V0ZHE8 A0A8V0YNC4 A0A1L1RKB7 Q5ZLG7 A0A8V1A640 A0A8V0XTC5 A0A8V0Z5C6 A0A8V0XE48 A0A8V0ZX92 A0A8V0YXU7
map04024 cAMP signaling pathway,7,36,414,1633,0.77,0.5608799825763626,0.25,A0A1L1RKB7 A0A8V0XTC5 A0A8V1A640 A0A8V0Z5C6 A0A8V0ZX92 A0A8V0XE48 A0A8V0X5E1
map04060 Cytokine-cytokine receptor interaction,5,26,414,1633,0.76,0.6497288934719896,0.19,A0A8V0Y652 E1C733 O42220 A0A8V0Z0M2 K9JA28
map04061 Viral protein interaction with cytokine and cytokine receptor,3,8,414,1633,1.48,0.42592898356276004,0.37,A0A8V0Z0M2 A0A8V0Y652 E1C733
map04062 Chemokine signaling pathway,4,45,414,1633,0.35,0.008383559312707324,2.08,A0A8V0WZH6 E1C733 A0A8V0YFT7 A0A8V0XE48
map04064 NF-kappa B signaling pathway,4,25,414,1633,0.63,0.35813191525051735,0.45,A0A8V1A8S1 A0A8V0YIX8 A0A8V0WZH6 P15120
map04066 HIF-1 signaling pathway,8,36,414,1633,0.88,0.8464775520251016,0.07,A0A1D5P6T3 E1BTT8 A0A1D5PEH3 A0A8V0ZM20 A0A8V0XK63 A0A1D5P1U2 A0A8V0Z1Z1 A0A8V0XHN0
map04068 FoxO signaling pathway,3,23,414,1633,0.51,0.22910623718829387,0.64,A0A1D5PIQ5 A0A1D5P6T3 A0A8V0Z0M2
map04070 Phosphatidylinositol signaling system,2,20,414,1633,0.39,0.12788014590952557,0.89,A0A8V1ACH5 A0A8V0ZUI9
map04071 Sphingolipid signaling pathway,4,31,414,1633,0.51,0.14317535889150362,0.84,A0A1D5PIQ5 A0A8V0YNC4 A0A8V1A8S1 A0A8V0XE48
map04072 Phospholipase D signaling pathway,2,50,414,1633,0.16,9.598644616776696e-05,4.02,A0A1D5P6T3 A0A8V0YR59
map04080 Neuroactive ligand-receptor interaction,5,25,414,1633,0.79,0.6479874497973852,0.19,A0A8V0YNC4 A0A8V0X8L8 A0A8V0YAJ1 A0A8V0X5E1 A0A8V0YBR3
map04110 Cell cycle,2,12,414,1633,0.66,0.7410548854872046,0.13,A0A8V0XKF3 Q5ZLQ6
map04114 Oocyte meiosis,5,28,414,1633,0.7,0.5106563603978687,0.29,Q5ZLQ6 A0A8V0XKF3 A0A8V1A640 A0A8V0Z5C6 A0A1D5PIQ5
map04120 Ubiquitin mediated proteolysis,2,24,414,1633,0.33,0.05850865013166716,1.23,A0A8V0X7N6 A0A8V0ZBT6
map04137 Mitophagy - animal,2,18,414,1633,0.44,0.272835851381509,0.56,A0A8V0YF91 A0A8V0XEA4
map04140 Autophagy - animal,4,29,414,1633,0.54,0.1962719418987461,0.71,A0A8V1A370 A0A8V0Y4G2 A0A8V0ZCS2 A0A8V0XMI5
map04141 Protein processing in endoplasmic reticulum,20,72,414,1633,1.1,0.6775924916717806,0.17,A0A8V0Z7B5 A0A8V0ZI24 A0A8V0ZMT8 A0A8V1A8C9 A0A8V0XAS9 A0A8V0ZCS2 A0A1D5NYF8 A0A8V0ZRZ2 A0A8V0XW93 A0A3Q2UGR5 A0A8V0Y4P5 A0A1D5NTY5 Q5ZLA7 A0A8V0YCZ5 A0A8V0ZH27 A0A1L1RZR2 A0A8V0ZHZ7 A0A8V0XTH6 A0A8V1A8S1 A0A8V0XGH4
map04142 Lysosome,12,77,414,1633,0.61,0.04425734945017465,1.35,A0A8V1ABS2 A0A1D5PXH0 A0A8V0ZSC5 A0A8V0XFZ5 A0A8V0X8Q2 A0A8V0Y4G2 A0A8V0XEP8 A0A8V0Y8B8 A0A8V0YZJ3 A0A1D5PL88 A0A8V0YSF6 A0A8V1ALI6
map04144 Endocytosis,19,116,414,1633,0.65,0.020051501040798295,1.7,P28497 P13127 A0A8V0ZYI9 A0A8V0X5B9 P14315 A0A8V0ZKS5 Q5ZMV5 A0A1L1RWX8 A0A8V0ZEP8 A0A8V1A6B5 A0A8V1A3U0 F1P337 A0A8V0Y8A2 A0A1D5PL88 A0A8V0X8Q3 A0A8V1ABS2 P53488 A0A8V1AHP0 A0A8V0Y4M2
map04145 Phagosome,13,80,414,1633,0.64,0.0642526555067499,1.19,A0A8V0XKI2 F1NBW2 F1NWX0 A0A8V0X8L8 A0A8V1AK12 Q5ZJW4 A0A8V0YRF1 P09644 A0A8V0X354 A0A8V0X8Q3 A0A8V0YIX8 A0A8V1AJ29 A0A8V1AHP0
map04146 Peroxisome,7,13,414,1633,2.12,0.025680837433884014,1.59,A0A8V0ZAL2 A0A1D5NWL9 A0A1D5P8I7 A0A8V0Y8S2 A0A8V1A0C2 A0A8V0XMJ6 A0A8V0XNP4
map04150 mTOR signaling pathway,7,38,414,1633,0.73,0.449758354197364,0.35,A0A1D5P6T3 F1NBW2 A0A8V1A1U8 A0A1D5NYF8 A0A8V0XK63 A0A8V1AK12 A0A8V0Z1Z1
map04151 PI3K-Akt signaling pathway,13,111,414,1633,0.46,0.00040126781105003287,3.4,A0A1D5P6T3 A0A8V0X4B2 A0A8V0XKI2 A0A8V1A2W0 Q5ZLQ6 A0A8V0WZH6 A0A8V0XK63 A0A8V0XCW4 A0A8V0XDR8 A0A8V0XKF3 A0A8V0YR59 A0A8V0Z1Z1 A0A8V0X5B9
map04152 AMPK signaling pathway,2,22,414,1633,0.36,0.08672648074942155,1.06,A0A1D5P6T3 A0A8V0XHN0
map04210 Apoptosis,13,44,414,1633,1.17,0.4872687308758803,0.31,P13648 A0A8V1A9H2 A0A8V1AKZ9 F1NWX0 A0A8V0ZCS2 A0A8V0Y4G2 A0A8V0WZH6 A0A8V1A8S1 A0A8V0XAS9 P09644 A0A8V0YY54 A0A8V0XKW4 A0A8V0Z0M2
map04211 Longevity regulating pathway,2,14,414,1633,0.56,0.5382037482683197,0.27,A0A1D5P6T3 A0A8V0XK63
map04212 Longevity regulating pathway - worm,9,28,414,1633,1.27,0.3871151283614341,0.41,A0A1D5P6T3 F1NZ86 Q5ZL72 Q5ZLQ6 A0A8V0YGN2 A0A8V0XKF3 A0A1D5PAM4 A0A1D5PIQ5 A0A8V0Y4M2
map04214 Apoptosis - fly,5,14,414,1633,1.41,0.3632554214969147,0.44,A0A3Q2UHM4 Q5ZIE0 A0A8V0YY54 A0A8V0XKW4 A0A8V0YBR3
map04215 Apoptosis - multiple species,2,5,414,1633,1.58,0.6059271601274898,0.22,A0A8V0XKW4 A0A8V1AKZ9
map04216 Ferroptosis,6,19,414,1633,1.25,0.5954283175216066,0.23,A0A8V0ZHE8 A0A8V0ZAL2 A0A8V1A370 A0A8V0ZX20 A0A8V0YXU7 A0A8V0XMJ6
map04217 Necroptosis,11,47,414,1633,0.92,0.8656478275455611,0.06,A0A8V0ZHE8 A0A3Q2UHM4 A0A8V0YFT7 A0A1D5NT61 A0A8V0XMI5 A0A8V1A8S1 Q5ZLG7 E1BSN7 A0A8V0XAS9 A0A8V0YXU7 A0A8V0Z0M2
map04218 Cellular senescence,10,38,414,1633,1.04,0.8519353474145311,0.07,A0A1D5PD64 A0A8V0ZHE8 Q5ZLG7 A0A8V1A640 A0A8V0XAS9 A0A8V0Z5C6 A0A8V0X8Q3 A0A8V0YVH2 A0A1D5PIQ5 A0A8V0YXU7
map04260 Cardiac muscle contraction,15,23,414,1633,2.57,5.705993818041783e-05,4.24,A0A8V0ZU95 A0A8V0XW68 A0A3Q2UJ64 A0A8V1A3B4 A0A8V0ZC01 A0A1L1RKB7 A0A8V0Z2Y8 A0A8V0XTC5 A0A8V0ZYC2 A0A8V0ZX92 A0A8V0X6I3 A0A8V0YCL9 A0A8V0YZL1 P18944 A0A8V0Z6B5
map04261 Adrenergic signaling in cardiomyocytes,8,34,414,1633,0.93,1.0,-0.0,A0A1L1RKB7 A0A8V0XTC5 A0A8V1A640 A0A8V0Z5C6 A0A8V0ZX92 A0A8V0ZYC2 A0A8V0X829 A0A1D5PIQ5
map04270 Vascular smooth muscle contraction,5,35,414,1633,0.56,0.16827101608720235,0.77,A0A1L1RLN6 A0A1D5PM19 A0A8V1A640 A0A8V0Z5C6 A0A8V0XE48
map04310 Wnt signaling pathway,2,32,414,1633,0.25,0.011974247068395661,1.92,A0A1D5NYE8 A0A8V0XE48
map04360 Axon guidance,4,65,414,1633,0.24,6.696976328177587e-05,4.17,E1BS97 A0A1L1RM08 A0A8V0XE48 A0A8V0Z6R7
map04361 Axon regeneration,2,19,414,1633,0.42,0.18556648059124858,0.73,A0A1D5PIQ5 A0A1D5P6T3
map04371 Apelin signaling pathway,2,42,414,1633,0.19,0.0009034694498404401,3.04,A0A8V0Z1Z1 A0A8V0X354
map04380 Osteoclast differentiation,4,18,414,1633,0.88,1.0,-0.0,A0A1D5PIQ5 A0A8V1A8S1 A0A8V0YFT7 A0A8V0WZH6
