KEGG pathway,Mapping,Background,All Mapping,All Background,Fold Enrichment,Fisher's exact test p value,-log10(p value),Related proteins
map00561 Glycerolipid metabolism,5,15,490,1633,1.11,0.7805438832023885,0.11,A0A8V0YRQ5 A0A8V1ABW1 A0A8V0X9K8 E1BVD1 A0A8V0ZZL0
map00562 Inositol phosphate metabolism,5,18,490,1633,0.93,1.0,-0.0,A0A1D5NZL7 A0A8V1A5Y9 A0A1D5PHE2 A0A8V1ACH5 A0A8V0XVT5
map00564 Glycerophospholipid metabolism,6,14,490,1633,1.43,0.3783665245028118,0.42,A0A1D5NTC1 A0A8V0ZSC5 A0A8V0ZE99 F1NCA2 A0A8V0X548 A0A8V0ZZL0
map00565 Ether lipid metabolism,5,13,490,1633,1.28,0.5467727718368108,0.26,A0A1D5NTC1 A0A8V0ZE99 A0A8V0WZN3 A0A1D5PMU2 A0A8V0Y006
map00590 Arachidonic acid metabolism,6,17,490,1633,1.18,0.6035550740396941,0.22,A0A1D5NTC1 Q8QFM7 A0A8V0ZE99 A0A8V0YHY0 A0A1D5NW85 A0A8V0Y6Q3
map00591 Linoleic acid metabolism,2,6,490,1633,1.11,1.0,-0.0,A0A1D5NTC1 A0A8V0ZE99
map00592 alpha-Linolenic acid metabolism,2,5,490,1633,1.33,0.6395874331628713,0.19,A0A1D5NTC1 A0A8V0ZE99
map00600 Sphingolipid metabolism,5,15,490,1633,1.11,0.7805438832023885,0.11,A0A8V0X637 A0A8V0XXM5 A0A8V1ABA3 A0A8V0WZN3 A0A8V0YZJ3
map00603 Glycosphingolipid biosynthesis - globo and isoglobo series,3,9,490,1633,1.11,1.0,-0.0,A0A8V0YC98 F1NTQ2 A0A8V1AFP1
map00604 Glycosphingolipid biosynthesis - ganglio series,3,11,490,1633,0.91,1.0,-0.0,F1NTQ2 A0A8V0YZJ3 A0A8V1A758
map00620 Pyruvate metabolism,7,21,490,1633,1.11,0.8110504117310565,0.09,A0A8V0ZWH3 A0A8V1ABW1 E1BTT8 A0A8V0XH76 A0A8V0Y9B0 A0A8V0XE68 A0A8V0X9K8
map00630 Glyoxylate and dicarboxylate metabolism,3,11,490,1633,0.91,1.0,-0.0,A0A8V0YGM0 A0A8V0XE68 A0A8V0XH76
map00640 Propanoate metabolism,3,15,490,1633,0.67,0.5734454894872427,0.24,E1BTT8 A0A8V0XVT5 A0A8V0Y492
map00650 Butanoate metabolism,4,10,490,1633,1.33,0.49870798375003045,0.3,A0A8V0XIM8 A0A8V0XE68 A0A8V0XH76 A0A8V0Y492
map00730 Thiamine metabolism,5,7,490,1633,2.38,0.0285401918644491,1.54,A0A8V1AJZ1 A0A8V0XRZ6 A0A1D5P9Z1 A0A8V1AC34 A0A8V0Z310
map00740 Riboflavin metabolism,2,2,490,1633,3.33,0.08990805446480496,1.05,A0A8V0ZSD7 A0A1D5P9Z1
map00760 Nicotinate and nicotinamide metabolism,2,8,490,1633,0.83,1.0,-0.0,A0A8V0XC92 A0A8V0Y5N7
map00770 Pantothenate and CoA biosynthesis,2,8,490,1633,0.83,1.0,-0.0,A0A8V1ABW1 A0A1D5PMN7
map00790 Folate biosynthesis,4,9,490,1633,1.48,0.46518933985121336,0.33,A0A8V0YHY0 E1BVD1 A0A8V0YRQ5 Q5ZKQ2
map00900 Terpenoid backbone biosynthesis,2,6,490,1633,1.11,1.0,-0.0,A0A8V0XE68 A0A8V0XH76
map00910 Nitrogen metabolism,2,4,490,1633,1.67,0.5879915288576756,0.23,A0A8V0YLT1 A0A1D5NT61
map00920 Sulfur metabolism,5,9,490,1633,1.85,0.13822281116274582,0.86,A0A8V0ZJD3 A0A8V0YPT3 A0A8V0XTM2 A0A8V0ZUQ1 A0A8V1AEM5
map00970 Aminoacyl-tRNA biosynthesis,7,19,490,1633,1.23,0.6147066263608687,0.21,F1NJU7 A0A8V0Y121 A0A8V0XY40 A0A8V0YQC4 A0A8V1A7D7 A0A8V1A7Y9 E1C2Z5
map00980 Metabolism of xenobiotics by cytochrome P450,9,16,490,1633,1.87,0.02832662644983023,1.55,A0A8V0ZCN9 A0A8V0XM79 A0A8V0YHY0 A0A8V0YGN2 A0A8V0ZJE0 A0A1D5NT70 A0A8V1A0C2 A0A8V0X7B2 A0A8V0XB81
map00982 Drug metabolism - cytochrome P450,7,14,490,1633,1.67,0.13919815475866804,0.86,A0A8V0ZCN9 A0A8V0YGN2 A0A8V0ZJE0 A0A1D5NT70 A0A8V1A0C2 A0A8V0X7B2 A0A8V0XB81
map00983 Drug metabolism - other enzymes,11,22,490,1633,1.67,0.057788850083293486,1.24,A0A1D5PSI2 A0A1D5PMN7 O57535 A0A8V0XGF5 A0A8V0Y9F8 A0A8V0YGN2 A0A8V1AJ29 A0A8V0ZJE0 A0A1D5NT70 A0A8V0X7B2 A0A8V0XB81
map01040 Biosynthesis of unsaturated fatty acids,2,3,490,1633,2.22,0.21592265440790803,0.67,A0A8V0Z420 A0A8V0Z2X9
map01100 Metabolic pathways,151,502,490,1633,1.0,1.0,-0.0,A0A8V1A9L3 A0A8V0ZRZ8 A0A8V1ABA3 A0A8V0YBC7 A0A1D5PMU2 A0A8V0Z4R1 A0A8V0Z2Y8 A0A8V0YGN2 A0A8V0ZUQ1 A0A8V0X9K8 A0A8V0XM79 A0A8V0XAH5 Q5ZLN1 A0A8V1A4P2 A0A8V0X7J6 A0A8V0ZJE0 A0A8V0YEN4 A0A8V0Y8W7 A0A8V0XB81 A0A8V0Z0B9 A0A8V0Y9V7 Q8QFM7 A0A8V1ABW1 A0A8V0Y006 A0A8V0YXI7 A0A8V0Z382 A0A8V0Z0S2 A0A8V0YYQ9 Q92182 A0A8V0ZJD3 F1NGB8 A0A8V0XUH8 A0A8V0ZZL0 A0A1D5PSI2 A0A1D5NTC1 A0A1D5PGR9 A0A1D5PHE2 A0A8V0XXM5 A0A8V0YC89 A0A8V0YGM0 A0A8V0XVT5 A0A8V1A0C2 A0A1D5PXI1 A0A8V0YU69 A0A8V0Z2F8 A0A8V1AJZ1 A0A8V0X637 A0A8V0YHY0 F1NTQ2 Q5ZKQ2 E1C3Z8 A0A1D5NY06 A0A8V0ZM20 A0A8V0Y9J8 A0A8V0ZJT8 A0A1D5PP57 A0A8V0ZXC9 E1C2T4 A0A8V0Z863 A0A8V1AC34 A0A1D5NW93 A0A8V0Z6S1 A0A8V0ZWH3 A0A8V0YZ27 A0A8V0YZJ3 A0A8V0XGF5 A0A8V0X354 A0A8V0X7B2 A0A8V1A8Y2 A0A1D5NWL4 E1C3J7 A0A8V0Y4M6 A0A8V0YC20 A0A8V0YBE2 A0A8V0YLT1 P18944 A0A8V0XE68 A0A8V0YB71 A0A8V0XMD4 A0A8V0Z310 A0A8V0Z6U6 A0A8V0Y492 A0A8V0ZHL4 A0A8V0YE66 A0A8V0ZIF0 A0A8V0Y9B0 A0A8V0YC98 A0A8V0XC92 A0A8V1AIR0 A0A8V1A840 A0A1D5NZL7 A0A8V0XCD2 A0A8V0YA67 P00356 A0A8V0X535 A0A1D5P9Z1 A0A8V0ZPJ9 A0A8V0YC52 F1NIL3 A0A8V0Y6Q3 A0A8V0ZCN9 A0A8V1A3B4 A0A8V0ZLV3 A0A8V0XWG1 A0A8V0Y9X9 A0A8V1ALI6 F1NC58 A0A8V1AFP1 A0A8V0ZE99 A0A8V0ZC01 Q9YH14 A0A8V0X6I8 A0A8V0ZI98 A0A3Q2UJ64 A0A8V0XH76 A0A8V1ACH5 A0A8V0ZSD7 E1C658 A0A8V1AEM5 A0A1D5NW85 F1NXR0 A0A8V0XRZ6 A0A8V1A4N7 A0A8V0WZN3 O57535 E1BVD1 A0A1D5PQV3 A0A1D5NT70 A0A8V0XY43 A0A8V0ZAL2 A0A8V0Y5N7 A0A1D5P692 A0A8V1A624 E1BTT8 A0A8V0YPT3 A0A8V0ZTF7 A0A8V0Z420 A0A8V0X6I3 A0A1D5PL45 A0A8V0Z5I7 A0A1L1RQ91 A0A8V0YRQ5 A0A1D5NT61 A0A8V1A5Y9 A0A8V0XTM2 A0A1D5PMN7 A0A8V0XIM8 A0A8V0Z938 A0A8V0Y6Z6 A0A8V1A758 A0A8V1A102
map01200 Carbon metabolism,19,58,490,1633,1.09,0.6624032926791199,0.18,A0A8V0XH76 A0A8V0YGM0 A0A8V0XVT5 A0A8V0Y9B0 A0A8V1AIR0 P00356 Q5ZLN1 A0A8V0ZM20 A0A1D5PQV3 A0A8V0ZJT8 A0A8V0ZPJ9 A0A8V0ZWH3 A0A8V0YZ27 A0A8V0Z0S2 A0A1L1RQ91 A0A1D5NWL4 A0A1D5NT61 A0A8V0X6I8 A0A8V0XE68
map01210 2-Oxocarboxylic acid metabolism,3,11,490,1633,0.91,1.0,-0.0,A0A8V0YGM0 A0A8V0ZJT8 A0A8V0ZPJ9
map01212 Fatty acid metabolism,8,21,490,1633,1.27,0.4726788390422084,0.33,A0A8V0Y4M6 A0A8V0ZAL2 A0A8V0XH76 A0A8V0Y492 A0A8V0XIM8 A0A8V0Z420 A0A8V0XE68 A0A8V0YB71
map01230 Biosynthesis of amino acids,10,36,490,1633,0.93,0.8556527982977785,0.07,P00356 A0A8V0X6I8 Q5ZLN1 A0A8V0Z4R1 A0A8V0YGM0 A0A8V0ZJT8 A0A8V0ZPJ9 A0A8V0Z0S2 A0A8V1AIR0 A0A1D5NWL4
map01240 Biosynthesis of cofactors,11,40,490,1633,0.92,0.8617230550792481,0.06,A0A8V0YXI7 A0A8V1ABW1 A0A8V1AJZ1 A0A8V0Z4R1 O57535 A0A8V0XGF5 A0A8V0YC20 F1NC58 A0A1D5PL45 A0A8V1AC34 A0A8V0Z310
map01250 Biosynthesis of nucleotide sugars,6,17,490,1633,1.18,0.6035550740396941,0.22,A0A8V0YA67 A0A8V0ZM20 A0A8V1A4P2 A0A8V0YXI7 A0A1L1RQ91 A0A8V0XUH8
map03008 Ribosome biogenesis in eukaryotes,3,10,490,1633,1.0,1.0,-0.0,A0A8V0Z083 P42558 A0A1D5P8H7
map03010 Ribosome,17,55,490,1633,1.03,0.88160995668164,0.05,A0A8V0XRE7 F1NN16 A0A8V1A9M2 A0A1D5P3B1 A0A8V0XXX0 A0A8V0XPN5 A0A8V0ZNA1 A0A8V1A8R2 Q6ITC7 F1NQG5 F1NIX0 A0A8V0Z865 A0A1D5NVI1 A0A1L1S0X5 E1BTG1 A0A8V0ZUX8 A0A8V0ZJP1
map03013 Nucleocytoplasmic transport,6,25,490,1633,0.8,0.6612521895871937,0.18,A0A8V0X1D0 A0A8V0YKT5 A0A8V0XKJ6 A0A8V0YZ41 P42558 A0A1D5P8H7
map03015 mRNA surveillance pathway,7,20,490,1633,1.17,0.627633369824203,0.2,A0A8V0YD10 A0A1D5PYQ3 Q5ZM47 A0A8V0XKJ6 A0A8V0YZ41 A0A8V0ZBD1 A0A1L1RX26
map03018 RNA degradation,5,10,490,1633,1.67,0.177577940638331,0.75,A0A8V0YD10 F1NZ86 Q5ZL72 A0A8V0ZE30 A0A8V0Z0S2
map03040 Spliceosome,9,34,490,1633,0.88,0.7099853238343976,0.15,A0A8V0ZJ97 A0A8V0XKJ6 A0A8V0YZ41 A0A1D5PSI3 A0A8V0XXW6 A0A8V1AEL1 A0A8V1AFZ6 A0A3S5ZPN3 A0A8V0Z8E9
map03050 Proteasome,11,36,490,1633,1.02,1.0,-0.0,F1NU79 F1NC02 A0A8V1A582 A0A8V0ZY42 A0A8V0ZNG1 A0A8V0ZNX9 A0A8V0Z0G8 A0A8V0ZNG4 A0A8V0ZH96 Q7ZT63 A0A8V0XHF1
map03060 Protein export,2,9,490,1633,0.74,0.7323988259740792,0.14,Q90593 P28687
map03320 PPAR signaling pathway,5,16,490,1633,1.04,1.0,-0.0,A0A8V0Y4M6 A0A8V1AHP7 A0A8V0XP02 A0A8V0ZAL2 A0A8V0Y2J1
map04010 MAPK signaling pathway,15,59,490,1633,0.85,0.4730412267999363,0.33,A0A8V0XL89 A0A1D5NTC1 A0A1D5P4S3 A0A1D5P6T3 A0A3Q2TU24 A0A8V0YYZ7 A0A8V1ABC8 E1BS97 P08642 Q00649 A0A1L1RPJ2 A0A8V1A229 A0A8V1ABC9 F1NJR9 A0A8V0Z8E9
map04012 ErbB signaling pathway,8,18,490,1633,1.48,0.19844538351449578,0.7,E1BS97 A0A3Q3ACS4 P08642 A0A1L1RPJ2 A0A8V1ABC9 F1NUX4 F1NJR9 A0A1I7Q3Z0
map04013 MAPK signaling pathway - fly,7,27,490,1633,0.86,0.8325929305083632,0.08,Q5ZM47 A0A8V0YJ41 A0A8V0X163 A0A8V0XLB9 A0A1L1RPJ2 A0A1D5P8H7 A0A1I7Q3Z0
map04014 Ras signaling pathway,23,61,490,1633,1.26,0.20002400749190424,0.7,A0A1D5NTC1 A0A1D5P2H5 A0A8V0X2V3 A0A1D5P6T3 A0A8V1AAZ4 E1BS97 P08642 A0A8V1A229 A0A8V0YIC3 A0A8V0YYZ7 R4GKD1 A0A3Q3ACS4 A0A8V1A9K7 A0A8V0XS64 A0A8V1ABC9 F1NLV4 A0A3Q2TU24 A0A8V0ZE99 A0A1D5P1T0 A0A1L1RPJ2 E1BW98 Q5ZIP7 Q98932
map04015 Rap1 signaling pathway,21,56,490,1633,1.25,0.235265116526883,0.63,A0A1D5P2H5 A0A8V0ZHF5 A0A1I7Q3Z0 A0A1D5P6T3 A0A1D5NZL7 A0A8V0X163 P08642 A0A3S5ZPV2 A0A8V1A229 A0A8V0XY43 Q0PVE4 A0A8V0YYZ7 A0A3Q2U1A5 A0A3Q3ACS4 A0A8V0Y699 A0A8V1ABC9 A0A1D5NYE8 A0A3Q2TU24 A0A1D5P1T0 A0A1L1RPJ2 A0A8V0ZIN3
map04020 Calcium signaling pathway,23,57,490,1633,1.34,0.10442898069337336,0.98,A0A1D5P2H5 A0A8V0XKR3 A0A8V0XEJ0 A0A8V0YXU7 A0A8V1A3H9 A0A1L1RWI9 A0A8V0ZHE8 A0A1D5NZL7 A0A8V0XHB9 A0A8V0XY43 A0A8V0XL71 A0A8V1A1T0 A0A8V0YYZ7 A0A8V1A3N1 A0A8V0X354 A0A8V1ABC9 A0A8V0XA34 A0A8V0XDT2 A0A8V0XL89 A0A3Q2TU24 A0A8V1A5Y9 A0A8V0Z0Y0 A0A8V0Z153
map04022 cGMP-PKG signaling pathway,11,35,490,1633,1.05,0.8531634773441039,0.07,A0A8V0XL89 A0A1D5P6T3 A0A8V0ZHE8 A0A1D5NZL7 A0A8V0Z0Y0 A0A1D5P2H5 A0A1L1RPJ2 A0A8V0XE48 A0A8V0YXU7 A0A8V0XY43 A0A8V0Z153
map04024 cAMP signaling pathway,9,36,490,1633,0.83,0.5846827972527189,0.23,A0A1L1RWI9 A0A8V1A8R0 A0A1D5P2H5 A0A1L1RPJ2 A0A3Q3ACS4 A0A8V1A229 A0A8V0XE48 A0A8V0Y7A6 A0A8V0XY43
map04060 Cytokine-cytokine receptor interaction,9,26,490,1633,1.15,0.666689910178513,0.18,A0A1D5P4S3 A0A8V0YSE9 A0A8V1AF44 A0A8V0Y652 E1C733 A0A8V1A134 A0A8V1AAN2 K9JA28 A0A1D5P0D7
map04061 Viral protein interaction with cytokine and cytokine receptor,2,8,490,1633,0.83,1.0,-0.0,A0A8V0Y652 E1C733
map04062 Chemokine signaling pathway,17,45,490,1633,1.26,0.25129702816700394,0.6,A0A1D5NZL7 A0A8V0YFT7 A0A8V1A9R2 R4GKD1 E1C733 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A8V1A9K7 A0A8V1A229 A0A8V0XE48 A0A8V0XS64 E1BW98 A0A8V1A7R0 A0A8V0XY43 A0A1I7Q3Z0 F1NLV4
map04064 NF-kappa B signaling pathway,9,25,490,1633,1.2,0.5136359500454141,0.29,A0A8V1ABC8 A0A8V0XEJ0 P15120 A0A8V0YRF2 A0A8V0XHB9 A0A8V0XA34 A0A8V0ZEJ3 A0A8V0XL71 A0A8V0XDT2
map04066 HIF-1 signaling pathway,14,36,490,1633,1.3,0.26986659229462895,0.57,A0A1D5P6T3 Q5ZJT7 P00356 A0A8V0X6I8 E1BTT8 A0A8V0ZM20 A0A1L1RPJ2 A0A3Q3ACS4 A0A8V1ABC9 F1NUX4 A0A8V1A7R0 A0A8V0Z0S2 A0A8V1AIR0 P02789
map04068 FoxO signaling pathway,7,23,490,1633,1.01,1.0,-0.0,A0A1D5P6T3 A0A8V0XLB9 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A8V1A7R0 A0A8V0XBS7
map04070 Phosphatidylinositol signaling system,8,20,490,1633,1.33,0.33222950348275093,0.48,A0A1D5NZL7 A0A8V1A5Y9 A0A1D5PHE2 A0A1D5P2H5 A0A8V1ACH5 A0A3Q3ACS4 A0A8V1ABC9 A0A8V0ZZL0
map04071 Sphingolipid signaling pathway,10,31,490,1633,1.08,0.8434237852171858,0.07,A0A1D5NZL7 Q05744 A0A8V0X637 Q5ZM47 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A8V0XE48 A0A8V0ZBD1 A0A8V1ABC9
map04072 Phospholipase D signaling pathway,19,50,490,1633,1.27,0.21267408649866282,0.67,A0A1D5NTC1 A0A8V0XEJ0 F1NN08 A0A1D5P6T3 A0A1D5NZL7 P08642 A0A8V0XHB9 A0A8V0XY43 A0A3Q2U511 A0A8V0XL71 A0A3Q3ACS4 A0A8V1ABC9 A0A8V0XA34 A0A8V0XDT2 A0A3Q2TU24 A0A1D5P1T0 A0A1L1RPJ2 F1NUX4 A0A8V0ZZL0
map04080 Neuroactive ligand-receptor interaction,8,25,490,1633,1.07,0.827621722054399,0.08,A0A8V0YWI5 A0A8V0XUJ8 A0A8V1A8R0 A0A8V0YAJ1 A0A8V0ZJX2 A0A8V0Y7A6 A0A8V0YBR3 A0A8V1A1T0
map04114 Oocyte meiosis,7,28,490,1633,0.83,0.6796588009677509,0.17,A0A8V0XL89 Q5ZM47 A0A8V0YJ41 A0A1D5P2H5 A0A1L1RPJ2 A0A8V0ZBD1 A0A8V0XY43
map04115 p53 signaling pathway,2,6,490,1633,1.11,1.0,-0.0,A0A8V0YCF4 A0A8V0ZHF5
map04120 Ubiquitin mediated proteolysis,4,24,490,1633,0.56,0.18204026150051966,0.74,Q5ZJT7 A0A1D5PNL3 A0A8V0X7N6 A0A8V0YRF2
map04130 SNARE interactions in vesicular transport,3,6,490,1633,1.67,0.3726430393712803,0.43,Q5ZJW4 A0A1D5PH43 F1P4I3
map04136 Autophagy - other,2,7,490,1633,0.95,1.0,-0.0,F1NUX4 Q5ZM47
map04137 Mitophagy - animal,3,18,490,1633,0.56,0.30251591199603095,0.52,P08642 A0A1I7Q3Z0 A0A1D5PFR7
map04140 Autophagy - animal,11,29,490,1633,1.26,0.4130509599187988,0.38,F1NYJ1 Q05744 Q5ZM47 A0A8V0XMI5 A0A1L1RPJ2 A0A3Q3ACS4 P08642 A0A8V0ZSX6 A0A8V0ZR93 A0A1D5PFR7 F1NUX4
map04141 Protein processing in endoplasmic reticulum,12,72,490,1633,0.56,0.011922284904737183,1.92,P09102 A0A8V0XW93 A0A1D5PUL6 A0A3Q2TZD8 A0A1L1RR91 A0A1D5P624 Q90593 A0A8V0ZSX6 A0A8V0Y726 A0A8V0XFV9 A0A3Q2UAA1 A0A8V0Z8E9
