KEGG pathway,Mapping,Background,All Mapping,All Background,Fold Enrichment,Fisher's exact test p value,-log10(p value),Related proteins
map04215 Apoptosis - multiple species,2,5,148,1633,4.41,0.06797131480679389,1.17,A0A8V0XKW4 A0A8V0YRF2
map04217 Necroptosis,10,47,148,1633,2.35,0.007546243832296679,2.12,A0A8V0YFT7 A0A1D5NT61 A0A8V0ZSN8 A0A8V0X637 A0A8V1A9R2 A0A1L4FLS3 A0A8V0XMI5 A0A8V0YRF2 A0A8V1A7R0 A0A8V0YWM3
map04218 Cellular senescence,2,38,148,1633,0.58,0.5725187565594542,0.24,A0A8V0X8Q3 A0A8V0X8D5
map04261 Adrenergic signaling in cardiomyocytes,2,34,148,1633,0.65,0.7632938743623188,0.12,A0A8V1ABC9 A0A8V0ZY91
map04270 Vascular smooth muscle contraction,3,35,148,1633,0.95,1.0,-0.0,A0A1L1RKY9 A0A8V0XE48 A0A8V1ABC9
map04310 Wnt signaling pathway,4,32,148,1633,1.38,0.5261714786824795,0.28,A0A8V0ZKI8 A0A8V0XE48 A0A8V1ABC9 A0A8V1AG56
map04340 Hedgehog signaling pathway,2,11,148,1633,2.01,0.2626590979425752,0.58,A0A8V0Y999 Q98938
map04350 TGF-beta signaling pathway,4,27,148,1633,1.63,0.2993730686626457,0.52,A0A1L1RX77 A0A1I7Q421 A0A8V0XPE8 A0A1D5P0D7
map04360 Axon guidance,9,65,148,1633,1.53,0.18221508734795444,0.74,A0A8V1AG56 A0A8V0Z8V4 Q0PVE4 A0A8V1ACD6 A0A8V0XE48 A0A8V1ABC9 A0A8V0YRG2 A0A1I7Q3Z0 A0A1D5PZ68
map04361 Axon regeneration,2,19,148,1633,1.16,0.6880524077484733,0.16,A0A1D5P6T3 A0A1D5PBU5
map04370 VEGF signaling pathway,3,19,148,1633,1.74,0.24417628185827583,0.61,Q00649 A0A1I7Q3Z0 A0A8V1ABC9
map04380 Osteoclast differentiation,3,18,148,1633,1.84,0.21917617834148428,0.66,A0A8V0YFT7 A0A8V0ZEJ3 A0A8V0ZSN8
map04390 Hippo signaling pathway,3,42,148,1633,0.79,1.0,-0.0,A0A8V1AG56 Q0PVE4 A0A1D5P0D7
map04510 Focal adhesion,11,77,148,1633,1.58,0.10457594488533209,0.98,A0A3Q2TU24 A0A8V0XCW4 A0A8V0XDR8 A0A8V0YDD6 A0A8V0XE48 A0A8V0Y699 A0A8V0YRF2 A0A8V1ABC9 A0A1I7Q3Z0 A0A8V1AAN6 P02460
map04512 ECM-receptor interaction,6,49,148,1633,1.35,0.4433859275619943,0.35,A0A8V1AAN6 A0A8V0XCW4 A0A8V0XDR8 A0A8V0YDD6 A0A8V0XS21 P02460
map04514 Cell adhesion molecules,4,34,148,1633,1.3,0.5422938486720309,0.27,A0A3Q2UGW3 A0A1D5PBZ8 A0A8V0X8Q3 A0A8V0X8D5
map04520 Adherens junction,3,30,148,1633,1.1,0.7488242301997226,0.13,A0A1D5P6T3 A0A8V1A0B4 A0A1I7Q3Z0
map04530 Tight junction,4,55,148,1633,0.8,0.8128166584807316,0.09,A0A8V1A0B4 A0A1I7Q3Z0 A0A8V0XE48 Q0PVE4
map04540 Gap junction,4,38,148,1633,1.16,0.7719366543863715,0.11,A0A3Q2TU24 A0A8V1A0B4 A0A1I7Q3Z0 A0A8V1ABC9
map04550 Signaling pathways regulating pluripotency of stem cells,4,25,148,1633,1.77,0.27635534940818374,0.56,A0A8V1AG56 A0A8V1A9R2 A0A8V1A7R0 A0A8V0ZSN8
map04610 Complement and coagulation cascades,3,43,148,1633,0.77,0.7923974269741588,0.1,A0A8V0YHS1 A0A8V1A8N2 P15120
map04611 Platelet activation,4,42,148,1633,1.05,0.7881022013262378,0.1,P01875 A0A1I7Q3Z0 A0A8V0XE48 A0A8V0Y699
map04612 Antigen processing and presentation,3,23,148,1633,1.44,0.45781087247227575,0.34,A0A8V0YSF6 A0A8V0X8Q3 A0A8V0X8D5
map04613 Neutrophil extracellular trap formation,7,48,148,1633,1.61,0.19526243247588737,0.71,A0A8V0ZSG8 A0A8V0XMI5 A0A8V0XEJ0 A0A8V1ABC9 A0A1I7Q3Z0 A0A8V0XL71 A0A8V0XDT2
map04620 Toll-like receptor signaling pathway,3,17,148,1633,1.95,0.19476186712232682,0.71,A0A1L4FLS3 A0A8V0YFT7 E1C733
map04621 NOD-like receptor signaling pathway,3,34,148,1633,0.97,1.0,-0.0,A0A8V0YFT7 A0A8V0ZSN8 A0A8V0YRF2
map04625 C-type lectin receptor signaling pathway,2,18,148,1633,1.23,0.67487750943723,0.17,A0A1I7Q3Z0 A0A8V0YFT7
map04630 JAK-STAT signaling pathway,7,23,148,1633,3.36,0.003081892930046253,2.51,A0A3Q2TU24 A0A8V0YFT7 A0A8V0ZSN8 A0A8V1A9R2 A0A8V0Y652 A0A8V1A7R0 K9JA28
map04640 Hematopoietic cell lineage,3,27,148,1633,1.23,0.7301919697015488,0.14,A0A8V0XL71 A0A8V0XEJ0 A0A8V0XDT2
map04650 Natural killer cell mediated cytotoxicity,4,30,148,1633,1.47,0.34237918324141514,0.47,A0A8V0XDT2 A0A8V0XL71 A0A8V0XEJ0 A0A8V1ABC9
map04658 Th1 and Th2 cell differentiation,3,10,148,1633,3.31,0.054441230128953376,1.26,A0A8V1A9R2 A0A8V0YFT7 A0A8V0ZSN8
map04659 Th17 cell differentiation,4,18,148,1633,2.45,0.07269031102602837,1.14,A0A8V1A9R2 A0A8V1A7R0 A0A8V0YFT7 A0A8V0ZSN8
map04662 B cell receptor signaling pathway,6,31,148,1633,2.14,0.055033132186949524,1.26,A0A8V0Y8Q2 A0A8V0XW00 A0A8V0XEJ0 A0A8V0ZEJ3 A0A8V0XL71 A0A8V0XDT2
map04664 Fc epsilon RI signaling pathway,4,29,148,1633,1.52,0.3271048967339609,0.49,A0A8V0XDT2 A0A8V0XL71 A0A8V0XEJ0 A0A8V1ABC9
map04666 Fc gamma R-mediated phagocytosis,4,41,148,1633,1.08,0.7835207403808135,0.11,A0A8V0XDT2 A0A8V0XL71 A0A8V0XEJ0 A0A8V1ABC9
map04670 Leukocyte transendothelial migration,3,36,148,1633,0.92,1.0,-0.0,A0A8V0ZZZ5 A0A8V0XE48 A0A8V1ABC9
map04672 Intestinal immune network for IgA production,4,14,148,1633,3.15,0.03155455571081513,1.5,A0A8V1ACV0 A0A8V0XL71 A0A8V0XEJ0 A0A8V0XDT2
map04714 Thermogenesis,3,80,148,1633,0.41,0.10831130092685036,0.97,A0A8V0ZRZ8 A0A8V0X535 A0A8V0XCD2
map04723 Retrograde endocannabinoid signaling,4,50,148,1633,0.88,1.0,-0.0,A0A8V0ZRZ8 A0A8V0X535 A0A8V0XCD2 A0A8V1ABC9
map04725 Cholinergic synapse,2,29,148,1633,0.76,1.0,-0.0,A0A8V1ABC9 A0A8V0ZY91
map04727 GABAergic synapse,2,17,148,1633,1.3,0.6622129543625751,0.18,A0A1I7Q3Z0 A0A8V1ABC9
map04750 Inflammatory mediator regulation of TRP channels,2,26,148,1633,0.85,1.0,-0.0,A0A1I7Q3Z0 A0A8V1ABC9
map04810 Regulation of actin cytoskeleton,5,75,148,1633,0.74,0.6785583338388153,0.17,A0A3Q2TU24 A0A8V0YDD6 A0A3Q2UHS2 A0A8V0XE48 A0A1I7Q3Z0
map04911 Insulin secretion,2,16,148,1633,1.38,0.6502910586341955,0.19,A0A8V0YWI5 A0A8V1ABC9
map04912 GnRH signaling pathway,2,28,148,1633,0.79,1.0,-0.0,A0A1I7Q3Z0 A0A8V1ABC9
map04915 Estrogen signaling pathway,2,45,148,1633,0.49,0.42673030722508565,0.37,A0A1I7Q3Z0 Q05744
map04916 Melanogenesis,2,26,148,1633,0.85,1.0,-0.0,A0A8V1AG56 A0A8V1ABC9
map04917 Prolactin signaling pathway,3,14,148,1633,2.36,0.12669451931885373,0.9,A0A8V1A7R0 A0A1I7Q3Z0 A0A8V0YFT7
map04918 Thyroid hormone synthesis,2,25,148,1633,0.88,1.0,-0.0,A0A8V0Y4Q2 A0A8V1ABC9
map04919 Thyroid hormone signaling pathway,3,31,148,1633,1.07,0.7559563750155118,0.12,A0A1I7Q3Z0 A0A8V0YFT7 A0A8V1ABC9
map04921 Oxytocin signaling pathway,3,34,148,1633,0.97,1.0,-0.0,A0A1I7Q3Z0 A0A8V0XE48 A0A8V1ABC9
map04926 Relaxin signaling pathway,4,45,148,1633,0.98,1.0,-0.0,A0A8V0XUJ8 P01875 A0A1I7Q3Z0 A0A8V1ABC9
"map04928 Parathyroid hormone synthesis, secretion and action",3,23,148,1633,1.44,0.45781087247227575,0.34,A0A8V0ZKI8 A0A1D5PLP1 A0A8V1ABC9
"map04935 Growth hormone synthesis, secretion and action",4,32,148,1633,1.38,0.5261714786824795,0.28,A0A8V0Z6E4 A0A8V1A7R0 A0A8V0YFT7 A0A8V1ABC9
map04960 Aldosterone-regulated sodium reabsorption,2,16,148,1633,1.38,0.6502910586341955,0.19,A0A1D5P6T3 A0A8V1ABC9
map04961 Endocrine and other factor-regulated calcium reabsorption,2,21,148,1633,1.05,1.0,-0.0,A0A8V0ZRP2 A0A8V1ABC9
map04964 Proximal tubule bicarbonate reclamation,2,8,148,1633,2.76,0.1591641410810687,0.8,A0A1D5NYS2 A0A1D5NT61
map04971 Gastric acid secretion,2,23,148,1633,0.96,1.0,-0.0,A0A8V1ABC9 A0A8V0ZY91
map04972 Pancreatic secretion,4,30,148,1633,1.47,0.34237918324141514,0.47,A0A1D5NYS2 A0A8V1ABC9 A0A8V0ZY91 A0A8V0YWI5
map04974 Protein digestion and absorption,7,25,148,1633,3.09,0.005173894479948185,2.29,A0A8V0XXK8 A0A8V1AFR2 A0A8V0ZY91 A0A8V0X9L0 P01875 A0A1D5P8I8 P02460
