Protein accession	Protein description	Gene name	Coverage [%]	Peptides	Razor + unique peptides	Unique peptides	Intensity G1	Intensity G2	Intensity G3	G1	G2	G3	G2/G1 Ratio	G3/G1 Ratio	G2/G3 Ratio
A0A8V0ZMK5	Signal transducer and activator of transcription OS=Gallus gallus OX=9031 GN=STAT5A PE=1 SV=1	STAT5A	1.07	1	1	1.0	5014.69	5073.89	5662.76	0.9550977885056128	0.966373019692293	1.0785291918020943	1.011805315981646	1.1292343095983999	0.8960100728266782
A0A8V0ZML0	Coatomer subunit zeta OS=Gallus gallus OX=9031 GN=COPZ1 PE=3 SV=1	COPZ1	13.25	3	3	1.0	36474.2	39974.8	14291.0	1.2058915582984349	1.3216266255234737	0.4724818161780912	1.0959746889582227	0.39181119805232195	2.797201035616822
A0A8V0ZMM6	Stromal cell-derived factor 1 OS=Gallus gallus OX=9031 GN=CXCL12 PE=1 SV=1	CXCL12	32.26	3	3	0.0	85222.9	49378.8	67475.6	1.2652024744986199	0.733067989328836	1.0017295361725438	0.5794076474750331	0.7917543289421036	0.7318023107612234
A0A8V0ZMT8	DnaJ heat shock protein family (Hsp40) member A2 OS=Gallus gallus OX=9031 GN=DNAJA2 PE=1 SV=1	DNAJA2	15.82	6	6	6.0	50539.2	76626.3	44721.8	0.8820756390960821	1.337381528478253	0.780542832425665	1.5161755627315037	0.884893310539146	1.7133992817820394
A0A8V0ZN94	Solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2 OS=Gallus gallus OX=9031 GN=SLC11A2 PE=3 SV=1	SLC11A2	1.42	1	1	1.0	18905.6	9702.16		1.3217113118957933	0.6782886881042067		0.5131897427217332		
A0A8V0ZNA1	Large ribosomal subunit protein eL27 OS=Gallus gallus OX=9031 GN=RPL27 PE=3 SV=1	RPL27	5.14	1	1	0.0	12360.5	16207.1	7863.53	1.0178520402743478	1.334608616312478	0.6475393434131744	1.3112010031956638	0.636182193276971	2.06104637484692
A0A8V0ZNB8	Tyrosine-protein kinase OS=Gallus gallus OX=9031 GN=CSK PE=3 SV=1	CSK	2.29	1	1	1.0	2791.7			1.0					
A0A8V0ZNH3	Transmembrane protease serine 4 OS=Gallus gallus OX=9031 GN=TMPRSS4 PE=4 SV=1	TMPRSS4	24.31	9	9	9.0	457739.0	224341.0	410189.0	1.2572150267012978	0.6161696431922905	1.1266153301064115	0.4901068075912256	0.8961198412195597	0.5469210534655976
A0A8V0ZNQ8	Secretory phospholipase A2 receptor OS=Gallus gallus OX=9031 GN=PLA2R1 PE=1 SV=1	PLA2R1	0.62	1	1	1.0	12419.1	7002.61		1.278888419196868	0.7211115808031322		0.5638580895556039		
A0A8V0ZNT2	Phosphatidylinositol transfer protein beta isoform OS=Gallus gallus OX=9031 GN=PITPNB PE=1 SV=1	PITPNB	12.94	3	3	3.0	34142.6	26380.7	8995.66	1.47337934859785	1.138424682992956	0.3881959684091937	0.7726623045696579	0.26347319770609157	2.9326030552510876
A0A8V0ZNX9	Proteasome subunit beta type-3 OS=Gallus gallus OX=9031 GN=PSMB3 PE=1 SV=1	PSMB3	3.09	2	2	2.0	26916.9	48589.8	14851.3	0.8936751588127226	1.6132428783284267	0.49308196285885025	1.8051781594462957	0.5517463006512636	3.2717539878663824
A0A8V0ZNY6	Plexin A1 OS=Gallus gallus OX=9031 GN=PLXNA1 PE=1 SV=1	PLXNA1	0.99	2	2	2.0		4630.49	22533.5		0.3409285602004713	1.6590714397995288			0.20549359842013004
A0A8V0ZP32	Carboxypeptidase N subunit 1 OS=Gallus gallus OX=9031 GN=CPN1 PE=1 SV=1	CPN1	7.4	3	3	3.0	22124.5	20228.7	33491.4	0.8751249264944372	0.8001373861817452	1.3247376873238172	0.9143121878460531	1.5137698027074058	0.6039968469517548
A0A8V0ZPB9	GCS light chain OS=Gallus gallus OX=9031 GN=GCLM PE=1 SV=1	GCLM	8.61	2	2	2.0	91630.9	91346.6	63396.7	1.1157527858030587	1.1122909785196664	0.7719562356772746	0.9968973348510166	0.6918703188553207	1.440873105382457
A0A8V0ZPH9	receptor protein-tyrosine kinase OS=Gallus gallus OX=9031 GN=EPHA1 PE=4 SV=1	EPHA1	1.33	1	1	1.0	6848.67	6138.09	9998.01	0.893896697682857	0.80115093603286	1.304952366284283	0.8962455484057489	1.459846948385599	0.6139311723032884
A0A8V0ZPJ7	T-box transcription factor 21 OS=Gallus gallus OX=9031 GN=TBX21 PE=4 SV=1	TBX21	1.24	1	1	1.0	40720.8		40546.0	1.0021509398672028		0.9978490601327972		0.9957073534901083	
A0A8V0ZPJ9	Isocitrate dehydrogenase [NADP] OS=Gallus gallus OX=9031 GN=IDH1 PE=1 SV=1	IDH1	16.51	7	6	6.0	84835.6	47357.1	46325.9	1.4256598472091984	0.7958347197434888	0.7785054330473127	0.5582220200010373	0.5460667455643621	1.0222596862662139
A0A8V0ZPM4	non-specific serine/threonine protein kinase OS=Gallus gallus OX=9031 GN=SLK PE=1 SV=1	SLK	4.0	5	5	5.0	37654.9	42634.4	30483.8	1.0197845866911732	1.1546413344033886	0.8255740789054382	1.132240425548866	0.8095573218890503	1.3985920390502498
A0A8V0ZPQ4	Intraflagellar transport protein 46 homolog OS=Gallus gallus OX=9031 GN=IFT46 PE=1 SV=1	IFT46	11.08	4	4	4.0	66615.8	43357.8	42427.6	1.3113243202809426	0.8534932795804758	0.8351824001385816	0.6508636089336165	0.6368999546654097	1.0219244076968768
A0A8V0ZPV1	Alanyl-tRNA synthetase domain containing 1 OS=Gallus gallus OX=9031 GN=AARSD1 PE=1 SV=1	AARSD1	3.47	1	1	1.0		6065.57			1.0				
A0A8V0ZQ00	Keratin, type I cytoskeletal 20 OS=Gallus gallus OX=9031 GN=KRT40 PE=1 SV=1	KRT40	58.84	21	20	20.0	298416.0	825925.0	142187.0	0.7068521185477147	1.9563523269915863	0.33679555446069886	2.7676967722910297	0.4764724411559702	5.80872372298452
A0A8V0ZQ39	protein-tyrosine-phosphatase OS=Gallus gallus OX=9031 GN=PTPRJ PE=3 SV=1	PTPRJ	12.54	15	15	0.0	135693.0	121139.0	137652.0	1.0319277841433367	0.9212464890844749	1.0468257267721885	0.8927431776141731	1.0144370011717627	0.8800380670095603
A0A8V0ZQ95	Tubulin alpha chain OS=Gallus gallus OX=9031 GN=TUBA4AL PE=1 SV=1	TUBA4AL	39.08	20	3	2.0	106459.0	123019.0	81321.6	1.0275978476162777	1.1874436131835435	0.7849585392001793	1.1555528419391503	0.7638771733719084	1.5127469208672726
A0A8V0ZQC1	Keratin, type II cytoskeletal 8 OS=Gallus gallus OX=9031 GN=KRT8 PE=1 SV=1	KRT8	53.57	29	22	22.0	183898.0	500971.0	70221.0	0.7306334344250355	1.9903759816710591	0.2789905839039055	2.7241786207571588	0.381847545922196	7.134204867489782
A0A8V0ZQD9	Coronin OS=Gallus gallus OX=9031 GN=CORO1B PE=1 SV=1	CORO1B	15.21	6	6	6.0	27486.2	42765.8	31959.4	0.806745627200097	1.2552161500576258	0.9380382227422773	1.555900779300158	1.1627434858219763	1.3381290011702347
A0A8V0ZQK2	Cysteine--tRNA ligase, cytoplasmic OS=Gallus gallus OX=9031 GN=CARS PE=3 SV=1	CARS	9.08	6	6	6.0	10806.0	23317.9		0.6333390966448735	1.3666609033551265		2.1578660003701646		
A0A8V0ZQN3	Serine/threonine-protein phosphatase OS=Gallus gallus OX=9031 GN=PPP1CA PE=3 SV=1	PPP1CA	31.96	11	11	11.0	41317.9	53843.1	31381.9	0.9795389547734404	1.2764785697182537	0.7439824755083059	1.303142221652117	0.7595231122588515	1.7157374155165876
A0A8V0ZQP1	Unconventional myosin-Id OS=Gallus gallus OX=9031 GN=MYO1D PE=1 SV=1	MYO1D	3.63	4	4	4.0	34361.2	18514.2	37208.6	1.1443053150392966	0.6165645397628879	1.2391301451978154	0.5388112173032374	1.0828667217675751	0.4975785167945045
A0A8V0ZQV5	Uncharacterized protein OS=Gallus gallus OX=9031 GN=GIF PE=1 SV=1	GIF	8.19	2	2	0.0	7519.64	12047.6	6393.57	0.8689605601674215	1.3922061753851285	0.7388332644474497	1.6021511668111772	0.8502494800282991	1.8843306634634487
A0A8V0ZR13	alpha-1,2-Mannosidase OS=Gallus gallus OX=9031 GN=MAN1A2 PE=3 SV=1	MAN1A2	4.65	3	2	2.0	34021.9	28306.0	35749.2	1.040668005069481	0.8658290263476387	1.09350296858288	0.8319935100626361	1.0507702391694762	0.7917939422420642
A0A8V0ZR84	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase OS=Gallus gallus OX=9031 GN=POMGNT1 PE=3 SV=1	POMGNT1	27.98	15	1	1.0	49603.9	30842.2	65319.6	1.0208965483649444	0.6347624989966775	1.3443409526383776	0.6217696592405033	1.316823878767597	0.4721737426438619
A0A8V0ZRP2	AP-2 complex subunit alpha OS=Gallus gallus OX=9031 GN=AP2A2 PE=1 SV=1	AP2A2	16.85	16	1	0.0	7403.15	10223.5	12479.6	0.7377023043388001	1.0187419555740087	1.2435557400871913	1.3809662103293867	1.6857148646184394	0.8192169620821179
A0A8V0ZRW5	Isocitrate dehydrogenase [NAD] subunit, mitochondrial OS=Gallus gallus OX=9031 GN=IDH3A PE=1 SV=1	IDH3A	23.77	8	8	8.0	30704.3	135231.0		0.37007556559695254	1.6299244344030475		4.404301677615187		
A0A8V0ZRW8	VPS26, retromer complex component A OS=Gallus gallus OX=9031 GN=VPS26A PE=1 SV=1	VPS26A	9.12	3	3	3.0	6364.66	9189.38	7077.69	0.8436818572862084	1.2181189860430466	0.9381991566707449	1.443813180908328	1.112029550675134	1.2983586452642035
A0A8V0ZRZ2	Small COPII coat GTPase SAR1A OS=Gallus gallus OX=9031 GN=SAR1A PE=1 SV=1	SAR1A	17.53	3	2	2.0	17514.1	40717.2	13282.6	0.7347145100462987	1.7080819253319985	0.557203564621703	2.324823998949418	0.758394664870019	3.065454052670411
A0A8V0ZS43	Laminin subunit beta-2 OS=Gallus gallus OX=9031 GN=LOC101748153 PE=4 SV=1	LOC101748153	31.23	44	43	40.0	737407.0	927585.0	926979.0	0.8534898731505869	1.0736057617928596	1.0729043650565535	1.2579009963290289	1.2570791977835851	1.0006537364924124
A0A8V0ZS88	Glypican-1 OS=Gallus gallus OX=9031 GN=GPC1 PE=1 SV=1	GPC1	41.37	21	21	21.0	451066.0	689494.0	446628.0	0.852575750320693	1.303236919633969	0.8441873300453381	1.5285878341528734	0.9901610850740247	1.543776923972523
A0A8V0ZS95	Peptidyl-prolyl cis-trans isomerase OS=Gallus gallus OX=9031 PE=1 SV=1	--	39.43	10	10	10.0	405202.0	319288.0	313631.0	1.1709675461723634	0.9226901295706378	0.906342324256999	0.7879724186948732	0.77401148069358	1.0180371200550966
A0A8V0ZSD7	Lysosomal acid phosphatase OS=Gallus gallus OX=9031 GN=ACP2 PE=1 SV=1	ACP2	14.01	5	5	5.0	37768.7	41103.4	57287.5	0.8321565280744068	0.9056298637775082	1.262213608148085	1.088292686801505	1.5167983012388566	0.7174933449705434
A0A8V0ZSF2	Hexosyltransferase OS=Gallus gallus OX=9031 GN=B3GNT9 PE=3 SV=1	B3GNT9	7.85	3	3	3.0	12446.3	8373.64	12204.4	1.1306478797153856	0.760678941653338	1.1086731786312762	0.6727814691916473	0.9805645051139698	0.686116482580053
A0A8V0ZSH6	Monocarboxylate transporter 1 OS=Gallus gallus OX=9031 PE=1 SV=1	--	3.88	2	2	2.0		16060.7			1.0				
A0A8V0ZSN8	Tyrosine-protein kinase OS=Gallus gallus OX=9031 GN=JAK1 PE=1 SV=1	JAK1	2.15	2	2	2.0	6033.08	7424.29	9321.55	0.7945609361637866	0.9777842847685493	1.2276547790676644	1.230596975342611	1.5450731632930441	0.7964651801470786
A0A8V0ZSQ0	Outer dynein arm-docking complex subunit 4 OS=Gallus gallus OX=9031 GN=TTC25 PE=1 SV=1	TTC25	27.78	16	16	16.0	74566.9	50737.2	38461.7	1.3659793436724883	0.929446807575208	0.7045738487523036	0.680425228888421	0.5158012469339613	1.31916165952103
A0A8V0ZSR5	phosphopyruvate hydratase OS=Gallus gallus OX=9031 GN=ENO4 PE=3 SV=1	ENO4	1.64	1	1	0.0	19868.5	17643.5	20606.5	1.0255856568906632	0.910734103598682	1.063680239510655	0.8880136900118276	1.037144223267987	0.856210419042535
A0A8V0ZSX0	2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Gallus gallus OX=9031 GN=CNP PE=1 SV=1	CNP	7.94	5	5	5.0	32572.4	15528.6	25768.5	1.3228355410555102	0.6306499976309573	1.0465144613135327	0.4767410445653375	0.791114563249868	0.6026194772687584
A0A8V0ZSX6	non-specific serine/threonine protein kinase OS=Gallus gallus OX=9031 GN=EIF2AK4 PE=1 SV=1	EIF2AK4	0.55	1	1	1.0	190799.0	247980.0	474173.0	0.6269738168052648	0.8148730710924562	1.5581531121022794	1.2996923463959456	2.485196463293833	0.522973682601076
A0A8V0ZSY1	Guanine nucleotide-binding protein subunit gamma OS=Gallus gallus OX=9031 GN=GNG12 PE=1 SV=1	GNG12	19.44	2	2	2.0	26383.5	26026.2	24345.3	1.0312096931795973	1.0172444791870237	0.9515458276333789	0.9864574449940304	0.9227471715276594	1.0690441276139542
A0A8V0ZSY3	UbiA prenyltransferase domain-containing protein 1 OS=Gallus gallus OX=9031 GN=PLEKHM2 PE=4 SV=1	PLEKHM2	0.67	1	1	1.0	72890.8	57292.8	63182.6	1.1308718897097838	0.8888750981298696	0.9802530121603464	0.786008659529049	0.866811723838948	0.9067812973825073
A0A8V0ZT56	Short-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Gallus gallus OX=9031 GN=ACADS PE=1 SV=1	ACADS	17.88	7	7	7.0	21647.0	41294.1	17629.9	0.8060096064340768	1.5375544550768887	0.6564359384890346	1.9076130641659352	0.8144269413775581	2.3422764734910575
A0A8V0ZTC0	Serine/threonine-protein kinase ULK3 OS=Gallus gallus OX=9031 GN=ULK3 PE=4 SV=1	ULK3	2.81	2	2	2.0	9853.76	10697.0	15043.1	0.8305162744360965	0.9015880828884532	1.2678956426754502	1.0855754554606565	1.52663551781249	0.7110901343473087
A0A8V0ZTL5	Carbohydrate sulfotransferase OS=Gallus gallus OX=9031 GN=CHST14 PE=3 SV=1	CHST14	34.73	11	11	11.0	141129.0	140625.0	175202.0	0.9265377848195451	0.9232289323260884	1.1502332828543669	0.9964287991837255	1.2414315980415083	0.8026449469754912
A0A8V0ZTP1	Laminin subunit alpha 5 OS=Gallus gallus OX=9031 GN=LAMA5 PE=1 SV=1	LAMA5	30.28	103	2	2.0	83875.6	73918.1	114046.0	0.9256440468408405	0.8157539167384308	1.2586020364207289	0.8812825183962916	1.3597041332640243	0.6481428546376024
A0A8V0ZTP4	protein-lysine 6-oxidase OS=Gallus gallus OX=9031 GN=LOXL1 PE=1 SV=1	LOXL1	15.29	4	4	4.0	23297.6	23931.8	30534.1	0.8987867058452872	0.9232531971940563	1.1779600969606563	1.0272216880708744	1.3106113934482524	0.7837728965320739
A0A8V0ZTZ2	Dynein light chain roadblock OS=Gallus gallus OX=9031 GN=DYNLRB1 PE=1 SV=1	DYNLRB1	29.17	2	2	2.0	39155.5	22874.7	28182.6	1.3021045793944985	0.7606913874749482	0.9372040331305536	0.5842014531802684	0.7197609531228052	0.8116603861957379
A0A8V0ZU50	Ubiquitin carboxyl-terminal hydrolase 47 OS=Gallus gallus OX=9031 GN=USP47 PE=4 SV=1	USP47	2.57	3	3	3.0	29101.5	35582.9	32342.6	0.8997959330907892	1.100195821781566	1.0000082451276449	1.2227170420768687	1.1113722660343968	1.100186750601374
A0A8V0ZU95	Cytochrome c oxidase subunit 5A, mitochondrial OS=Gallus gallus OX=9031 GN=COX5A PE=1 SV=1	COX5A	30.37	4	4	4.0	33586.6	96007.9	24696.5	0.6530504047546518	1.8667563240888967	0.4801932711564511	2.8585179803850345	0.7353081288370958	3.887510375964205
A0A8V0ZUA4	Transmembrane p24 trafficking protein 2 OS=Gallus gallus OX=9031 GN=TMED2 PE=1 SV=1	TMED2	16.97	3	3	3.0	6251.9	33368.1	12749.4	0.3581423503038033	1.911503664353611	0.7303539853425856	5.337273468865465	2.039284057646476	2.6172290460727563
A0A8V0ZUD3	Membrane bound transcription factor peptidase, site 1 OS=Gallus gallus OX=9031 GN=MBTPS1 PE=3 SV=1	MBTPS1	15.24	14	14	14.0	156197.0	136808.0	188188.0	0.9738109240990622	0.8529301132809497	1.1732589626199883	0.875868294525503	1.2048118721870458	0.7269751525070675
A0A8V0ZUI9	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Gallus gallus OX=9031 GN=PIP4K2C PE=4 SV=1	PIP4K2C	10.37	3	3	3.0	10061.7	20510.0	11929.3	0.7102209359779771	1.4477306416319615	0.8420484223900614	2.038422930518699	1.1856147569496207	1.7192961866999739
A0A8V0ZUM8	Dynein axonemal intermediate chain 4 OS=Gallus gallus OX=9031 GN=WDR78 PE=4 SV=1	WDR78	3.23	3	3	3.0	12463.1	5918.2	10820.7	1.2803677830285598	0.607992603246353	1.1116396137250875	0.4748577801670531	0.8682189824361516	0.5469331928618295
A0A8V0ZUN6	Cilia- and flagella-associated protein 263 OS=Gallus gallus OX=9031 GN=CCDC113 PE=3 SV=1	CCDC113	9.18	4	4	4.0	15102.2	14633.9	15239.2	1.0073662654834987	0.976129119761291	1.01650461475521	0.968991272794692	1.0090715260028338	0.9602800671951284
A0A8V0ZUU4	Cadherin EGF LAG seven-pass G-type receptor 2 OS=Gallus gallus OX=9031 GN=CELSR2 PE=3 SV=1	CELSR2	0.37	1	1	1.0	2901.9		9549.66	0.4661102705203204		1.5338897294796796		3.2908301457665665	
A0A8V0ZUX8	40S ribosomal protein S26 OS=Gallus gallus OX=9031 GN=RPS26 PE=1 SV=1	RPS26	11.45	1	1	1.0	3331.06	5488.22	1480.2	0.9702606345174707	1.5985913851961457	0.43114798028638335	1.6475896561454912	0.44436305560392186	3.7077557086880155
A0A8V0ZUX9	Ubiquitin carboxyl-terminal hydrolase OS=Gallus gallus OX=9031 GN=USP5 PE=1 SV=1	USP5	5.15	4	4	4.0	24630.1	54401.5	30954.2	0.6718167254318285	1.4838688267030835	0.844314447865088	2.208740524805015	1.25676306632941	1.7574836371154803
A0A8V0ZUZ6	SRP receptor alpha subunit OS=Gallus gallus OX=9031 GN=SRPRA PE=1 SV=1	SRPRA	39.6	24	24	24.0	226689.0	166195.0	207410.0	1.132889883956861	0.830568021669382	1.0365420943737569	0.7331409993427119	0.9149539677708226	0.8012873053372547
A0A8V0ZV28	Meiosis-specific nuclear structural protein 1 OS=Gallus gallus OX=9031 GN=MNS1 PE=3 SV=1	MNS1	8.19	4	4	4.0	124429.0	81831.7	65188.4	1.3751638889206115	0.9043872313446608	0.7204488797347274	0.6576577807424314	0.5239003769217787	1.2553107608102054
A0A8V0ZV32	Glutathione synthetase OS=Gallus gallus OX=9031 GN=GSS PE=1 SV=1	GSS	13.08	5	5	5.0	46004.3	66922.3	39425.1	0.905883557584195	1.3177857549341425	0.7763306874816625	1.4546966261849434	0.8569872816236742	1.6974541599133548
A0A8V0ZVA2	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 OS=Gallus gallus OX=9031 GN=NDUFB3 PE=1 SV=1	NDUFB3	16.8	2	2	2.0	6187.05	19747.1	5478.82	0.5908753613555165	1.8858866258109308	0.5232380128335525	3.191682627423408	0.8855302607866431	3.604261501564205
A0A8V0ZVA8	Exportin-2 OS=Gallus gallus OX=9031 GN=CSE1L PE=1 SV=1	CSE1L	7.17	7	7	7.0	12477.5	17146.4	9382.33	0.9596543936699342	1.318743185383463	0.7216024209466025	1.37418553396113	0.7519398918052493	1.8275204560061309
A0A8V0ZVE0	Anion exchange protein OS=Gallus gallus OX=9031 GN=SLC4A1 PE=1 SV=1	SLC4A1	3.08	3	3	0.0	9692.23	21512.6	8493.82	0.7324352339437236	1.6256925613339497	0.6418722047223269	2.2195717600593463	0.8763535326751429	2.5327355653875405
A0A8V0ZVS5	Citrate synthase OS=Gallus gallus OX=9031 GN=CS PE=1 SV=1	CS	20.09	9	9	9.0	76507.4	157614.0	53209.5	0.7988079249395035	1.645635746103186	0.5555563289573101	2.060114446445703	0.6954817442495758	2.962140219321738
A0A8V0ZVX9	Signal transducer and activator of transcription OS=Gallus gallus OX=9031 GN=STAT2 PE=1 SV=1	STAT2	2.45	2	2	2.0	8361.14	5184.1		1.2345502922059703	0.7654497077940295		0.6200231068969065		
A0A8V0ZW06	Calsyntenin-3 OS=Gallus gallus OX=9031 GN=CLSTN3 PE=3 SV=1	CLSTN3	17.66	13	13	13.0	98142.2	89009.8	101743.0	1.0191474411118226	0.9243129856868413	1.056539573201336	0.9069472663135736	1.0366896197558235	0.8748493753870046
A0A8V0ZW46	UDP-glucose glycoprotein glucosyltransferase 1 OS=Gallus gallus OX=9031 GN=UGGT1 PE=1 SV=1	UGGT1	22.06	33	33	33.0	115599.0	77716.3	122126.0	1.0994026463877749	0.739119766498553	1.1614775871136722	0.6722921478559504	1.0564624261455549	0.636361626516876
A0A8V0ZW50	Eukaryotic translation initiation factor 3 subunit M OS=Gallus gallus OX=9031 GN=EIF3M PE=1 SV=1	EIF3M	5.8	2	2	2.0	3484.26	10138.1		0.5115501278779888	1.4884498721220112		2.9096852703299985		
A0A8V0ZWG5	Alpha-1,3-glucosyltransferase OS=Gallus gallus OX=9031 GN=ALG6 PE=1 SV=1	ALG6	3.21	1	1	1.0			37958.6			1.0			
A0A8V0ZWH1	Polypeptide N-acetylgalactosaminyltransferase OS=Gallus gallus OX=9031 GN=GALNT6 PE=1 SV=1	GALNT6	34.26	18	18	18.0	202570.0	141455.0	220204.0	1.0770626819961397	0.7521148328072467	1.1708224851966134	0.698301821592536	1.0870513896430865	0.6423816097800221
A0A8V0ZWH3	Acetyltransferase component of pyruvate dehydrogenase complex OS=Gallus gallus OX=9031 GN=DLAT PE=1 SV=1	DLAT	6.96	4	4	4.0	6903.28	18881.4	3353.89	0.710736319592897	1.943959501101118	0.34530417930598517	2.735134602681624	0.48584006443313904	5.629701630047497
A0A8V0ZWM4	Xaa-Pro dipeptidase OS=Gallus gallus OX=9031 GN=PEPD PE=1 SV=1	PEPD	3.37	2	2	2.0	18400.7	12872.2	11813.7	1.2811895113561986	0.896255448329643	0.8225550403141579	0.6995494736613281	0.6420244881988186	1.0895993634509087
A0A8V0ZWM6	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex OS=Gallus gallus OX=9031 GN=DBT PE=1 SV=1	DBT	2.81	1	1	1.0		12742.8			1.0				
A0A8V0ZWM8	Cellular retinoic acid-binding protein 1 OS=Gallus gallus OX=9031 GN=CRABP1 PE=3 SV=1	CRABP1	21.93	6	6	6.0	101188.0	74925.9	64572.0	1.2612454655632093	0.9339047281124486	0.8048498063243422	0.7404623077835316	0.6381389097521445	1.160346589853187
A0A8V0ZWP9	LDL receptor related protein 8 OS=Gallus gallus OX=9031 GN=LRP8 PE=4 SV=1	LRP8	1.08	1	1	0.0	13891.1	4530.77		1.508109654448761	0.4918903455512388		0.32616351476844885		
A0A8V0ZWX1	Amyloid beta like protein 2 OS=Gallus gallus OX=9031 GN=APLP2 PE=1 SV=1	APLP2	27.12	16	1	1.0	30208.4	34633.9	18601.7	1.086060112171037	1.2451668184650784	0.6687730693638848	1.1464989870367182	0.6157790548324307	1.8618674637264334
A0A8V0ZWX9	Adenosine deaminase OS=Gallus gallus OX=9031 GN=ADA PE=1 SV=1	ADA	4.11	2	2	2.0	9098.06	3884.24	8304.2	1.2822295821295187	0.5474230145867098	1.1703474032837715	0.426930576408597	0.9127440355416431	0.46774403313985685
A0A8V0ZWY9	phenylalanine--tRNA ligase OS=Gallus gallus OX=9031 GN=FARSB PE=1 SV=1	FARSB	16.93	9	9	9.0	3788.9	12494.2	4662.07	0.5426883620424184	1.7895581654386195	0.6677534725189627	3.2975797724933362	1.230454749399562	2.679968340243712
A0A8V0ZX23	Protein-tyrosine sulfotransferase OS=Gallus gallus OX=9031 GN=TPST2 PE=3 SV=1	TPST2	14.99	6	6	6.0	53768.2	26461.6	40019.9	1.341413741572744	0.6601663039491991	0.998419954478057	0.4921421955728479	0.7443042541874194	0.6612110475038668
A0A8V0ZX85	FXYD domain-containing ion transport regulator OS=Gallus gallus OX=9031 PE=3 SV=1	--	10.34	1	1	1.0	534310.0	390216.0	769902.0	0.946000656268664	0.6908809344510359	1.3631184092802997	0.7303176058842246	1.4409275514214595	0.5068385326963691
A0A8V0ZX92	Sodium/potassium-transporting ATPase subunit alpha OS=Gallus gallus OX=9031 GN=ATP1A1 PE=1 SV=1	ATP1A1	36.25	31	31	31.0	263352.0	746903.0	245145.0	0.6293261111996177	1.784856619404174	0.5858172693962084	2.836139463531699	0.9308643944226738	3.0467804768606337
A0A8V0ZXP1	pyridoxal 5'-phosphate synthase OS=Gallus gallus OX=9031 GN=PNPO PE=1 SV=1	PNPO	4.02	1	1	1.0	17802.5	14001.6		1.1195097487430867	0.8804902512569135		0.7864962786125543		
A0A8V0ZXW0	Spondin-1 OS=Gallus gallus OX=9031 GN=SPON1 PE=4 SV=1	SPON1	37.78	27	27	27.0	864552.0	717901.0	885585.0	1.0508979197240884	0.8726376984471065	1.0764643818288049	0.8303734188342633	1.0243282069788746	0.8106517160972689
A0A8V0ZXZ1	RNA 3'-terminal phosphate cyclase OS=Gallus gallus OX=9031 GN=RTCA PE=1 SV=1	RTCA	13.08	4	4	4.0	49018.3	40659.1	34315.4	1.1859954771567385	0.9837450239046139	0.8302594989386483	0.8294677702001088	0.700052837409702	1.184864521468495
A0A8V0ZY26	Beta-1,4-galactosyltransferase OS=Gallus gallus OX=9031 GN=B4GALT4 PE=3 SV=1	B4GALT4	26.27	8	8	8.0	92261.9	66738.3	92091.6	1.102328710057437	0.7973772938821577	1.100293996060405	0.7233570953990759	0.9981541676466669	0.7246947604341762
A0A8V0ZY42	26S proteasome non-ATPase regulatory subunit 11 OS=Gallus gallus OX=9031 GN=PSMD11 PE=1 SV=1	PSMD11	14.19	5	5	5.0	7517.1	11465.9	29750.7	0.462745492338977	0.7058298466974599	1.8314246609635634	1.5253089622327758	3.9577363610966994	0.3853993351416941
A0A8V0ZY61	Polypeptide N-acetylgalactosaminyltransferase OS=Gallus gallus OX=9031 GN=GALNT3 PE=1 SV=1	GALNT3	20.62	12	11	11.0	123884.0	83773.3	143116.0	1.0595219191426486	0.7164738593273775	1.224004221529974	0.6762237254205546	1.155242000581189	0.5853524413762262
A0A8V0ZY66	Vacuolar protein sorting-associated protein 29 OS=Gallus gallus OX=9031 GN=VPS29 PE=3 SV=1	VPS29	5.21	1	1	1.0		7586.54			1.0				
A0A8V0ZYC2	Tropomyosin alpha-1 chain OS=Gallus gallus OX=9031 GN=TPM1 PE=1 SV=1	TPM1	16.55	6	1	0.0	5350.33	11661.0	3400.15	0.7863707090323679	1.7138884588476677	0.4997408321199638	2.179491732285672	0.6355028568331299	3.429554578474479
A0A8V0ZYE3	Insulin like growth factor 2 OS=Gallus gallus OX=9031 GN=IGF2 PE=3 SV=1	IGF2	31.41	5	5	0.0	228391.0	219142.0	214009.0	1.0357210880034828	0.9937781728144245	0.9705007391820928	0.9595036582001917	0.9370290423002657	1.0239849725946104
A0A8V0ZYJ9	Platelet-activating factor acetylhydrolase IB subunit alpha2 OS=Gallus gallus OX=9031 GN=PAFAH1B2 PE=1 SV=1	PAFAH1B2	7.53	2	1	1.0	8319.88	18371.2		0.6234202587531115	1.3765797412468885		2.208108770799579		
