Protein accession	Gene name	ratio	type
A0A3S5ZPV2	ENAH	0.5050444635282257	Down
A0A3Q3B0H3	CAPSL	0.5230555880673455	Down
A0A8V0X163	PFN2	0.3824914287982455	Down
A0A3Q2UGT3	CDH2	0.6654123195193644	Down
A0A8V0ZIS3	CCDC65	0.5931303781454714	Down
A0A8V0X9Y5	ADGRL3	0.5695201323898915	Down
A0A8V0XA12	PPIC	0.6354832610408987	Down
A0A8V0XFV9	NGLY1	0.6495317645044022	Down
A0A8V0YQL8	SNX3	0.6002602828864003	Down
A0A8V0XGF5	NME7	0.4304950215516205	Down
A0A8V0YQA1	FHL1	0.3614628016085791	Down
A0A8V0YPT3	MPST	0.3421014244920328	Down
A0A8V0ZG81	ITGB6	0.5724794150398927	Down
A0A8V0XGW5	APOV1	0.4026207043861883	Down
A0A8V0YPM0	SPINK7	0.014283039843472073	Down
A0A8V0XH76	ACAT2	0.5166921402208582	Down
A0A8V0YQV1	RTN4	0.6138233820928782	Down
A0A8V0X6F7	WASL	0.5603911201549859	Down
A0A8V0XHF1	PSME1	0.6283808556012304	Down
A0A8V0XHT1	YES1	0.5934160438930407	Down
A0A8V0X6J8	IQUB	0.5992801041453185	Down
A0A8V0XIM8	HADH	0.4735529584543274	Down
A0A8V0YP15	PIH1D3	0.2501534976602784	Down
A0A8V0XIV7	LAMA3	0.5609618118829724	Down
A0A8V0YP03	TGFBI	0.5277171579851174	Down
A0A8V0ZFJ4	F3	0.4842530651954282	Down
A0A8V0XJW7	DCTN1	0.18631519731674695	Down
A0A8V0X6I3	LOC121108888	0.3671776246684115	Down
A0A8V0YQZ5	NUDT16L1	0.6581697213043652	Down
A0A8V0XEY5	PRSS35	0.26128138793295674	Down
A0A8V0XEP9	SULT1B1	0.5904564484006015	Down
A0A8V0XA55	SLC25A13	0.473269680122472	Down
A0A8V0ZIM1	SCG3	0.4493249956942807	Down
A0A8V0YU69	LOC107056278	0.6183641109354009	Down
A0A8V0ZI98	ATP5J2	0.322640517649846	Down
A0A8V0X4H8	PSMG2	0.5271615839825932	Down
A0A8V0YTK3	TSGA10	0.4211151300075071	Down
A0A8V0XBS7	SGK3	0.10170499727138067	Down
A0A8V0X4Q2	SEC14L2	0.6626546535759897	Down
A0A8V0XC92	NT5E	0.2522065523612075	Down
A0A8V0YTD8	NME5	0.4901109707410832	Down
A0A8V0YTD7	WFDC2	0.13525902410990395	Down
A0A8V0ZHF5	THBS1	0.5504195760403294	Down
A0A8V0ZHE8	VDAC2	0.6457258956822196	Down
A0A8V0XD01	USO1	0.5561052942043946	Down
A0A8V0YSE9	BMP7	0.5890457202266993	Down
A0A8V0ZH14	PTPRG	0.6519920337177527	Down
A0A8V0YS27	FGB	0.6148906302943596	Down
A0A8V0YRT1	BPIFB2	0.012149943586351788	Down
A0A8V0X5U5	CD109	0.2413147964619887	Down
A0A8V0XE68	ACAT1	0.4337975156861859	Down
A0A8V0X678	ARFIP2	0.14563431848871689	Down
A0A8V0Z2X9	ACOT7	0.5418090396421925	Down
A0A8V0XK52	CCDC181	0.4285510465417357	Down
A0A3Q2TZS5	FNBP1L	0.6231821251688431	Down
A0A3Q2TZD8	RAD23B	0.591021356966439	Down
A0A1D5PXC2	DRC3	0.6142014365408951	Down
A0A1D5P4S3	IL1RAP	0.5593047172220953	Down
A0A1D5P4Z5	PEF1	0.4771611223604281	Down
A0A1D5P624	UBQLN4	0.5056143446705564	Down
A0A1D5PXH0	AP1B1	0.5941792447111596	Down
A0A1D5P770	CTBP1	0.4171977434403236	Down
A0A8V0ZV28	MNS1	0.5239003769217787	Down
A0A1D5P797	SPTBN1	0.5718434691169475	Down
A0A1D5P8I3	SFPQ	0.4382333395069126	Down
A0A1D5P3B1	RPL11	0.4697898135336365	Down
A0A8V0ZER3	--	0.4895667222943322	Down
A0A8V0ZEP8	SNX4	0.563307415872451	Down
A0A8V0ZUX8	RPS26	0.44436305560392186	Down
A0A1D5PBY3	PRDX3	0.5386812011263322	Down
A0A1D5PC99	ETFA	0.4937402036457243	Down
A0A8V0ZCX6	CROCC	0.5790456454124129	Down
A0A8V0ZCQ2	CFAP58	0.5414279927718109	Down
A0A8V0ZCN9	ALDH3B2	0.5160780407755862	Down
A0A8V0ZCN4	GCN1	0.3938323933000447	Down
A0A8V0XMD4	CRYL1	0.24881336537361254	Down
A0A1D5P9Z1	ACP1	0.4127669089622673	Down
A0A8V0ZCD6	TM9SF3	0.6549747193418459	Down
A0A1D5PVD0	SPON2	0.4955899784118514	Down
A0A8V0ZG63	DNAL1	0.4038291484410659	Down
A0A8V0ZIN3	ACTB	0.6287902791419789	Down
Q90WD0	ACTR3	0.6624686771350342	Down
A0A8V0ZIA4	CFAP100	0.3688916279510761	Down
A0A1D5PJB0	IFT52	0.5697392722959551	Down
A0A1D5PJE2	TTC17	0.6644015807555149	Down
Q9YH14	rbf	0.6346620884385401	Down
R4GFJ0	CPE	0.3077309981151655	Down
A0A146F047	KRT6A	0.0872298447948828	Down
A0A1D5NTC1	PLA2G4A	0.6497875207603152	Down
A0A8V0ZWH3	DLAT	0.485840064433139	Down
A0A1D5PPP2	PUDP	0.6040772311800349	Down
A0A8V0ZWX1	APLP2	0.6157790548324307	Down
A0A1D5NW93	ATP5D	0.3242495285132277	Down
A0A1D5NWL4	TKTL1	0.4163277681601674	Down
A0A1D5NWR3	RAB4A	0.6377909180045839	Down
A0A8V0ZGJ2	FHAD1	0.5460930413373073	Down
A0A1D5NWT9	C9orf116	0.5429820355692732	Down
A0A8V0ZWM8	CRABP1	0.6381389097521445	Down
A0A8V0ZG73	NPTX2	0.5961246345529486	Down
A0A8V0ZWM4	PEPD	0.6420244881988186	Down
A0A1D5NVI1	RPL9	0.474288074877275	Down
A0A1D5PFR7	MAP1LC3A	0.5085112497253073	Down
A0A1D5PGR9	B3GNT5	0.6033536277465987	Down
A0A1L1RNL0	CCDC27	0.5401094951904697	Down
A0A1D5PY21	FUNDC2	0.5877053829019505	Down
A0A1D5PYQ3	GSPT2	0.4675061325592414	Down
A0A1D5Q032	CAP1	0.5527439687462241	Down
A0A3Q2U4G6	MAP2	0.5857478998239927	Down
A0A3Q2U511	CYTH3	0.4727085539216762	Down
A0A8V0Z7S9	UBR4	0.2683105554294489	Down
A0A8V0Z7E5	CHL1	0.6131651010433637	Down
A0A1L1RQ91	GPI	0.4989780223064737	Down
A0A1L1RR91	DNAJB11	0.6340826267364242	Down
A0A3Q2U3U3	HNRNPA2B1	0.4294884527548536	Down
A0A8V0Z788	MFAP2	0.28858479843971435	Down
A0A8V0ZQC1	KRT8	0.38184754592219605	Down
A0A1L1RWI9	CAMK4	0.6412784926489322	Down
A0A3Q2UCS5	CCDC25	0.5357662683020857	Down
A0A1L1RX26	ETF1	0.40697506992271865	Down
A0A8V0ZQ00	KRT40	0.4764724411559702	Down
A0A8V0Z624	TCTE1	0.6494736629626265	Down
A0A8V0ZPQ4	IFT46	0.6368999546654097	Down
A0A8V0Z535	ARHGAP17	0.6049271877900696	Down
A0A8V0ZPJ9	IDH1	0.5460667455643621	Down
A0A8V0Z6U6	--	0.6559117672041882	Down
A0A1D5PWK2	CRYBG3	0.6146454602199576	Down
A0A3Q2U3Q9	CFAP126	0.5157050905633072	Down
A0A8V0Z8E9	HSPA2	0.4957220522266124	Down
A0A1D5PIN1	PCMT1L	0.6181572959672189	Down
A0A1L1RRD7	MLF1	0.5772578158276894	Down
A0A1D5PK45	USP12	0.515198610048457	Down
A0A1L1RRQ3	KIFAP3	0.547934031000714	Down
A0A8V0ZBK5	NPHP4	0.4554517447051957	Down
A0A1L1RT39	RSPH3	0.5106676264722549	Down
A0A1L1RWM1	FAM228	0.4664519766660161	Down
A0A1L1RWS8	CORO1C	0.6147781630874855	Down
A0A1D5PMU2	PAFAH1B2	0.6427654578265041	Down
A0A1D5PNL3	UBE2N	0.5609445893234711	Down
A0A1L1RZ25	LRRC57	0.5480163251424198	Down
A0A1D5PP34	EXOC7	0.5080739768846354	Down
A0A1D5PQI1	LGALS3	0.6503911182408018	Down
A0A1D5PQV3	DLST	0.3859448100864325	Down
A0A8V0ZA56	PCSK6	0.5693142020043268	Down
A0A3Q2TSS2	SKAP2	0.5661997473433901	Down
A0A8V0ZSQ0	TTC25	0.5158012469339613	Down
A0A3Q2TVX1	KY	0.6416372576813664	Down
A0A3Q2U263	RAB11FIP1	0.6278563790918211	Down
A0A1D5PUL6	HSP90AA1	0.6291484218863496	Down
A0A3Q2U2K2	EPN2	0.323451942107091	Down
A0A3Q2UH76	CCDC166	0.4162795412965165	Down
A0A8V0ZF32	PROM1L	0.5874526665192423	Down
A0A8V0ZF15	ABCG2	0.39579310132303386	Down
A0A8V0X7B2	LOC100859645	0.3685523356335205	Down
A0A8V0YEH8	SFXN1	0.35587709563464165	Down
A0A8V0YEN4	PRDX6	0.4284833713565062	Down
A0A8V0XGU8	HPCAL1	0.6170539559168021	Down
A0A8V0Y1B1	--	0.3889343598651573	Down
A0A8V0Z438	ZC3H14	0.32299389323298106	Down
A0A8V0YGG7	UCHL5	0.5124537331638502	Down
A0A8V0Z3P5	DNALI1	0.6192186283733124	Down
A0A8V0XHB9	--	0.5646641866129778	Down
A0A8V0XZW7	ANKRD42	0.4439945303639004	Down
A0A8V0Y1R9	CRELD2	0.6621669954146614	Down
A0A8V0Z3H8	MESDC2	0.4764437270148283	Down
A0A8V0Z399	HBAD	0.3609073665529677	Down
A0A8V0Z382	NDUFS5	0.583931309811128	Down
A0A8V0XYP6	STARD13	0.5831896623593165	Down
A0A8V0YHY0	CBR3	0.567475447718082	Down
A0A8V0Z2Y8	LOC107049545	0.2261954541095233	Down
A0A8V0YID0	F7	0.2063132928004887	Down
A0A8V0YIU9	TM9SF4	0.4940796857463524	Down
A0A8V0YJ71	DDX17	0.4609560093379271	Down
A0A8V0XI38	IFT88	0.6045252945347256	Down
A0A8V0Z3C0	TRAIL-LIKE	0.3260173614023316	Down
A0A8V0XJ04	TFG	0.518627165449652	Down
A0A8V0XGK6	LOC107052453	0.5830888283126697	Down
A0A8V0Y2I3	ENDOD1	0.4785971286078656	Down
A0A8V0YAJ1	NTS	0.6530179751391388	Down
A0A8V0Y614	OVALX	0.0184549539910122	Down
A0A8V0XEW6	ENKUR	0.3166399382878951	Down
A0A8V0Z6Q2	CRYM	0.5105686610904897	Down
A0A8V0Y4R8	CGREF1	0.6178577385590152	Down
A0A8V0YBC7	CHSY3	0.5751311310982127	Down
A0A8V0XF06	HBBA	0.3519702636716691	Down
A0A8V0YBR3	TSPO	0.4001229322578558	Down
A0A8V0YBR8	APPL2	0.6553101756550305	Down
A0A8V0Y2H5	LGALS1A	0.6491086261742816	Down
A0A8V0Z637	ANXA4	0.5518364928909953	Down
A0A8V0Y4C5	EFCAB10	0.6015475394013842	Down
A0A8V0Z604	MUC13	0.6116735836309236	Down
A0A8V0XF39	CCDC170	0.5937893784256029	Down
A0A8V0Y466	FGL2	0.40309381074503015	Down
A0A8V0Z5I7	ATP6V1D	0.6619914453396997	Down
A0A8V0YD10	PABPC1	0.4713182316465971	Down
A0A8V0Y3U3	OvoDA1	0.010125875843800735	Down
A0A8V0YDF1	MYO16	0.5782016689069941	Down
A0A8V0Y2J9	DCTN3	0.5844961177217456	Down
A0A8V0YC52	NDUFA2	0.4215424642259803	Down
A0A8V0Z193	ARL3	0.5500905780854842	Down
A0A8V0XX41	CNTN5	0.6434584922264593	Down
A0A8V0Z153	MYLK	0.6273176745084241	Down
A0A8V0XR98	CD163L	0.010178311888876992	Down
A0A8V0YZ41	EIF4A3	0.6489041804780487	Down
A0A8V0YZ32	WNT4	0.5923819425905891	Down
A0A8V0YSD6	CHMP3	0.6501043592760688	Down
A0A8V0YZ27	PGD	0.5493503082752842	Down
A0A8V0YZ17	LOC112532681	0.15973180795198802	Down
A0A8V0XL80	SPG20	0.3964499057980799	Down
A0A8V0XLJ0	ENKUR	0.5036117824369276	Down
A0A8V0YTC2	STK26	0.5488347246149636	Down
A0A8V0XRE7	RPL24	0.4620751604386699	Down
A0A8V0XQ82	ITIH5	0.6572983922015445	Down
A0A8V0YYM2	CISD2	0.2830910024668076	Down
A0A8V0XLP0	CSPP1	0.4814194298242718	Down
A0A8V0YUW8	TLR1B	0.4986666820385411	Down
A0A8V0YY54	LMNAL	0.3476545023696683	Down
A0A8V0XNV9	UBE2V2	0.585094866773272	Down
A0A8V0XNL0	RABL2A	0.4648852925484617	Down
A0A8V0XM21	HBBA	0.14606798579401326	Down
A0A8V0XN99	IFT57	0.6014317239894506	Down
A0A8V0YXB1	SLC9A3R2	0.4140266379547705	Down
A0A8V0YYN9	KIZ	0.557156313614297	Down
A0A8V0XKR3	CAMK1D	0.1935871574886272	Down
A0A8V0XRY6	UBL3	0.36543275584712265	Down
A0A8V0XRZ6	NTPCR	0.3978247333801648	Down
A0A8V0YKG2	IQCG	0.37861428523786	Down
A0A8V0XWV1	C4H2orf81	0.5614625805603051	Down
A0A8V0Z0Y0	VDAC1	0.4659842659191121	Down
A0A8V0XWR2	CTNNA3	0.6044504742257822	Down
A0A8V0YLT1	CA2	0.35974406697074024	Down
A0A8V0XWM0	CREBRF	0.4653283758774197	Down
A0A8V0XWJ5	YLPM1	0.4484878810424504	Down
A0A8V0XW93	HSPA4L	0.5964171820521851	Down
A0A8V0XW03	--	0.4558009346142191	Down
A0A8V0Z0S2	ENO1	0.6077065210621378	Down
A0A8V0XU90	LANCL2	0.3021161072408697	Down
A0A8V0Z0Q5	KLC2	0.5590750535555178	Down
A0A8V0XJW9	SRI	0.42320306177246975	Down
A0A8V0XTG9	TLDC1	0.4855323003514861	Down
A0A8V0XK42	HSD17B13	0.53730241033351	Down
A0A8V0Z066	KTN1	0.4693685380138986	Down
A0A8V0XK73	ZDHHC14	0.3821253467417236	Down
A0A8V0YQR1	TRAF3IP1	0.6475384292861474	Down
A0A8V0XKJ6	ACIN1	0.6175843906302381	Down
A0A8V0YZM0	ABHD12	0.5070006404722788	Down
A0A8V0XS64	GNG10	0.4994904755523976	Down
A0A8V0YA67	CMAS	0.3722596239232749	Down
A0A8V0YA55	FRZB	0.4742710393953642	Down
A0A8V0Y6Q3	LTA4H	0.3732717355003896	Down
A0A8V0Y9X9	ATP5O	0.5034211323039661	Down
A0A8V0X8M0	PRKX	0.35431460522979313	Down
A0A8V0X8U3	ASAP2	0.35289028730000793	Down
A0A8V0XUD0	EEF1D	0.3902050002028437	Down
A0A8V0XUH8	TSTA3	0.3638092125785416	Down
A0A8V0YHC1	COL6A1	0.2740162920355404	Down
A0A8V0YH66	HDHD2	0.3745637148730117	Down
A0A8V0YGM5	TMEM2	0.6390491176165755	Down
A0A8V0XVT5	ALDH6A1	0.34548917612442204	Down
A0A8V0XVX3	ERGIC1	0.3541705177474015	Down
A0A8V0XTR4	CTNNA1	0.6248284283795336	Down
A0A8V0X945	LOC101750376	0.4685187970389538	Down
A0A8V0XWB1	CLGN	0.6469219515795048	Down
A0A8V0XWG1	APRT	0.5665655025803834	Down
A0A8V0ZC01	COX6A1	0.5931582717120462	Down
A0A8V0XWZ3	STC2	0.5945098396143379	Down
A0A8V0ZBX0	JUP	0.4660849283785466	Down
A0A8V0XXE8	REEP5	0.6027640725466111	Down
A0A8V0XXX0	RPS3A	0.5895086794701755	Down
A0A8V0XXX2	IST1	0.5857821111314347	Down
A0A8V0XY40	RARS	0.4484462254232273	Down
A0A8V0YGM0	ACO2	0.5122995857871453	Down
A0A8V0XTM2	PAPSS1	0.6628855373127996	Down
A0A8V0ZDV1	SCG5	0.6560677159343496	Down
A0A8V0YIG1	SVOPL	0.6575951098267271	Down
A0A8V0YMC5	DAB2	0.6361681234786458	Down
A0A8V0XL89	PPP3CA	0.6229049550755378	Down
A0A8V0XLB9	SOD2	0.519121454946604	Down
A0A8V0XM79	DHDH	0.337566834887982	Down
A0A8V0ZEW0	TSN	0.6646183553664035	Down
A0A8V0ZEG2	RAB27A	0.6588848304395243	Down
A0A8V0XPM1	SNX9	0.6413141256964693	Down
A0A8V0X7S3	--	0.5938163425884159	Down
A0A8V0YL67	FAM3B	0.6508451691636589	Down
A0A8V0XQS1	MIA2	0.4038451755668884	Down
A0A8V0YKT5	TMEM33	0.289673634667981	Down
A0A8V0YKR2	MYCBP	0.4380852505266675	Down
A0A8V0ZEB2	PLD6	0.5117842379507428	Down
A0A8V0YKG4	CPNE3	0.4495045962181993	Down
A0A8V0X7S6	FAM175B	0.2456791742380248	Down
A0A8V0X8E4	--	0.6463728655866899	Down
A0A8V0YJ41	YWHAZ	0.4956643430677461	Down
A0A8V0YJ25	OVALY	0.011668151635557771	Down
E1C2N5	MAFIP	0.6623597420336644	Down
A0A8V0YIZ9	FGG	0.445198253845908	Down
A0A8V0ZDX0	DYNC2LI1	0.63602135013594	Down
A0A8V0XYC7	IFT74	0.5896172578821379	Down
Q8QFM7	L-PGDS	0.038761791925949085	Down
A0A8V0X9K8	ALDH7A1	0.5691712579254548	Down
A0A8V0X9X8	TPT1	0.458069279374329	Down
A0A8V0Y606	TGFB1	0.470562620265157	Down
A0A8V0Z8R3	PRKAR2A	0.6425839785214784	Down
A0A8V0Y9J8	MGAT4D	0.5116116217217116	Down
A0A8V0Y9F9	AvBD11	0.009192782697535387	Down
A0A8V0Y6Y0	GAS8	0.5934799292602355	Down
A0A8V0Z863	NDUFB10	0.611761068714711	Down
A0A8V0Y6Z6	ATP6V1C1	0.37233322659835627	Down
A0A8V0Y726	TXNDC5	0.6285326466654689	Down
A0A8V0Y727	TOR1AIP2	0.6145488227730596	Down
A0A8V0Y5N7	BST1	0.3416155125384539	Down
A0A8V0Y7A6	POMC	0.3609420818100599	Down
A0A8V0XDZ2	HHLA2	0.5296798101425876	Down
A0A8V0Y927	DCBLD1	0.5628469239410561	Down
A0A8V0Y828	--	0.5289001262001458	Down
A0A8V0Y7M8	STXBP3	0.2618046567264606	Down
A0A8V0Y9D6	NEK7	0.33494565987330754	Down
A0A8V0XEJ2	EFCAB1	0.35370608073093146	Down
A0A8V0Y711	C21orf59	0.6499676617496941	Down
A0A8V0Y6T6	SPAG8	0.6370312751911121	Down
A0A8V0Y9V7	NDUFS4	0.4716150536238579	Down
A0A8V0Y8W7	ATP6V1E1	0.629337731347256	Down
A0A8V0Y5A6	ACTN4	0.6355945698866596	Down
A0A8V0Y4T8	CDHR3	0.6141854539663762	Down
A0A8V0Z8Y2	DSTN	0.5017577341858318	Down
A0A8V0XA34	--	0.3883552104922635	Down
A0A8V0ZBP0	DYL1	0.28686826737653004	Down
A0A8V0YE66	--	0.4315534695220693	Down
A0A8V0ZBD1	PPP2R5A	0.5436507936507936	Down
A0A8V0XAC3	FAM3C	0.6133903727034825	Down
A0A8V0Y103	PCDH18	0.6065639250055093	Down
A0A8V0Y121	CHST4	0.550792694096305	Down
A0A8V0YCF4	SERPINB5	0.5306804374240583	Down
A0A8V0Y1A4	ADAMTS1	0.4161161310487881	Down
A0A8V0YCC2	NUDC	0.6114508379846525	Down
A0A8V0Y1W6	LVRN	0.20545375436960453	Down
A0A8V0XAH5	NUDT9	0.6450483612239691	Down
A0A8V0YBT4	TTLL12	0.443233061042198	Down
A0A8V0Z9M9	UBA5	0.2700697815533981	Down
A0A8V0Y2M4	ADGRA3	0.5773709878251245	Down
A0A8V0YAT1	TGFBI	0.4586588917827418	Down
A0A8V0Y3T8	PLBD1	0.3692081491447242	Down
A0A8V0XB81	GSTA4	0.40288226094374496	Down
A0A8V0Z958	DYNC1LI1	0.5345012797794841	Down
A0A8V0XBB2	UMAD1	0.4069734676917827	Down
A0A8V0Y9U9	STMND1	0.4257372957928163	Down
A0A8V0XZ15	HAPLN1	0.6617214480477777	Down
A0A8V0ZYC2	TPM1	0.6355028568331299	Down
A0A1L1RM08	MYL12A	0.3891596334075493	Down
Q5ZLC9	GOLGA7	0.4174293711130895	Down
A0A8V1A504	SERPINE2	0.6226208444599249	Down
A0A8V0X354	NOS1	0.6454917063903132	Down
A0A8V1A4P2	PGM1	0.5142816518979214	Down
A0A8V1AHP5	MYH10	0.6167744837796741	Down
A0A8V1A9K7	GNG7	0.5581384639564648	Down
A0A8V1A9K2	ENDOG	0.6388101575839805	Down
Q5ZIP7	RAB5A	0.4795195228062494	Down
A0A8V1AIF1	AP1M1	0.6500097650528288	Down
A0A8V1A472	TPM3	0.5249515941654833	Down
A0A8V1A3Y9	FANCD2	0.5869307546283741	Down
A0A8V1AIR0	ALDOC	0.5682151094317399	Down
A0A8V1A8Y2	ENTPD8	0.6127894361090344	Down
A0A8V1AMY7	TXNDC17	0.39932845322520505	Down
A0A8V1A3I2	NCAM1	0.6236670497819763	Down
A0A8V1A3F3	MAP4	0.5844061131206115	Down
R4GKD1	GNG5	0.3391919303808423	Down
A0A8V1A3B4	UQCRC1	0.5733516309511243	Down
Q5ZL72	HSPD1	0.5015609609919409	Down
A0A0A8WJ47	OvoDB1	0.12254166360766465	Down
Q5ZLC7	MAPRE1	0.5704457856148586	Down
A0A8V1A5A3	LOC100857333	0.6123399301513387	Down
A0A8V1ABC8	MYD88	0.4831062010054534	Down
Q5ZKQ2	QDPR	0.6363910758384871	Down
Q8AV58	SDK1	0.5419303909658573	Down
Q5ZKR9	ARF4	0.5439905078970473	Down
A0A8V1A6X0	SCG2	0.1975742118945501	Down
A0A1L1RPJ2	MAP2K1	0.6243763307905933	Down
A0A1L1RVF4	ERAP1	0.4944680206123068	Down
A0A8V1A6Q7	SNX27	0.3755881698027011	Down
Q7ZT63	cpsmb7	0.4986376752338406	Down
A0A8V1ALH2	TAGLN2	0.3566947344211186	Down
Q5ZLF6	TMED7	0.44586677766457106	Down
F1NLV4	GNB1	0.6443642589469188	Down
Q5ZM44	CHP1	0.5976979566987557	Down
A0A8V1AAK7	LASP1	0.5198377012675575	Down
Q5ZM47	PPP2CA	0.4925143587963254	Down
Q5ZLN1	PGAM1	0.5909350128169433	Down
A0A8V1A9W8	PTPA	0.4815621734046626	Down
A0A452J806	OLA1	0.4491345941717976	Down
A0A8V1A8E4	TMPRSS9	0.4112140891340056	Down
A0A140T8H8	RBP	0.060869034328774774	Down
A0A8V0XK27	DYNC2H1	0.31095846460025595	Down
A0A1D5NUN4	FAM126A	0.6050845820481284	Down
E1BW98	GNB4	0.5662036372767058	Down
P25155	F10	0.4369310066131582	Down
A0A8V1A0H5	CCDC141	0.35412138322959474	Down
A0A8V1A0D3	CC2D1A	0.6643778665879893	Down
A0A8V1AGA3	OGFOD3	0.5828136640821169	Down
A0A8V0Y8B2	PACSIN2	0.5494350461466979	Down
A0A8V0Y9B4	KATNAL2	0.5441453726753551	Down
A0A8V0YB71	HADHB	0.4749553391344435	Down
F1NJU7	YARS	0.5650539579662723	Down
P23614	BASP1	0.3018511033707392	Down
F1NJF9	SMDT1	0.4453171146818842	Down
A0A8V1A7D7	SARS1	0.6468818202762141	Down
E1BXU3	ROPN1L	0.4750425981608452	Down
A0A8V1A064	PSRC1	0.21290476121981167	Down
A0A8V0YHG3	NAXD	0.654215402674716	Down
A0A8V1A7C5	NCLN	0.5859815600597952	Down
E1BVC2	CAND2	0.2509401590664397	Down
A0A8V1AJV5	SLC9A3R1	0.4939233812582586	Down
A0A8V0Y492	HADHA	0.5079172123738726	Down
A0A8V0Y2J1	CD36	0.6402398059397614	Down
P84229	H3-I	0.5733096115511169	Down
A0A146F0A0	otokeratin	0.3850955998847761	Down
A0A8V1A2P1	--	0.018026061006446912	Down
A0A8V1A2C1	LDLRAD1	0.575451123041328	Down
A0A8V0XP02	MMP1	0.1796874467006115	Down
A0A8V1AJR8	ARHGDIA	0.5658197532371476	Down
A0A8V1A1Y4	ARL8A	0.4845187131408272	Down
A0A8V1A840	ATP12A	0.5267744764380063	Down
A0A8V1ALE0	RSAD1	0.6259773027239912	Down
A0A8V1A1T7	OVOA	0.03113880573799373	Down
A0A1D5NT70	LOC395611	0.40725159310833137	Down
A0A8V1A1C6	FSTL1	0.2394054634301346	Down
S4VGQ1	FJX1	0.34287180225754765	Down
E1BRR9	MORN3	0.5901783866934142	Down
A0A8V1A178	KRT14	0.3040021642588652	Down
A0A8V0XY43	ADCY1	0.47668144879704294	Down
A0A8V1A134	TNFRSF6B	0.4462234634786557	Down
A0A8V0Y006	ENPP6	0.5998633934348961	Down
P42558	RAN	0.6003670279669812	Down
A0A8V0ZZS6	SERPINE2	0.659433664970963	Down
Q90593	HSPA5	0.5474297566978858	Down
A0A1D5PME6	IFT27	0.6273701020216037	Down
P0CB50	PRDX1	0.5306516248095533	Down
A0A8V1AHR8	SPACA9	0.3083011465123735	Down
A0A8V1AEU4	BLMH	0.2525476250640678	Down
A0A8V1AE09	RAB43	0.6275797807038721	Down
P13648	LMNA	0.3242201087051995	Down
A0A8V1ADW6	--	0.4696924929515135	Down
P18944	MT-CO2	0.5978083749822286	Down
O42273	TENP	0.013075701545680829	Down
A0A8V1ADP5	IFT20	0.4741681973980722	Down
A0A8V1AEW4	TUBB4B	0.5270670555526508	Down
A0A3Q2TTG3	SLC25A24	0.5003302372627719	Down
A0A8V1ADL7	CHMP6	0.5014918744739192	Down
A0A8V1AIJ3	--	0.5789012810359327	Down
Q03696	--	0.2710107534642032	Down
A0A8V1AF44	GDF15	0.4934730649016363	Down
A0A8V1ACV7	ODF2	0.1849436873313656	Down
Q5F371	SBNO1	0.4637756449016786	Down
