Protein accession	Gene name	ratio	type
A0A8V0ZG73	NPTX2	0.9489282837507038	None
A0A8V0ZG64	BAIAP2L1	1.1038876153836126	None
A0A8V0ZG63	DNAL1	0.6704927472784415	None
A0A8V0ZG00	RAB35	0.7006272682467852	None
A0A8V1A2C1	LDLRAD1	0.7084535447028825	None
A0A8V1A2Q9	C4BPM	0.9050860445068802	None
A0A8V1A2R2	GAL3ST2	1.0605777113257149	None
A0A8V1AM71	C5	0.7266604105571848	None
A0A8V1AM47	SLC13A2	1.1067034207675954	None
A0A8V1ALA7	WSCD1	0.7427199907925887	None
A0A8V1AKM7	LOC107055082	0.7147206589350407	None
A0A8V1AKH3	RABL6	1.3259039757765485	None
A0A8V1AKB5	SEPTIN9	1.324891787467681	None
A0A8V1AKA5	PRPSAP1	0.8679192776242556	None
A0A8V1AK00	SERPINF1	1.0644639502425253	None
A0A8V1AJI2	--	0.6953844453042949	None
A0A8V1AJD5	HSF5	1.0640507481063142	None
A0A8V1AJ84	SCPEP1	0.9796924688195312	None
A0A8V1AIJ3	--	1.0617085377901518	None
A0A8V1AIF3	LOC121107580	0.9982827693870256	None
A0A8V1AHR8	SPACA9	0.7410652947193258	None
A0A8V1AHK4	YWHAE	1.3269372772706356	None
A0A8V1AHD9	SGSH	1.3042363636889729	None
A0A8V1AHB3	RAB2B	0.7203939446644545	None
A0A8V1AGU4	PSMD5	1.4959021788414941	None
A0A8V1AFR7	CPAMD8	0.6945846744434686	None
A0A8V1AFR4	GPS1	0.8190965254304106	None
A0A8V1AFP7	METRNL	0.7551677726121276	None
A0A8V1AFP1	CCDC180	0.7270401325568362	None
A0A8V1AFH9	STOM	0.8577583335183993	None
A0A8V1AMH6	SERPINF2	0.953344690516752	None
A0A8V1AFC3	WBP2	0.7466346682536499	None
A0A8V1AMW1	CANT1	0.9080032326089428	None
A0A8V1APV6	GRB2	0.6741587829642721	None
R4GM80	C5orf49	0.6999629701037143	None
R4GLT1	--	0.732690388320219	None
R4GLP0	COX7C	1.272444860590928	None
R4GH52	P3H4	0.7022846173340354	None
R4GGX2	TSC22D1	1.0249685519663922	None
Q5ZJ70	PDCD6IP	0.7522238311956971	None
Q5ZIW8	RRAS	0.6765321738285519	None
Q5F482	FAM26E	0.7624434389140271	None
Q25QX5	BNAS1	1.204586150091183	None
F1P3K5	RASL10A	1.1991201065807595	None
F1NYK5	C6orf120	0.8482681731934008	None
F1NPQ0	PSMD12	0.8886881531859384	None
F1NMY1	YWHAG	1.2951190535266528	None
F1NIK3	DRG2	1.2408377182868282	None
F1NCU8	DNAJC25	0.6744875203164964	None
E1C9J2	MANF	0.9122740566418498	None
E1C852	PDLIM1	1.4176356378809258	None
E1C7Q5	SMIM5	1.0449791373221915	None
E1C123	AHSA1	1.0503500648268198	None
E1BWW2	UEVLD	0.8511119427767206	None
E1BW98	GNB4	0.8617727240117654	None
E1BVC2	CAND2	0.910433091376376	None
E1BSH4	C1GALT1C1	0.894332243416096	None
A0A8V1AMY7	TXNDC17	0.9624669517688992	None
A0A8V1AEU3	APOA2	1.3827592690268171	None
A0A8V1AER0	SUMO2	0.9663318526963018	None
A0A8V1AEL1	CHERP	0.9039756251009397	None
A0A8V1A724	GLT8D1	1.1929982608442546	None
A0A8V1A6Z0	DPP7	1.2457705087109647	None
A0A8V1A6Q7	SNX27	1.1927628848520075	None
A0A8V1A685	YWHAH	0.8498442679592593	None
A0A8V1A657	PBXIP1	1.095447279616364	None
A0A8V1A635	C1orf228	1.1910528565322696	None
A0A8V1A5Z6	PODN	1.0280318790919658	None
A0A8V1A5Q4	SERPING1	1.2227941910993456	None
A0A8V1A5P3	LRRC71	1.2150221779491182	None
A0A8V1A5N0	TTC21B	0.7601393170390358	None
A0A8V1A5K2	CAB39	0.7915049139255873	None
A0A8V1A5E6	OLFML2A	1.379247947744726	None
A0A8V1A5A3	LOC100857333	0.8300583747204797	None
A0A8V1A504	SERPINE2	0.6907225511823214	None
A0A8V1A4A8	TCTEX1D4	1.4506800064811176	None
A0A8V1A472	TPM3	0.9139236693773936	None
A0A8V1A3Y0	MUC5L	1.2571731288937813	None
A0A8V1A3S8	SRCIN1	0.8882627495962692	None
A0A8V1A3I2	NCAM1	0.9471585163284286	None
A0A8V1A3H9	MST1	0.7978036042359062	None
A0A8V1A3F3	MAP4	1.3080845506504175	None
A0A8V1A3B5	--	0.8914245908256404	None
A0A8V1A2X4	UBXN6	0.8084570487515438	None
A0A8V1A7K6	C4BPG	1.1022448795164712	None
A0A8V1A843	LRIG2	0.9230828279726719	None
A0A8V1A8R0	PPY	0.9282710820951824	None
A0A8V1A8U0	LOC420039	0.9612907833128408	None
A0A8V1AE66	--	0.6763935432104592	None
A0A8V1AE09	RAB43	0.9385146914844762	None
A0A8V1ADX0	PTPN23	0.9765491168999942	None
A0A8V1ADW6	--	1.43295369338066	None
A0A8V1ADN3	IL6R	1.060941291516993	None
A0A8V1ADH4	RSPH14	0.7065153531483724	None
A0A8V1ADD2	MSI2	0.8959058581926234	None
A0A8V1AD22	QRICH2	0.7213114754098361	None
A0A8V1ACV0	PIGR	1.2183191875582593	None
A0A8V1ACU3	UBE2O	0.9663868749587644	None
A0A8V1ACU1	POLDIP2	0.8628871773138509	None
A0A8V0ZAP5	HMCN1	1.0344653114676032	None
A0A8V1AC93	OAF	0.9263524581369232	None
A0A8V1ABR7	IFT22	0.8910387196513644	None
A0A8V1ABI4	TOM1L1	0.8081233993088481	None
A0A8V1AB26	DCXR	1.0200481727080792	None
A0A8V1AB07	RTN4RL2	1.004103713245489	None
A0A8V1AAN6	TNC	1.023142182742853	None
A0A8V1A9L3	PRUNE1	0.8933099170305364	None
A0A8V1A9A6	ADAMTSL5	0.9496434142215257	None
A0A8V1A992	TWF2	1.335964461852617	None
A0A8V1A929	--	0.7128373811562203	None
A0A8V1A8Y7	--	0.7145851861262865	None
A0A8V1A8U2	LOC121112063	1.0766360146415501	None
A0A8V1AC48	SEMA3G	0.8732288229450921	None
A0A8V0ZA93	CEMIP	1.1177227177001032	None
A0A8V0Z9Y2	SNRPB2	1.4073436513773911	None
A0A8V0Z9W5	TMC7	0.6679818065040437	None
A0A8V0Y466	FGL2	0.8584099707607115	None
A0A8V0Y456	CCDC146	0.9051649988064158	None
A0A8V0Y3V2	EPB41L4A	0.9891114559489084	None
A0A8V0Y3Q1	RSPH1	0.8382741712357045	None
A0A8V0Y380	LAMB1	0.9596616723975347	None
A0A8V0Y2Y6	LOC423629	0.7092951964599882	None
A0A8V0Y2L2	PSMA2	0.9048952847059912	None
A0A8V0Y2I7	CD2AP	0.9150982536868704	None
A0A8V0Y2I3	ENDOD1	0.8126276393405263	None
A0A8V0Y2H5	LGALS1A	1.0897557196176741	None
A0A8V0Y2G8	CABCOCO1	0.7750634152538	None
A0A8V0Y290	EMILIN1	0.930181783663202	None
A0A8V0Y1R9	CRELD2	1.06222867582021	None
A0A8V0Y1E4	IFT172	0.7007233413704597	None
A0A8V0Y1D9	MTPN	1.4260418505492714	None
A0A8V0Y0Y4	GOLM1	1.1815486737725924	None
A0A8V0Y0V5	LMAN1L	0.9957630629031304	None
A0A8V0Y0L8	--	1.251086050239342	None
A0A8V0Y079	AP1G1	1.292181385223348	None
A0A8V0XZJ3	ERP44	1.1299184018342727	None
A0A8V0XYF2	C4orf33	1.470081616734114	None
A0A8V0XYB6	--	0.9579732800671618	None
A0A8V0XY69	ADM2	1.2742395590117646	None
A0A8V0Y498	CRMP1	1.1354644250845602	None
A0A8V0XY45	CREG1	0.9302352027353908	None
A0A8V0Y4R8	CGREF1	1.1183981135998573	None
A0A8V0Y664	--	1.3099504845952894	None
A0A8V0YCF4	SERPINB5	0.710255079654381	None
A0A8V0YCC2	NUDC	1.195960637510928	None
A0A8V0YC49	LGR5	0.7357206855875774	None
A0A8V0YBZ6	SGSM3	1.43876239527924	None
A0A8V0YBZ0	SERPINB10A	1.3569909262549094	None
A0A8V0YBT4	TTLL12	1.2290775237354308	None
A0A8V0YB27	LAMC1	1.0046803538425186	None
A0A8V0YAR8	LY86	1.0639540975540869	None
A0A8V0YAK0	EPS8	0.7682127372125173	None
A0A8V0Y9P2	MGAT3	1.3009918476118392	None
A0A8V0Y9L5	PKP2	1.4377796919973949	None
A0A8V0Y9I2	TOR3A	0.8563537144208502	None
A0A8V0Y999	GAS1	1.1122894903212208	None
A0A8V0Y969	--	0.7598782342034863	None
A0A8V0Y918	DYDC2	0.7220416661819958	None
A0A8V0Y8W7	ATP6V1E1	1.1527581060656469	None
A0A8V0Y879	TNPO1	1.3965557017804782	None
A0A8V0Y807	PRKCDBP	0.8626406992517002	None
A0A8V0Y7Y9	GABARAPL2	0.6687262195950537	None
A0A8V0Y7M5	WBP2NL	1.103666029997483	None
A0A8V0Y7G8	LMAN2	1.213352875253061	None
A0A8V0Y711	C21orf59	1.4015189886569368	None
A0A8V0Y6D7	SPAG16	0.7905627143784183	None
A0A8V0Y5R8	RPL30	1.3017818945940092	None
A0A8V0XXM5	ARSA	0.7691566422487363	None
A0A8V0XXK8	COL14A1	0.8049521424549787	None
A0A8V0XXJ7	SPOCK3	0.822474786390644	None
A0A8V0XNK1	ROBO2	1.0410192931534916	None
A0A8V0XNH0	ARMC3	0.8325136440926979	None
A0A8V0XNG8	CFAP97	0.7538176892649266	None
A0A8V0XN99	IFT57	0.8097538439456734	None
A0A8V0XM84	LOC101748084	1.0056427128282377	None
A0A8V0XM35	AHCYL2	1.4416079550521714	None
A0A8V0XLN9	SLC39A8	0.7288716087008487	None
A0A8V0XL71	--	0.9516410150364836	None
A0A8V0XKX9	TMEM150C	1.447517589499154	None
A0A8V0XKL1	GIPC1	1.3028409709371938	None
A0A8V0XK60	TBCK	1.4157159006814644	None
A0A8V0XJQ3	IGFBP7	1.0191092306216627	None
A0A8V0XJG4	SNX32	1.3810531417835188	None
A0A8V0XJE9	ABI3BP	0.8590053543395024	None
A0A8V0XJ43	UPF2	1.1360007902946716	None
A0A8V0XHQ1	OLFM4	0.7236409843734037	None
A0A8V0XHB9	--	1.4602290625628838	None
A0A8V0XGY8	TPD52	0.7773574147416437	None
A0A8V0XGW1	NHLRC3	1.3926865123116499	None
A0A8V0XGU8	HPCAL1	0.7037436958656217	None
A0A8V0XGN9	DNAJC3	0.7997681642896493	None
A0A8V0XFY3	GSTZ1	1.0075115393390546	None
A0A8V0XEK3	TSKU	1.1657748270823465	None
A0A8V0XNM8	CYP51A1	0.6889393563038927	None
A0A8V0XNV9	UBE2V2	1.1797707386312597	None
A0A8V0XPA4	FAM98A	0.7848045576302995	None
A0A8V0XPG2	HSPA13	0.9512389038834268	None
A0A8V0XWY0	GPIHBP1	0.8285792535171855	None
A0A8V0XWT5	LRRTM3	0.9934760964873977	None
A0A8V0XWF0	NXPH2	1.246365516964741	None
A0A8V0XWD4	CTSO	1.2060875416105956	None
A0A8V0XW03	--	1.210655027405781	None
A0A8V0XVD5	TRAPPC9	1.0390103363744343	None
A0A8V0XUW3	COL15A1	0.9379147133188476	None
A0A8V0XUQ5	GOLM1	0.7172356157069399	None
A0A8V0XUJ8	RXFP1	0.8810799812454108	None
A0A8V0XTN8	CHMP2B	1.0609241291616809	None
A0A8V0XTF7	ABI3BP	0.7424449277759537	None
A0A8V0YCM7	KIAA1549	0.6970091057134338	None
A0A8V0XTA2	ADPRH	1.3678136788865636	None
A0A8V0XSN0	LSAMP	0.8168879181705058	None
A0A8V0XSL8	ARHGEF37	0.7116770910632884	None
A0A8V0XS64	GNG10	0.9181123836398174	None
A0A8V0XS33	--	1.0847367634247302	None
A0A8V0XRL7	EFR3A	0.7159514960113811	None
A0A8V0XR95	DCDC2	1.1295731451842663	None
A0A8V0XR59	SELENOOL	0.7277400983328306	None
A0A8V0XR23	FNDC1	1.3132267743318171	None
A0A8V0XQV4	RAB39A	0.6986270393751833	None
A0A8V0XQI4	LOC428417	0.8391055869585584	None
A0A8V0XQE6	ABCE1	1.3699668000340512	None
A0A8V0XSP0	LSAMP	0.927305944595594	None
A0A8V0XE96	--	0.7569849996025171	None
A0A8V0YDB7	SCUBE1	0.8182469251128756	None
A0A8V0YEM7	TMEM5	0.8926929302195117	None
A0A8V0Z2F8	ALDH1A3	0.8525933439333298	None
A0A8V0Z249	SLC22A7	0.6767716706286255	None
A0A8V0Z1X8	YBX1	1.3075545872211436	None
A0A8V0Z1E6	SPIA1	1.2400873886843229	None
A0A8V0Z0Z7	DCDC2B	0.9042701179785176	None
A0A8V0Z0N6	CAPN7	0.8114272890484738	None
A0A8V0Z0L4	IFT140	1.0841516078577962	None
A0A8V0Z0G8	PSME4	1.3828095277862835	None
A0A8V0Z0B9	MGAT4B	1.1198034944616952	None
A0A8V0Z086	GM2A	0.7205098304970065	None
A0A8V0YZN6	MIA3	1.098483830374705	None
A0A8V0YZM7	CCDC78	0.8393093968551275	None
A0A8V0YZ83	JMJD8	0.8289591725133761	None
A0A8V0YZ76	SYTL4	0.9427155390047264	None
A0A8V0YZ75	C4orf47	0.7223852328707974	None
A0A8V0YY90	FAM132A	1.0238422741861533	None
A0A8V0YXU6	GNRHR	0.8034468094630587	None
A0A8V0YXD0	TRAP1	1.3267045659758592	None
A0A8V0YWS5	ROGDI	0.7716951051361601	None
A0A8V0YWI5	CCK	1.4249184663501897	None
A0A8V0YW97	ADD1	1.2921010652986828	None
A0A8V0YW75	VWA1	0.8209499098549093	None
A0A8V0YV77	F12	1.130169892098177	None
A0A8V0Z2J4	FGFRL1	0.7316090293163792	None
A0A8V0YV67	CDCP1	1.0196405267464312	None
A0A8V0Z2K8	CNPY3	0.941501418501945	None
A0A8V0Z2P4	FLII	1.3017945864454863	None
A0A8V0Z9H4	CCDC93	1.1030465728372485	None
A0A8V0Z9G8	LRIG1	1.0361481303747415	None
A0A8V0Z994	CFAP161	0.7354299184958732	None
A0A8V0Z986	ANXA8L1	1.0414872199994905	None
A0A8V0Z8N6	STC1	1.435292003319045	None
A0A8V0Z8K3	ACPP	0.9154850717649524	None
A0A8V0Z8E9	HSPA2	0.9137948961706424	None
A0A8V0Z894	MSLN	1.1464961036784629	None
A0A8V0Z862	NBL1	0.9398492347070876	None
A0A8V0Z7T9	BMERB1	1.123300518579362	None
A0A8V0Z7S9	UBR4	1.1191143963157228	None
A0A8V0Z7J9	--	1.1407207544980205	None
A0A8V0Z7E5	CHL1	0.7284827896980832	None
A0A8V0Z6Y4	XPO7	1.0651414397389285	None
A0A8V0Z6X2	GXYLT2	0.7717858044960848	None
A0A8V0Z6E1	PSMD6	1.443681720639875	None
A0A8V0Z6B6	--	0.785111673801224	None
A0A8V0Z697	LRFN5	0.8561395021951242	None
A0A8V0Z624	TCTE1	0.8173110889070558	None
A0A8V0Z5N7	FAM173A	1.028600532746477	None
A0A8V0Z535	ARHGAP17	0.7091062180764998	None
A0A8V0Z4U8	RPL4	1.464538910275662	None
A0A8V0Z2X9	ACOT7	1.2174394162476505	None
A0A8V0Z2M3	ATAD3B	1.3793089203351916	None
A0A8V0YUY5	FETUB	1.1806614037751124	None
A0A8V0YUF6	ADAMTSL1	0.8839873333367074	None
A0A8V0YU35	CEP78	0.7978437428506062	None
A0A8V0YLU2	SH3BGRL3	1.1212559886054645	None
A0A8V0YLN5	ARSB	0.7148921148004429	None
A0A8V0YLF7	AK7	0.765083547290042	None
A0A8V0YLA5	KIAA0319L	1.1110623895199858	None
A0A8V0YL67	FAM3B	0.781121526064792	None
A0A8V0YKT5	TMEM33	0.7253476752389513	None
A0A8V0YKJ1	PGM2	1.2025894141574482	None
A0A8V0YJM8	ATF6B	0.8988262062634883	None
A0A8V0YJ41	YWHAZ	0.9539338518697416	None
A0A8V0YIU6	C20orf85	0.8187565257113025	None
A0A8V0YIT7	TCTEX1D2	0.7470349361225459	None
A0A8V0YIR4	MATN2	1.1949982414246312	None
A0A8V0YIL3	FAM81B	0.7983554452806201	None
A0A8V0YH66	HDHD2	1.0398112765047525	None
A0A8V0YGQ5	ST13P5	1.0588477366255142	None
A0A8V0YGM4	AKAP14	0.8417176599078294	None
A0A8V0YGL6	GFRA3	0.9046597614078484	None
A0A8V0YG88	MYO1B	0.8060836075905049	None
A0A8V0YG24	CHADL	1.15512753774076	None
A0A8V0YFY5	C20orf96	0.8940021516944594	None
A0A8V0YFX5	CBY1	0.9970853584752328	None
A0A8V0YFK4	TMPRSS2	1.1464648415406984	None
A0A8V0YFA7	--	1.3114151327221641	None
A0A8V0YLX0	VSTM2L	0.8863820005477667	None
A0A8V0YLY1	PCOLCE2	0.7321575600819054	None
A0A8V0YMM6	CHRD	0.8695142222139216	None
A0A8V0YMR1	FSTL4	0.9790327780313084	None
A0A8V0YTT8	C5orf15	0.9877147198506416	None
A0A8V0YTK3	TSGA10	1.388307286334994	None
A0A8V0YTI4	SPOCK1	0.9803173830919808	None
A0A8V0YTG5	--	1.0060169932373852	None
A0A8V0YT67	PLS1	1.1553716427232978	None
A0A8V0YSI0	--	0.9143215653469616	None
A0A8V0YSF0	PLSCR1	0.8142981266955109	None
A0A8V0YSE6	LOC107049033	0.7786872176454955	None
A0A8V0YSC2	LOC107049084	0.6778454150171977	None
A0A8V0YS42	MGAT4B	1.2038402523229053	None
A0A8V0YRQ7	TJP2	1.1845652124335788	None
A0A8V0YE87	EEA1	0.7212968715817109	None
A0A8V0YQL8	SNX3	1.0023416897838968	None
A0A8V0YPJ7	AK9	0.6853025184024548	None
A0A8V0YPB9	SELENOP1	0.9304516097525242	None
A0A8V0YP44	SEC63	1.3927663368961405	None
A0A8V0YP03	TGFBI	0.8078059411371876	None
A0A8V0YNU8	COL6A2	1.263682288716183	None
A0A8V0YNG3	G3BP1	1.339479793183497	None
A0A8V0YNE9	P4HA2	0.8253117994763347	None
A0A8V0YN79	WDR44	0.6736209009103965	None
A0A8V0YN36	SDCBP2	0.6857481826675477	None
A0A8V0YMU6	PPIL6	0.7485253739749551	None
A0A8V0YMR4	COL18A1	0.7424317709878374	None
A0A8V0YQK2	LPP	0.8072833583244279	None
A0A8V1A728	TMEM59	1.0497758515161042	None
A0A8V1A8J6	IFI30	0.828011727690977	None
A0A8V1A6W7	ITGA3	1.0143917291613638	None
A0A3Q3B012	LZTFL1	0.8086772222914848	None
A0A3Q2ULJ9	PLAT	1.059423781504982	None
A0A3Q2UHG8	GDA	1.4344948061467326	None
A0A3Q2UEL1	PPCS	0.6827769082860081	None
A0A3Q2UDI2	HIST1H2B5L	1.3334464751093609	None
A0A3Q2UAP0	TMSB4Y	1.4382887077662037	None
A0A3Q2UAA1	DNAJB1	0.9952871010973686	None
A0A3Q2U596	LMNB2	0.7697205569522335	None
A0A3Q2U211	TNFRSF11B	1.004969297855299	None
A0A3Q2U1D7	DNM1	0.9226308968723698	None
A0A3Q2TZS5	FNBP1L	0.8827723998199009	None
A0A3Q2TZM7	PACSIN3	0.8019692731015197	None
A0A3Q2TZD8	RAD23B	1.042296237105913	None
A0A3Q2TRY2	TAOK3	0.9732785415949208	None
A0A1L4FLS3	TLR3	1.4495996079301672	None
A0A1L1RX77	DCN	1.2303799057368159	None
A0A1L1RW56	CHPF2	0.8621446291880972	None
A0A1L1RV27	SPAST	1.0003067719917171	None
A0A1L1RTK2	TOR1B	0.9420043052850516	None
A0A1L1RT94	RPL31	0.8367849475066529	None
A0A1L1RSD2	GUSB	0.6805579069741193	None
A0A1L1RRY6	THUMPD3	1.4270099614762133	None
A0A1L1RRM0	VTA1	0.6872354504900227	None
A0A1L1RR91	DNAJB11	0.6837476697335979	None
A0A1L1RMP9	ARL1	0.8112032044369126	None
A0A3S5ZPV2	ENAH	1.1232043159149363	None
A0A1L1RIY4	ASL	1.3832548255534738	None
A0A8V0X091	LOC107050559	1.042630488173043	None
A0A8V0X1T8	BCHE	1.0661821765959367	None
A0A8V0XD63	AGA	0.9556031850133986	None
A0A8V0XCX4	SYNJ2	0.7835630629721567	None
A0A8V0XCS0	PRKG2	0.7589413136551916	None
A0A8V0XBI2	OMP	0.6875718530710709	None
A0A8V0XB82	SEC31A	1.1862833383039777	None
A0A8V0XAE5	LOC121108470	0.7492083447179022	None
A0A8V0X9Y3	TMX3	1.1548276586365935	None
A0A8V0X9N1	ILVBL	1.1137472418470011	None
A0A8V0X9D4	ADAM17	0.8557106005103958	None
A0A8V0X8R4	SPP1	0.7752276494024801	None
A0A8V0X8D9	LOC107050649	0.9424789801596902	None
A0A8V0X868	GGH	1.483235924670634	None
A0A8V0X7X5	ADGRG2	0.8692036026999354	None
A0A8V0X7D0	PLBD2	1.3667164054748036	None
A0A8V0X783	TCN2	0.7220247032747033	None
A0A8V0X6N8	LOC121108808	0.7581079831433213	None
A0A8V0X6I8	ALDOA	1.0706843119759704	None
A0A8V0X638	CDC37	0.8965773413035506	None
A0A8V0X637	SMPD1	1.2110747452785455	None
A0A8V0X548	GPD1L	0.6785466978895801	None
A0A8V0X522	LOC107050717	0.891525549836612	None
A0A8V0X4N3	PLXNB2	1.173872624642191	None
A0A8V0X4I2	PPT2	1.0347517964962691	None
A0A8V0X4B9	MAN2A2	1.148896134861002	None
A0A8V0X370	DNAH5	0.7177124865635459	None
A0A8V0X1D0	KPNA4	1.4040897048791965	None
A0A8V0XDA1	VPS36	0.7858248819385306	None
A0A1I7Q422	TTR	1.4819173476169996	None
A0A1D5PYQ3	GSPT2	1.0315894274078916	None
A0A1D5PB56	AP1S2	0.9995022340211196	None
A0A1D5PAR5	TUBA5	0.993343860744386	None
A0A1D5PA74	CHPF	0.6971526791012841	None
A0A1D5PA08	STK3	1.405923099146069	None
A0A1D5P9Z1	ACP1	0.8149976304424731	None
A0A1D5P952	SLC44A5	0.7329743733577396	None
A0A1D5P7B8	CHIA	0.7796842669050528	None
A0A1D5P770	CTBP1	1.2113742386435844	None
A0A1D5P6C3	MOB2	1.4828130070980248	None
A0A1D5P624	UBQLN4	1.0898477301835778	None
A0A1D5P592	PCCB	0.9042404708777536	None
A0A1D5P4Z5	PEF1	0.7790280590107029	None
A0A1D5P4S3	IL1RAP	0.6851035799266001	None
A0A1D5P201	PXYLP1	1.0662535844926992	None
A0A1D5NWL4	TKTL1	1.4173488649589705	None
A0A1D5NV94	AP2A2	0.9934039545085972	None
A0A1D5NTY7	FMOD	1.00698185157053	None
A0A1D5NTR5	TENM2	1.160736914517433	None
A0A1D5NTC1	PLA2G4A	0.8714574480031682	None
R4GH41	ASAH1	1.1211894445047936	None
R4GFJ0	CPE	1.2446472818145238	None
Q92074	CKI	0.9889848218474412	None
Q90WD0	ACTR3	1.3264543968111149	None
Q8UWG6	MAPK3	1.037227452206436	None
Q8AWB4	POFUT1	0.6812695910054996	None
A0A1D5PCD1	FLOT2	0.957727032584594	None
A0A1I7Q3Z0	SRC	1.1806131435071368	None
A0A1D5PCD6	ACOT11	1.4940056548096752	None
A0A1D5PE96	PLS3	1.3823262308067756	None
A0A1D5PY21	FUNDC2	1.2841866467208602	None
A0A1D5PXI1	ALDH4A1	1.361527768435685	None
A0A1D5PVS5	NT5C3A	1.06270912753242	None
A0A1D5PVG8	PRCP	0.8185197149495791	None
A0A1D5PV96	PIP4K2B	0.8694989813667241	None
A0A1D5PUL6	HSP90AA1	1.4995752574104244	None
A0A1D5PTT4	CHST13	1.1923278662856698	None
A0A1D5PTH8	PTPRF	0.9760126126587608	None
A0A1D5PT95	KRAS	1.3073961645413958	None
A0A1D5PSK2	ARHGAP18	1.261477287587239	None
A0A1D5PS29	EEF2	1.4602341444535822	None
A0A1D5PRJ2	NEDD4L	1.1753164440688553	None
A0A1D5PQI1	LGALS3	1.4335893139349276	None
A0A1D5PP34	EXOC7	1.395218708395238	None
A0A1D5PMU2	PAFAH1B2	1.1109663925823574	None
A0A1D5PMF8	SEMA6D	0.7851623320157697	None
A0A1D5PLV3	PRKACB	0.8625334099304102	None
A0A1D5PLH7	PRDX4	0.7348436235221091	None
A0A1D5PKI0	LOC121111746	1.2144575627246803	None
A0A1D5PK45	USP12	0.874218949247641	None
A0A1D5PHW5	NRK	0.8968530455756734	None
A0A1D5PHP4	PLCG2	0.7749502126854739	None
A0A1D5PGR9	B3GNT5	0.7716481756669022	None
A0A1D5PFR7	MAP1LC3A	1.06918876886928	None
A0A1D5PF65	MARK1	1.0289204190730277	None
A0A1D5PDG4	GNAS	0.6744446954295611	None
A0A8V0XDG0	EGFL6	0.730353825728615	None
A0A8V0XDJ1	PXDN	0.9154170522694356	None
A0A8V0XDS4	LYN	0.7066230979827838	None
A0A8V0Y9U8	MAN2B2	0.8008029935965242	None
A0A8V0Y9S1	RAP1B	0.9856467280588356	None
A0A8V0Y9D6	NEK7	1.3549857319220415	None
A0A8V0Y952	NARS	1.0031385291667854	None
A0A8V0Y950	COL6A3	0.9144406479784534	None
A0A8V0Y8G8	DNAH7	0.6973781071202033	None
A0A8V0Y7K5	POFUT2	1.1094623258055218	None
A0A8V0Y7C8	MAN2A1	0.7148784544613094	None
A0A8V0Y7A6	POMC	1.2962504179295906	None
A0A8V0Y727	TOR1AIP2	0.6824930276395944	None
A0A8V0Y6I4	AP2S1	1.2798324124854734	None
A0A8V0Y6D2	VLDLR	1.4881106768470724	None
A0A8V0Y6A4	VPS4B	0.9411917025922399	None
A0A8V0Y4G8	LRFN1	0.7816503734964431	None
A0A8V0Y478	PCDHGC5	1.105821086543978	None
A0A8V0Y2F6	SIL1	0.7626792358844426	None
A0A8V0Y2C2	SLIT3	1.0375041486890142	None
A0A8V0Y2A2	SLC34A2	0.7505301750020903	None
A0A8V0Y248	QSOX1	1.08863787754298	None
A0A8V0Y207	DARS	1.1589386424409192	None
A0A8V0Y1K0	CHST6	0.8388318414513667	None
A0A8V0Y1C8	DLD	0.9201509811690616	None
A0A8V0Y124	ERO1B	0.8440994879172448	None
A0A8V0Y0V1	SEMA4D	0.6890179956449228	None
A0A8V0Y0K8	SLIT2	0.8276715281453471	None
A0A8V0YA89	SPP2	1.054548806760637	None
A0A8V0Y0J2	CLU	1.430546238132992	None
A0A8V0YAH7	SMPDL3B	0.8842228142812053	None
A0A8V0YAW2	SOD1	0.713917313507229	None
A0A8V0YJ71	DDX17	1.4059568337831625	None
A0A8V0YJ20	ITGB2	0.7596568908979751	None
A0A8V0YIU9	TM9SF4	1.2059436962214742	None
A0A8V0YIC3	EXOC2	1.2634106931937892	None
A0A8V0YHY0	CBR3	0.8283370025137788	None
A0A8V0YHP4	NCK1	0.7701067271217924	None
A0A8V0YHC4	PCDHGC5	0.9436037298939792	None
A0A8V0YGH8	SLC14A2	0.9356665137032444	None
A0A8V0YG03	DECR1	1.296525532332848	None
A0A8V0YFG5	LOC426220	0.9149587041778628	None
A0A8V0YEN4	PRDX6	0.8014623570588486	None
A0A8V0YEH8	SFXN1	0.9268571622205468	None
A0A8V0YDX7	ITGAV	0.7161175665432816	None
A0A8V0YDV2	FBLN1	0.9785818134036396	None
A0A8V0YDU6	FAT1	1.2873740890109138	None
A0A8V0YDT5	PTPRD	0.9245805518383008	None
A0A8V0YDT4	FBLN1	0.9461438722809355	None
A0A8V0YDR5	B4GALNT3	1.0788960653681194	None
A0A8V0YDQ7	SLIT2	0.9194036129278048	None
A0A8V0YD86	WASHC1	1.0245504607432054	None
A0A8V0YD61	POC1B	1.3051852728142859	None
A0A8V0YC89	GNS	1.4668176509579876	None
A0A8V0YBU4	PDXK	1.186380641491796	None
A0A8V0YBC7	CHSY3	0.9849836394429188	None
A0A8V0YBA0	IL6ST	0.7430940978719356	None
A0A8V0YAI9	AP3B1	1.0397472716829408	None
A0A8V0Y0H9	TENM4	1.0976294295662359	None
A0A8V0Y070	TLL1	1.1881022508272423	None
A0A8V0Y064	IGFBP1	0.9810519072626264	None
A0A8V0XMH2	TM9SF2	0.6825060872822626	None
A0A8V0XM79	DHDH	0.8072290142885793	None
