Protein accession	Gene name	ratio	type
A0A8V0ZF15	ABCG2	0.2774303558221711	Down
R4GKD1	GNG5	0.4049756651412668	Down
A0A8V0ZCQ2	CFAP58	0.5879210817869238	Down
R4GKL8	C1QTNF3	0.6039748292436123	Down
A0A0A8WJ47	OvoDB1	0.19832082813302987	Down
A0A140T8H8	RBP	0.07040974741836449	Down
A0A1D5NT70	LOC395611	0.3644176303988671	Down
A0A8V0ZCA3	PRADC1	0.4236751541471209	Down
A0A8V0ZES4	CNNM4	0.6003706460482144	Down
A0A1D5NUN4	FAM126A	0.6154540127372129	Down
A0A1D5NW03	NTNG1	0.15815267196977711	Down
Q5ZLA0	GNPDA1	0.4780199988590708	Down
A0A8V0ZBS5	CEP104	0.37884438522423614	Down
A0A1D5NWP2	STIM1	0.5542711953746562	Down
A0A8V0ZBK5	NPHP4	0.5007247861397697	Down
Q5ZLR1	WLS	0.5277161794426051	Down
A0A1D5NWR3	RAB4A	0.4658850704699803	Down
A0A1D5NWR5	FAM110B	0.3788611923219276	Down
A0A1D5NWT9	C9orf116	0.2865866083334582	Down
A0A1D5NWY3	MYO1C	0.6348269286698452	Down
A0A8V0Z150	CRTAP	0.6040893427990203	Down
A0A8V0Z8U4	RAC1	0.609637907775325	Down
A0A1D5PFR3	SEMA5A	0.5561781161605464	Down
A0A1D5PIZ5	LRP12	0.5852548805382248	Down
A0A1D5PJB0	IFT52	0.5864211473258018	Down
A0A1D5PJE2	TTC17	0.6647956289683508	Down
A0A8V0Z083	EFL1	0.5672034306399655	Down
A0A1D5PH80	HIBADH	0.21981583428689846	Down
A0A8V0Z832	H6PD	0.5541660559103759	Down
A0A1D5PJN7	FSTL5	0.5132705472031396	Down
A0A8V0YZB6	RIN2	0.5543610660439822	Down
A0A1D5PIN1	PCMT1L	0.5894223146537081	Down
A0A1D5PJE0	GALNT7	0.34599581696860937	Down
A0A8V0YZ82	VWA3B	0.29285842769773696	Down
A0A8V0Z7D4	MYOF	0.5588363375778623	Down
A0A1D5PLF4	MPZL2	0.6023777194135387	Down
A0A8V0YYQ7	CFAP70	0.4229056561485223	Down
A0A8V0YYD5	CFAP65	0.4222781350482315	Down
A0A8V0YYB4	TC2N	0.6525776156390595	Down
A0A8V0YY70	TTC8	0.3703272688435296	Down
A0A8V0YXI9	FBLN7	0.534123659652925	Down
A0A8V0Z1C1	ERRFI1	0.4425565240156539	Down
A0A8V0XBS7	SGK3	0.1935838465736337	Down
A0A8V0Z9B8	ADAMTS17	0.5615656610867424	Down
A0A8V0Z9Y8	AP2M1	0.6169689155478318	Down
A0A8V0XEJ2	EFCAB1	0.4741739682742162	Down
A0A1D5NYG2	TENM3	0.5978800037913494	Down
A0A8V0Z888	MDGA2	0.2915054989919567	Down
A0A1D5NZ82	ADAMTS10	0.5708598524228516	Down
A0A1D5P468	ZBTB8AL	0.15806046791563688	Down
A0A1D5P0X0	MYO1A	0.3212836127919088	Down
A0A8V0Z857	RGMA	0.6282030866335337	Down
A0A1D5P5X7	LOC772071	0.4826650281184639	Down
A0A8V0Z788	MFAP2	0.34466458067322403	Down
A0A8V0Z6U6	--	0.5587868437641105	Down
A0A8V0Z6Q5	--	0.6180670881215771	Down
A0A8V0Z6L1	CFAP61	0.4765100942017872	Down
A0A8V0Z6K3	OSCP1	0.5498892686574434	Down
A0A8V0ZBD1	PPP2R5A	0.6332724319935038	Down
A0A1D5P8E9	--	0.5096653413664415	Down
A0A1D5P8S6	CYSTM1	0.5444421689586819	Down
A0A1D5P9D0	MOB1A	0.5887236204340657	Down
A0A8V0Z5B9	ANKEF1	0.5631244510603556	Down
A0A1D5P7L9	PLEKHF2	0.4813904152691367	Down
A0A8V0Z419	BPIL3	0.3253111430604569	Down
A0A8V0Z313	LOC107049127	0.20642902609802674	Down
A0A8V0Z9J4	CATIP	0.6188546338625545	Down
A0A8V0ZER3	--	0.07281122795864127	Down
A0A3Q3A4U3	ROBO1	0.5651331921898267	Down
A0A3Q3A7M3	CD99	0.5342873079068337	Down
A0A8V0XQS7	UGGT2	0.2988103890280987	Down
A0A8V0YMA2	SKP1	0.4551801651235085	Down
A0A8V0Y6Y0	GAS8	0.6306099636290834	Down
A0A8V0XQ82	ITIH5	0.4814158559506072	Down
A0A8V0Y6Z6	ATP6V1C1	0.4214403885153165	Down
A0A8V0Y726	TXNDC5	0.5456095175359802	Down
A0A8V0XPN5	RPS23	0.4254543863347959	Down
A0A8V0YM05	SMAD5	0.4989194311220461	Down
A0A8V0XP52	--	0.6292320490989886	Down
A0A8V0YMS7	CTGFL	0.5363105816275039	Down
A0A8V0YLX6	OSMR	0.6617144410105605	Down
A0A8V0XNL0	RABL2A	0.5647252356393385	Down
A0A8V0Y927	DCBLD1	0.6177352474724113	Down
A0A8V0XAE6	SPINK2	0.6116710306047989	Down
A0A8V0XNB1	LRP2BP	0.6149287185826123	Down
A0A8V0Y9F8	CES1L2	0.6313892491878925	Down
A0A8V0XAN3	SH3YL1	0.3634871075249957	Down
A0A8V0XN00	CFAP69	0.5176937475913453	Down
A0A8V0Y9M5	MDM1	0.5593827148726063	Down
A0A8V0XMD4	CRYL1	0.1508875157340657	Down
A0A8V0YLT1	CA2	0.2248288587655465	Down
A0A8V0Y644	LOC101748756	0.6176791909176287	Down
A0A8V0Y606	TGFB1	0.4224594996969465	Down
A0A8V0Y5N7	BST1	0.5004122166893582	Down
A0A8V0XUD3	DPY30	0.596870742506812	Down
A0A8V0Y1A4	ADAMTS1	0.2525448952916773	Down
A0A8V0XU90	LANCL2	0.24537724298078956	Down
A0A8V0X8U3	ASAP2	0.5904197095445082	Down
A0A8V0Y1W6	LVRN	0.6259035711816875	Down
A0A8V0XTG9	TLDC1	0.5429820812309027	Down
A0A8V0X8Z6	C1HXORF59	0.4335432593240145	Down
A0A8V0X945	LOC101750376	0.35195593455700713	Down
A0A8V0XT17	TTC29	0.3928151275382733	Down
A0A8V0Y2E5	HAS2	0.3985230040661057	Down
A0A8V0Y2M4	ADGRA3	0.6174702545655784	Down
A0A8V0YPH9	TRIM2	0.3395033444323305	Down
A0A8V0Y3T8	PLBD1	0.3001950797616759	Down
A0A8V0Y413	THBS4	0.4511778330273486	Down
A0A8V0XRZ6	NTPCR	0.5670469059326905	Down
A0A8V0XRY6	UBL3	0.5381661174866492	Down
A0A8V0XRT4	MPZL1	0.5697030492468044	Down
A0A8V0Y4Q2	TG	0.21543503743181786	Down
A0A8V0Y4T8	CDHR3	0.4680341015082922	Down
A0A8V0XA34	--	0.24837100152427324	Down
A0A8V0XR98	CD163L	0.03530320207556329	Down
A0A8V0XMA2	B3GLCT	0.5998527808577845	Down
A0A8V0XUH6	EFHC1	0.5477940576663634	Down
A0A8V0YKG2	IQCG	0.2547506798812747	Down
A0A8V0YKF2	LOC419584	0.5713634846311382	Down
A0A8V0XDM2	FOLR1	0.6086382636379069	Down
A0A8V0YID0	F7	0.3062340724055321	Down
A0A8V0XGV7	CRISPLD1	0.3887119410194019	Down
A0A8V0YI46	B4GALT5	0.5794862227140256	Down
A0A8V0XDZ2	HHLA2	0.5401064057424086	Down
A0A8V0XGL8	VIM	0.3608998575586796	Down
A0A8V0XGK6	LOC107052453	0.6660548018858925	Down
A0A8V0XG65	ARMC4	0.6489868445094099	Down
A0A8V0YF22	BACE2	0.5752371861058619	Down
A0A8V0YDG8	PREP	0.5934508162139357	Down
A0A8V0XG44	LOC107050168	0.40951760036841	Down
A0A8V0YFC7	PGK2	0.541886014984893	Down
A0A8V0YFD4	UBE2D2	0.481099969971915	Down
A0A8V0YFG2	ATP13A5	0.5863395480117509	Down
A0A8V0XFL3	--	0.6016828861956135	Down
A0A8V0XFB5	DFNA5	0.5649473068338594	Down
A0A8V0XF39	CCDC170	0.6320855554101048	Down
A0A8V0XF06	HBBA	0.3280795779903943	Down
A0A8V0XEW6	ENKUR	0.4897467909028778	Down
A0A8V0XEJ5	--	0.649727147749004	Down
A0A8V0YFB8	ATP13A4	0.3620909726450624	Down
A0A8V0XHI6	RP1	0.4928896041690615	Down
A0A8V0YDD6	FN1	0.6447772986140831	Down
A0A8V0XD22	VEGFC	0.6407513696843203	Down
A0A8V0XM21	HBBA	0.270653644512092	Down
A0A8V0YA55	FRZB	0.5949870929397049	Down
A0A8V0XLU3	GINM1	0.5486803490564205	Down
A0A8V0XLP0	CSPP1	0.3901998983008314	Down
A0A8V0XLJ0	ENKUR	0.5348960609276484	Down
A0A8V0XL80	SPG20	0.2758502285923725	Down
A0A8V0XB81	GSTA4	0.4438034154278763	Down
A0A8V0XBB2	UMAD1	0.584530800261966	Down
A0A8V0YB43	RAB10	0.5141039041148703	Down
A0A8V0XKX6	--	0.36650730821295774	Down
A0A8V0XKU5	ARL13B	0.6044521689840285	Down
A0A8V0XKR3	CAMK1D	0.39493847364973533	Down
A0A8V0XKJ6	ACIN1	0.6213215855066138	Down
A0A8V0XK73	ZDHHC14	0.0888635637848229	Down
A0A8V0XJW9	SRI	0.4442262746670096	Down
A0A8V0YC57	PDE3A	0.642425664600955	Down
A0A8V0YJI7	CSNK1E	0.3015736177768628	Down
A0A8V0XCT3	TNX	0.1518022806339389	Down
A0A8V0XIZ0	ARHGAP12	0.5665514008481057	Down
A0A8V0XI38	IFT88	0.6519951606076732	Down
A0A8V0XHW9	COCH	0.6532244015258463	Down
A0A8V0XM58	BBS7	0.6106847184273274	Down
A0A8V0Y103	PCDH18	0.3887044210133749	Down
A0A8V0YQR1	TRAF3IP1	0.6392094870618099	Down
A0A8V0Y0T2	CDH1	0.6574414066893093	Down
A0A8V0YXG4	HSPG2	0.6543751200346352	Down
A0A8V0Y8L6	EXT1	0.5298074454428754	Down
A0A8V0YXB1	SLC9A3R2	0.5823775258181041	Down
A0A8V0XH76	ACAT2	0.3617297116655773	Down
A0A8V0XH88	LOC121106920	0.5506925015807572	Down
A0A8V0Y828	--	0.6620925213969272	Down
A0A8V0YWW2	EPHA2	0.4938494868346954	Down
A0A8V0Y7M8	STXBP3	0.4137258017036349	Down
A0A8V0X207	EMILIN2	0.6243523917942523	Down
A0A8V0Y907	RGS22	0.586088117096915	Down
A0A8V0Y795	ISOC1	0.5048478097390507	Down
A0A8V0Y722	TTC26	0.3905708489071358	Down
A0A8V0X2C5	--	0.5934330858384643	Down
A0A8V0Y6T6	SPAG8	0.5380591249144157	Down
A0A8V0Y6Q3	LTA4H	0.4598092693606442	Down
A0A8V0Y614	OVALX	0.008577883931714794	Down
A0A8V0XK52	CCDC181	0.5228939261299885	Down
A0A8V0XK64	RAD23A	0.3790917334745728	Down
A0A8V0X2V3	RASAL1	0.4969190528634361	Down
A0A8V0Y5K2	FGFBP1	0.4716726965233773	Down
A0A8V0XIQ8	MANEA	0.5069534489391715	Down
A0A8V0XGN8	DSG2	0.5965237236305334	Down
A0A8V0Y986	CEP290	0.12029054009143075	Down
A0A8V0XGF5	NME7	0.48188043703189204	Down
A0A8V0XCI3	DSC1	0.3011138444092875	Down
A0A3Q3ALT4	ADAP1L	0.3722103942829793	Down
A0A8V0XCV2	UBE2M	0.5119108097975229	Down
A0A8V0YYN9	KIZ	0.4738283348759124	Down
A0A8V0YAT1	TGFBI	0.5550153038397379	Down
A0A3Q3AST7	BBS9	0.5161894957234885	Down
A0A8V0YAR4	LY86	0.5853122610982628	Down
A0A8V0YA97	COL10A1	0.2176486742789957	Down
A0A8V0Y9U9	STMND1	0.6592576344360933	Down
A0A8V0XDL7	ALG8	0.2109659212395916	Down
A0A8V0Y9Q3	EFHC2	0.4953132384749259	Down
A0A8V1A6Y8	DNAH12	0.4712611000967087	Down
A0A8V0Y9K5	AvBD10	0.6625108687151223	Down
A0A8V0Y9J8	MGAT4D	0.4383126283540383	Down
A0A8V0XEY5	PRSS35	0.3099584404559461	Down
A0A8V0Y9F9	AvBD11	0.02105681928946105	Down
A0A8V0XF68	--	0.2279463601948761	Down
A0A8V0Y9E4	ACAA2	0.5413355554494649	Down
A0A8V0XFN7	FREM2	0.4884943267353136	Down
A0A8V0XFV9	NGLY1	0.6025369567417349	Down
A0A8V0X061	C14ORF166B	0.5752980274469117	Down
A0A8V0Y4R7	CD99L2	0.5868854647711369	Down
A0A8V0Y4K2	--	0.6593710707329701	Down
A0A8V0Y4C5	EFCAB10	0.5227118681246368	Down
A0A8V0XL09	ADGB	0.28425673969759024	Down
A0A8V0XUU1	C11orf70	0.6037350884227944	Down
A0A8V0XZW7	ANKRD42	0.5146192631538035	Down
A0A8V0XZV7	IGSF3	0.5637526607016441	Down
A0A8V0XZQ1	NEB	0.5715043255254101	Down
A0A8V0XYZ6	--	0.3869894581594517	Down
A0A8V0XYP6	STARD13	0.5416423509795748	Down
A0A8V0YSB2	LOC424998	0.412407853286522	Down
A0A8V0YRK4	PLK2	0.4686047074777218	Down
A0A8V0X7B2	LOC100859645	0.4642272442125557	Down
A0A8V0XX49	DMXL1	0.5483250309691363	Down
A0A8V0XXP1	STAM	0.2870271083546081	Down
A0A8V0XX41	CNTN5	0.3907431309279359	Down
A0A8V0XWZ8	ENPP2	0.27515533904434897	Down
A0A8V0XWV1	C4H2orf81	0.6664299180148188	Down
A0A8V0XYR2	EDN1	0.25173692723734425	Down
A0A8V0XWM0	CREBRF	0.5939443453323774	Down
A0A8V0XWJ5	YLPM1	0.4825891500487274	Down
A0A8V0X8E4	--	0.6385357377408055	Down
A0A8V0YR09	LBP	0.30617807276851283	Down
A0A8V0X8T4	FAM105A	0.04336239353214647	Down
A0A8V0XUK6	LOC107055489	0.20628338712311373	Down
A0A8V0XUH8	TSTA3	0.4454256472720251	Down
A0A8V0XC92	NT5E	0.33751013618010217	Down
A0A8V0X6J8	IQUB	0.4333721087983744	Down
A0A8V0XTW4	KIF13A	0.6059569920792409	Down
A0A8V0XLB9	SOD2	0.4798060275483782	Down
A0A8V0XLH3	UBE2H	0.6141291686826873	Down
A0A8V0XLH4	CFAP206	0.6663262175992416	Down
A0A8V0YVT3	KIF3A	0.513031027236392	Down
A0A8V0Y414	CPNE8	0.5355021494140829	Down
A0A8V0Y3U3	OvoDA1	0.02095312099461677	Down
A0A8V0XPN3	EZR	0.5291244998180162	Down
A0A8V0YUW8	TLR1B	0.4376568651752105	Down
A0A8V0XQS1	MIA2	0.4567505182434409	Down
A0A8V0X5K9	GPM6B	0.548573647864994	Down
A0A8V0X5U3	NUMA1	0.5051491767907061	Down
A0A8V0XRN3	NPNT	0.5220038731782406	Down
A0A8V0XSB0	DNAH5L	0.5741458219862942	Down
A0A8V0YU75	C2	0.6573870253677122	Down
A0A8V0XT35	GALNT12	0.5409199750566217	Down
A0A8V0Y218	LOC121108177	0.0899759687427157	Down
A0A8V0X5U5	CD109	0.5711673483061376	Down
A0A8V0Y1N7	DNAI1	0.384190761456838	Down
A0A8V0Y1I1	SH3BP4	0.6328971616509862	Down
A0A8V0Y1B1	--	0.4225611282036184	Down
A0A8V0Y0W0	DRC1	0.5765557014494993	Down
A0A8V0YT63	NSUN7	0.4543436172435407	Down
A0A8V0ZEU9	C11orf16	0.37411907400823935	Down
A0A1D5P3W0	RAB28	0.4677207388844902	Down
Q98TH5	cRPS11	0.6032564502765092	Down
A0A8V1A7W6	GLMP	0.5762199732671377	Down
Q76KB2	HS6ST1	0.3934742863722824	Down
Q8AXV0	SH3GL1	0.5127943630632301	Down
A0A8V0ZV28	MNS1	0.6576577807424314	Down
A0A8V1A6X0	SCG2	0.4736633412480174	Down
Q9I946	PDGFC	0.611688847711326	Down
A0A8V1A643	MORN5	0.6523857493032471	Down
A0A8V1AGW0	CLIC3	0.6205290469560815	Down
A0A8V0ZVX9	STAT2	0.6200231068969065	Down
A0A8V0ZUM8	WDR78	0.4748577801670531	Down
A0A8V0ZTZ2	DYNLRB1	0.5842014531802684	Down
A0A1D5P1T0	RALA	0.5597503607904085	Down
A0A8V1A583	RPESL	0.4473463859130648	Down
A0A8V1A4P2	PGM1	0.2368989304126076	Down
A0A8V1A4K1	UFC1	0.4414027873337921	Down
A0A8V1A4I0	HSPB11	0.3449182242990655	Down
A0A1D5PC37	SNX33	0.495749770297565	Down
A0A1D5PCU0	ATP6V0A4	0.5644544945064971	Down
A0A8V1AHJ8	GSTM2	0.6356046396470747	Down
A0A8V1AJV5	SLC9A3R1	0.286711263412284	Down
A0A8V1A987	CFD	0.4499928932546092	Down
Q03696	--	0.3086767465357968	Down
A0A8V1ADL7	CHMP6	0.4081632231511652	Down
A0A8V1ACY0	EIF4H	0.6449203595177637	Down
A0A8V1ACZ0	CD55	0.6573620266164966	Down
A0A8V1AD57	COG1	0.3765105046768764	Down
A0A8V0ZX23	TPST2	0.4921421955728479	Down
A0A8V0ZWX9	ADA	0.4269305764085971	Down
A0A8V1ADN6	GBP4L	0.5001515677618127	Down
A0A8V0ZWP9	LRP8	0.32616351476844885	Down
A0A8V1A9H8	SET	0.6343233235025301	Down
A0A8V1AB06	TCTN1	0.6620913412401221	Down
A0A8V1AAV4	NPDC1	0.6521856024962086	Down
A0A8V1AAP7	AKR1A1	0.5333177369672866	Down
A0A8V1AAN2	TNFSF15	0.6336771144780013	Down
A0A8V1AAF5	LRRC43	0.4770439335857045	Down
A0A8V1AA91	CFAP77	0.5723640699841673	Down
A0A8V1AA32	C4BPS	0.3131518264966435	Down
A0A8V1A9Y1	CRPL2	0.2659998412320393	Down
A0A8V1A9S3	SEMA3B	0.6071372595848851	Down
A0A8V1AAZ4	UPK3BL	0.5345076944296664	Down
A0A8V1A3Y6	MAATS1	0.5484612042434556	Down
A0A1D5PH43	YKT6	0.624577890986349	Down
A0A8V1AK88	FDPS	0.458940538504243	Down
E1BS74	GNAL	0.6206197405486875	Down
A0A8V1A098	TSPAN1	0.6570447864745942	Down
A0A8V1A081	ETS1	0.4539295597579253	Down
A0A8V0X4D8	FURIN	0.6169910463848707	Down
E1BV56	SLC9A2	0.6352330743618202	Down
A0A8V0ZZS6	SERPINE2	0.5001045076563917	Down
A0A8V0ZZN9	CPNE1	0.634080384813277	Down
A0A8V0ZZJ1	--	0.5999390047610172	Down
A0A8V1A0D3	CC2D1A	0.6376513573359321	Down
A0A8V0ZZH6	--	0.5160453992987242	Down
A0A8V0ZZA5	LOC112529929	0.5078946628818751	Down
A0A8V0ZZ91	RCN2	0.6339868507321338	Down
A0A8V0ZYC3	RASSF7	0.2690839229575714	Down
A0A8V0ZQP1	MYO1D	0.5388112173032374	Down
A0A8V0ZXW3	RAB8B	0.5954628233059606	Down
A0A8V0XK27	DYNC2H1	0.19197824432044872	Down
A0A8V0ZXT4	--	0.4611176608092039	Down
A0A8V0XP02	MMP1	0.25948018456654376	Down
A0A8V0ZR84	POMGNT1	0.6217696592405033	Down
C7G540	OCX32	0.5177537091706456	Down
B7FF67	SNTN	0.6051615320826206	Down
A0A3Q2U607	SRPX2	0.6179997341392438	Down
A0A1D5PHU2	STXBP1	0.5225390251672508	Down
A0A8V1AKN8	CA4	0.621448664066206	Down
A0A8V1A3H7	APOF	0.6643860727139412	Down
P41366	VMO1	0.3029686264170841	Down
A0A8V0ZSX0	CNP	0.4767410445653375	Down
A0A8V1AM51	DNAH9	0.6478346380779761	Down
A0A1D5PQV0	ACO1	0.3776614319086473	Down
A0A8V1AN12	MMP28	0.5285040972505198	Down
A0A8V1A2Q3	MAB21L3	0.4726610538265065	Down
A0A8V1A2P1	--	0.07396470308742219	Down
A0A1L1RVF4	ERAP1	0.5206186882787448	Down
A0A8V1AN17	TEKT1	0.6225772704154907	Down
A0A8V1A2A7	RASA2	0.15386541212721472	Down
A0A8V1AQ96	TBC1D24L	0.3878622411566343	Down
A0A8V1A1T7	OVOA	0.03172139812013726	Down
A0A3Q2U0G2	PLCB4	0.6255891811718735	Down
A0A8V1A1C6	FSTL1	0.6547622199997148	Down
A0A8V1A178	KRT14	0.4896407063561769	Down
A0A8V1A134	TNFRSF6B	0.40816139927473577	Down
A0A8V1ADP5	IFT20	0.6096047872441154	Down
A0A8V1ACV7	ODF2	0.5580788746970521	Down
A0A8V1ACT6	FAM20A	0.5548567814222464	Down
A0A8V0ZYM1	PI4KA	0.4433097017705048	Down
P01012	SERPINB14	0.07911499545357813	Down
P01994	HBAA	0.4043936477382098	Down
E1BZV4	REG4	0.6585954974390196	Down
E1BY06	BROX	0.42615398614306704	Down
P02701	AVD	0.14343459153150465	Down
P02789	--	0.14127761033640324	Down
E1BXU3	ROPN1L	0.6412883213795263	Down
E1BXC9	KCTD4	0.6321535409192308	Down
E1C599	DNAJB13	0.6333248156056319	Down
