Protein.accession	Protein.description	Gene.name	G1	G2	G3	label
A0A8V0Y414	Copine 8 OS=Gallus gallus OX=9031 GN=CPNE8 PE=3 SV=1	CPNE8	1.30756424611742	0.700203464292883	0.992232289589699	A0A8V0Y414
A0A1D5PHU2	Syntaxin-binding protein 1 OS=Gallus gallus OX=9031 GN=STXBP1 PE=1 SV=2	STXBP1	1.31698051066035	0.688173712204726	0.994845777134928	A0A1D5PHU2
A0A8V0XPN3	Ezrin OS=Gallus gallus OX=9031 GN=EZR PE=1 SV=1	EZR	1.32271547038005	0.699881161666397	0.977403367953552	A0A8V0XPN3
A0A1D5PQD0	Intraflagellar transport protein 122 homolog OS=Gallus gallus OX=9031 GN=IFT122 PE=1 SV=2	IFT122	1.35342428901375	0.700211221988755	0.946364488997497	A0A1D5PQD0
F1NV47	EH domain containing 4 OS=Gallus gallus OX=9031 GN=EHD4 PE=1 SV=4	EHD4	1.34730286201623	0.690973025493916	0.961724112489855	F1NV47
A0A8V0Y9Q3	EF-hand domain-containing family member C2 OS=Gallus gallus OX=9031 GN=EFHC2 PE=4 SV=1	EFHC2	1.34957249692711	0.668461124009659	0.98196637906323	A0A8V0Y9Q3
A0A8V0YWW2	receptor protein-tyrosine kinase OS=Gallus gallus OX=9031 GN=EPHA2 PE=4 SV=1	EPHA2	1.34648314091191	0.664960008170915	0.988556850917178	A0A8V0YWW2
Q5ZIU3	Dual specificity tyrosine-phosphorylation-regulated kinase 2 OS=Gallus gallus OX=9031 GN=DYRK2 PE=2 SV=1	DYRK2	1.36215524334867	0.659068052296346	0.978776704354981	Q5ZIU3
A0A8V1A997	Methanethiol oxidase OS=Gallus gallus OX=9031 GN=SELENBP1 PE=1 SV=1	SELENBP1	1.36694247432734	0.665652479652438	0.967405046020224	A0A8V1A997
A0A8V0X4Y4	Dynein regulatory complex protein 10 OS=Gallus gallus OX=9031 GN=IQCD PE=3 SV=1	IQCD	1.38093048057754	0.660727324918102	0.958342194504363	A0A8V0X4Y4
A0A8V0ZX23	Protein-tyrosine sulfotransferase OS=Gallus gallus OX=9031 GN=TPST2 PE=3 SV=1	TPST2	1.34141374157274	0.660166303949199	0.998419954478057	A0A8V0ZX23
A0A8V0YIE9	Sperm flagellar 2 OS=Gallus gallus OX=9031 GN=SPEF2 PE=1 SV=1	SPEF2	1.34842657843224	0.652574159725631	0.998999261842126	A0A8V0YIE9
A0A8V0ZTS7	G protein-coupled receptor kinase OS=Gallus gallus OX=9031 GN=GRK2 PE=3 SV=1	GRK2	1.34562479253151	0.654375207468493		A0A8V0ZTS7
A0A8V0ZMU3	Olfactomedin 3 OS=Gallus gallus OX=9031 GN=OLFM3 PE=1 SV=1	OLFM3	1.34871782763163	0.646116502109933	1.00516567025844	A0A8V0ZMU3
A0A8V0Z5L2	Programmed cell death protein 4 OS=Gallus gallus OX=9031 GN=PDCD4 PE=1 SV=1	PDCD4	1.35268119273363	0.647318807266371		A0A8V0Z5L2
Q5ZLA0	Glucosamine-6-phosphate isomerase OS=Gallus gallus OX=9031 GN=GNPDA1 PE=1 SV=1	GNPDA1	1.35316166326833	0.646838336731667		Q5ZLA0
A0A1D5P7L9	Pleckstrin homology and FYVE domain containing 2 OS=Gallus gallus OX=9031 GN=PLEKHF2 PE=4 SV=1	PLEKHF2	1.35008298918732	0.649917010812681		A0A1D5P7L9
A0A8V0YVT3	Kinesin-like protein OS=Gallus gallus OX=9031 GN=KIF3A PE=1 SV=1	KIF3A	1.28912903625622	0.661363193710788	1.04950777003299	A0A8V0YVT3
E1BQB4	Lebercilin LCA5 OS=Gallus gallus OX=9031 GN=LCA5 PE=3 SV=2	LCA5	1.27790872203945	0.653165438904265	1.06892583905628	E1BQB4
A0A8V0YM05	Mothers against decapentaplegic homolog OS=Gallus gallus OX=9031 GN=SMAD5 PE=3 SV=1	SMAD5	1.30075566659849	0.648972277208097	1.05027205619341	A0A8V0YM05
A0A8V0YTE6	BPTI/Kunitz inhibitor domain-containing protein OS=Gallus gallus OX=9031 PE=4 SV=1	--	1.3045195126936	0.64100017946481	1.05448030784159	A0A8V0YTE6
A0A8V0XE95	Calpain 5 OS=Gallus gallus OX=9031 GN=OMP PE=1 SV=1	OMP	1.28739665614997	0.642384220344057	1.07021912350598	A0A8V0XE95
Q90YI1	Ovocalyxin-32 OS=Gallus gallus OX=9031 PE=1 SV=1	--	1.29714691606488	0.637197714088918	1.06565536984621	Q90YI1
A0A8V0YFD4	E2 ubiquitin-conjugating enzyme OS=Gallus gallus OX=9031 GN=UBE2D2 PE=3 SV=1	UBE2D2	1.31540046262831	0.632839123071522	1.05176041430017	A0A8V0YFD4
A0A8V0ZSX0	2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Gallus gallus OX=9031 GN=CNP PE=1 SV=1	CNP	1.32283554105551	0.630649997630957	1.04651446131353	A0A8V0ZSX0
A0A8V0Y5K2	Fibroblast growth factor binding protein 1 OS=Gallus gallus OX=9031 GN=FGFBP1 PE=3 SV=1	FGFBP1	1.33531180596929	0.629830120221037	1.03485807380967	A0A8V0Y5K2
A0A8V1AAP7	Aldo-keto reductase family 1 member A1 OS=Gallus gallus OX=9031 GN=AKR1A1 PE=3 SV=1	AKR1A1	1.28717691342535	0.686474278544542	1.02634880803011	A0A8V1AAP7
A0A8V0ZN94	Solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2 OS=Gallus gallus OX=9031 GN=SLC11A2 PE=3 SV=1	SLC11A2	1.32171131189579	0.678288688104207		A0A8V0ZN94
A0A8V0XCV2	E2 ubiquitin-conjugating enzyme OS=Gallus gallus OX=9031 GN=UBE2M PE=1 SV=1	UBE2M	1.32282935411239	0.677170645887609		A0A8V0XCV2
A0A8V0ZS94	Family with sequence similarity 81 member A OS=Gallus gallus OX=9031 GN=FAM81A PE=4 SV=1	FAM81A	1.32800819019452	0.671991809805483		A0A8V0ZS94
A0A8V1ADN6	GB1/RHD3-type G domain-containing protein OS=Gallus gallus OX=9031 GN=GBP4L PE=3 SV=1	GBP4L	1.33319862004607	0.666801379953928		A0A8V1ADN6
A0A8V0ZCA3	Protease associated domain containing 1 OS=Gallus gallus OX=9031 GN=PRADC1 PE=4 SV=1	PRADC1	1.4216362926852	0.602311975444544	0.976051731870257	A0A8V0ZCA3
A0A8V1A4K1	Ubiquitin-fold modifier-conjugating enzyme 1 OS=Gallus gallus OX=9031 GN=UFC1 PE=3 SV=1	UFC1	1.40779037257928	0.621402594438173	0.970807032982545	A0A8V1A4K1
A0A8V1A1K6	Cadherin domain-containing protein OS=Gallus gallus OX=9031 GN=LOC121106477 PE=4 SV=1	LOC121106477	1.40316607423903	0.608116594766283	0.988717330994687	A0A8V1A1K6
A0A8V0Z1C1	ERBB receptor feedback inhibitor 1 OS=Gallus gallus OX=9031 GN=ERRFI1 PE=4 SV=1	ERRFI1	1.38642747559908	0.613572524400925		A0A8V0Z1C1
A0A8V0YT63	NOP2/Sun RNA methyltransferase family member 7 OS=Gallus gallus OX=9031 GN=NSUN7 PE=1 SV=1	NSUN7	1.38092004916264	0.627412210260681	0.99166774057668	A0A8V0YT63
A0A8V0YMA2	S-phase kinase-associated protein 1 OS=Gallus gallus OX=9031 GN=SKP1 PE=3 SV=1	SKP1	1.37440026186053	0.62559973813947		A0A8V0YMA2
A0A8V1A081	V-ets avian erythroblastosis virus E26 onco homolog 1 OS=Gallus gallus OX=9031 GN=ETS1 PE=3 SV=1	ETS1	1.37558245967088	0.624417540329125		A0A8V1A081
Q5ZLB0	RNA helicase OS=Gallus gallus OX=9031 GN=DDX47 PE=1 SV=1	DDX47	1.36355659068499	0.636443409315014		Q5ZLB0
A0A8V0ZE88	Inorganic pyrophosphatase OS=Gallus gallus OX=9031 GN=PPA1 PE=1 SV=1	PPA1	1.36687729327413	0.633122706725867		A0A8V0ZE88
A0A8V0Z6U6	ATPase F1/V1/A1 complex alpha/beta subunit nucleotide-binding domain-containing protein OS=Gallus gallus OX=9031 PE=3 SV=1	--	1.35458612072202	0.75692490300493	0.888488976273048	A0A8V0Z6U6
A0A8V1A9K2	Endonuclease OS=Gallus gallus OX=9031 GN=ENDOG PE=1 SV=1	ENDOG	1.372976451774	0.749952244709161	0.877071303516842	A0A8V1A9K2
A0A8V0Y726	protein disulfide-isomerase OS=Gallus gallus OX=9031 GN=TXNDC5 PE=1 SV=1	TXNDC5	1.37985456949265	0.7528617859307	0.867283644576654	A0A8V0Y726
A0A1L1RWI9	Calcium/calmodulin dependent protein kinase IV OS=Gallus gallus OX=9031 GN=CAMK4 PE=1 SV=2	CAMK4	1.37472983196809	0.743685493587888	0.881584674444019	A0A1L1RWI9
A0A8V0Y6T6	Uncharacterized protein OS=Gallus gallus OX=9031 GN=SPAG8 PE=4 SV=1	SPAG8	1.37925301856624	0.742119672205317	0.878627309228443	A0A8V0Y6T6
A0A8V0YMC5	DAB adaptor protein 2 OS=Gallus gallus OX=9031 GN=DAB2 PE=1 SV=1	DAB2	1.38297044853199	0.737227836398993	0.879801715069017	A0A8V0YMC5
A0A8V1AAZ4	Uncharacterized protein OS=Gallus gallus OX=9031 GN=UPK3BL PE=4 SV=1	UPK3BL	1.3884856001605	0.742156236890583	0.869358162948912	A0A8V1AAZ4
A0A8V0Y4C5	EF-hand calcium binding domain 10 OS=Gallus gallus OX=9031 GN=EFCAB10 PE=4 SV=1	EFCAB10	1.41225689733152	0.738203441076064	0.849539661592412	A0A8V0Y4C5
A0A8V0YVP9	Growth arrest specific 6 OS=Gallus gallus OX=9031 GN=GAS6 PE=1 SV=1	GAS6	1.43658206157811	0.730795946073943	0.832621992347942	A0A8V0YVP9
A0A8V0Y006	glycerophosphocholine cholinephosphodiesterase OS=Gallus gallus OX=9031 GN=ENPP6 PE=1 SV=1	ENPP6	1.42829378053178	0.714925065456476	0.856781154011748	A0A8V0Y006
A0A3Q3A7D8	Tissue factor pathway inhibitor OS=Gallus gallus OX=9031 GN=TFPI2 PE=4 SV=1	TFPI2	1.37244708026855	0.68893371073542	0.938619208996033	A0A3Q3A7D8
A0A8V0ZZS6	Serpin family E member 2 OS=Gallus gallus OX=9031 GN=SERPINE2 PE=1 SV=1	SERPINE2	1.38918590929565	0.694738135211498	0.916075955492851	A0A8V0ZZS6
A0A8V0XFN7	FRAS1 related extracellular matrix 2 OS=Gallus gallus OX=9031 GN=FREM2 PE=1 SV=1	FREM2	1.38495905578104	0.676544641509734	0.938496302709228	A0A8V0XFN7
A0A8V1AEW1	Abhydrolase domain containing 14A OS=Gallus gallus OX=9031 PE=1 SV=1	--	1.39242857617723	0.673666457197942	0.933904966624826	A0A8V1AEW1
A0A8V0XQ82	Inter-alpha-trypsin inhibitor heavy chain 5 OS=Gallus gallus OX=9031 GN=ITIH5 PE=1 SV=1	ITIH5	1.40271193432783	0.675287766516565	0.922000299155603	A0A8V0XQ82
A0A1D5NWR3	Ras-related protein Rab-4 OS=Gallus gallus OX=9031 GN=RAB4A PE=1 SV=2	RAB4A	1.42607512584454	0.664387110499569	0.909537763655891	A0A1D5NWR3
F1NQ70	Uncharacterized protein OS=Gallus gallus OX=9031 GN=DNAI2 PE=1 SV=3	DNAI2	1.42099443528623	0.658901342885242	0.920104221828527	F1NQ70
A0A8V0X2V3	RAS protein activator like 1 OS=Gallus gallus OX=9031 GN=RASAL1 PE=1 SV=1	RASAL1	1.4072046917155	0.699266822592248	0.893528485692257	A0A8V0X2V3
A0A8V0ZDX0	Cytoplasmic dynein 2 light intermediate chain 1 OS=Gallus gallus OX=9031 GN=DYNC2LI1 PE=3 SV=1	DYNC2LI1	1.42151121442534	0.674377303742477	0.904111481832184	A0A8V0ZDX0
A0A8V0Y4T8	Cadherin domain-containing protein OS=Gallus gallus OX=9031 GN=CDHR3 PE=4 SV=1	CDHR3	1.44077025504456	0.674329611799652	0.884900133155792	A0A8V0Y4T8
A0A1D5P3W0	Ras-related protein Rab-28 OS=Gallus gallus OX=9031 GN=RAB28 PE=3 SV=1	RAB28	1.46119906927463	0.68343310833846	0.855367822386907	A0A1D5P3W0
E1BRR9	MORN repeat-containing protein 3 OS=Gallus gallus OX=9031 GN=MORN3 PE=4 SV=5	MORN3	1.46705290802793	0.667124173518272	0.865822918453803	E1BRR9
A0A8V0ZE99	Phospholipase A2 OS=Gallus gallus OX=9031 GN=PLA2G10 PE=3 SV=1	PLA2G10	1.45033792017275	0.654206378947534	0.895455700879719	A0A8V0ZE99
A0A8V0X6J8	IQ motif and ubiquitin domain containing OS=Gallus gallus OX=9031 GN=IQUB PE=4 SV=1	IQUB	1.47590423039237	0.639615728709581	0.884480040898053	A0A8V0X6J8
A0A1D5PWK2	ADP-ribosylation factor-like protein 6 OS=Gallus gallus OX=9031 GN=CRYBG3 PE=1 SV=2	CRYBG3	1.47376982070116	0.620384249595687	0.905845929703151	A0A1D5PWK2
E1BY06	BRO1 domain-containing protein BROX OS=Gallus gallus OX=9031 GN=BROX PE=1 SV=3	BROX	1.50770028783803	0.642512487571224	0.849787224590749	E1BY06
A0A8V0YZ27	6-phosphogluconate dehydrogenase, decarboxylating OS=Gallus gallus OX=9031 GN=PGD PE=1 SV=1	PGD	1.51913524111569	0.646327345865557	0.834537413018753	A0A8V0YZ27
P01994	Hemoglobin subunit alpha-A OS=Gallus gallus OX=9031 GN=HBAA PE=1 SV=2	HBAA	1.55632762602201	0.629369005762789	0.8143033682152	P01994
A0A8V1ADP5	Intraflagellar transport 20 OS=Gallus gallus OX=9031 GN=IFT20 PE=1 SV=1	IFT20	1.43969617713186	0.877645681756633	0.682658141111509	A0A8V1ADP5
A0A8V0YA55	Secreted frizzled-related protein 3 OS=Gallus gallus OX=9031 GN=FRZB PE=3 SV=1	FRZB	1.44979495458821	0.862609285389089	0.687595760022704	A0A8V0YA55
A0A8V0XWM0	CREB3 regulatory factor OS=Gallus gallus OX=9031 GN=CREBRF PE=4 SV=1	CREBRF	1.45682500870382	0.865272976058425	0.677902015237756	A0A8V0XWM0
Q5ZIP7	small monomeric GTPase OS=Gallus gallus OX=9031 GN=RAB5A PE=1 SV=1	RAB5A	1.45598672041736	0.845839222195874	0.698174057386768	Q5ZIP7
A0A8V0XY43	Adenylate cyclase type 1 OS=Gallus gallus OX=9031 GN=ADCY1 PE=3 SV=1	ADCY1	1.46142662130831	0.841938419535871	0.696634959155815	A0A8V0XY43
A0A1D5NVI1	Large ribosomal subunit protein uL6 OS=Gallus gallus OX=9031 GN=RPL9 PE=1 SV=1	RPL9	1.4073065057521	0.925224800872469	0.667468693375429	A0A1D5NVI1
E1BXU3	Ropporin-1-like protein OS=Gallus gallus OX=9031 GN=ROPN1L PE=3 SV=2	ROPN1L	1.41754768703731	0.909056776695588	0.673395536267101	E1BXU3
A0A8V0YKR2	MYC binding protein OS=Gallus gallus OX=9031 GN=MYCBP PE=1 SV=1	MYCBP	1.4564053582511	0.905564935511085	0.638029706237814	A0A8V0YKR2
A0A8V1AEX3	Sperm antigen with calponin homology and coiled-coil domains 1 OS=Gallus gallus OX=9031 GN=SPECC1 PE=1 SV=1	SPECC1	1.48639175905279	0.857878207342734	0.655730033604472	A0A8V1AEX3
A0A3Q2UH76	DUF4515 domain-containing protein OS=Gallus gallus OX=9031 GN=CCDC166 PE=4 SV=1	CCDC166	1.52202594219953	0.844385796740252	0.633588261060218	A0A3Q2UH76
A0A8V0YXB1	Na(+)/H(+) exchange regulatory cofactor NHE-RF OS=Gallus gallus OX=9031 GN=SLC9A3R2 PE=1 SV=1	SLC9A3R2	1.50270173466804	0.875139718278547	0.622158547053411	A0A8V0YXB1
A0A8V0XBB2	UBAP1-MVB12-associated (UMA) domain containing 1 OS=Gallus gallus OX=9031 GN=UMAD1 PE=4 SV=1	UMAD1	1.50639898104887	0.880536601906305	0.613064417044826	A0A8V0XBB2
A0A8V0XRZ6	Nucleoside-triphosphatase, cancer-related OS=Gallus gallus OX=9031 GN=NTPCR PE=1 SV=1	NTPCR	1.52681729430893	0.865777022662399	0.607405683028673	A0A8V0XRZ6
A0A8V0ZIZ0	Katanin p80 WD40 repeat-containing subunit B1 OS=Gallus gallus OX=9031 GN=KATNB1 PE=3 SV=1	KATNB1	1.43407984466421	0.827942341461351	0.737977813874438	A0A8V0ZIZ0
A0A1L1RT39	Radial spoke head 3 OS=Gallus gallus OX=9031 GN=RSPH3 PE=3 SV=1	RSPH3	1.44474685785095	0.817467693397061	0.737785448751991	A0A1L1RT39
A0A8V0X381	Cadherin domain-containing protein OS=Gallus gallus OX=9031 GN=DCHS1 PE=1 SV=1	DCHS1	1.45474090713904	0.802610938600002	0.742648154260959	A0A8V0X381
A0A8V1A1D2	Tubulin polymerization-promoting protein family member 3 OS=Gallus gallus OX=9031 GN=TPPP3 PE=1 SV=1	TPPP3	1.45897834133883	0.795263958799739	0.745757699861436	A0A8V1A1D2
A0A8V0YTD8	NME/NM23 family member 5 OS=Gallus gallus OX=9031 GN=NME5 PE=3 SV=1	NME5	1.47352407936594	0.804285603685656	0.722190316948403	A0A8V0YTD8
A0A8V0XTG9	MTOR-associated protein MEAK7 OS=Gallus gallus OX=9031 GN=TLDC1 PE=1 SV=1	TLDC1	1.47891482911735	0.803024251877382	0.718060919005271	A0A8V0XTG9
A0A8V0XLJ0	Enkurin, TRPC channel interacting protein OS=Gallus gallus OX=9031 GN=ENKUR PE=4 SV=1	ENKUR	1.47166468344241	0.78718764217968	0.741147674377909	A0A8V0XLJ0
A0A1L1RVF4	Aminopeptidase OS=Gallus gallus OX=9031 GN=ERAP1 PE=1 SV=1	ERAP1	1.48876968259642	0.775081319302513	0.736148998101065	A0A1L1RVF4
A0A8V0XNL0	RAB, member of RAS onco family-like 2A OS=Gallus gallus OX=9031 GN=RABL2A PE=3 SV=1	RABL2A	1.4781161007667	0.834729463307777	0.68715443592552	A0A8V0XNL0
A0A8V0YAT1	Transforming growth factor-beta-induced protein ig-h3 OS=Gallus gallus OX=9031 GN=TGFBI PE=1 SV=1	TGFBI	1.48981399598887	0.826869567648457	0.683316436362673	A0A8V0YAT1
A0A1D5P420	Charged multivesicular body protein 4C OS=Gallus gallus OX=9031 GN=CHMP4C PE=1 SV=1	CHMP4C	1.5006998860525	0.813324296738725	0.685975817208772	A0A1D5P420
A0A8V0XZW7	Ankyrin repeat domain 42 OS=Gallus gallus OX=9031 GN=ANKRD42 PE=4 SV=1	ANKRD42	1.53169553381524	0.788240026987973	0.680064439196783	A0A8V0XZW7
A0A8V0YE66	Ricin B lectin domain-containing protein OS=Gallus gallus OX=9031 PE=4 SV=1	--	1.5199158505272	0.824159190796206	0.655924958676598	A0A8V0YE66
A0A1D5NZL7	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase OS=Gallus gallus OX=9031 GN=PLCB1 PE=1 SV=1	PLCB1	1.52489036800054	0.814810555060799	0.660299076938661	A0A1D5NZL7
A0A8V0XK52	Coiled-coil domain-containing protein 181 OS=Gallus gallus OX=9031 GN=CCDC181 PE=3 SV=1	CCDC181	1.53732236471557	0.803856527013561	0.658821108270872	A0A8V0XK52
A0A8V0Z3H8	LRP chaperone MESD OS=Gallus gallus OX=9031 GN=MESDC2 PE=3 SV=1	MESDC2	1.52916724315892	0.742270616281447	0.728562140559628	A0A8V0Z3H8
A0A8V0ZBK5	Nephrocystin 4 OS=Gallus gallus OX=9031 GN=NPHP4 PE=1 SV=1	NPHP4	1.53360392208783	0.76791349591054	0.698482582001632	A0A8V0ZBK5
A0A8V0XWJ5	YLP motif containing 1 OS=Gallus gallus OX=9031 GN=YLPM1 PE=1 SV=1	YLPM1	1.55353719799816	0.749720195951015	0.696742606050822	A0A8V0XWJ5
A0A8V0XGF5	NME/NM23 family member 7 OS=Gallus gallus OX=9031 GN=NME7 PE=1 SV=1	NME7	1.56872960617372	0.75594010820786	0.67533028561842	A0A8V0XGF5
A0A8V1AAF5	Leucine rich repeat containing 43 OS=Gallus gallus OX=9031 GN=LRRC43 PE=4 SV=1	LRRC43	1.57519525863784	0.751437342346148	0.673367399016009	A0A8V1AAF5
E6N1V2	Hep21 protein OS=Gallus gallus OX=9031 GN=HEP21 PE=1 SV=1	HEP21	1.58484794363198	0.761833221269681	0.653318835098336	E6N1V2
A0A1D5P5X7	Uncharacterized protein OS=Gallus gallus OX=9031 GN=LOC772071 PE=1 SV=1	LOC772071	1.5994135496668	0.771980985922979	0.628605464410218	A0A1D5P5X7
A0A8V0XJW9	Sorcin OS=Gallus gallus OX=9031 GN=SRI PE=1 SV=1	SRI	1.60648648998946	0.713643508750897	0.679870001259646	A0A8V0XJW9
A0A8V0XQS1	SH3 domain-containing protein OS=Gallus gallus OX=9031 GN=MIA2 PE=1 SV=1	MIA2	1.61238683394794	0.736458522014621	0.651154644037443	A0A8V0XQS1
A0A8V0XB81	glutathione transferase OS=Gallus gallus OX=9031 GN=GSTA4 PE=1 SV=1	GSTA4	1.62453201342549	0.720972856030157	0.654495130544355	A0A8V0XB81
A0A8V0Y1B1	Uncharacterized protein OS=Gallus gallus OX=9031 PE=4 SV=1	--	1.65609024132778	0.699799360782469	0.644110397889753	A0A8V0Y1B1
A0A8V0Y6Z6	V-type proton ATPase subunit C OS=Gallus gallus OX=9031 GN=ATP6V1C1 PE=1 SV=1	ATP6V1C1	1.672451849399	0.704838757183876	0.622709393417119	A0A8V0Y6Z6
A0A8V0Y6Q3	Leukotriene A4 hydrolase OS=Gallus gallus OX=9031 GN=LTA4H PE=1 SV=1	LTA4H	1.63658888616733	0.752518739992348	0.610892373840327	A0A8V0Y6Q3
A0A8V0X7B2	glutathione transferase OS=Gallus gallus OX=9031 GN=LOC100859645 PE=1 SV=1	LOC100859645	1.6368580450094	0.759874099401866	0.603267855588733	A0A8V0X7B2
A0A8V0XUH8	GDP-L-fucose synthase OS=Gallus gallus OX=9031 GN=TSTA3 PE=1 SV=1	TSTA3	1.65815951625417	0.738586775807782	0.603253707938046	A0A8V0XUH8
A0A8V0Z399	Hemoglobin alpha, subunit D OS=Gallus gallus OX=9031 GN=HBAD PE=3 SV=1	HBAD	1.66599005424955	0.732741862567812	0.60126808318264	A0A8V0Z399
R4GKD1	Guanine nucleotide-binding protein subunit gamma OS=Gallus gallus OX=9031 GN=GNG5 PE=1 SV=1	GNG5	1.72001819532828	0.696565512708151	0.583416291963571	R4GKD1
A0A8V0Y9U9	Stathmin domain-containing protein 1 OS=Gallus gallus OX=9031 GN=STMND1 PE=4 SV=1	STMND1	1.43885241949755	0.948574442380607	0.61257313812184	A0A8V0Y9U9
A0A8V0X548	Glycerol-3-phosphate dehydrogenase [NAD(+)] OS=Gallus gallus OX=9031 GN=GPD1L PE=1 SV=1	GPD1L	1.42688561600684	0.968208523007583	0.604905860985573	A0A8V0X548
A0A8V0ZG63	Dynein axonemal light chain 1 OS=Gallus gallus OX=9031 GN=DNAL1 PE=4 SV=1	DNAL1	1.44625576492766	0.969704001093628	0.584040233978717	A0A8V0ZG63
F1NC58	Pyridoxal phosphatase OS=Gallus gallus OX=9031 GN=PDXP PE=1 SV=3	PDXP	1.34027955790147	1.07710996892138	0.582610473177148	F1NC58
A0A8V0YEN4	Peroxiredoxin-6 OS=Gallus gallus OX=9031 GN=PRDX6 PE=1 SV=1	PRDX6	1.34532422102123	1.07822672118803	0.576449057790741	A0A8V0YEN4
A0A1D5P9Z1	Low molecular weight phosphotyrosine protein phosphatase OS=Gallus gallus OX=9031 GN=ACP1 PE=1 SV=1	ACP1	1.34664141875676	1.09750956534245	0.55584901590079	A0A1D5P9Z1
A0A3Q2U596	Lamin B2 OS=Gallus gallus OX=9031 GN=LMNB2 PE=1 SV=1	LMNB2	1.36179499204786	1.04820159973384	0.590003408218305	A0A3Q2U596
Q5ZLC9	Golgin subfamily A member 7 OS=Gallus gallus OX=9031 GN=GOLGA7 PE=2 SV=1	GOLGA7	1.39536733480993	1.02216535614861	0.582467309041457	Q5ZLC9
A0A8V1AH61	Occludin OS=Gallus gallus OX=9031 GN=OCLN PE=1 SV=1	OCLN	1.38776574656261	1.06499418873715	0.547240064700234	A0A8V1AH61
A0A8V0ZZ99	Annexin OS=Gallus gallus OX=9031 GN=ANXA2 PE=1 SV=1	ANXA2	1.4191828795055	1.03698140035481	0.543835720139687	A0A8V0ZZ99
A0A8V0ZIA4	Cilia and flagella associated protein 100 OS=Gallus gallus OX=9031 GN=CFAP100 PE=4 SV=1	CFAP100	1.47961386603153	0.974568966189117	0.545817167779356	A0A8V0ZIA4
A0A8V0X207	Elastin microfibril interfacer 2 OS=Gallus gallus OX=9031 GN=EMILIN2 PE=1 SV=1	EMILIN2	1.50849168354723	0.941830390624452	0.549677925828316	A0A8V0X207
S4VGQ1	Four jointed box 1 OS=Gallus gallus OX=9031 GN=FJX1 PE=2 SV=1	FJX1	1.49985936652683	0.985881149339248	0.514259484133919	S4VGQ1
A0A8V0X8U3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 OS=Gallus gallus OX=9031 GN=ASAP2 PE=4 SV=1	ASAP2	1.54375781778064	0.911465042381112	0.544777139838245	A0A8V0X8U3
A0A8V0Z083	Elongation factor like GTPase 1 OS=Gallus gallus OX=9031 GN=EFL1 PE=1 SV=1	EFL1	1.58252413896555	0.897613120691817	0.519862740342634	A0A8V0Z083
A0A8V0ZKZ3	Tetratricopeptide repeat protein 38 OS=Gallus gallus OX=9031 GN=LOC426193 PE=1 SV=1	LOC426193	1.57125895049868	0.940039449677448	0.488701599823871	A0A8V0ZKZ3
A0A1D5P9D0	MOB kinase activator 1A OS=Gallus gallus OX=9031 GN=MOB1A PE=4 SV=1	MOB1A	1.58076662411174	0.930634650008399	0.488598725879861	A0A1D5P9D0
A0A8V0X163	Profilin OS=Gallus gallus OX=9031 GN=PFN2 PE=1 SV=1	PFN2	1.55478370210657	0.850524858202464	0.594691439690967	A0A8V0X163
A0A8V0XRY6	Ubiquitin-like protein OS=Gallus gallus OX=9031 GN=UBL3 PE=4 SV=1	UBL3	1.57596226916551	0.848129495702252	0.575908235132237	A0A8V0XRY6
A0A8V0ZPV0	Keratin 12 OS=Gallus gallus OX=9031 GN=LOC121107692 PE=1 SV=1	LOC121107692	1.61556359100043	0.790705036733229	0.593731372266339	A0A8V0ZPV0
A0A8V0XEJ2	Calaxin OS=Gallus gallus OX=9031 GN=EFCAB1 PE=4 SV=1	EFCAB1	1.64124555198947	0.778235916299255	0.580518531711271	A0A8V0XEJ2
A0A8V0YQA1	Four and a half LIM domains 1 OS=Gallus gallus OX=9031 GN=FHL1 PE=1 SV=1	FHL1	1.60664626053621	0.812610880936421	0.580742858527367	A0A8V0YQA1
A0A8V1ALH2	Transgelin OS=Gallus gallus OX=9031 GN=TAGLN2 PE=1 SV=1	TAGLN2	1.60125624028153	0.827584090351093	0.571159669367379	A0A8V1ALH2
A0A1D5P8E9	Uncharacterized protein OS=Gallus gallus OX=9031 PE=3 SV=2	--	1.60966392534801	0.820389913997739	0.569946160654252	A0A1D5P8E9
A0A8V0Y5N7	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase OS=Gallus gallus OX=9031 GN=BST1 PE=1 SV=1	BST1	1.62863997778015	0.814991341469871	0.556368680749981	A0A8V0Y5N7
A0A8V0ZZL0	Diacylglycerol kinase OS=Gallus gallus OX=9031 GN=DGKA PE=3 SV=1	DGKA	1.64499453131215	0.832890009447418	0.522115459240429	A0A8V0ZZL0
A0A8V0XEW6	Enkurin, TRPC channel interacting protein OS=Gallus gallus OX=9031 GN=ENKUR PE=4 SV=1	ENKUR	1.66077393700957	0.813358706065575	0.525867356924855	A0A8V0XEW6
A0A8V1A178	Keratin 14 OS=Gallus gallus OX=9031 GN=KRT14 PE=3 SV=1	KRT14	1.67257375988749	0.818960197224119	0.508466042888386	A0A8V1A178
