Protein.accession	Protein.description	Gene.name	G1	G2	G3	label
A0A1I7Q422	Transthyretin OS=Gallus gallus OX=9031 GN=TTR PE=1 SV=1	TTR	0.904735339916151	1.34074299522391	0.754521664859941	A0A1I7Q422
A0A1D5P9T4	Unc-45 myosin chaperone A OS=Gallus gallus OX=9031 GN=UNC45A PE=1 SV=1	UNC45A	0.91474988472457	1.33865791622763	0.746592199047797	A0A1D5P9T4
A0A1D5PPN9	Endoplasmin OS=Gallus gallus OX=9031 GN=HSP90B1 PE=1 SV=1	HSP90B1	0.916389207644868	1.34110783875909	0.742502953596038	A0A1D5PPN9
A0A8V0ZAI6	Alpha-1,4 glucan phosphorylase OS=Gallus gallus OX=9031 GN=PYGL PE=1 SV=1	PYGL	0.910116768629161	1.34791328873326	0.741969942637581	A0A8V0ZAI6
A0A1D5PA08	Serine/threonine-protein kinase 3 OS=Gallus gallus OX=9031 GN=STK3 PE=1 SV=1	STK3	0.949134132421304	1.33440960095908	0.71645626661962	A0A1D5PA08
A0A3Q2UHG8	Guanine deaminase OS=Gallus gallus OX=9031 GN=GDA PE=1 SV=1	GDA	0.93520553143644	1.34154747752527	0.723246991038292	A0A3Q2UHG8
A0A1L1RRY6	THUMP domain containing 3 OS=Gallus gallus OX=9031 GN=THUMPD3 PE=1 SV=2	THUMPD3	0.939487425981823	1.34065791555771	0.71985465846047	A0A1L1RRY6
A0A8V0XMT9	Integrin beta OS=Gallus gallus OX=9031 GN=ITGB1 PE=1 SV=1	ITGB1	0.917135123880908	1.36525327408075	0.717611602038343	A0A8V0XMT9
A0A8V0ZEK6	Alanine--tRNA ligase OS=Gallus gallus OX=9031 GN=AARS1 PE=1 SV=1	AARS1	0.921006998270211	1.36806881525465	0.710924186475143	A0A8V0ZEK6
P00337	L-lactate dehydrogenase B chain OS=Gallus gallus OX=9031 GN=LDHB PE=1 SV=3	LDHB	0.935456576186286	1.3590266025858	0.705516821227916	P00337
A0A8V0YS93	Calnexin OS=Gallus gallus OX=9031 GN=CANX PE=1 SV=1	CANX	0.915226805956079	1.35667803834948	0.728095155694441	A0A8V0YS93
A0A8V0YNC4	Kininogen 1 OS=Gallus gallus OX=9031 GN=KNG1 PE=1 SV=1	KNG1	0.90689472457685	1.3628612605763	0.730244014846851	A0A8V0YNC4
A0A8V0X4A3	Cytochrome b5 OS=Gallus gallus OX=9031 GN=CYB5A PE=1 SV=1	CYB5A	0.906644841319763	1.36722675519154	0.726128403488701	A0A8V0X4A3
A0A3Q2U7H6	Prostaglandin E synthase 3 OS=Gallus gallus OX=9031 GN=PTGES3 PE=3 SV=1	PTGES3	0.899346777956348	1.37422671037345	0.726426511670204	A0A3Q2U7H6
A0A8V0ZKA8	Oxysterol-binding protein OS=Gallus gallus OX=9031 GN=OSBP PE=1 SV=1	OSBP	0.893857880701591	1.39533647449789	0.710805644800521	A0A8V0ZKA8
A0A8V0ZCS2	Eukaryotic translation initiation factor 2 subunit 1 OS=Gallus gallus OX=9031 GN=EIF2S1 PE=3 SV=1	EIF2S1	0.857935581982014	1.37538713821641	0.766677279801571	A0A8V0ZCS2
A0A160F7C1	Corticosteroid binding globulin OS=Gallus gallus OX=9031 GN=SPIA4 PE=1 SV=1	SPIA4	0.84759757452283	1.38598632705303	0.766416098424142	A0A160F7C1
A0A3Q2U9P1	peptidylprolyl isomerase OS=Gallus gallus OX=9031 GN=FKBP4 PE=1 SV=1	FKBP4	0.846678929895441	1.36989234253145	0.783428727573106	A0A3Q2U9P1
A0A8V1AJ19	Neuronal pentraxin 1 OS=Gallus gallus OX=9031 GN=NPTX1 PE=4 SV=1	NPTX1	0.836634648715741	1.38123651164611	0.782128839638149	A0A8V1AJ19
A0A8V0XJK4	Large ribosomal subunit protein uL30 OS=Gallus gallus OX=9031 GN=RPL7 PE=3 SV=1	RPL7	0.831738289159879	1.39643432479863	0.771827386041488	A0A8V0XJK4
A0A1L1RWR0	Transthyretin OS=Gallus gallus OX=9031 GN=LOC112531842 PE=3 SV=2	LOC112531842	0.877747174862158	1.36901961660255	0.753233208535293	A0A1L1RWR0
A0A8V0XGH4	Protein disulfide-isomerase A6 OS=Gallus gallus OX=9031 GN=PDIA6 PE=1 SV=1	PDIA6	0.869334455917919	1.38259498633914	0.748070557742945	A0A8V0XGH4
A0A8V0ZQV5	Uncharacterized protein OS=Gallus gallus OX=9031 GN=GIF PE=1 SV=1	GIF	0.868960560167422	1.39220617538513	0.73883326444745	A0A8V0ZQV5
A0A8V0ZZ05	Aminopeptidase OS=Gallus gallus OX=9031 GN=NPEPPS PE=1 SV=1	NPEPPS	0.844748781965703	1.40832746279392	0.74692375524038	A0A8V0ZZ05
A0A1D5PD70	GDP-mannose 4,6-dehydratase OS=Gallus gallus OX=9031 GN=GMDS PE=1 SV=2	GMDS	0.857134260095083	1.41005446229765	0.73281127760727	A0A1D5PD70
A0A8V0ZC55	Eukaryotic translation initiation factor 3 subunit B OS=Gallus gallus OX=9031 GN=EIF3B PE=1 SV=1	EIF3B	0.872488064466403	1.42087696291216	0.706634972621438	A0A8V0ZC55
A0A8V0YR31	Centrosomal protein 135 OS=Gallus gallus OX=9031 GN=CEP135 PE=1 SV=1	CEP135	0.861724492760045	1.43252637746235	0.705749129777607	A0A8V0YR31
A0A8V0XT65	Ribonuclease T2 OS=Gallus gallus OX=9031 GN=RNASET2 PE=1 SV=1	RNASET2	0.850933181512344	1.4452398944154	0.703826924072253	A0A8V0XT65
A0A8V0XX21	Hydantoinase B/oxoprolinase domain-containing protein OS=Gallus gallus OX=9031 PE=4 SV=1	--	0.862285658756077	1.44516795401473	0.692546387229193	A0A8V0XX21
A0A8V1ABS2	Clathrin heavy chain OS=Gallus gallus OX=9031 GN=CLTC PE=1 SV=1	CLTC	0.830494746059545	1.42990765801624	0.739597595924216	A0A8V1ABS2
R4GLB3	Proteasome subunit beta OS=Gallus gallus OX=9031 GN=PSMB2 PE=1 SV=1	PSMB2	0.819248985523676	1.44250309662684	0.738247917849487	R4GLB3
A0A8V0YH08	histidine--tRNA ligase OS=Gallus gallus OX=9031 GN=HARS1 PE=1 SV=1	HARS1	0.839474777163669	1.43284240120124	0.727682821635092	A0A8V0YH08
A0A8V0YCT6	Cullin-associated NEDD8-dissociated protein 1 OS=Gallus gallus OX=9031 GN=CAND1 PE=1 SV=1	CAND1	0.842422399753495	1.43345497232616	0.724122627920341	A0A8V0YCT6
E1BSN7	Alpha-1,4 glucan phosphorylase OS=Gallus gallus OX=9031 GN=PYGB PE=1 SV=2	PYGB	0.808619064526759	1.45961362109528	0.731767314377965	E1BSN7
Q9I8D6	T-complex protein 1 subunit delta OS=Gallus gallus OX=9031 GN=tcp-1 delta PE=1 SV=1	tcp-1	0.813991333576436	1.47795311250176	0.708055553921799	Q9I8D6
A0A8V0ZQD9	Coronin OS=Gallus gallus OX=9031 GN=CORO1B PE=1 SV=1	CORO1B	0.806745627200097	1.25521615005763	0.938038222742277	A0A8V0ZQD9
A0A8V0Z585	Protein lin-7 homolog OS=Gallus gallus OX=9031 GN=LIN7C PE=3 SV=1	LIN7C	0.801212795849024	1.25793681073293	0.940850393418046	A0A8V0Z585
A0A8V0ZBT6	DNA damage-binding protein 1 OS=Gallus gallus OX=9031 GN=DDB1 PE=3 SV=1	DDB1	0.783240320979075	1.25706649628582	0.959693182735106	A0A8V0ZBT6
A0A8V0ZF10	glutamine--tRNA ligase OS=Gallus gallus OX=9031 GN=QARS PE=1 SV=1	QARS	0.785882915935556	1.2644706758122	0.949646408252247	A0A8V0ZF10
A0A8V0Z3D0	Chloride channel protein 2 OS=Gallus gallus OX=9031 GN=CLCN2 PE=3 SV=1	CLCN2	0.785101739069211	1.22702246004365	0.987875800887136	A0A8V0Z3D0
A0A3Q2TV39	40S ribosomal protein S27 OS=Gallus gallus OX=9031 GN=RPS27L PE=3 SV=1	RPS27L	0.786360937963788	1.21363906203621		A0A3Q2TV39
A0A1D5P263	Acyl-protein thioesterase 1 OS=Gallus gallus OX=9031 GN=LYPLA1 PE=1 SV=1	LYPLA1	0.785133087507554	1.21486691249245		A0A1D5P263
Q5ZLA7	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Gallus gallus OX=9031 GN=STT3A PE=1 SV=1	STT3A	0.782307555261365	1.21769244473864		Q5ZLA7
A0A8V1A8S1	TNF receptor-associated factor OS=Gallus gallus OX=9031 GN=TRAF2 PE=3 SV=1	TRAF2	0.796453079048213	1.20354692095179		A0A8V1A8S1
A0A1D5PTW3	Hydroxysteroid 17-beta dehydrogenase 7 OS=Gallus gallus OX=9031 GN=HSD17B7 PE=1 SV=1	HSD17B7	0.796292208007241	1.20370779199276		A0A1D5PTW3
A0A8V0YQR5	Family with sequence similarity 114 member A1 OS=Gallus gallus OX=9031 GN=FAM114A1 PE=1 SV=1	FAM114A1	0.795458420270676	1.20454157972932		A0A8V0YQR5
A0A8V0Z6K0	Adducin 3 (gamma) OS=Gallus gallus OX=9031 GN=ADD3 PE=1 SV=1	ADD3	0.79020247140413	1.20979752859587		A0A8V0Z6K0
A0A8V0XAL0	Matrilin 3 OS=Gallus gallus OX=9031 GN=MATN3 PE=4 SV=1	MATN3	0.762130639028554	1.25309247479561	0.984776886175837	A0A8V0XAL0
A0A8V0ZA46	AE binding protein 1 OS=Gallus gallus OX=9031 GN=AEBP1 PE=1 SV=1	AEBP1	0.766803400597998	1.15621628762919	1.07698031177282	A0A8V0ZA46
P02845	Vitellogenin-2 OS=Gallus gallus OX=9031 GN=VTG2 PE=1 SV=1	VTG2	0.759497854205494	1.20329013424131	1.0372120115532	P02845
A0A8V0X8Q2	Bis(monoacylglycero)phosphate synthase CLN5 OS=Gallus gallus OX=9031 GN=CLN5 PE=3 SV=1	CLN5	0.752399547334302	1.19904018106628	1.04856027159942	A0A8V0X8Q2
A0A8V1A640	Serine/threonine-protein phosphatase OS=Gallus gallus OX=9031 GN=PPP1CC PE=1 SV=1	PPP1CC	0.732527771531652	1.19775918316586	1.06971304530249	A0A8V1A640
A0A1D5P6T3	Tyrosine-protein kinase receptor OS=Gallus gallus OX=9031 GN=INSR PE=3 SV=2	INSR	0.718295683961483	1.20237715802923	1.07932715800929	A0A1D5P6T3
A0A8V0Z0R4	Chordin OS=Gallus gallus OX=9031 GN=CHRD PE=3 SV=1	CHRD	0.732488370728095	1.23146427243874	1.03604735683317	A0A8V0Z0R4
A0A8V0YR59	receptor protein-tyrosine kinase OS=Gallus gallus OX=9031 GN=PDGFRB PE=1 SV=1	PDGFRB	0.727024557285905	1.22432835390194	1.04864708881215	A0A8V0YR59
A0A8V0YZN0	Protein-glutamine gamma-glutamyltransferase 2 OS=Gallus gallus OX=9031 GN=TGM2 PE=1 SV=1	TGM2	0.718639832932017	1.22443413366321	1.05692603340477	A0A8V0YZN0
A0A8V0YJS3	DUF4537 domain-containing protein OS=Gallus gallus OX=9031 GN=LOC100858131 PE=4 SV=1	LOC100858131	0.702596161543895	1.22199618363544	1.07540765482067	A0A8V0YJS3
A0A8V0X7P4	Syndecan binding protein OS=Gallus gallus OX=9031 GN=SDCBP PE=1 SV=1	SDCBP	0.694473778163348	1.21040183077519	1.09512439106146	A0A8V0X7P4
A0A8V0Y4G2	Cathepsin B OS=Gallus gallus OX=9031 GN=CTSB PE=1 SV=1	CTSB	0.718996643906955	1.26277919222312	1.01822416386992	A0A8V0Y4G2
A0A8V1ADY8	Protein AMBP OS=Gallus gallus OX=9031 GN=AMBP PE=1 SV=1	AMBP	0.707236090225564	1.27122606516291	1.02153784461153	A0A8V1ADY8
A0A1D5NYK3	Glutaryl-CoA dehydrogenase, mitochondrial OS=Gallus gallus OX=9031 GN=GCDH PE=3 SV=2	GCDH	0.729958276232812	1.26480947687224	1.00523224689495	A0A1D5NYK3
A0A8V0XTL6	Matrin 3 OS=Gallus gallus OX=9031 GN=MATR3 PE=1 SV=1	MATR3	0.730702094343111	1.26929790565689		A0A8V0XTL6
F1P278	RAB19, member RAS onco family OS=Gallus gallus OX=9031 GN=RAB19 PE=1 SV=3	RAB19	0.729124180852162	1.27087581914784		F1P278
A0A8V0YV92	ADAM metallopeptidase domain 9 OS=Gallus gallus OX=9031 GN=ADAM9 PE=4 SV=1	ADAM9	0.836112452301223	1.2565812631415	0.907306284557278	A0A8V0YV92
A0A8V0YLR6	Pericentriolar material 1 OS=Gallus gallus OX=9031 GN=PCM1 PE=4 SV=1	PCM1	0.847913004289926	1.27711752746138	0.874969468248699	A0A8V0YLR6
A0A8V0YIX8	Monocyte differentiation antigen CD14 OS=Gallus gallus OX=9031 GN=CD14 PE=1 SV=1	CD14	0.838200357826353	1.28921803722995	0.872581604943699	A0A8V0YIX8
A0A8V0Z0I1	Aminopeptidase OS=Gallus gallus OX=9031 GN=ANPEP PE=1 SV=1	ANPEP	0.822253660786767	1.30618851394668	0.871557825266557	A0A8V0Z0I1
A0A8V0Z6Z2	Leucine rich repeat neuronal 4 OS=Gallus gallus OX=9031 GN=LRRN4 PE=1 SV=1	LRRN4	0.832225426064175	1.33791352887942	0.829861045056405	A0A8V0Z6Z2
A0A8V0YCY1	Serpin family C member 1 OS=Gallus gallus OX=9031 GN=SERPINC1 PE=1 SV=1	SERPINC1	0.836796309174483	1.34912537299022	0.814078317835293	A0A8V0YCY1
Q5ZMV5	Actin-related protein 2/3 complex subunit 5 OS=Gallus gallus OX=9031 GN=ARPC5 PE=1 SV=1	ARPC5	0.839054804750041	1.35512428210568	0.805820913144281	Q5ZMV5
C7G537	ADF actin binding protein OS=Gallus gallus OX=9031 GN=COTL1 PE=1 SV=1	COTL1	0.807435378368755	1.38299984012098	0.809564781510262	C7G537
A0A8V0X8L8	Complement C3 OS=Gallus gallus OX=9031 PE=1 SV=1	--	0.799893082592766	1.38553970007246	0.814567217334776	A0A8V0X8L8
A0A1D5NXL7	Proteasome 26S subunit, non-ATPase 3 OS=Gallus gallus OX=9031 GN=PSMD3 PE=1 SV=1	PSMD3	0.782848823350362	1.34559980343332	0.871551373216322	A0A1D5NXL7
A0A8V1ADW0	Cytokine receptor like factor 1 OS=Gallus gallus OX=9031 GN=CRLF1 PE=4 SV=1	CRLF1	0.780828441291928	1.35456372047793	0.864607838230142	A0A8V1ADW0
A0A8V0Y6Y7	Torsin-1A-interacting protein 1 OS=Gallus gallus OX=9031 GN=TOR1AIP1 PE=1 SV=1	TOR1AIP1	0.781695226217801	1.36051371180661	0.857791061975584	A0A8V0Y6Y7
A0A8V0Z756	Retinol binding protein 4 A, plasma OS=Gallus gallus OX=9031 GN=RBP4A PE=1 SV=1	RBP4A	0.804225671713543	1.3549164220362	0.840857906250252	A0A8V0Z756
A0A8V0XAS9	Calpain-1 catalytic subunit OS=Gallus gallus OX=9031 GN=CAPN1 PE=1 SV=1	CAPN1	0.7990807489477	1.35736874282522	0.843550508227077	A0A8V0XAS9
A0A8V0Z5C6	Serine/threonine-protein phosphatase OS=Gallus gallus OX=9031 GN=PPP1CB PE=1 SV=1	PPP1CB	0.767633669756736	1.38998269332922	0.842383636914043	A0A8V0Z5C6
A0A8V0YXE7	LDL receptor related protein associated protein 1 OS=Gallus gallus OX=9031 GN=LRPAP1 PE=1 SV=1	LRPAP1	0.762911913398565	1.39231651640456	0.844771570196872	A0A8V0YXE7
P28497	F-actin-capping protein subunit alpha-2 OS=Gallus gallus OX=9031 GN=CAPZA2 PE=1 SV=1	CAPZA2	0.774621915215592	1.39765488212988	0.827723202654524	P28497
A0A8V0X1R9	Serpin family I member 1 OS=Gallus gallus OX=9031 GN=SERPINI1 PE=1 SV=1	SERPINI1	0.757700205338809	1.29302624540576	0.949273549255431	A0A8V0X1R9
A0A8V0XG62	COP9 signalosome subunit 5 OS=Gallus gallus OX=9031 GN=COPS5 PE=1 SV=1	COPS5	0.737964710142344	1.31988397360756	0.942151316250095	A0A8V0XG62
A0A8V0YWS4	Microtubule actin crosslinking factor 1 OS=Gallus gallus OX=9031 GN=MACF1 PE=1 SV=1	MACF1	0.774757002976938	1.32028211736615	0.904960879656909	A0A8V0YWS4
A0A8V0YR19	10 kDa heat shock protein, mitochondrial OS=Gallus gallus OX=9031 GN=HSPE1 PE=1 SV=1	HSPE1	0.767422260037566	1.32589780225073	0.906679937711708	A0A8V0YR19
A0A1D5P774	Tripeptidyl-peptidase 2 OS=Gallus gallus OX=9031 GN=TPP2 PE=1 SV=1	TPP2	0.756541660549577	1.32194557874914	0.921512760701281	A0A1D5P774
A0A1L1RQP3	Uncharacterized protein OS=Gallus gallus OX=9031 PE=3 SV=1	--	0.721361777597966	1.34956266884323	0.929075553558807	A0A1L1RQP3
A0A8V0ZRK8	Superkiller complex protein 8 OS=Gallus gallus OX=9031 GN=WDR61 PE=3 SV=1	WDR61	0.699990428468322	1.37938395552601	0.92062561600567	A0A8V0ZRK8
A0A3Q2U4B8	Discs large MAGUK scaffold protein 3 OS=Gallus gallus OX=9031 GN=DLG3 PE=1 SV=1	DLG3	0.771162738558978	1.22883726144102		A0A3Q2U4B8
A0A8V0X8J3	Complement 4 OS=Gallus gallus OX=9031 GN=C4 PE=1 SV=1	C4	0.769673184127096	1.2303268158729		A0A8V0X8J3
A0A8V0YZ19	Non-POU domain containing, octamer-binding OS=Gallus gallus OX=9031 GN=NONO PE=1 SV=1	NONO	0.768763328507136	1.23123667149286		A0A8V0YZ19
A0A1D6UPS9	Splicing factor 3B subunit 3 OS=Gallus gallus OX=9031 GN=SF3B3 PE=1 SV=1	SF3B3	0.763123488265673	1.23687651173433		A0A1D6UPS9
A0A8V1A0A0	Extended synaptotagmin 1 OS=Gallus gallus OX=9031 GN=ESYT1 PE=3 SV=1	ESYT1	0.762446306759948	1.23755369324005		A0A8V1A0A0
A0A8V0XK63	Eukaryotic translation initiation factor 4E OS=Gallus gallus OX=9031 GN=EIF4E PE=1 SV=1	EIF4E	0.761503724273961	1.23849627572604		A0A8V0XK63
A0A8V0WZJ7	Neurofibromin 2 OS=Gallus gallus OX=9031 GN=NF2 PE=1 SV=1	NF2		1.24202254353287	0.757977456467129	A0A8V0WZJ7
Q5ZLN0	Leucine-rich repeat-containing protein 40 OS=Gallus gallus OX=9031 GN=LRRC40 PE=2 SV=1	LRRC40		1.24693351546923	0.753066484530774	Q5ZLN0
A0A8V0Z3U7	leucine--tRNA ligase OS=Gallus gallus OX=9031 GN=LARS PE=1 SV=1	LARS	0.753051901788334	1.24694809821167		A0A8V0Z3U7
Q5ZHV6	GrpE protein homolog OS=Gallus gallus OX=9031 GN=GRPEL1 PE=1 SV=1	GRPEL1	0.752476352107736	1.24752364789226		Q5ZHV6
A0A8V0ZH29	Eukaryotic translation initiation factor 4 gamma 2 OS=Gallus gallus OX=9031 GN=EIF4G2 PE=1 SV=1	EIF4G2		1.24901531310991	0.750984686890088	A0A8V0ZH29
F1NCE1	Eukaryotic translation initiation factor 3 subunit D OS=Gallus gallus OX=9031 GN=EIF3D PE=1 SV=3	EIF3D	0.74912876272369	1.25087123727631		F1NCE1
A0A8V0Y8F5	Small nuclear ribonucleoprotein Sm D2 OS=Gallus gallus OX=9031 GN=SNRPD2 PE=3 SV=1	SNRPD2		1.2552654267767	0.744734573223303	A0A8V0Y8F5
A0A1D5PK92	Monoglyceride lipase OS=Gallus gallus OX=9031 GN=MGLL PE=1 SV=1	MGLL		1.25572831423895	0.744271685761047	A0A1D5PK92
A0A8V1A498	Golgin subfamily B member 1-like OS=Gallus gallus OX=9031 GN=LOC415641 PE=4 SV=1	LOC415641	0.744051288767645	1.25594871123235		A0A8V1A498
A0A8V1APT7	Nuclear FMR1 interacting protein 2 OS=Gallus gallus OX=9031 GN=NUFIP2 PE=1 SV=1	NUFIP2	0.742742057972644	1.25725794202736		A0A8V1APT7
E1C455	Queuosine 5'-phosphate N-glycosylase/hydrolase OS=Gallus gallus OX=9031 GN=C9orf64 PE=1 SV=2	C9orf64	0.738474341166586	1.26152565883341		E1C455
Q5F3L3	Protein FAM234B OS=Gallus gallus OX=9031 GN=FAM234B PE=2 SV=1	FAM234B		1.2631902764051	0.736809723594903	Q5F3L3
A0A8V0Z5M1	Sepiapterin reductase OS=Gallus gallus OX=9031 GN=SPR PE=1 SV=1	SPR		1.26324676856153	0.736753231438473	A0A8V0Z5M1
A0A8V0XFZ5	Scavenger receptor class B member 2 OS=Gallus gallus OX=9031 GN=SCARB2 PE=1 SV=1	SCARB2	0.734837232000057	1.26516276799994		A0A8V0XFZ5
A0A8V0X6H2	CTP synthase OS=Gallus gallus OX=9031 GN=CTPS2 PE=1 SV=1	CTPS2		1.27340061356438	0.726599386435619	A0A8V0X6H2
A0A8V1A000	NIF3-like protein 1 OS=Gallus gallus OX=9031 GN=NIF3L1 PE=1 SV=1	NIF3L1	0.724886047129475	1.27511395287052		A0A8V1A000
A0A8V1AI10	Niban apoptosis regulator 2 OS=Gallus gallus OX=9031 GN=FAM129B PE=1 SV=1	FAM129B	0.786071274743927	1.41962897170775	0.794299753548318	A0A8V1AI10
A0A8V0XKE8	Complement factor I OS=Gallus gallus OX=9031 GN=CFI PE=1 SV=1	CFI	0.795671869982662	1.43134444376717	0.772983686250163	A0A8V0XKE8
A0A8V0ZI53	MANSC domain containing 1 OS=Gallus gallus OX=9031 GN=MANSC1 PE=4 SV=1	MANSC1	0.764529844134037	1.4316933506429	0.803776805223059	A0A8V0ZI53
A0A8V0XJ14	Albumin OS=Gallus gallus OX=9031 GN=ALB PE=1 SV=1	ALB	0.762410827388493	1.44766317754517	0.789925995066338	A0A8V0XJ14
A0A1D5P8I7	Isocitrate dehydrogenase [NADP] OS=Gallus gallus OX=9031 GN=IDH2 PE=1 SV=2	IDH2	0.741022814427895	1.44346033357408	0.815516851998023	A0A1D5P8I7
A0A8V0Y8B8	Cathepsin E-A-like OS=Gallus gallus OX=9031 GN=CTSEAL PE=1 SV=1	CTSEAL	0.741545630420091	1.4537145955353	0.804739774044609	A0A8V0Y8B8
A0A8V0XTY8	Endosome-lysosome associated apoptosis and autophagy regulator family member 2 OS=Gallus gallus OX=9031 GN=ELAPOR2 PE=1 SV=1	ELAPOR2	0.735635420487835	1.48031506233564	0.784049517176529	A0A8V0XTY8
A0A1D5PZJ5	Ectonucleoside triphosphate diphosphohydrolase 1 OS=Gallus gallus OX=9031 GN=ENTPD1 PE=1 SV=1	ENTPD1	0.73422772232432	1.48535719902704	0.780415078648635	A0A1D5PZJ5
A0A8V0XIX2	Ubiquitin carboxyl-terminal hydrolase OS=Gallus gallus OX=9031 GN=USP14 PE=1 SV=1	USP14	0.755063817767038	1.47904761399678	0.765888568236178	A0A8V0XIX2
A0A8V0YW34	Ras protein specific guanine nucleotide releasing factor 1 OS=Gallus gallus OX=9031 GN=RASGRF1 PE=4 SV=1	RASGRF1	0.755015968625845	1.50026401082207	0.744720020552081	A0A8V0YW34
A0A8V0XKF3	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta OS=Gallus gallus OX=9031 GN=YWHAQ PE=3 SV=1	YWHAQ	0.750739414035224	1.50114090396339	0.748119682001386	A0A8V0XKF3
A0A8V0ZJF4	Pleckstrin homology and RhoGEF domain containing G3 OS=Gallus gallus OX=9031 GN=PLEKHG3 PE=4 SV=1	PLEKHG3	0.719865620818108	1.50557754862104	0.774556830560853	A0A8V0ZJF4
A0A8V0ZHZ7	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Gallus gallus OX=9031 GN=RPN2 PE=1 SV=1	RPN2	0.712619654415218	1.52719127443901	0.760189071145768	A0A8V0ZHZ7
A0A8V1A3Y5	Eukaryotic translation initiation factor 2 subunit 2 OS=Gallus gallus OX=9031 GN=EIF2S2 PE=1 SV=1	EIF2S2	0.737197825938644	1.50060914002424	0.76219303403712	A0A8V1A3Y5
A0A8V0YU84	Apolipoprotein D OS=Gallus gallus OX=9031 GN=APOD PE=1 SV=1	APOD	0.737384725488191	1.51308455168183	0.749530722829976	A0A8V0YU84
A0A1D5NW68	Albumin OS=Gallus gallus OX=9031 GN=ALB PE=1 SV=2	ALB	0.729653173843444	1.52652779677105	0.743819029385503	A0A1D5NW68
A0A8V0XZS5	Saccharopine dehydrogenase-like oxidoreductase OS=Gallus gallus OX=9031 GN=SCCPDH PE=1 SV=1	SCCPDH	0.720144102342071	1.53116580755312	0.748690090104809	A0A8V0XZS5
A0A1L1RWX8	Vacuolar protein sorting-associated protein 35 OS=Gallus gallus OX=9031 GN=VPS35 PE=1 SV=2	VPS35	0.702554545396191	1.4258552773754	0.871590177228407	A0A1L1RWX8
A0A8V0ZUI9	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Gallus gallus OX=9031 GN=PIP4K2C PE=4 SV=1	PIP4K2C	0.710220935977977	1.44773064163196	0.842048422390061	A0A8V0ZUI9
A0A8V0YI20	Ubiquitin-conjugating enzyme E2 variant 1 OS=Gallus gallus OX=9031 GN=UBE2V1 PE=4 SV=1	UBE2V1	0.684578064675944	1.42192880528933	0.893493130034729	A0A8V0YI20
A0A3Q3A7P6	Small ribosomal subunit protein uS8 OS=Gallus gallus OX=9031 GN=RPS15A PE=1 SV=1	RPS15A	0.678399189554053	1.45211450469129	0.86948630575466	A0A3Q3A7P6
A0A8V0ZTA0	Prohibitin-2 OS=Gallus gallus OX=9031 GN=PHB2 PE=3 SV=1	PHB2	0.655864482714845	1.44530505530318	0.89883046198198	A0A8V0ZTA0
F1NR71	Proteasome 26S subunit, non-ATPase 7 OS=Gallus gallus OX=9031 GN=PSMD7 PE=1 SV=4	PSMD7	0.649929854731412	1.46287957641309	0.887190568855501	F1NR71
A0A8V0ZI24	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Gallus gallus OX=9031 GN=DDOST PE=1 SV=1	DDOST	0.71827083837289	1.48699560439267	0.794733557234443	A0A8V0ZI24
A0A8V1AAP1	Alpha-2-macroglobulin-like protein 1 OS=Gallus gallus OX=9031 GN=A2ML4 PE=1 SV=1	A2ML4	0.708008312658749	1.48702839811177	0.804963289229482	A0A8V1AAP1
A0A1D5PBH3	Uncharacterized protein OS=Gallus gallus OX=9031 GN=LY6CLEL PE=4 SV=1	LY6CLEL	0.70941578008876	1.49797151804482	0.792612701866421	A0A1D5PBH3
A0A8V0YJX3	Lumican OS=Gallus gallus OX=9031 GN=LUM PE=1 SV=1	LUM	0.701197873163974	1.5028052233789	0.795996903457127	A0A8V0YJX3
A0A8V0X829	Sodium channel subunit beta-1 OS=Gallus gallus OX=9031 GN=LOC107051305 PE=3 SV=1	LOC107051305	0.696718330425652	1.49404836777888	0.80923330179547	A0A8V0X829
A0A1D5PPF8	Heat shock 70 kDa protein 4 OS=Gallus gallus OX=9031 GN=HSPA4 PE=1 SV=1	HSPA4	0.69141742135367	1.49645309520972	0.812129483436606	A0A1D5PPF8
A0A8V0ZUX9	Ubiquitin carboxyl-terminal hydrolase OS=Gallus gallus OX=9031 GN=USP5 PE=1 SV=1	USP5	0.671816725431828	1.48386882670308	0.844314447865088	A0A8V0ZUX9
A0A8V0ZZC8	Mitogen-activated protein kinase-activated protein kinase 5 OS=Gallus gallus OX=9031 GN=MAPKAPK5 PE=3 SV=1	MAPKAPK5	0.651648552604408	1.51134359117662	0.837007856218967	A0A8V0ZZC8
F1NBW2	H(+)-transporting two-sector ATPase OS=Gallus gallus OX=9031 GN=ATP6V1A PE=1 SV=1	ATP6V1A	0.645357927587253	1.53047022468421	0.824171847728539	F1NBW2
A0A8V1ABY0	Polypyrimidine tract-binding protein 1 OS=Gallus gallus OX=9031 GN=PTBP1 PE=1 SV=1	PTBP1	0.651650654629307	1.53366369864652	0.814685646724171	A0A8V1ABY0
