KEGG pathway	Protein accession	KEGG KO No.	G2/G1 Ratio	Regulated Type
map00071 Fatty acid degradation	A0A8V0XH76	K00626	0.3617297116655773	Down
map00071 Fatty acid degradation	A0A8V0XIM8	K00022	1.7969182866761082	Up
map00071 Fatty acid degradation	A0A8V0ZT56	K00248	1.9076130641659352	Up
map00071 Fatty acid degradation	A0A8V1ABW1	K00128	1.809602417391791	Up
map00071 Fatty acid degradation	A0A8V0X9K8	K14085	1.5614388743981418	Up
map00071 Fatty acid degradation	A0A8V0Y8S2	K13239	1.890212287223635	Up
map00071 Fatty acid degradation	A0A8V0Y9E4	K07508	0.5413355554494649	Down
map00071 Fatty acid degradation	A0A8V0YYX3	K13238	1.8086740338683016	Up
map00190 Oxidative phosphorylation	P18944	K02261	5.580879055982677	Up
map00190 Oxidative phosphorylation	A0A1D5PCU0	K02154	0.5644544945064971	Down
map00190 Oxidative phosphorylation	A0A1D5PIF0	K00235	4.117371538779446	Up
map00190 Oxidative phosphorylation	F1NBW2	K02145	2.371506042245506	Up
map00190 Oxidative phosphorylation	Q9YH14	K02129	2.9195863951537526	Up
map00190 Oxidative phosphorylation	A0A1D5NW93	K02134	3.8206110051785407	Up
map00190 Oxidative phosphorylation	A0A1D5P0U8	K02136	4.428764772362602	Up
map00190 Oxidative phosphorylation	A0A1D5P179	K11353	3.4067597029784227	Up
map00190 Oxidative phosphorylation	A0A1D5P4B1	K03950	5.278333185118463	Up
map00190 Oxidative phosphorylation	A0A1D5PI06	K03943	2.084357395072847	Up
map00190 Oxidative phosphorylation	A0A1D5PN54	K02132	3.5708002517104256	Up
map00190 Oxidative phosphorylation	A0A1D5PNM0	K03965	3.3871730895262275	Up
map00190 Oxidative phosphorylation	A0A8V0X535	K11351	10.699051429865671	Up
map00190 Oxidative phosphorylation	A0A8V0XCD2	K03949	3.0391678321678324	Up
map00190 Oxidative phosphorylation	A0A8V0XW68	K02263	4.214491569655297	Up
map00190 Oxidative phosphorylation	A0A8V0Y6X8	K11352	1.503496733271736	Up
map00190 Oxidative phosphorylation	A0A8V0Y6Z6	K02148	0.4214403885153165	Down
map00190 Oxidative phosphorylation	A0A8V0Y9V7	K03937	4.926420710886783	Up
map00190 Oxidative phosphorylation	A0A8V0Y9X9	K02137	3.099969724492885	Up
map00190 Oxidative phosphorylation	A0A8V0YC52	K03946	1.779580003716781	Up
map00190 Oxidative phosphorylation	A0A8V0YCL9	K02268	2.844861400789368	Up
map00190 Oxidative phosphorylation	A0A8V0YFF3	K03954	3.301151232326047	Up
map00190 Oxidative phosphorylation	A0A8V0Z2Y8	K02265	5.404238994917042	Up
map00190 Oxidative phosphorylation	A0A8V0Z382	K03938	2.706170858433248	Up
map00190 Oxidative phosphorylation	A0A8V0Z7C7	K03962	2.2888348271446866	Up
map00190 Oxidative phosphorylation	A0A8V0Z863	K03966	3.3708121125339665	Up
map00190 Oxidative phosphorylation	A0A8V0ZC01	K02266	2.865843816518204	Up
map00190 Oxidative phosphorylation	A0A8V0ZE88	K01507	0.4631891317832371	Down
map00190 Oxidative phosphorylation	A0A8V0ZI98	K02130	2.640391791044776	Up
map00190 Oxidative phosphorylation	A0A8V0ZU95	K02264	2.8585179803850345	Up
map00190 Oxidative phosphorylation	A0A8V0ZVA2	K03959	3.191682627423408	Up
map00190 Oxidative phosphorylation	A0A8V1A4N7	K02127	5.328431228317012	Up
map00190 Oxidative phosphorylation	A0A8V1A624	K02133	3.5949978151855015	Up
map00190 Oxidative phosphorylation	A0A8V1AA37	K03934	3.36178535665556	Up
map00190 Oxidative phosphorylation	A0A8V1AEY5	K03935	1.9340010153689944	Up
map00190 Oxidative phosphorylation	A0A8V1AH40	K03940	3.5955505702000368	Up
map00190 Oxidative phosphorylation	A0A8V1AK12	K02145	3.6953921929663047	Up
map00190 Oxidative phosphorylation	E1C658	K02138	3.4243413964776197	Up
map00190 Oxidative phosphorylation	F1NIL3	K02140	2.538031642687419	Up
map00190 Oxidative phosphorylation	Q5ZHL0	K02146	0.5539990419339499	Down
map00190 Oxidative phosphorylation	A0A3Q2UJ64	K00417	5.023115161003285	Up
map00190 Oxidative phosphorylation	A0A8V0X6I3	K02267	2.5037164628175685	Up
map00190 Oxidative phosphorylation	A0A8V0YZL1	K00415	2.4539234785319097	Up
map00190 Oxidative phosphorylation	A0A8V0Z6B5	K02270	3.5436315785543373	Up
map00190 Oxidative phosphorylation	A0A8V0Z6U6	K02147	0.5587868437641105	Down
map00190 Oxidative phosphorylation	A0A8V0ZPD6	K03936	2.1117603164993595	Up
map00190 Oxidative phosphorylation	A0A8V0ZRZ8	K03953	5.011989705174615	Up
map00190 Oxidative phosphorylation	A0A8V1A3B4	K00414	3.105162039480629	Up
map00190 Oxidative phosphorylation	R4GGZ2	K03948	2.9556473303669786	Up
map00280 Valine, leucine and isoleucine degradation	A0A8V0X3M7	K09478	2.5535255131444785	Up
map00280 Valine, leucine and isoleucine degradation	A0A8V0Y492	K07515	2.106522046571114	Up
map00280 Valine, leucine and isoleucine degradation	A0A8V0YB71	K07509	2.056442690024779	Up
map00280 Valine, leucine and isoleucine degradation	A0A8V0ZTF7	K00253	2.0288847312129192	Up
map00280 Valine, leucine and isoleucine degradation	A0A1D5PH80	K00020	0.21981583428689846	Down
map00280 Valine, leucine and isoleucine degradation	A0A8V0XE68	K00626	2.9048761746662444	Up
map00280 Valine, leucine and isoleucine degradation	A0A8V0XH76	K00626	0.3617297116655773	Down
map00280 Valine, leucine and isoleucine degradation	A0A8V0XHY2	K01965	2.6880901638690013	Up
map00280 Valine, leucine and isoleucine degradation	A0A8V0XIM8	K00022	1.7969182866761082	Up
map00280 Valine, leucine and isoleucine degradation	A0A8V0XVT5	K00140	3.492381252627154	Up
map00280 Valine, leucine and isoleucine degradation	A0A8V0ZT56	K00248	1.9076130641659352	Up
map00280 Valine, leucine and isoleucine degradation	A0A8V1ABW1	K00128	1.809602417391791	Up
map00280 Valine, leucine and isoleucine degradation	Q5F3M8	K01027	2.5669272765974585	Up
map00280 Valine, leucine and isoleucine degradation	A0A8V0X2T8	K08683	2.0160835531721664	Up
map00280 Valine, leucine and isoleucine degradation	A0A8V0X9K8	K14085	1.5614388743981418	Up
map00280 Valine, leucine and isoleucine degradation	A0A8V0Y9E4	K07508	0.5413355554494649	Down
map00380 Tryptophan metabolism	A0A8V0Y492	K07515	2.106522046571114	Up
map00380 Tryptophan metabolism	A0A8V0ZT84	K00816	2.578449416350532	Up
map00380 Tryptophan metabolism	A0A1D5NYK3	K00252	1.7327147565196477	Up
map00380 Tryptophan metabolism	A0A1D5PQV3	K00658	2.3563010467052568	Up
map00380 Tryptophan metabolism	A0A8V0XE68	K00626	2.9048761746662444	Up
map00380 Tryptophan metabolism	A0A8V0XH76	K00626	0.3617297116655773	Down
map00380 Tryptophan metabolism	A0A8V0XIM8	K00022	1.7969182866761082	Up
map00380 Tryptophan metabolism	A0A8V1ABW1	K00128	1.809602417391791	Up
map00380 Tryptophan metabolism	A0A8V0X9K8	K14085	1.5614388743981418	Up
map00620 Pyruvate metabolism	A0A1L1RZK1	K01759	3.4897103262724234	Up
map00620 Pyruvate metabolism	E1BTT8	K00016	1.5290378729944691	Up
map00620 Pyruvate metabolism	E1BVT3	K00026	2.17501174523268	Up
map00620 Pyruvate metabolism	P07032	K01512	0.5262315681861746	Down
map00620 Pyruvate metabolism	A0A1D5P1U2	K00162	2.360741878574036	Up
map00620 Pyruvate metabolism	A0A1D5PEH3	K00161	3.22359559416354	Up
map00620 Pyruvate metabolism	A0A8V0XE68	K00626	2.9048761746662444	Up
map00620 Pyruvate metabolism	A0A8V0XH76	K00626	0.3617297116655773	Down
map00620 Pyruvate metabolism	A0A8V0Y9B0	K01679	1.595895185714519	Up
map00620 Pyruvate metabolism	A0A8V0ZWH3	K00627	2.735134602681624	Up
map00620 Pyruvate metabolism	A0A8V1ABW1	K00128	1.809602417391791	Up
map00620 Pyruvate metabolism	A0A8V0X9K8	K14085	1.5614388743981418	Up
map00620 Pyruvate metabolism	A0A8V1AAP7	K00002	0.5333177369672866	Down
map00650 Butanoate metabolism	A0A8V0Y492	K07515	2.106522046571114	Up
map00650 Butanoate metabolism	A0A8V0XE68	K00626	2.9048761746662444	Up
map00650 Butanoate metabolism	A0A8V0XH76	K00626	0.3617297116655773	Down
map00650 Butanoate metabolism	A0A8V0XIM8	K00022	1.7969182866761082	Up
map00650 Butanoate metabolism	A0A8V0YU17	K00019	3.4073587401217624	Up
map00650 Butanoate metabolism	A0A8V0ZT56	K00248	1.9076130641659352	Up
map00650 Butanoate metabolism	Q5F3M8	K01027	2.5669272765974585	Up
map00970 Aminoacyl-tRNA biosynthesis	A0A3Q2TSP8	K14163	3.150226127309769	Up
map00970 Aminoacyl-tRNA biosynthesis	E1C2Z5	K01867	1.5744692509543436	Up
map00970 Aminoacyl-tRNA biosynthesis	A0A8V0Y121	K04567	3.0955369224678404	Up
map00970 Aminoacyl-tRNA biosynthesis	A0A8V0YH08	K01892	1.7068319861168195	Up
map00970 Aminoacyl-tRNA biosynthesis	A0A8V0YQC4	K01868	3.165596853989598	Up
map00970 Aminoacyl-tRNA biosynthesis	A0A8V0Z3U7	K01869	1.6558594371124185	Up
map00970 Aminoacyl-tRNA biosynthesis	A0A8V0ZF10	K01886	1.6089809947158682	Up
map00970 Aminoacyl-tRNA biosynthesis	A0A8V0ZQK2	K01883	2.1578660003701646	Up
map00970 Aminoacyl-tRNA biosynthesis	A0A8V0ZWY9	K01890	3.297579772493336	Up
map00970 Aminoacyl-tRNA biosynthesis	A0A8V1A7D7	K01875	1.9014908101586836	Up
map00970 Aminoacyl-tRNA biosynthesis	A0A8V1A7Y9	K01870	5.1403100124199455	Up
map00970 Aminoacyl-tRNA biosynthesis	A0A8V1AAU9	K01880	3.0783230056383637	Up
map03010 Ribosome	F1NPA9	K02985	3.073123314589125	Up
map03010 Ribosome	P50890	K02998	2.299771309555524	Up
map03010 Ribosome	F1NN16	K02993	1.6353876682798694	Up
map03010 Ribosome	P41125	K02873	1.986570779463348	Up
map03010 Ribosome	P84175	K02951	2.9951025862043257	Up
map03010 Ribosome	Q6ITC7	K02953	2.4320848120436724	Up
map03010 Ribosome	A0A1D5NVI1	K02940	0.6574437033373941	Down
map03010 Ribosome	A0A1D5P3B1	K02868	1.7170753529405645	Up
map03010 Ribosome	A0A1D5PMT8	K02943	3.0577274363658185	Up
map03010 Ribosome	A0A1D5PR40	K02880	3.035318875610621	Up
map03010 Ribosome	A0A1L1S0X5	K02915	3.256284146078668	Up
map03010 Ribosome	A0A3Q2TV39	K02978	1.5433613286779275	Up
map03010 Ribosome	A0A3Q3A7P6	K02957	2.1405015322112018	Up
map03010 Ribosome	A0A8V0XJK4	K02937	1.678934759885997	Up
map03010 Ribosome	A0A8V0XXX0	K02984	1.76272414417678	Up
map03010 Ribosome	A0A8V0Y4V6	K02898	2.915209970120865	Up
map03010 Ribosome	A0A8V0Y9Y9	K02925	7.275952685542875	Up
map03010 Ribosome	A0A8V0YR80	K02875	1.7389668601034505	Up
map03010 Ribosome	A0A8V0Z1Z1	K02991	1.7188582513509767	Up
map03010 Ribosome	A0A8V0Z4J0	K02977	0.5208485903653857	Down
map03010 Ribosome	A0A8V0Z891	K02981	2.318113336850521	Up
map03010 Ribosome	A0A8V0ZGP2	K02894	2.1489369830566747	Up
map03010 Ribosome	A0A8V0ZJP1	K02941	2.5712144115958595	Up
map03010 Ribosome	A0A8V0ZL98	K02900	3.965294587901184	Up
map03010 Ribosome	A0A8V0ZUX8	K02976	1.6475896561454912	Up
map03010 Ribosome	A0A8V1AAB0	K02918	4.405257230087591	Up
map03010 Ribosome	A0A8V1AH32	K02920	2.377455288221741	Up
map03010 Ribosome	F1NH93	K02969	3.452223602484472	Up
map03010 Ribosome	F1NQG5	K02877	0.3808843495159415	Down
map03010 Ribosome	P32429	K02936	1.7919469232818328	Up
map03010 Ribosome	Q98TH5	K02949	0.6032564502765092	Down
map03010 Ribosome	R4GGJ0	K02960	3.207944506504973	Up
map03010 Ribosome	A0A8V0XPN5	K02973	0.4254543863347959	Down
map03010 Ribosome	A0A8V0XRE7	K02896	1.558862528151131	Up
map03010 Ribosome	A0A8V0YV66	K02987	2.533941239493171	Up
map03010 Ribosome	A0A8V1A8R2	K02995	3.816769180964713	Up
map03010 Ribosome	A0A8V1A9M2	K02865	1.9960943772050492	Up
map03018 RNA degradation	Q5ZL72	K04077	2.371567666615085	Up
map03018 RNA degradation	Q5ZKB9	K12614	2.14244067686194	Up
map03018 RNA degradation	A0A8V0XHN0	K00850	1.945806392066577	Up
map03018 RNA degradation	A0A8V0YD10	K13126	1.7896837683366666	Up
map03018 RNA degradation	F1NZ86	K04043	1.9072049157921007	Up
map03018 RNA degradation	A0A8V0ZE30	K12604	1.7939757078829923	Up
map03018 RNA degradation	A0A8V0ZRK8	K12602	1.9705754527876818	Up
map03050 Proteasome	Q7ZT63	K02739	1.7210032608659225	Up
map03050 Proteasome	A0A1D5PJW4	K02731	1.920442012476845	Up
map03050 Proteasome	A0A8V0XB52	K02737	2.2279204612461507	Up
map03050 Proteasome	A0A8V0XRD5	K02730	1.8565867390981619	Up
map03050 Proteasome	A0A8V0Y2X7	K03061	2.210065375601332	Up
map03050 Proteasome	A0A8V0YQY8	K03028	2.1738051898573425	Up
map03050 Proteasome	A0A8V0Z3K2	K03062	2.126912734298747	Up
map03050 Proteasome	A0A8V0ZEY1	K03039	2.428517731798355	Up
map03050 Proteasome	A0A8V0ZNX9	K02735	1.805178159446296	Up
map03050 Proteasome	A0A8V0ZY42	K03036	1.5253089622327758	Up
map03050 Proteasome	A0A8V1A582	K02729	2.1984678588232325	Up
map03050 Proteasome	A0A8V1ABH8	K02736	2.4384609897343115	Up
map03050 Proteasome	F1NC02	K02728	1.5283972312878815	Up
map03050 Proteasome	F1NU79	K03066	2.187097489740841	Up
map03050 Proteasome	Q5ZLI2	K02727	1.8585121673192249	Up
map03050 Proteasome	R4GLB3	K02734	1.7607627499285432	Up
map03050 Proteasome	A0A1D5NXL7	K03033	1.7188501321041094	Up
map03050 Proteasome	A0A1L1RP66	K03064	2.8208287866286965	Up
map03050 Proteasome	A0A8V0XY82	K03031	2.4807307737551243	Up
map03050 Proteasome	A0A8V0ZH96	K03065	3.821061898621168	Up
map03050 Proteasome	A0A8V0ZNG1	K03030	2.315090231128316	Up
map03050 Proteasome	A0A8V0ZNG4	K02725	2.30343010718421	Up
map03050 Proteasome	A0A8V1AF05	K03029	3.1619245961338214	Up
map03050 Proteasome	F1NR71	K03038	2.250826863489189	Up
map04146 Peroxisome	A0A1D5P8I7	K00031	1.9479296797204568	Up
map04146 Peroxisome	A0A8V0XMJ6	K01897	2.715592026518483	Up
map04146 Peroxisome	A0A8V0ZAL2	K01897	2.0131116085705147	Up
map04146 Peroxisome	A0A8V0XLB9	K04564	0.4798060275483782	Down
map04146 Peroxisome	A0A8V0ZPJ9	K00031	0.5582220200010373	Down
map04146 Peroxisome	A0A8V1A0C2	K13299	2.30947826717945	Up
map04146 Peroxisome	A0A1D5NWL9	K12405	3.5010029887965968	Up
map04146 Peroxisome	A0A8V0XNP4	K11147	3.2284551162630235	Up
map04146 Peroxisome	A0A8V0Y8S2	K13239	1.890212287223635	Up
map04260 Cardiac muscle contraction	A0A1L1RKB7	K05853	1.9617422968538	Up
map04260 Cardiac muscle contraction	P18944	K02261	5.580879055982677	Up
map04260 Cardiac muscle contraction	A0A8V0XTC5	K01540	3.729093797972357	Up
map04260 Cardiac muscle contraction	A0A8V0XW68	K02263	4.214491569655297	Up
map04260 Cardiac muscle contraction	A0A8V0YCL9	K02268	2.844861400789368	Up
map04260 Cardiac muscle contraction	A0A8V0Z2Y8	K02265	5.404238994917042	Up
map04260 Cardiac muscle contraction	A0A8V0ZC01	K02266	2.865843816518204	Up
map04260 Cardiac muscle contraction	A0A8V0ZU95	K02264	2.8585179803850345	Up
map04260 Cardiac muscle contraction	A0A8V0ZX92	K01539	2.8361394635316985	Up
map04260 Cardiac muscle contraction	A0A8V0ZYC2	K10373	2.1794917322856717	Up
map04260 Cardiac muscle contraction	A0A3Q2UJ64	K00417	5.023115161003285	Up
map04260 Cardiac muscle contraction	A0A8V0X6I3	K02267	2.5037164628175685	Up
map04260 Cardiac muscle contraction	A0A8V0YZL1	K00415	2.4539234785319097	Up
map04260 Cardiac muscle contraction	A0A8V0Z6B5	K02270	3.5436315785543373	Up
map04260 Cardiac muscle contraction	A0A8V1A3B4	K00414	3.105162039480629	Up
map04714 Thermogenesis	A0A1D5PIQ5	K04441	1.5264758560763243	Up
map04714 Thermogenesis	F1NUX4	K07203	0.1566371173034321	Down
map04714 Thermogenesis	P18944	K02261	5.580879055982677	Up
map04714 Thermogenesis	A0A1D5PIF0	K00235	4.117371538779446	Up
map04714 Thermogenesis	A0A8V0XMJ6	K01897	2.715592026518483	Up
map04714 Thermogenesis	A0A8V0XY43	K08041	0.5761072141837285	Down
map04714 Thermogenesis	A0A8V0ZAL2	K01897	2.0131116085705147	Up
map04714 Thermogenesis	Q9YH14	K02129	2.9195863951537526	Up
map04714 Thermogenesis	A0A1D5NW93	K02134	3.8206110051785407	Up
map04714 Thermogenesis	A0A1D5P0U8	K02136	4.428764772362602	Up
map04714 Thermogenesis	A0A1D5P179	K11353	3.4067597029784227	Up
map04714 Thermogenesis	A0A1D5P4B1	K03950	5.278333185118463	Up
map04714 Thermogenesis	A0A1D5PD64	K04432	2.7226322865563204	Up
map04714 Thermogenesis	A0A1D5PI06	K03943	2.084357395072847	Up
map04714 Thermogenesis	A0A1D5PN54	K02132	3.5708002517104256	Up
map04714 Thermogenesis	A0A1D5PNM0	K03965	3.3871730895262275	Up
map04714 Thermogenesis	A0A8V0X535	K11351	10.699051429865671	Up
map04714 Thermogenesis	A0A8V0XCD2	K03949	3.0391678321678324	Up
map04714 Thermogenesis	A0A8V0XW68	K02263	4.214491569655297	Up
map04714 Thermogenesis	A0A8V0Y6X8	K11352	1.503496733271736	Up
map04714 Thermogenesis	A0A8V0Y9V7	K03937	4.926420710886783	Up
map04714 Thermogenesis	A0A8V0Y9X9	K02137	3.099969724492885	Up
map04714 Thermogenesis	A0A8V0YC52	K03946	1.779580003716781	Up
map04714 Thermogenesis	A0A8V0YCL9	K02268	2.844861400789368	Up
map04714 Thermogenesis	A0A8V0YFF3	K03954	3.301151232326047	Up
map04714 Thermogenesis	A0A8V0Z1Z1	K02991	1.7188582513509767	Up
map04714 Thermogenesis	A0A8V0Z2Y8	K02265	5.404238994917042	Up
map04714 Thermogenesis	A0A8V0Z382	K03938	2.706170858433248	Up
map04714 Thermogenesis	A0A8V0Z7C7	K03962	2.2888348271446866	Up
map04714 Thermogenesis	A0A8V0Z863	K03966	3.3708121125339665	Up
map04714 Thermogenesis	A0A8V0ZC01	K02266	2.865843816518204	Up
map04714 Thermogenesis	A0A8V0ZI98	K02130	2.640391791044776	Up
map04714 Thermogenesis	A0A8V0ZU95	K02264	2.8585179803850345	Up
map04714 Thermogenesis	A0A8V0ZVA2	K03959	3.191682627423408	Up
map04714 Thermogenesis	A0A8V1A4N7	K02127	5.328431228317012	Up
map04714 Thermogenesis	A0A8V1A624	K02133	3.5949978151855015	Up
map04714 Thermogenesis	A0A8V1AA37	K03934	3.36178535665556	Up
map04714 Thermogenesis	A0A8V1AEY5	K03935	1.9340010153689944	Up
map04714 Thermogenesis	A0A8V1AH40	K03940	3.5955505702000368	Up
map04714 Thermogenesis	E1C658	K02138	3.4243413964776197	Up
map04714 Thermogenesis	F1NIL3	K02140	2.538031642687419	Up
map04714 Thermogenesis	A0A3Q2UJ64	K00417	5.023115161003285	Up
map04714 Thermogenesis	A0A8V0X6I3	K02267	2.5037164628175685	Up
map04714 Thermogenesis	A0A8V0YZL1	K00415	2.4539234785319097	Up
map04714 Thermogenesis	A0A8V0Z6B5	K02270	3.5436315785543373	Up
map04714 Thermogenesis	A0A8V0ZPD6	K03936	2.1117603164993595	Up
map04714 Thermogenesis	A0A8V0ZRZ8	K03953	5.011989705174615	Up
map04714 Thermogenesis	A0A8V1A3B4	K00414	3.105162039480629	Up
map04714 Thermogenesis	R4GGZ2	K03948	2.9556473303669786	Up
map04723 Retrograde endocannabinoid signaling	A0A1D5NZL7	K05858	0.534340416963346	Down
map04723 Retrograde endocannabinoid signaling	A0A1D5PIQ5	K04441	1.5264758560763243	Up
map04723 Retrograde endocannabinoid signaling	A0A3Q2U0G2	K05858	0.6255891811718735	Down
map04723 Retrograde endocannabinoid signaling	A0A8V0XY43	K08041	0.5761072141837285	Down
map04723 Retrograde endocannabinoid signaling	A0A1D5P179	K11353	3.4067597029784227	Up
map04723 Retrograde endocannabinoid signaling	A0A1D5P4B1	K03950	5.278333185118463	Up
map04723 Retrograde endocannabinoid signaling	A0A1D5PI06	K03943	2.084357395072847	Up
map04723 Retrograde endocannabinoid signaling	A0A1D5PNM0	K03965	3.3871730895262275	Up
map04723 Retrograde endocannabinoid signaling	A0A8V0X535	K11351	10.699051429865671	Up
map04723 Retrograde endocannabinoid signaling	A0A8V0XCD2	K03949	3.0391678321678324	Up
map04723 Retrograde endocannabinoid signaling	A0A8V0Y6X8	K11352	1.503496733271736	Up
map04723 Retrograde endocannabinoid signaling	A0A8V0Y9V7	K03937	4.926420710886783	Up
map04723 Retrograde endocannabinoid signaling	A0A8V0YC52	K03946	1.779580003716781	Up
map04723 Retrograde endocannabinoid signaling	A0A8V0YFF3	K03954	3.301151232326047	Up
map04723 Retrograde endocannabinoid signaling	A0A8V0Z382	K03938	2.706170858433248	Up
map04723 Retrograde endocannabinoid signaling	A0A8V0Z7C7	K03962	2.2888348271446866	Up
map04723 Retrograde endocannabinoid signaling	A0A8V0Z863	K03966	3.3708121125339665	Up
map04723 Retrograde endocannabinoid signaling	A0A8V0ZVA2	K03959	3.191682627423408	Up
map04723 Retrograde endocannabinoid signaling	A0A8V1AA37	K03934	3.36178535665556	Up
map04723 Retrograde endocannabinoid signaling	A0A8V1ABC9	K02677	0.5883612597763763	Down
map04723 Retrograde endocannabinoid signaling	A0A8V1AEY5	K03935	1.9340010153689944	Up
map04723 Retrograde endocannabinoid signaling	A0A8V1AH40	K03940	3.5955505702000368	Up
map04723 Retrograde endocannabinoid signaling	R4GKD1	K04542	0.4049756651412668	Down
map04723 Retrograde endocannabinoid signaling	A0A8V0ZPD6	K03936	2.1117603164993595	Up
map04723 Retrograde endocannabinoid signaling	A0A8V0ZRZ8	K03953	5.011989705174615	Up
map04723 Retrograde endocannabinoid signaling	R4GGZ2	K03948	2.9556473303669786	Up
map00480 Glutathione metabolism	A0A1D5P8I7	K00031	1.9479296797204568	Up
map00480 Glutathione metabolism	A0A8V0Z0I1	K11140	1.588546912271402	Up
map00480 Glutathione metabolism	A0A8V0ZIZ5	K00681	0.3605297615214545	Down
map00480 Glutathione metabolism	A0A8V0ZJE0	K00799	0.33586074417581296	Down
map00480 Glutathione metabolism	A0A8V1A0M8	K18592	0.16787310866574964	Down
map00480 Glutathione metabolism	A0A8V0YGN2	K00799	1.9013394459131887	Up
map00480 Glutathione metabolism	A0A8V0YZ27	K00033	0.4254574104876127	Down
map00480 Glutathione metabolism	A0A8V0ZPJ9	K00031	0.5582220200010373	Down
map00480 Glutathione metabolism	A0A8V1A0C2	K13299	2.30947826717945	Up
map00480 Glutathione metabolism	A0A8V1AHJ8	K00799	0.6356046396470747	Down
map00480 Glutathione metabolism	A0A1D5NT70	K00799	0.3644176303988671	Down
map00480 Glutathione metabolism	A0A1D5NY06	K00797	2.150565548756771	Up
map00480 Glutathione metabolism	A0A8V0X7B2	K00799	0.4642272442125557	Down
map00480 Glutathione metabolism	A0A8V0XB81	K00799	0.4438034154278763	Down
map00480 Glutathione metabolism	A0A8V0XX21	K01469	1.6759735469792127	Up
map00480 Glutathione metabolism	A0A8V0YPP2	K00432	0.5483248236732755	Down
map00480 Glutathione metabolism	A0A8V0YU69	K20838	3.42300923328062	Up
map00480 Glutathione metabolism	A0A8V1AI83	K00799	0.5882922980961233	Down
map00512 Mucin type O-glycan biosynthesis	A0A8V0Y6W2	K00710	0.6049573060208339	Down
map00512 Mucin type O-glycan biosynthesis	A0A1D5PJE0	K00710	0.34599581696860937	Down
map00512 Mucin type O-glycan biosynthesis	A0A8V0XT35	K00710	0.5409199750566217	Down
map00512 Mucin type O-glycan biosynthesis	A0A8V0YI46	K09905	0.5794862227140256	Down
map00512 Mucin type O-glycan biosynthesis	A0A8V1A2F4	K00710	0.6305809243860394	Down
map00512 Mucin type O-glycan biosynthesis	A0A8V1A758	K03374	0.3711429289123336	Down
map00512 Mucin type O-glycan biosynthesis	A0A8V1ACQ8	K06616	0.6308066530800078	Down
map00512 Mucin type O-glycan biosynthesis	A0A8V0YE66	K00710	0.5422400131627944	Down
map00561 Glycerolipid metabolism	P11602	K01059	0.3930845744960791	Down
map00561 Glycerolipid metabolism	A0A8V0YJV4	K00011	0.3773575846179205	Down
map00561 Glycerolipid metabolism	A0A8V0YKJ3	K09881	0.06115492206047445	Down
map00561 Glycerolipid metabolism	A0A8V0ZZL0	K00901	0.5063177983838355	Down
map00561 Glycerolipid metabolism	A0A8V1ABW1	K00128	1.809602417391791	Up
map00561 Glycerolipid metabolism	A0A8V0X9K8	K14085	1.5614388743981418	Up
map00561 Glycerolipid metabolism	A0A8V0YKA1	K00011	0.5593125655638451	Down
map00561 Glycerolipid metabolism	A0A8V1AAP7	K00002	0.5333177369672866	Down
map00590 Arachidonic acid metabolism	A0A1D5NW85	K01830	0.28363010804611577	Down
map00590 Arachidonic acid metabolism	A0A8V0XR66	K01047	0.5385760917557162	Down
